Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y
1941,6,23298,-179.9,-43.4,5.43,7.2,8.97,7.2,2.0,3.68,16.0,0.5,4.29,6.53,8.76,6.53,2.0,4.63,16.0,0.5,-2.74,-1.63,-0.52,-1.63,2.0,2.3,16.0,0.5,988.45,990.7,992.95,990.7,2.0,4.67,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.9,8.2,6.7,6.7,6.7,6.7,2.0,0.0,20.0,0.5,-6.39,-5.72,-5.05,-5.72,2.0,1.39,20.0,0.5,-3.99,-2.37,-0.75,-2.37,2.0,3.35,20.0,0.5,1011.8,1011.8,1011.8,1011.8,2.0,0.0,20.0,0.5,3.8,5.5,7.2,5.5,2.0,3.5,20.0,0.5,85.6,89.5,93.5,89.5,2.0,8.2,20.0,0.5,-42.8,-38.3,-33.8,-38.3,2.0,9.3,20.0,0.5,-26.7,-15.9,-5.0,-15.9,2.0,22.4,20.0,0.5,1.54,2.5,3.46,2.5,2.0,1.98,20.0,0.5,10.3,16.8,23.2,16.8,2.0,13.3,20.0,0.5,5.53,5.77,6.01,5.77,2.0,0.49,20.0,0.5,37.1,38.7,40.3,38.7,2.0,3.3,20.0,0.5,-161.8,-149.6,-137.4,-149.6,2.0,25.3,20.0,0.5,-110.8,-65.9,-20.9,-65.9,2.0,93.1,20.0,0.5,-121.0,-109.5,-98.0,-109.5,2.0,23.8,20.0,0.5,-78.0,-46.3,-14.7,-46.3,2.0,65.5,20.0,0.5,-38.6,-33.4,-28.1,-33.4,2.0,10.8,20.0,0.5,-21.6,-12.8,-4.1,-12.8,2.0,18.2,20.0,0.5,301.0,301.0,301.0,301.0,2.0,0.0,20.0,0.5,300.0,300.0,300.0,300.0,2.0,0.0,20.0,0.5,28.9,28.9,28.9,28.9,2.0,0.0,20.0,0.5,25.44,26.4,27.36,26.4,2.0,1.98,20.0,0.5,18.97,19.21,19.45,19.21,2.0,0.49,20.0,0.5,85.6,89.5,93.5,89.5,2.0,8.2,20.0,0.5
1941,6,23298,-179.8,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,2.2,6.2,2.2,2.0,8.2,8.0,0.5,-19.7,-19.1,-18.6,-19.1,2.0,1.1,8.0,0.5,321.5,804.5,804.5,568.5,3.0,408.0,16.0,0.7,320.0,805.0,805.0,570.0,3.0,410.0,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.8,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.1,1.9,1.1,2.0,1.6,14.0,0.5,0.1,0.4,0.8,0.4,2.0,0.7,14.0,0.5,17.5,97.5,97.5,265.0,9.0,600.0,12.0,0.9,20.0,95.0,95.0,265.0,9.0,600.0,12.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.7,-41.0,15.4,15.4,15.4,15.4,1.0,0.0,26.0,1.0,14.28,14.28,14.28,14.28,1.0,0.0,26.0,1.0,5.77,5.77,5.77,5.77,1.0,0.0,26.0,1.0,999.0,999.0,999.0,999.0,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.7,36.6,6.09,9.3,9.3,7.73,3.0,2.71,16.0,0.7,0.56,1.77,2.94,1.75,3.0,1.74,16.0,0.7,-4.43,4.6,7.69,1.7,3.0,9.22,16.0,0.7,1011.61,1012.5,1016.53,1014.03,3.0,3.84,16.0,0.7,7.3,8.0,8.0,7.7,3.0,0.6,16.0,0.7,88.6,89.1,89.6,89.1,2.0,1.1,8.0,0.5,5.2,16.5,27.4,16.3,3.0,16.2,16.0,0.7,-48.0,21.2,64.7,8.6,3.0,83.3,16.0,0.7,-3.07,0.0,1.16,-0.93,3.0,3.2,16.0,0.7,-28.6,0.0,10.8,-8.7,3.0,29.8,16.0,0.7,-1.33,0.15,1.62,0.15,2.0,3.06,8.0,0.5,-12.4,1.4,15.1,1.4,2.0,28.4,8.0,0.5,10.6,33.5,43.7,27.3,3.0,24.8,16.0,0.7,-58.5,73.6,141.1,42.1,3.0,148.7,16.0,0.7,23.0,26.0,28.9,26.0,2.0,6.1,8.0,0.5,-45.4,18.2,81.9,18.2,2.0,131.8,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78,15.6,15.87,15.33,3.0,0.83,16.0,0.7,14.57,16.0,17.98,16.27,3.0,2.51,16.0,0.7,9.25,10.45,11.65,10.45,2.0,2.48,8.0,0.5,88.6,89.1,89.6,89.1,2.0,1.1,8.0,0.5
1941,6,23298,-179.7,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,12.6,12.6,12.6,1.0,0.0,6.0,1.0,-31.3,-31.3,-31.3,-31.3,1.0,0.0,6.0,1.0,129.5,199.0,268.5,199.0,2.0,144.0,6.0,1.0,130.0,200.0,270.0,200.0,2.0,145.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.6,-29.2,4.6,4.6,4.6,4.6,1.0,0.0,26.0,0.0,4.27,4.27,4.27,4.27,1.0,0.0,26.0,0.0,1.72,1.72,1.72,1.72,1.0,0.0,26.0,0.0,1011.9,1011.9,1011.9,1011.9,1.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,23298,-179.6,10.3,4.6,4.6,6.03,5.3,3.0,1.21,12.0,0.0,-5.61,-3.25,-3.25,-4.4,3.0,1.99,12.0,0.0,-3.25,-3.25,-1.03,-2.17,3.0,1.88,12.0,0.0,1010.18,1012.5,1013.93,1012.07,3.0,2.78,12.0,0.0,2.9,7.0,7.0,5.0,3.0,3.5,12.0,0.0,73.5,76.6,81.5,77.5,3.0,5.9,12.0,0.0,-35.4,-15.0,-15.0,-24.9,3.0,17.3,12.0,0.0,-15.0,-15.0,-4.7,-10.0,3.0,8.6,12.0,0.0,-2.04,-1.7,-0.54,-1.3,3.0,1.15,12.0,0.0,-9.4,-7.8,-2.5,-6.0,3.0,5.3,12.0,0.0,3.13,3.97,4.23,3.69,3.0,0.84,12.0,0.0,15.0,20.0,24.5,19.7,3.0,7.0,12.0,0.0,-158.6,-92.1,-90.9,-124.0,3.0,56.8,12.0,0.0,-91.5,-90.4,-28.7,-60.8,3.0,52.7,12.0,0.0,-111.4,-59.8,-56.2,-83.3,3.0,45.3,12.0,0.0,-58.1,-54.5,-17.3,-38.1,3.0,33.1,12.0,0.0,-22.6,-14.1,-10.6,-16.5,3.0,9.1,12.0,0.0,-12.5,-8.9,-2.8,-7.7,3.0,7.2,12.0,0.0,97.5,97.5,236.0,165.0,3.0,117.5,12.0,0.0,95.0,95.0,235.0,165.0,3.0,115.0,12.0,0.0,26.1,26.1,27.6,26.83,3.0,1.27,12.0,0.0,27.96,28.3,28.3,28.13,3.0,0.29,12.0,0.0,17.27,18.4,19.64,18.45,3.0,1.73,12.0,0.0,73.5,76.6,81.5,77.5,3.0,5.9,12.0,0.0
1941,6,23298,-179.6,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131.8,-70.9,-35.6,-83.4,3.0,71.3,18.0,0.7,-19.5,0.0,13.1,-3.1,3.0,24.1,18.0,0.7,-40.0,-28.9,-17.7,-28.9,2.0,23.1,22.0,1.0,-13.4,-2.9,7.7,-2.9,2.0,21.8,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
