Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1945,6,23346,-179.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,16.0,1.0,76.3,84.3,92.3,84.3,2.0,16.6,10.0,1.0,-141.5,-121.3,-101.2,-121.3,2.0,41.7,10.0,1.0,-67.6,-61.7,-55.8,-61.7,2.0,12.2,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,23346,-179.7,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.5,4.5,3.5,2.0,2.1,18.0,1.0,92.1,92.2,92.2,92.2,2.0,0.1,18.0,1.0,-23.1,-17.5,-12.0,-17.5,2.0,11.4,18.0,1.0,-3.5,-1.4,0.7,-1.4,2.0,4.4,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,23346,-179.7,32.3,4.1,4.1,4.1,4.1,1.0,0.0,8.0,0.0,4.1,4.1,4.1,4.1,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1020.0,1020.0,1020.0,1020.0,1.0,0.0,8.0,0.0,22.2,22.2,22.2,22.2,1.0,0.0,8.0,0.0,15.6,15.6,15.6,15.6,1.0,0.0,8.0,0.0,10.92,10.92,10.92,10.92,1.0,0.0,8.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,8.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,8.0,0.0,16.8,16.8,16.8,16.8,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,6.6,6.6,6.6,6.6,1.0,0.0,8.0,0.0,27.1,27.1,27.1,27.1,1.0,0.0,8.0,0.0,5.63,5.63,5.63,5.63,1.0,0.0,8.0,0.0,23.1,23.1,23.1,23.1,1.0,0.0,8.0,0.0,64.0,64.0,64.0,64.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,44.8,44.8,44.8,44.8,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,23.1,23.1,23.1,23.1,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,69.0,69.0,69.0,69.0,1.0,0.0,8.0,0.0,70.0,70.0,70.0,70.0,1.0,0.0,8.0,0.0
1945,6,23346,-179.7,52.6,2.6,5.1,11.37,6.55,11.0,4.05,14.0,1.0,-4.32,-1.67,10.69,1.44,11.0,6.97,14.0,1.0,-4.57,-3.52,-0.52,-2.8,11.0,2.01,14.0,1.0,1007.4,1017.3,1022.53,1015.95,11.0,8.19,14.0,1.0,5.35,5.85,6.1,5.65,6.0,0.66,12.0,1.0,6.7,7.2,8.55,7.52,11.0,1.21,14.0,1.0,5.44,5.86,6.15,5.8,11.0,0.41,14.0,1.0,86.0,90.7,95.7,90.6,11.0,5.5,14.0,1.0,8.0,8.0,8.0,7.5,11.0,1.5,14.0,1.0,86.0,90.7,95.7,90.6,11.0,5.5,14.0,1.0,-25.9,-4.3,123.1,27.1,11.0,76.3,14.0,1.0,-37.0,-19.9,-1.4,-20.4,11.0,18.3,14.0,1.0,-2.3,-1.35,-0.6,-1.47,6.0,0.86,12.0,1.0,-10.8,-5.7,-3.8,-7.9,6.0,6.6,12.0,1.0,-0.29,-0.1,0.29,-0.05,6.0,0.31,12.0,1.0,-1.7,-0.6,1.6,-0.3,6.0,1.7,12.0,1.0,-25.8,-12.6,82.7,13.8,11.0,53.9,14.0,1.0,-36.5,-26.2,-4.9,-21.1,11.0,15.6,14.0,1.0,-23.9,-9.3,64.1,9.1,11.0,40.7,14.0,1.0,-26.0,-21.1,-3.3,-16.3,11.0,11.6,14.0,1.0,-0.8,0.4,1.2,0.2,6.0,1.2,12.0,1.0,-1.1,0.5,1.1,0.2,6.0,1.3,12.0,1.0,17.5,132.5,1528.0,598.0,11.0,826.5,14.0,1.0,20.0,135.0,1530.0,600.0,11.0,825.0,14.0,1.0
1945,6,23346,-179.6,8.6,10.3,10.3,11.3,10.74,8.0,0.62,8.0,0.9,-10.24,-10.14,-9.37,-9.98,8.0,0.48,8.0,0.9,-4.78,-4.35,-1.98,-3.79,8.0,1.31,8.0,0.9,1008.47,1009.1,1009.83,1009.09,12.0,0.66,6.0,0.9,27.2,27.2,28.08,27.53,12.0,0.66,6.0,0.9,27.65,27.8,27.8,27.74,12.0,0.29,6.0,0.9,17.91,19.72,19.74,19.11,12.0,0.87,6.0,0.9,76.5,84.3,84.3,82.0,12.0,4.5,6.0,0.9,4.0,5.0,6.0,5.0,7.0,1.2,8.0,0.9,76.5,84.3,84.3,82.0,12.0,4.5,6.0,0.9,-115.7,-104.5,-96.5,-107.3,8.0,10.8,8.0,0.9,-54.0,-44.8,-20.4,-41.2,8.0,15.7,8.0,0.9,-0.6,-0.6,0.28,-0.21,12.0,0.82,6.0,0.9,-7.0,-6.2,0.0,-2.5,8.0,8.9,8.0,0.9,2.92,3.39,5.38,4.01,12.0,1.26,6.0,0.9,30.3,33.7,57.0,41.5,8.0,13.6,8.0,0.9,-284.4,-277.2,-264.7,-276.4,8.0,12.1,8.0,0.9,-132.4,-122.1,-55.1,-105.2,8.0,36.6,8.0,0.9,-203.2,-196.6,-174.5,-191.3,8.0,16.4,8.0,0.9,-94.7,-81.0,-38.4,-72.7,8.0,26.1,8.0,0.9,-53.3,-30.6,-28.8,-38.8,8.0,13.5,8.0,0.9,-19.1,-13.7,-11.0,-14.1,8.0,5.3,8.0,0.9,1092.5,1092.5,1443.0,1249.0,8.0,224.5,8.0,0.9,1095.0,1095.0,1445.0,1250.0,8.0,225.0,8.0,0.9
1945,6,23346,-179.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,5.0,6.6,4.8,10.0,2.0,16.0,0.9,71.6,79.2,83.3,78.4,17.0,8.9,22.0,0.8,-78.4,-49.4,-13.3,-46.1,16.0,28.8,22.0,0.8,-35.1,-16.8,-0.6,-17.0,16.0,14.9,22.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,23346,-179.6,12.7,3.67,7.2,9.3,6.63,16.0,2.5,22.0,0.8,-8.43,-6.75,-3.51,-6.17,16.0,2.27,22.0,0.8,-3.83,-2.38,-0.2,-2.16,16.0,1.55,22.0,0.8,1008.56,1010.0,1013.82,1011.0,8.0,3.18,18.0,0.9,27.52,27.8,28.3,27.85,17.0,0.43,22.0,0.8,26.7,27.8,28.3,27.62,17.0,1.07,22.0,0.8,18.01,18.87,21.24,19.05,8.0,3.0,18.0,0.9,71.6,79.2,83.3,78.4,17.0,8.9,22.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,0.0,1.1,0.23,17.0,1.16,22.0,0.8,-2.5,2.5,7.9,2.1,16.0,8.7,22.0,0.8,3.62,4.62,5.94,4.74,8.0,2.76,18.0,0.9,14.9,24.6,37.3,24.4,7.0,15.2,20.0,0.9,-236.9,-176.4,-94.8,-169.9,16.0,64.0,22.0,0.8,-103.6,-63.6,-5.6,-59.1,16.0,42.1,22.0,0.8,-155.2,-98.8,-61.6,-112.7,7.0,62.1,20.0,0.9,-33.5,-23.4,0.0,-23.2,7.0,28.9,20.0,0.9,-37.3,-22.8,-12.9,-23.7,7.0,15.4,20.0,0.9,-7.9,0.0,0.0,-3.2,7.0,4.2,20.0,0.9,55.5,373.0,804.5,402.5,16.0,325.0,22.0,0.8,55.0,375.0,805.0,400.0,16.0,325.0,22.0,0.8
1945,6,23346,-179.6,16.5,5.09,6.7,8.2,6.48,108.0,2.06,18.0,0.8,-7.88,-6.2,-4.53,-5.98,108.0,2.07,18.0,0.8,-2.83,0.0,2.46,-0.18,108.0,2.49,18.0,0.8,1010.93,1012.75,1016.13,1013.37,104.0,2.53,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,4.4,57.0,1.8,16.0,0.7,70.4,76.5,87.2,78.4,108.0,8.7,18.0,0.8,-67.2,-38.4,-22.5,-42.7,108.0,23.7,18.0,0.8,-17.8,0.0,13.0,-3.0,108.0,21.0,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-218.9,-172.4,-125.5,-165.8,107.0,55.5,18.0,0.8,-87.4,0.0,65.0,-6.2,107.0,68.8,18.0,0.8,-136.9,-109.5,-83.1,-107.0,100.0,37.7,18.0,0.8,-50.0,0.0,45.4,-2.5,100.0,46.1,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,23346,-179.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,27.8,28.29,27.56,102.0,0.75,16.0,0.7,26.7,27.8,28.9,27.68,109.0,1.29,18.0,0.8,16.51,17.4,19.28,18.02,102.0,1.83,18.0,0.8,70.4,76.5,87.2,78.4,108.0,8.7,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,0.0,1.17,-0.11,101.0,1.54,16.0,0.8,-10.6,0.0,8.1,-0.6,99.0,10.5,16.0,0.8,3.62,5.18,6.59,4.95,96.0,2.04,16.0,0.8,20.2,35.6,50.1,34.2,94.0,15.4,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3,-33.6,-18.6,-32.0,94.0,14.9,16.0,0.8,-16.0,0.0,12.7,-1.4,94.0,12.7,16.0,0.8,132.0,301.0,551.5,351.0,108.0,304.0,18.0,0.8,130.0,300.0,550.0,350.0,108.0,305.0,18.0,0.8
1945,6,23346,-179.6,20.6,2.1,3.1,5.1,3.63,15.0,1.92,14.0,0.9,-5.0,-2.37,0.45,-2.18,15.0,2.68,14.0,0.9,-2.43,0.0,1.06,-0.34,15.0,2.33,14.0,0.9,1010.66,1012.5,1012.98,1011.83,3.0,1.8,18.0,0.7,26.99,27.8,27.8,27.54,11.0,0.63,16.0,0.9,27.24,28.3,29.4,28.31,14.0,1.55,14.0,0.9,16.78,17.25,18.66,17.71,3.0,1.43,18.0,0.7,69.5,74.5,78.5,74.0,4.0,5.8,18.0,0.5,2.0,3.0,5.0,3.3,14.0,1.6,12.0,0.9,69.5,74.5,78.5,74.0,4.0,5.8,18.0,0.5,-26.0,-6.7,1.2,-11.9,15.0,16.1,14.0,0.9,-6.6,0.0,3.0,0.5,15.0,12.7,14.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-143.7,-67.9,13.8,-67.4,14.0,76.9,14.0,0.9,-53.1,0.0,30.8,-3.7,14.0,64.7,14.0,0.9,-94.0,-84.5,-81.0,-87.4,3.0,9.9,18.0,0.7,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
