Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1948,4,23380,-179.7,-43.5,9.8,9.8,9.8,9.8,1.0,0.0,24.0,0.0,9.02,9.02,9.02,9.02,1.0,0.0,24.0,0.0,-3.83,-3.83,-3.83,-3.83,1.0,0.0,24.0,0.0,997.5,997.5,997.5,997.5,1.0,0.0,24.0,0.0,15.6,15.6,15.6,15.6,1.0,0.0,24.0,0.0,17.8,17.8,17.8,17.8,1.0,0.0,24.0,0.0,10.27,10.27,10.27,10.27,1.0,0.0,24.0,0.0,80.0,80.0,80.0,80.0,1.0,0.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,24.0,0.0,80.0,80.0,80.0,80.0,1.0,0.0,24.0,0.0,88.4,88.4,88.4,88.4,1.0,0.0,24.0,0.0,-37.5,-37.5,-37.5,-37.5,1.0,0.0,24.0,0.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,24.0,0.0,-21.6,-21.6,-21.6,-21.6,1.0,0.0,24.0,0.0,0.9,0.9,0.9,0.9,1.0,0.0,24.0,0.0,8.8,8.8,8.8,8.8,1.0,0.0,24.0,0.0,160.6,160.6,160.6,160.6,1.0,0.0,24.0,0.0,-68.2,-68.2,-68.2,-68.2,1.0,0.0,24.0,0.0,92.6,92.6,92.6,92.6,1.0,0.0,24.0,0.0,-39.3,-39.3,-39.3,-39.3,1.0,0.0,24.0,0.0,8.1,8.1,8.1,8.1,1.0,0.0,24.0,0.0,-3.5,-3.5,-3.5,-3.5,1.0,0.0,24.0,0.0,941.0,941.0,941.0,941.0,1.0,0.0,24.0,0.0,940.0,940.0,940.0,940.0,1.0,0.0,24.0,0.0
1948,4,23380,-179.7,30.2,10.03,11.8,13.07,11.6,5.0,2.09,20.0,1.0,-8.87,-7.88,0.55,-4.01,5.0,9.09,20.0,1.0,-6.26,3.68,5.94,0.24,5.0,8.36,20.0,1.0,1015.29,1018.75,1019.0,1017.63,8.0,1.94,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-176.7,-161.9,24.5,-79.8,5.0,166.6,20.0,1.0,-89.0,75.7,118.8,23.5,5.0,132.1,20.0,1.0,-121.3,-108.1,-80.2,-101.1,4.0,31.2,22.0,1.0,-40.9,55.1,87.1,24.6,4.0,101.8,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,23380,-179.7,36.8,6.41,7.45,11.64,8.14,10.0,3.44,10.0,0.8,-9.93,-6.3,-4.69,-6.39,10.0,4.05,10.0,0.8,-5.57,-0.97,4.79,-0.27,10.0,4.86,10.0,0.8,1002.17,1006.15,1007.29,1005.18,14.0,2.3,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146.6,-94.5,-68.8,-94.5,10.0,57.9,10.0,0.8,-80.2,-15.3,70.7,-3.2,10.0,71.5,10.0,0.8,-100.3,-57.7,-42.0,-61.9,10.0,41.7,10.0,0.8,-55.9,-9.4,42.7,-4.5,10.0,46.1,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,23380,-179.7,38.3,8.2,8.2,8.2,8.2,2.0,0.0,12.0,1.0,-7.17,-6.61,-6.06,-6.61,2.0,1.16,12.0,1.0,3.84,4.63,5.43,4.63,2.0,1.65,12.0,1.0,1007.26,1007.4,1007.54,1007.4,2.0,0.28,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.9,-103.2,-94.5,-103.2,2.0,18.0,12.0,1.0,59.8,72.3,84.7,72.3,2.0,25.7,12.0,1.0,-69.7,-64.2,-58.8,-64.2,2.0,11.2,12.0,1.0,37.2,45.0,52.7,45.0,2.0,16.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,23380,-179.6,-39.9,6.7,6.7,6.7,6.7,1.0,0.0,24.0,0.0,1.28,1.28,1.28,1.28,1.0,0.0,24.0,0.0,-6.58,-6.58,-6.58,-6.58,1.0,0.0,24.0,0.0,999.0,999.0,999.0,999.0,1.0,0.0,24.0,0.0,17.2,17.2,17.2,17.2,1.0,0.0,24.0,0.0,18.9,18.9,18.9,18.9,1.0,0.0,24.0,0.0,11.01,11.01,11.01,11.01,1.0,0.0,24.0,0.0,80.1,80.1,80.1,80.1,1.0,0.0,24.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,24.0,0.0,80.1,80.1,80.1,80.1,1.0,0.0,24.0,0.0,8.6,8.6,8.6,8.6,1.0,0.0,24.0,0.0,-44.1,-44.1,-44.1,-44.1,1.0,0.0,24.0,0.0,-1.7,-1.7,-1.7,-1.7,1.0,0.0,24.0,0.0,-11.4,-11.4,-11.4,-11.4,1.0,0.0,24.0,0.0,1.35,1.35,1.35,1.35,1.0,0.0,24.0,0.0,9.0,9.0,9.0,9.0,1.0,0.0,24.0,0.0,24.2,24.2,24.2,24.2,1.0,0.0,24.0,0.0,-124.3,-124.3,-124.3,-124.3,1.0,0.0,24.0,0.0,14.1,14.1,14.1,14.1,1.0,0.0,24.0,0.0,-72.4,-72.4,-72.4,-72.4,1.0,0.0,24.0,0.0,1.7,1.7,1.7,1.7,1.0,0.0,24.0,0.0,-8.9,-8.9,-8.9,-8.9,1.0,0.0,24.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,24.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,24.0,0.0
1948,4,23380,-179.6,-35.4,6.27,11.05,12.94,10.18,6.0,3.99,16.0,0.2,-7.33,-5.81,-2.04,-5.03,6.0,3.31,16.0,0.2,-10.2,-4.2,6.21,-1.6,6.0,9.8,16.0,0.2,1012.19,1014.9,1022.22,1016.83,7.0,4.87,14.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.6,-112.7,-37.4,-97.7,6.0,65.1,16.0,0.2,-199.1,-81.6,106.6,-41.2,6.0,173.4,16.0,0.2,-91.0,-65.3,-17.4,-58.6,6.0,42.3,16.0,0.2,-117.4,-49.5,48.2,-33.1,6.0,89.9,16.0,0.2,-16.6,-15.4,-10.3,-13.2,6.0,6.8,16.0,0.2,-22.6,-10.5,49.6,15.1,6.0,58.7,16.0,0.2,259.0,1401.0,2231.0,1452.0,6.0,1311.5,16.0,0.2,260.0,1400.0,2230.0,1450.0,6.0,1310.0,16.0,0.2
1948,4,23380,-179.6,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.0,8.0,6.6,5.0,1.3,10.0,1.0,83.4,89.0,94.5,89.3,10.0,7.3,12.0,1.0,-101.1,-87.6,10.7,-42.4,5.0,107.6,20.0,1.0,-87.0,32.0,67.2,-7.4,5.0,110.7,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,23380,-179.6,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,8.0,8.0,7.8,6.0,0.4,10.0,0.7,87.9,94.3,100.0,93.1,14.0,6.4,10.0,0.6,-119.2,-44.5,-31.2,-64.2,10.0,58.0,10.0,0.8,-61.3,-8.6,32.6,-8.8,10.0,48.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,23380,-179.5,-41.6,2.6,6.7,10.71,6.8,5.0,4.32,20.0,0.2,-1.73,0.97,2.04,0.09,5.0,2.84,20.0,0.2,-5.16,-2.41,7.42,0.44,5.0,8.25,20.0,0.2,1015.49,1026.2,1029.23,1022.1,5.0,11.9,20.0,0.2,14.78,16.1,17.6,16.2,5.0,1.59,20.0,0.2,13.68,15.6,17.42,15.56,5.0,1.97,20.0,0.2,7.16,8.98,10.74,9.09,5.0,2.38,20.0,0.2,74.9,79.4,89.1,82.1,5.0,10.8,20.0,0.2,3.3,4.0,8.0,5.2,5.0,2.7,20.0,0.2,74.9,79.4,89.1,82.1,5.0,10.8,20.0,0.2,-11.6,2.5,22.2,3.6,5.0,23.0,20.0,0.2,-38.7,-6.3,74.4,14.6,5.0,88.0,20.0,0.2,-1.57,0.5,2.98,0.64,5.0,2.41,20.0,0.2,-4.1,4.9,26.7,11.1,5.0,19.1,20.0,0.2,0.73,1.06,4.52,2.29,5.0,2.06,20.0,0.2,2.6,4.0,39.6,19.1,5.0,23.8,20.0,0.2,-23.0,16.8,32.9,3.9,5.0,39.8,20.0,0.2,-88.9,-40.6,101.3,-4.5,5.0,127.2,20.0,0.2,-11.5,9.3,19.8,3.8,5.0,21.7,20.0,0.2,-59.8,-23.0,52.8,-9.6,5.0,78.8,20.0,0.2,-7.8,0.8,4.5,-1.8,5.0,11.8,20.0,0.2,-3.2,-2.2,33.7,13.5,5.0,25.5,20.0,0.2,17.5,301.0,1277.0,627.5,5.0,786.0,20.0,0.2,20.0,300.0,1275.0,630.0,5.0,785.0,20.0,0.2
1948,4,23380,-179.5,-35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38,20.0,21.13,20.07,7.0,1.0,14.0,0.1,16.08,19.4,19.43,18.31,7.0,1.76,14.0,0.1,8.21,11.23,12.4,10.49,6.0,2.21,16.0,0.2,64.9,80.4,86.0,77.4,6.0,10.8,16.0,0.2,2.0,8.0,8.0,6.0,7.0,3.1,14.0,0.1,64.9,80.4,86.0,77.4,6.0,10.8,16.0,0.2,-85.5,-58.2,-9.4,-50.3,6.0,40.5,16.0,0.2,-125.4,-33.9,62.9,-10.6,6.0,133.9,16.0,0.2,-0.02,0.6,3.86,1.76,7.0,2.24,14.0,0.1,-1.3,2.0,28.3,15.1,6.0,31.2,16.0,0.2,2.04,2.8,7.77,4.2,6.0,3.0,16.0,0.2,20.5,27.6,54.3,42.5,6.0,42.6,16.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
