Year,Month,Running Month,Longitude,Latitude,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1948,1,23377,-179.9,-29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,1.0,0.0,20.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1006.1,1008.9,1009.17,1007.67,3.0,2.49,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,56.4,56.4,56.4,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,30.4,30.4,30.4,30.4,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,14.7,14.7,14.7,14.7,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,20.0,0.0
1948,1,23377,-179.7,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,24.4,24.81,24.6,3.0,0.35,20.0,0.7,20.95,21.7,22.04,21.5,3.0,0.82,20.0,0.7,8.88,10.07,10.55,9.72,3.0,1.26,20.0,0.7,56.3,64.9,66.8,61.6,3.0,8.2,20.0,0.7,8.16,11.3,12.39,10.3,3.0,3.22,20.0,0.7,-10.52,-7.99,-7.11,-8.79,3.0,2.59,20.0,0.7,-7.18,-5.45,-1.73,-4.48,3.0,4.08,20.0,0.7,1017.19,1023.2,1023.27,1020.3,3.0,5.11,20.0,0.7,2.73,2.8,3.48,3.1,3.0,0.61,20.0,0.7,23.9,34.8,40.4,32.2,3.0,12.3,20.0,0.7,8.86,8.98,10.05,9.45,3.0,0.96,20.0,0.7,72.6,99.5,124.5,98.6,3.0,38.0,20.0,0.7,-225.4,-164.6,-153.8,-189.0,3.0,56.6,20.0,0.7,-149.9,-118.3,-37.5,-94.3,3.0,84.9,20.0,0.7,-92.0,-80.5,-74.8,-83.3,3.0,12.8,20.0,0.7,-69.3,-45.4,-14.4,-42.0,3.0,40.4,20.0,0.7,-106.6,-70.4,-63.4,-84.6,3.0,34.0,20.0,0.7,-66.3,-57.5,-18.3,-42.6,3.0,37.5,20.0,0.7,663.5,1443.0,1923.5,1297.0,3.0,931.5,20.0,0.7,665.0,1445.0,1925.0,1295.0,3.0,930.0,20.0,0.7
1948,1,23377,-179.7,30.3,4.0,6.0,6.0,5.3,7.0,1.0,16.0,0.9,73.2,80.2,83.7,79.4,15.0,6.2,14.0,0.9,-97.4,4.8,24.9,-21.2,15.0,55.2,14.0,0.9,-208.9,-2.0,0.0,-69.3,15.0,99.6,14.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,5.1,15.18,7.53,15.0,5.62,14.0,0.9,-6.41,1.84,4.99,0.22,15.0,5.03,14.0,0.9,-13.76,-1.36,0.0,-4.96,15.0,6.37,14.0,0.9,1008.16,1021.5,1023.56,1017.73,15.0,7.36,14.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.7,36.8,98.0,11.1,15.0,87.9,14.0,0.9,-216.0,-26.4,0.0,-81.5,15.0,101.9,14.0,0.9,-52.1,21.5,58.2,9.7,15.0,48.7,14.0,0.9,-111.6,-15.1,0.0,-42.2,15.0,51.7,14.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1,23377,-179.6,20.7,1.8,3.5,5.0,3.3,6.0,1.6,22.0,0.5,56.2,61.4,70.4,63.8,17.0,7.5,22.0,0.5,-71.6,-53.5,-29.1,-53.9,17.0,23.8,22.0,0.5,-57.0,-32.0,0.0,-32.9,17.0,26.2,22.0,0.5,23.3,24.4,26.1,24.68,17.0,1.18,22.0,0.5,22.29,23.9,26.38,24.06,17.0,1.86,22.0,0.5,10.44,12.01,13.1,11.83,17.0,1.39,22.0,0.5,56.2,61.4,70.4,63.8,17.0,7.5,22.0,0.5,5.69,8.7,9.8,7.89,17.0,2.04,22.0,0.5,-7.79,-6.15,-5.1,-6.5,17.0,1.67,22.0,0.5,-6.35,-4.35,0.0,-3.74,17.0,2.78,22.0,0.5,1015.27,1015.8,1016.69,1015.86,17.0,0.8,22.0,0.5,-0.28,0.5,1.6,0.61,17.0,0.88,22.0,0.5,-0.9,4.7,13.1,5.7,17.0,6.8,22.0,0.5,6.07,7.43,9.02,7.55,17.0,1.35,22.0,0.5,47.1,58.8,70.7,58.7,17.0,17.2,22.0,0.5,-194.2,-147.0,-127.9,-155.0,17.0,36.0,22.0,0.5,-151.7,-99.2,0.0,-87.7,17.0,66.0,22.0,0.5,-94.8,-79.7,-60.1,-76.1,17.0,17.7,22.0,0.5,-81.0,-45.9,0.0,-44.4,17.0,33.9,22.0,0.5,-65.1,-47.5,-36.4,-48.9,17.0,15.0,22.0,0.5,-43.7,-27.2,0.0,-26.5,17.0,21.2,22.0,0.5,189.5,658.5,941.0,577.0,17.0,334.5,22.0,0.5,190.0,660.0,940.0,575.0,17.0,335.0,22.0,0.5
1948,1,23377,-179.6,22.8,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,56.3,64.9,66.8,61.6,3.0,8.2,20.0,0.7,-131.6,-90.3,-59.3,-95.3,3.0,53.1,20.0,0.7,-84.0,-70.3,-22.3,-53.5,3.0,47.4,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1,23377,-179.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,21.1,21.1,20.11,10.0,1.59,12.0,0.8,16.1,18.9,20.0,18.33,15.0,1.7,14.0,0.9,8.33,11.12,11.7,10.42,15.0,1.62,14.0,0.9,73.2,80.2,83.7,79.4,15.0,6.2,14.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84,1.1,1.7,0.68,10.0,1.13,12.0,0.8,-3.9,2.7,5.5,1.5,10.0,4.5,12.0,0.8,1.05,3.74,4.32,3.05,10.0,1.54,12.0,0.8,4.8,8.1,17.5,10.2,10.0,6.1,12.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,6.0,17.5,9.1,10.0,6.9,12.0,0.8,-5.9,0.0,0.0,-2.1,10.0,2.9,12.0,0.8,20.5,132.5,3504.5,1184.5,15.0,1648.0,14.0,0.9,20.0,135.0,3505.0,1185.0,15.0,1650.0,14.0,0.9
1948,1,23377,-179.5,-33.7,8.0,8.0,8.0,8.0,1.0,0.0,12.0,1.0,95.1,95.1,95.1,95.1,1.0,0.0,12.0,1.0,-8.6,-8.6,-8.6,-8.6,1.0,0.0,12.0,1.0,44.1,44.1,44.1,44.1,1.0,0.0,12.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,12.0,1.0,18.3,18.3,18.3,18.3,1.0,0.0,12.0,1.0,12.52,12.52,12.52,12.52,1.0,0.0,12.0,1.0,95.1,95.1,95.1,95.1,1.0,0.0,12.0,1.0,6.7,6.7,6.7,6.7,1.0,0.0,12.0,1.0,-1.28,-1.28,-1.28,-1.28,1.0,0.0,12.0,1.0,6.58,6.58,6.58,6.58,1.0,0.0,12.0,1.0,1005.1,1005.1,1005.1,1005.1,1.0,0.0,12.0,1.0,1.7,1.7,1.7,1.7,1.0,0.0,12.0,1.0,11.4,11.4,11.4,11.4,1.0,0.0,12.0,1.0,2.14,2.14,2.14,2.14,1.0,0.0,12.0,1.0,14.3,14.3,14.3,14.3,1.0,0.0,12.0,1.0,-23.4,-23.4,-23.4,-23.4,1.0,0.0,12.0,1.0,120.4,120.4,120.4,120.4,1.0,0.0,12.0,1.0,-16.0,-16.0,-16.0,-16.0,1.0,0.0,12.0,1.0,82.3,82.3,82.3,82.3,1.0,0.0,12.0,1.0,-2.7,-2.7,-2.7,-2.7,1.0,0.0,12.0,1.0,14.1,14.1,14.1,14.1,1.0,0.0,12.0,1.0,301.0,301.0,301.0,301.0,1.0,0.0,12.0,1.0,300.0,300.0,300.0,300.0,1.0,0.0,12.0,1.0
1948,1,23377,-179.5,-29.5,1.0,1.5,2.0,1.5,4.0,0.6,18.0,0.8,68.8,74.7,79.4,74.2,4.0,6.8,18.0,0.8,6.8,6.8,6.8,6.8,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,22.8,23.35,24.16,23.48,4.0,0.81,18.0,0.8,21.39,22.25,23.38,22.38,4.0,1.24,18.0,0.8,11.86,12.21,12.55,12.21,3.0,0.51,18.0,0.7,68.8,74.7,79.4,74.2,4.0,6.8,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.8,1.99,1.1,4.0,1.22,18.0,0.8,2.9,2.9,2.9,2.9,1.0,0.0,20.0,0.0,5.73,5.86,6.65,6.18,3.0,0.73,18.0,0.7,14.7,14.7,14.7,14.7,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1,23377,-179.5,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,8.2,9.3,8.09,7.0,1.25,22.0,0.7,-5.82,-3.93,-2.91,-3.18,7.0,3.39,22.0,0.7,-8.43,-6.98,-5.71,-6.69,7.0,1.55,22.0,0.7,1006.91,1008.3,1009.34,1008.12,9.0,1.29,22.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-161.7,-109.3,-74.2,-87.4,7.0,92.7,22.0,0.7,-234.5,-178.7,-158.6,-181.4,7.0,44.8,22.0,0.7,-109.3,-72.7,-54.4,-59.9,7.0,62.9,22.0,0.7,-156.0,-130.4,-107.3,-124.8,7.0,29.2,22.0,0.7,-40.7,-24.6,-20.7,-21.9,7.0,23.3,22.0,0.7,-53.0,-49.7,-40.0,-45.6,7.0,9.5,22.0,0.7,443.5,551.5,804.5,559.5,7.0,220.5,22.0,0.7,445.0,550.0,805.0,560.0,7.0,220.0,22.0,0.7
1948,1,23377,-179.5,-5.5,7.1,8.0,8.0,7.8,8.0,0.5,22.0,0.0,79.6,84.2,89.9,83.7,9.0,5.4,22.0,0.0,6.4,11.9,36.6,20.8,9.0,16.5,22.0,0.0,-84.3,-68.6,-13.9,-52.7,9.0,35.2,22.0,0.0,28.46,29.4,29.4,29.1,9.0,0.48,22.0,0.0,26.83,27.8,28.17,27.53,9.0,0.61,22.0,0.0,18.22,19.38,20.07,19.27,9.0,0.85,22.0,0.0,79.6,84.2,89.9,83.7,9.0,5.4,22.0,0.0,4.23,8.7,9.3,7.14,9.0,2.71,22.0,0.0,1.64,2.9,3.93,2.71,9.0,1.43,22.0,0.0,-9.07,-7.88,-3.51,-6.48,9.0,2.68,22.0,0.0,1007.99,1009.6,1010.29,1009.2,9.0,1.15,22.0,0.0,0.66,1.6,2.57,1.57,9.0,0.92,22.0,0.0,3.1,13.9,23.9,13.1,9.0,10.1,22.0,0.0,5.58,6.06,6.67,6.08,9.0,0.7,22.0,0.0,26.7,51.9,61.5,43.9,9.0,18.1,22.0,0.0,46.0,82.0,106.9,74.6,9.0,38.5,22.0,0.0,-243.2,-219.2,-98.7,-177.1,9.0,70.5,22.0,0.0,31.9,56.2,74.1,52.0,9.0,27.8,22.0,0.0,-180.4,-151.2,-68.3,-125.3,9.0,53.7,22.0,0.0,8.5,18.6,26.0,17.0,9.0,9.5,22.0,0.0,-55.7,-47.8,-20.4,-39.8,9.0,17.5,22.0,0.0,76.5,658.5,804.5,501.0,9.0,409.5,22.0,0.0,75.0,660.0,805.0,500.0,9.0,410.0,22.0,0.0
