Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2025,2,24302,-179.9,-42.7,18.1,18.35,18.5,18.33,86.0,0.22,8.0,0.5,14.9,17.2,18.2,16.68,86.0,1.49,8.0,0.5,6.89,8.3,10.52,8.69,86.0,1.72,8.0,0.5,64.1,73.2,82.7,73.3,86.0,9.1,8.0,0.5,5.47,7.0,10.27,7.48,85.0,2.27,8.0,0.5,-1.77,1.81,3.85,1.28,85.0,2.83,8.0,0.5,-6.58,-4.67,9.32,-0.49,85.0,7.2,8.0,0.5,1016.0,1017.1,1018.1,1016.88,86.0,1.53,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.1,3.3,1.66,86.0,1.38,8.0,0.5,2.0,6.3,29.1,13.4,85.0,12.5,8.0,0.5,2.55,4.69,6.18,4.36,86.0,1.65,8.0,0.5,15.2,28.3,55.4,32.9,85.0,17.5,8.0,0.5,-27.3,31.0,69.8,23.7,85.0,46.8,8.0,0.5,-118.4,-84.9,141.9,-16.3,85.0,116.7,8.0,0.5,-12.6,15.9,38.8,13.7,85.0,25.5,8.0,0.5,-65.6,-45.7,68.7,-12.0,85.0,60.3,8.0,0.5,-10.5,5.3,12.3,3.2,85.0,12.8,8.0,0.5,-21.8,-13.0,49.9,5.2,85.0,34.6,8.0,0.5,163.5,343.0,1083.5,533.5,85.0,444.5,8.0,0.5,165.0,345.0,1085.0,535.0,85.0,445.0,8.0,0.5
2025,2,24302,-179.8,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-0.3,3.9,0.3,4.0,5.3,12.0,0.0,1.1,2.7,7.6,4.3,4.0,4.5,12.0,0.0,756.0,804.5,1169.0,1054.5,7.0,759.0,14.0,0.3,755.0,805.0,1170.0,1055.0,7.0,760.0,14.0,0.3
2025,2,24302,-179.7,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,13.4,13.4,13.4,1.0,0.0,14.0,0.0,-4.58,-4.58,-4.58,-4.58,1.0,0.0,14.0,0.0,-12.59,-12.59,-12.59,-12.59,1.0,0.0,14.0,0.0,1014.09,1014.45,1015.29,1014.68,4.0,0.94,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114.6,-114.6,-114.6,-114.6,1.0,0.0,14.0,0.0,-314.8,-314.8,-314.8,-314.8,1.0,0.0,14.0,0.0,-61.6,-61.6,-61.6,-61.6,1.0,0.0,14.0,0.0,-169.3,-169.3,-169.3,-169.3,1.0,0.0,14.0,0.0,-39.0,-39.0,-39.0,-39.0,1.0,0.0,14.0,0.0,-107.3,-107.3,-107.3,-107.3,1.0,0.0,14.0,0.0,2406.0,2406.0,2406.0,2406.0,1.0,0.0,14.0,0.0,2405.0,2405.0,2405.0,2405.0,1.0,0.0,14.0,0.0
2025,2,24302,-179.7,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91,10.5,15.29,11.55,4.0,4.8,18.0,1.0,-13.93,-3.53,6.27,-3.82,4.0,11.97,18.0,1.0,-6.15,-3.07,3.27,-1.52,4.0,5.93,18.0,1.0,986.11,990.2,1003.45,993.24,8.0,7.91,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.4,-7.0,40.5,-13.6,4.0,69.8,18.0,1.0,-28.1,-9.2,16.3,-6.1,4.0,29.0,18.0,1.0,-33.8,-33.8,-33.8,-33.8,1.0,0.0,28.0,1.0,-19.5,-19.5,-19.5,-19.5,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.7,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,7.7,8.22,7.18,4.0,1.78,20.0,0.5,-7.64,-6.09,-4.47,-6.06,4.0,1.83,20.0,0.5,-4.58,-0.67,0.0,-2.22,4.0,3.6,20.0,0.5,990.59,992.0,994.52,992.18,6.0,2.23,22.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.7,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.5,7.2,4.5,6.0,2.4,14.0,0.7,-76.2,-10.8,1.8,-21.8,7.0,44.3,14.0,0.7,-54.6,-12.9,127.8,-4.8,7.0,126.7,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,15.0,15.0,1.0,0.0,6.0,0.0,-14.77,-14.77,-14.77,-14.77,1.0,0.0,6.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,6.0,0.0,1015.1,1015.1,1015.1,1015.1,1.0,0.0,6.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,6.0,0.0,-221.6,-221.6,-221.6,-221.6,1.0,0.0,6.0,0.0,39.1,39.1,39.1,39.1,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-384.1,-384.1,-384.1,-384.1,1.0,0.0,6.0,0.0,67.7,67.7,67.7,67.7,1.0,0.0,6.0,0.0,-129.8,-129.8,-129.8,-129.8,1.0,0.0,6.0,0.0,22.9,22.9,22.9,22.9,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.6,21.3,25.32,26.0,26.68,26.0,2.0,1.41,14.0,0.5,25.0,25.85,27.68,26.22,6.0,1.29,10.0,0.7,15.18,15.97,16.21,15.75,5.0,0.66,10.0,0.6,73.0,75.2,78.9,75.9,5.0,4.9,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,2.0,0.0,14.0,0.5,-10.7,-10.5,-10.4,-10.5,2.0,0.4,14.0,0.5,3.81,3.81,3.81,3.81,1.0,0.0,16.0,0.0,41.2,41.2,41.2,41.2,1.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.6,47.6,5.0,5.5,6.0,5.5,4.0,0.58,18.0,0.8,2.12,4.0,5.89,4.05,8.0,1.94,20.0,0.8,3.24,3.33,3.37,3.3,4.0,0.09,24.0,0.8,69.5,73.5,74.9,72.3,4.0,4.2,24.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,8.0,8.0,6.8,5.0,2.2,20.0,0.8,-221.9,-52.6,52.0,-83.5,4.0,171.7,18.0,1.0,-94.1,-37.8,23.5,-35.4,4.0,70.7,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,24302,-179.6,51.5,5.0,5.0,5.0,5.0,1.0,0.0,24.0,0.0,4.73,5.15,6.14,5.43,4.0,1.11,12.0,0.5,4.88,5.14,5.25,5.07,4.0,0.26,12.0,0.5,82.9,93.6,94.9,89.1,4.0,10.1,12.0,0.5,8.7,8.7,8.7,8.7,1.0,0.0,24.0,0.0,8.18,8.18,8.18,8.18,1.0,0.0,24.0,0.0,2.98,2.98,2.98,2.98,1.0,0.0,24.0,0.0,984.39,985.0,986.19,985.28,4.0,1.25,12.0,0.5,4.0,4.0,4.0,4.0,1.0,0.0,24.0,0.0,71.1,71.1,71.1,71.1,1.0,0.0,24.0,0.0,25.9,25.9,25.9,25.9,1.0,0.0,24.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,24.0,0.0,-17.4,-17.4,-17.4,-17.4,1.0,0.0,24.0,0.0,0.83,0.83,0.83,0.83,1.0,0.0,24.0,0.0,7.2,7.2,7.2,7.2,1.0,0.0,24.0,0.0,57.2,57.2,57.2,57.2,1.0,0.0,24.0,0.0,20.8,20.8,20.8,20.8,1.0,0.0,24.0,0.0,38.5,38.5,38.5,38.5,1.0,0.0,24.0,0.0,14.0,14.0,14.0,14.0,1.0,0.0,24.0,0.0,6.8,6.8,6.8,6.8,1.0,0.0,24.0,0.0,2.5,2.5,2.5,2.5,1.0,0.0,24.0,0.0,658.5,658.5,658.5,658.5,1.0,0.0,24.0,0.0,660.0,660.0,660.0,660.0,1.0,0.0,24.0,0.0
