Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2020,7,24247,-179.9,-33.9,16.0,16.0,16.0,16.0,1.0,0.0,2.0,1.0,15.0,15.0,15.0,15.0,1.0,0.0,2.0,1.0,6.18,6.18,6.18,6.18,1.0,0.0,2.0,1.0,58.4,58.4,58.4,58.4,1.0,0.0,2.0,1.0,12.3,12.3,12.3,12.3,1.0,0.0,2.0,1.0,11.56,11.56,11.56,11.56,1.0,0.0,2.0,1.0,4.21,4.21,4.21,4.21,1.0,0.0,2.0,1.0,1009.0,1009.0,1009.0,1009.0,1.0,0.0,2.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,2.0,1.0,142.2,142.2,142.2,142.2,1.0,0.0,2.0,1.0,51.7,51.7,51.7,51.7,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,12.3,12.3,12.3,12.3,1.0,0.0,2.0,1.0,5.15,5.15,5.15,5.15,1.0,0.0,2.0,1.0,63.3,63.3,63.3,63.3,1.0,0.0,2.0,1.0,173.4,173.4,173.4,173.4,1.0,0.0,2.0,1.0,63.1,63.1,63.1,63.1,1.0,0.0,2.0,1.0,71.5,71.5,71.5,71.5,1.0,0.0,2.0,1.0,26.0,26.0,26.0,26.0,1.0,0.0,2.0,1.0,59.5,59.5,59.5,59.5,1.0,0.0,2.0,1.0,21.7,21.7,21.7,21.7,1.0,0.0,2.0,1.0,1861.0,1861.0,1861.0,1861.0,1.0,0.0,2.0,1.0,1860.0,1860.0,1860.0,1860.0,1.0,0.0,2.0,1.0
2020,7,24247,-179.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,7.7,7.7,1.0,0.0,26.0,0.0,-5.9,-5.9,-5.9,-5.9,1.0,0.0,26.0,0.0,-4.95,-4.95,-4.95,-4.95,1.0,0.0,26.0,0.0,1011.0,1011.0,1011.0,1011.0,1.0,0.0,26.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,26.0,0.0,-45.4,-45.4,-45.4,-45.4,1.0,0.0,26.0,0.0,-38.1,-38.1,-38.1,-38.1,1.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.3,-159.3,-159.3,-159.3,1.0,0.0,26.0,0.0,-133.6,-133.6,-133.6,-133.6,1.0,0.0,26.0,0.0,-121.9,-121.9,-121.9,-121.9,1.0,0.0,26.0,0.0,-102.3,-102.3,-102.3,-102.3,1.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.8,21.4,29.0,29.0,29.0,29.0,1.0,0.0,16.0,1.0,27.9,27.9,27.9,27.9,1.0,0.0,16.0,1.0,18.14,18.14,18.14,18.14,1.0,0.0,16.0,1.0,77.5,77.5,77.5,77.5,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.8,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,8.4,8.4,1.0,0.0,8.0,0.0,-4.9,-4.9,-4.9,-4.9,1.0,0.0,8.0,0.0,238.5,306.0,522.5,377.0,4.0,198.0,16.0,0.5,240.0,305.0,525.0,375.0,4.0,200.0,16.0,0.5
2020,7,24247,-179.8,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,4.0,0.0,14.0,1.0,-57.3,29.2,111.1,25.9,8.0,87.2,16.0,1.0,-60.9,27.8,57.9,17.0,8.0,78.4,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.8,50.2,9.0,10.0,11.22,10.13,7.0,1.17,16.0,1.0,9.0,10.0,12.0,10.43,7.0,1.27,16.0,1.0,6.41,6.64,6.91,6.66,4.0,0.37,14.0,1.0,87.1,87.7,87.9,87.5,4.0,0.5,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-1.0,1.27,-0.3,7.0,1.74,16.0,1.0,-16.6,-8.7,10.5,-2.2,7.0,19.3,16.0,1.0,0.24,1.03,1.93,1.08,4.0,1.02,14.0,1.0,2.1,8.2,21.0,11.4,4.0,12.9,14.0,1.0,-58.9,0.0,120.1,19.8,7.0,90.3,16.0,1.0,-17.4,52.9,68.3,23.2,7.0,66.3,16.0,1.0,-45.7,-38.6,22.7,-12.7,4.0,60.0,14.0,1.0,-4.7,22.0,57.4,26.2,4.0,37.1,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.8,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,10.05,12.67,10.16,8.0,2.02,16.0,1.0,-6.35,2.7,10.39,1.98,8.0,7.95,16.0,1.0,-7.44,2.21,6.59,1.17,8.0,7.27,16.0,1.0,1011.0,1011.0,1014.37,1012.2,6.0,1.88,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.7,-37.4,18.0,18.0,18.0,18.0,1.0,0.0,10.0,1.0,13.0,13.0,13.0,13.0,1.0,0.0,10.0,1.0,5.5,5.5,5.5,5.5,1.0,0.0,10.0,1.0,59.1,59.1,59.1,59.1,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,24247,-179.7,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.3,-7.3,-1.4,-7.3,4.0,7.0,14.0,1.0,-1.1,1.7,14.9,6.7,4.0,12.7,14.0,1.0,563.0,1032.0,2048.5,1160.5,8.0,677.0,16.0,1.0,565.0,1030.0,2050.0,1160.0,8.0,675.0,16.0,1.0
2020,7,24247,-179.7,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.9,7.0,0.4,18.0,0.7,-191.3,-19.9,2.6,-67.2,10.0,98.4,18.0,0.8,-35.3,16.4,40.3,-11.6,10.0,89.8,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
