Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
2008,3,-179.9,-9.0,29.1,29.1,29.1,29.1,3.0,0.0,24.0,0.0,28.13,28.2,28.68,28.4,3.0,0.44,24.0,0.0,18.93,19.31,19.69,19.31,2.0,0.79,24.0,0.0,75.7,77.4,81.1,78.4,3.0,4.0,24.0,0.0,6.38,7.2,7.88,7.13,3.0,1.1,24.0,0.0,-7.41,-6.77,-6.0,-6.7,3.0,1.04,24.0,0.0,2.18,2.46,2.7,2.44,3.0,0.38,24.0,0.0,1006.04,1007.0,1007.96,1007.0,2.0,1.98,24.0,0.0,4.2,4.5,4.8,4.5,2.0,0.7,24.0,0.0,-58.6,-48.7,-38.6,-48.6,3.0,14.7,24.0,0.0,14.0,17.7,21.3,17.7,3.0,5.3,24.0,0.0,0.42,0.9,0.97,0.7,3.0,0.44,24.0,0.0,3.0,6.0,6.3,4.7,3.0,2.7,24.0,0.0,5.69,6.09,6.5,6.09,2.0,0.84,24.0,0.0,42.0,47.2,52.4,47.2,2.0,10.8,24.0,0.0,-212.6,-190.8,-168.7,-190.6,3.0,32.1,24.0,0.0,61.4,69.4,77.4,69.4,3.0,11.7,24.0,0.0,-142.9,-139.4,-136.0,-139.4,2.0,7.1,24.0,0.0,49.5,50.8,52.0,50.8,2.0,2.6,24.0,0.0,-49.3,-44.4,-39.5,-44.4,2.0,10.1,24.0,0.0,14.4,16.2,17.9,16.2,2.0,3.7,24.0,0.0,266.0,373.0,495.0,380.0,3.0,168.0,24.0,0.0,265.0,375.0,495.0,380.0,3.0,170.0,24.0,0.0
2008,3,-179.9,-7.7,28.9,29.1,29.19,29.06,27.0,0.11,24.0,0.7,26.0,27.5,28.4,27.28,26.0,1.16,24.0,0.7,18.71,18.72,18.72,18.72,2.0,0.01,24.0,1.0,73.8,78.9,86.7,79.6,26.0,6.4,24.0,0.7,4.49,6.4,7.98,6.11,24.0,1.95,24.0,0.8,-7.49,-6.27,-3.77,-5.75,24.0,1.97,24.0,0.8,-2.41,0.24,1.71,-0.14,24.0,2.11,24.0,0.8,1007.18,1007.35,1007.52,1007.35,2.0,0.35,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.65,2.9,1.77,26.0,1.1,24.0,0.7,4.2,7.7,22.9,11.9,23.0,9.7,24.0,0.7,6.4,6.45,6.5,6.45,2.0,0.1,24.0,1.0,39.1,43.2,47.2,43.2,2.0,8.4,24.0,1.0,-199.0,-174.3,-106.8,-156.0,23.0,52.3,24.0,0.7,-72.7,5.5,48.4,-4.3,23.0,57.0,24.0,0.7,-136.1,-123.5,-110.9,-123.5,2.0,26.1,24.0,1.0,-11.6,3.3,18.1,3.3,2.0,30.8,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.9,-3.1,27.1,27.25,27.58,27.34,8.0,0.33,26.0,0.8,26.11,27.05,27.19,26.84,8.0,0.69,26.0,0.8,18.68,18.7,19.51,19.08,3.0,0.7,26.0,0.3,82.5,83.4,84.0,83.1,7.0,3.0,26.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.6,0.99,0.5,8.0,0.55,26.0,0.8,-1.3,3.6,8.1,3.4,4.0,5.5,26.0,0.5,3.55,3.97,4.72,4.13,3.0,0.87,26.0,0.3,23.9,30.6,34.6,29.3,3.0,7.9,26.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.9,-1.6,26.5,27.05,27.52,27.04,16.0,0.54,26.0,0.4,25.64,26.25,27.0,26.28,16.0,0.6,26.0,0.4,17.57,17.6,18.33,17.94,3.0,0.63,24.0,0.7,78.8,83.6,84.9,82.3,16.0,3.4,26.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.9,1.0,0.76,16.0,0.35,26.0,0.4,0.0,3.1,7.1,3.5,5.0,3.6,24.0,0.8,4.03,6.17,6.18,5.13,3.0,1.81,24.0,0.7,34.5,41.4,45.6,40.1,3.0,8.2,24.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.75,1.03,0.51,12.0,0.57,26.0,0.7,-0.8,7.1,9.1,5.1,10.0,4.8,28.0,0.6,3.08,3.17,3.44,3.26,3.0,0.27,28.0,0.3,21.9,22.1,25.9,23.9,3.0,3.3,28.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.9,0.4,26.47,26.6,26.9,26.63,18.0,0.23,26.0,0.6,25.57,25.6,26.7,25.89,19.0,0.59,24.0,0.4,18.67,18.67,18.69,18.68,3.0,0.02,28.0,0.3,83.7,85.5,87.2,85.2,14.0,2.1,26.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.0,3.7,3.0,3.0,1.0,28.0,0.3,-84.3,-71.6,-63.6,-72.8,20.0,14.1,24.0,0.3,7.4,11.8,21.9,13.3,20.0,9.6,24.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8,-21.8,-21.6,-23.6,3.0,3.4,28.0,0.3,-2.6,0.0,2.6,0.0,3.0,3.8,28.0,0.3,551.5,658.5,778.5,653.0,20.0,174.5,24.0,0.3,550.0,660.0,780.0,655.0,20.0,175.0,24.0,0.3
2008,3,-179.9,2.4,27.25,27.5,27.7,27.51,17.0,0.18,28.0,0.7,26.51,26.8,26.9,26.87,17.0,0.6,28.0,0.5,18.66,18.68,18.69,18.68,2.0,0.03,28.0,0.5,78.4,80.4,82.9,80.4,17.0,2.4,28.0,0.5,8.83,9.7,10.53,9.75,15.0,0.94,28.0,0.5,-10.35,-9.65,-8.47,-9.62,15.0,1.03,28.0,0.5,0.51,1.18,2.17,1.15,15.0,1.09,28.0,0.5,1008.75,1009.5,1010.25,1009.5,2.0,1.56,28.0,0.5,3.2,3.5,3.8,3.5,2.0,0.7,28.0,0.5,-109.0,-93.6,-74.9,-94.7,15.0,19.3,28.0,0.5,5.0,11.5,20.4,11.0,15.0,9.9,28.0,0.5,0.51,0.7,0.89,0.56,14.0,0.61,28.0,0.6,5.3,7.6,8.1,5.4,12.0,6.3,28.0,0.6,4.39,4.44,4.49,4.44,2.0,0.1,28.0,0.5,40.9,41.3,41.8,41.3,2.0,1.0,28.0,0.5,-277.6,-263.3,-225.2,-258.8,15.0,28.6,28.0,0.5,13.8,31.8,57.8,30.9,15.0,29.1,28.0,0.5,-171.2,-171.1,-170.9,-171.1,2.0,0.3,28.0,0.5,-20.6,0.0,20.6,0.0,2.0,42.7,28.0,0.5,-41.2,-40.7,-40.2,-40.7,2.0,1.0,28.0,0.5,-5.0,-0.1,4.8,-0.1,2.0,10.1,28.0,0.5,691.0,912.5,1169.0,952.0,15.0,281.0,28.0,0.5,690.0,915.0,1170.0,950.0,15.0,280.0,28.0,0.5
2008,3,-179.9,4.3,27.2,27.3,27.4,27.3,9.0,0.12,28.0,0.3,26.44,26.65,27.16,26.76,10.0,0.41,28.0,0.3,20.04,20.46,20.89,20.46,2.0,0.87,28.0,0.5,83.6,84.3,86.0,84.9,9.0,2.8,28.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.8,0.8,0.53,9.0,0.44,28.0,0.3,-0.5,6.0,7.0,4.0,8.0,4.0,28.0,0.4,1.99,2.32,2.65,2.32,2.0,0.68,28.0,0.5,20.5,23.9,27.3,23.9,2.0,7.0,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.35,10.19,8.81,8.0,1.03,28.0,0.4,-9.59,-8.12,-7.84,-8.58,8.0,0.95,28.0,0.4,-2.57,-1.1,-0.09,-1.02,8.0,1.88,28.0,0.4,1009.23,1009.3,1009.37,1009.3,2.0,0.14,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.9,-216.3,-207.1,-230.2,8.0,29.6,28.0,0.4,-68.7,-29.2,-2.5,-27.6,8.0,50.6,28.0,0.4,-213.2,-204.6,-196.1,-204.6,2.0,17.7,28.0,0.5,-58.8,-35.0,-11.1,-35.0,2.0,49.4,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,-179.8,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,4.0,1.0,-196.9,-94.6,-91.6,-143.1,3.0,87.8,18.0,1.0,-27.7,-16.7,193.5,80.6,3.0,182.7,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
