Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
2003,7,24043,-179.9,-37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,30.0,0.0,61.0,66.9,72.8,66.9,2.0,12.2,28.0,0.0,-116.8,-93.8,-70.8,-93.8,2.0,47.6,28.0,0.0,-1.4,42.5,86.5,42.5,2.0,91.1,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,24043,-179.9,-7.5,29.53,29.6,29.74,29.63,3.0,0.15,24.0,0.3,28.06,28.2,28.61,28.33,3.0,0.42,24.0,0.3,19.89,19.89,19.9,19.9,3.0,0.01,24.0,0.3,80.9,82.8,83.5,82.2,3.0,2.0,24.0,0.3,5.1,5.1,5.85,5.47,3.0,0.64,24.0,0.3,-5.6,-5.1,-4.29,-4.94,3.0,0.97,24.0,0.3,-2.24,0.0,1.45,-0.39,3.0,2.72,24.0,0.3,1006.49,1007.1,1007.17,1006.83,3.0,0.55,24.0,0.3,3.0,3.0,6.4,4.7,3.0,2.9,24.0,0.3,80.9,82.8,83.5,82.2,3.0,2.0,24.0,0.3,-32.9,-26.0,-21.9,-27.4,3.0,8.2,24.0,0.3,-11.4,0.0,9.0,-1.2,3.0,15.0,24.0,0.3,-157.5,-142.8,-122.1,-139.9,3.0,26.0,24.0,0.3,-64.4,0.0,40.8,-11.5,3.0,77.8,24.0,0.3,-111.3,-101.5,-85.3,-98.4,3.0,19.2,24.0,0.3,-44.6,0.0,28.8,-7.7,3.0,54.1,24.0,0.3,-34.4,-32.0,-27.7,-31.1,3.0,5.0,24.0,0.3,-14.7,0.0,8.8,-2.9,3.0,17.4,24.0,0.3,132.5,132.5,205.0,168.0,3.0,61.0,24.0,0.3,135.0,135.0,205.0,170.0,3.0,60.0,24.0,0.3,1.1,1.3,1.5,1.3,3.0,0.3,24.0,0.3,6.0,8.1,8.1,7.1,3.0,1.7,24.0,0.3,6.16,6.26,6.48,6.32,3.0,0.24,24.0,0.3,32.5,33.6,36.5,34.5,3.0,3.1,24.0,0.3
2003,7,24043,-179.9,-1.6,28.83,28.9,29.24,29.03,3.0,0.32,26.0,0.3,26.8,28.1,28.37,27.6,3.0,1.23,26.0,0.3,18.67,18.67,19.48,19.06,3.0,0.68,26.0,0.3,78.8,83.3,86.3,82.5,3.0,5.6,26.0,0.3,5.1,5.1,5.1,5.1,3.0,0.0,26.0,0.3,-5.0,-4.79,-4.54,-4.77,3.0,0.34,26.0,0.3,0.55,1.74,2.29,1.43,3.0,1.3,26.0,0.3,1009.29,1009.7,1010.04,1009.67,3.0,0.55,26.0,0.3,5.6,7.0,7.7,6.7,3.0,1.5,26.0,0.3,78.8,83.3,86.3,82.5,3.0,5.6,26.0,0.3,-25.5,-24.4,-23.1,-24.3,3.0,1.7,26.0,0.3,2.8,8.9,11.7,7.3,3.0,6.6,26.0,0.3,-142.0,-134.7,-121.7,-131.9,3.0,15.0,26.0,0.3,15.6,49.0,61.2,38.6,3.0,34.6,26.0,0.3,-95.2,-95.1,-86.5,-90.9,3.0,7.3,26.0,0.3,11.0,34.6,43.5,27.4,3.0,24.6,26.0,0.3,-30.7,-28.5,-28.2,-29.4,3.0,2.0,26.0,0.3,3.3,10.4,14.4,8.9,3.0,8.2,26.0,0.3,132.5,132.5,132.5,132.5,3.0,0.0,26.0,0.3,135.0,135.0,135.0,135.0,3.0,0.0,26.0,0.3,0.62,1.3,2.26,1.43,3.0,1.21,26.0,0.3,3.1,6.6,11.5,7.3,3.0,6.1,26.0,0.3,6.03,6.21,6.32,6.18,3.0,0.21,26.0,0.3,30.8,31.7,32.2,31.5,3.0,1.1,26.0,0.3
2003,7,24043,-179.9,0.6,29.2,29.2,29.2,29.2,2.0,0.0,28.0,0.0,28.42,28.45,28.48,28.45,2.0,0.07,28.0,0.0,18.66,18.67,18.68,18.67,2.0,0.03,28.0,0.0,76.7,76.9,77.0,76.9,2.0,0.3,28.0,0.0,5.1,5.1,5.1,5.1,2.0,0.0,28.0,0.0,-5.02,-5.02,-5.02,-5.02,2.0,0.0,28.0,0.0,-0.6,0.0,0.6,0.0,2.0,1.25,28.0,0.0,1009.22,1009.9,1010.58,1009.9,2.0,1.41,28.0,0.0,3.6,5.0,6.4,5.0,2.0,2.8,28.0,0.0,76.7,76.9,77.0,76.9,2.0,0.3,28.0,0.0,-25.6,-25.6,-25.6,-25.6,2.0,0.0,28.0,0.0,-3.1,0.0,3.1,0.0,2.0,6.4,28.0,0.0,-143.1,-142.9,-142.7,-142.9,2.0,0.4,28.0,0.0,-17.2,0.0,17.2,0.0,2.0,35.6,28.0,0.0,-93.8,-93.8,-93.7,-93.8,2.0,0.1,28.0,0.0,-11.3,0.0,11.3,0.0,2.0,23.4,28.0,0.0,-34.2,-34.2,-34.2,-34.2,2.0,0.0,28.0,0.0,-4.1,0.0,4.1,0.0,2.0,8.5,28.0,0.0,132.5,132.5,132.5,132.5,2.0,0.0,28.0,0.0,135.0,135.0,135.0,135.0,2.0,0.0,28.0,0.0,0.72,0.75,0.78,0.75,2.0,0.07,28.0,0.0,3.7,3.8,4.0,3.8,2.0,0.4,28.0,0.0,6.8,6.81,6.81,6.81,2.0,0.01,28.0,0.0,34.7,34.7,34.7,34.7,2.0,0.0,28.0,0.0
2003,7,24043,-179.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.6,5.7,4.13,4.0,1.96,28.0,0.8,-4.85,-3.49,-2.04,-3.44,4.0,1.65,28.0,0.8,-0.09,1.4,3.2,1.55,4.0,2.18,28.0,0.8,1007.6,1008.65,1010.32,1008.95,4.0,2.11,28.0,0.8,4.0,5.5,7.0,5.5,4.0,2.1,28.0,0.8,76.7,80.1,82.1,79.4,4.0,3.3,28.0,0.8,-27.9,-13.6,-5.3,-16.5,4.0,14.0,28.0,0.8,0.5,4.4,17.6,8.8,4.0,13.7,28.0,0.8,-143.3,-99.5,-58.3,-100.7,4.0,50.6,28.0,0.8,-2.6,39.5,95.7,46.2,4.0,66.0,28.0,0.8,-100.4,-67.9,-39.2,-69.7,4.0,36.2,28.0,0.8,-1.2,27.7,67.1,32.7,4.0,45.9,28.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,24043,-179.9,18.1,26.7,26.7,26.7,26.7,1.0,0.0,26.0,1.0,27.2,27.2,27.2,27.2,1.0,0.0,26.0,1.0,17.49,17.49,17.49,17.49,1.0,0.0,26.0,1.0,77.8,77.8,77.8,77.8,1.0,0.0,26.0,1.0,9.8,9.8,9.8,9.8,1.0,0.0,26.0,1.0,-9.21,-9.21,-9.21,-9.21,1.0,0.0,26.0,1.0,-3.35,-3.35,-3.35,-3.35,1.0,0.0,26.0,1.0,1014.0,1014.0,1014.0,1014.0,1.0,0.0,26.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,26.0,1.0,77.8,77.8,77.8,77.8,1.0,0.0,26.0,1.0,-90.2,-90.2,-90.2,-90.2,1.0,0.0,26.0,1.0,-32.8,-32.8,-32.8,-32.8,1.0,0.0,26.0,1.0,-250.5,-250.5,-250.5,-250.5,1.0,0.0,26.0,1.0,-91.2,-91.2,-91.2,-91.2,1.0,0.0,26.0,1.0,-161.1,-161.1,-161.1,-161.1,1.0,0.0,26.0,1.0,-58.6,-58.6,-58.6,-58.6,1.0,0.0,26.0,1.0,-40.4,-40.4,-40.4,-40.4,1.0,0.0,26.0,1.0,-14.7,-14.7,-14.7,-14.7,1.0,0.0,26.0,1.0,941.0,941.0,941.0,941.0,1.0,0.0,26.0,1.0,940.0,940.0,940.0,940.0,1.0,0.0,26.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,26.0,1.0,-4.9,-4.9,-4.9,-4.9,1.0,0.0,26.0,1.0,4.39,4.39,4.39,4.39,1.0,0.0,26.0,1.0,43.0,43.0,43.0,43.0,1.0,0.0,26.0,1.0
2003,7,24043,-179.8,2.3,29.43,29.5,29.75,29.58,5.0,0.26,28.0,0.8,27.85,28.9,29.0,28.38,5.0,1.22,28.0,0.8,19.12,19.84,20.29,19.76,5.0,0.87,28.0,0.8,77.7,79.0,86.8,81.7,5.0,6.1,28.0,0.8,4.1,4.6,5.5,4.82,5.0,0.88,28.0,0.8,-5.27,-4.6,-4.08,-4.73,5.0,0.84,28.0,0.8,-0.85,0.0,0.64,-0.01,5.0,1.08,28.0,0.8,1009.09,1009.8,1010.08,1009.58,5.0,0.83,28.0,0.8,2.6,4.0,5.5,4.2,5.0,2.3,28.0,0.8,77.7,79.0,86.8,81.7,5.0,6.1,28.0,0.8,-29.3,-21.2,-16.7,-23.4,5.0,8.7,28.0,0.8,-4.3,0.0,3.2,-0.1,5.0,5.7,28.0,0.8,-152.3,-120.5,-118.0,-134.2,5.0,25.4,28.0,0.8,-24.5,0.0,18.3,-0.3,5.0,31.3,28.0,0.8,-101.1,-89.0,-84.1,-93.3,5.0,16.0,28.0,0.8,-16.8,0.0,11.9,-0.6,5.0,20.7,28.0,0.8,-36.2,-33.7,-22.1,-30.0,5.0,7.8,28.0,0.8,-5.0,0.0,4.7,0.5,5.0,7.5,28.0,0.8,69.0,97.5,171.0,121.0,5.0,70.5,28.0,0.8,70.0,95.0,170.0,120.0,5.0,70.0,28.0,0.8,0.43,0.6,1.9,1.2,5.0,1.46,28.0,0.8,2.0,3.1,9.0,5.7,5.0,6.7,28.0,0.8,5.45,6.1,7.37,6.3,5.0,1.08,28.0,0.8,22.4,33.7,37.8,30.6,5.0,8.3,28.0,0.8
2003,7,24043,-179.8,8.1,28.83,28.9,28.97,28.9,3.0,0.1,30.0,0.7,27.83,27.9,28.31,28.07,3.0,0.38,30.0,0.7,19.06,19.85,20.72,19.89,3.0,1.21,30.0,0.7,81.2,84.3,85.7,83.5,3.0,3.3,30.0,0.7,3.42,4.1,7.24,5.3,3.0,2.99,30.0,0.7,-6.14,-3.14,-2.83,-4.45,3.0,2.68,30.0,0.7,-3.81,-2.64,0.22,-1.81,3.0,3.04,30.0,0.7,1007.71,1008.6,1009.15,1008.43,3.0,1.06,30.0,0.7,1.0,3.0,5.0,3.0,3.0,3.0,30.0,0.7,81.2,84.3,85.7,83.5,3.0,3.3,30.0,0.7,-48.8,-12.9,-9.8,-28.9,3.0,31.8,30.0,0.7,-29.3,-10.8,-0.1,-14.6,3.0,21.6,30.0,0.7,-174.3,-87.3,-78.8,-125.6,3.0,77.4,30.0,0.7,-107.9,-73.3,6.3,-51.3,3.0,85.7,30.0,0.7,-127.3,-58.7,-55.0,-90.4,3.0,59.6,30.0,0.7,-78.4,-49.3,5.4,-36.8,3.0,62.3,30.0,0.7,-26.6,-19.5,-16.0,-21.3,3.0,7.9,30.0,0.7,-17.0,-16.4,0.5,-8.5,3.0,14.5,30.0,0.7,42.0,69.0,471.5,252.5,3.0,352.0,30.0,0.7,40.0,70.0,470.0,250.0,3.0,350.0,30.0,0.7,0.59,1.0,1.07,0.83,3.0,0.38,30.0,0.7,3.4,3.5,3.9,3.7,3.0,0.4,30.0,0.7,4.41,5.35,5.95,5.18,3.0,1.13,30.0,0.7,19.4,25.5,31.7,25.6,3.0,9.0,30.0,0.7
2003,7,24043,-179.8,34.3,23.62,24.8,26.09,24.85,4.0,1.61,14.0,1.0,22.25,22.7,24.41,23.32,5.0,1.6,16.0,1.0,12.85,13.66,15.29,13.91,5.0,1.44,16.0,1.0,68.4,76.3,92.8,79.5,5.0,12.8,16.0,1.0,5.06,6.7,9.59,7.4,5.0,2.89,16.0,1.0,-5.62,-4.31,3.23,-1.26,5.0,7.62,16.0,1.0,-2.35,2.55,4.86,1.5,5.0,3.74,16.0,1.0,1020.9,1026.3,1028.79,1025.24,5.0,4.95,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136.8,-96.5,77.5,-31.4,5.0,182.4,16.0,1.0,-57.7,57.9,107.6,30.9,5.0,86.9,16.0,1.0,-79.7,-52.4,42.4,-17.3,5.0,103.8,16.0,1.0,-31.8,30.3,74.3,22.9,5.0,54.4,16.0,1.0,-25.3,-9.0,49.3,11.0,4.0,59.1,14.0,1.0,-4.3,13.5,18.8,7.6,4.0,17.1,14.0,1.0,130.0,301.0,981.0,567.5,5.0,671.5,16.0,1.0,130.0,300.0,980.0,570.0,5.0,670.0,16.0,1.0,1.43,2.25,2.97,2.2,4.0,0.98,14.0,1.0,8.7,13.0,27.1,17.6,4.0,15.1,14.0,1.0,2.69,5.67,8.12,5.42,4.0,3.16,14.0,1.0,16.2,31.6,71.2,43.1,4.0,39.2,14.0,1.0
2003,7,24043,-179.8,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.5,6.6,5.0,4.0,2.2,14.0,1.0,68.4,76.3,92.8,79.5,5.0,12.8,16.0,1.0,-41.4,-22.5,46.4,3.7,5.0,79.8,16.0,1.0,-23.7,13.0,27.5,4.6,5.0,27.2,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,24043,-179.7,-35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,10.65,12.16,9.26,8.0,4.07,14.0,0.3,-6.08,3.4,10.83,2.13,8.0,8.9,14.0,0.3,0.1,1.91,8.4,2.98,8.0,4.49,14.0,0.3,1011.29,1018.0,1022.77,1016.21,8.0,8.35,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.4,52.2,203.1,41.3,8.0,150.1,14.0,0.3,1.5,36.5,114.5,45.2,8.0,65.1,14.0,0.3,-54.2,28.6,137.3,31.1,8.0,89.5,14.0,0.3,0.9,25.3,48.6,23.5,8.0,31.3,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
