Year,Month,Running Month,Longitude,Latitude,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1978,12,23748,-179.9,-67.9,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,-12.3,-12.3,-12.3,-12.3,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,44.9,44.9,44.9,44.9,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,12.3,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,12.3,12.3,12.3,12.3,1.0,0.0,26.0,1.0,974.0,974.0,974.0,974.0,1.0,0.0,26.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,26.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,151.3,151.3,151.3,151.3,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,12,23748,-179.8,-25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.0,0.0,12.0,1.0,-8.4,-8.4,-8.4,-8.4,1.0,0.0,12.0,1.0,17.5,17.5,166.0,88.5,4.0,141.5,16.0,0.8,20.0,20.0,165.0,90.0,4.0,140.0,16.0,0.8
1978,12,23748,-179.7,-45.7,-78.9,-71.3,-49.9,-64.6,3.0,22.0,8.0,1.0,-73.1,-47.7,-25.1,-49.0,3.0,35.2,8.0,1.0,-52.7,-47.2,-30.1,-41.6,3.0,17.3,8.0,1.0,-46.8,-26.5,-15.1,-30.8,3.0,23.5,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,6.7,7.38,6.5,3.0,1.31,8.0,1.0,-6.07,-4.95,-3.81,-4.94,3.0,1.66,8.0,1.0,-5.27,-3.91,-2.03,-3.66,3.0,2.38,8.0,1.0,1013.35,1013.9,1019.63,1016.43,3.0,5.1,8.0,1.0,3.2,8.0,8.0,5.7,3.0,4.0,8.0,1.0,82.3,93.7,94.1,88.3,3.0,9.8,8.0,1.0,-42.3,-38.1,-23.5,-33.0,3.0,14.4,8.0,1.0,-37.3,-19.9,-11.6,-24.4,3.0,19.2,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,12,23748,-179.7,-31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.1,-13.5,2.7,-9.8,4.0,16.9,14.0,0.5,4.8,8.4,15.7,10.2,4.0,8.1,14.0,0.5,26.5,97.5,137.5,95.5,7.0,79.5,12.0,0.7,25.0,95.0,140.0,95.0,7.0,80.0,12.0,0.7
1978,12,23748,-179.7,-21.4,-141.8,-115.8,-79.5,-110.9,4.0,39.8,22.0,0.8,-26.4,8.9,20.5,-2.4,4.0,33.5,22.0,0.8,-86.9,-77.7,-44.6,-66.0,3.0,32.6,24.0,0.7,-16.7,0.0,9.4,-3.6,3.0,19.4,24.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,12,23748,-179.7,-21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,5.1,5.5,4.72,5.0,1.17,22.0,0.8,-5.45,-4.79,-3.43,-4.49,5.0,1.41,22.0,0.8,-0.73,0.71,1.2,0.27,5.0,1.41,22.0,0.8,1012.44,1015.05,1016.41,1014.57,6.0,2.64,20.0,0.7,2.3,4.0,5.0,3.6,5.0,1.7,22.0,0.8,65.5,73.9,76.0,70.8,3.0,8.1,24.0,0.7,-30.3,-24.4,-13.2,-22.5,5.0,11.5,22.0,0.8,-2.3,2.9,6.1,2.0,5.0,5.6,22.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,12,23748,-179.7,-17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.6,-23.7,-8.8,-23.5,6.0,14.4,12.0,0.8,-11.9,2.6,20.4,7.1,6.0,22.7,12.0,0.8,101.5,185.5,373.0,253.0,8.0,208.0,12.0,0.9,100.0,185.0,375.0,255.0,8.0,210.0,12.0,0.9
1978,12,23748,-179.7,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,7.5,10.05,7.5,4.0,3.11,16.0,0.5,-2.02,1.53,6.45,2.18,4.0,5.66,16.0,0.5,-5.94,1.01,5.07,-0.37,4.0,6.79,16.0,0.5,991.72,995.7,1003.52,996.92,5.0,7.11,16.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,12,23748,-179.6,-69.2,-2.8,-1.3,3.2,0.2,3.0,4.5,30.0,1.0,-10.4,-1.6,3.6,-3.4,3.0,10.3,30.0,1.0,-8.7,-8.2,0.5,-4.2,3.0,7.6,30.0,1.0,8.3,14.2,21.2,14.7,3.0,9.5,30.0,1.0,-1.78,-1.3,-1.1,-1.43,3.0,0.51,30.0,1.0,-1.68,-1.0,0.71,-0.5,3.0,1.8,30.0,1.0,3.4,3.41,3.51,3.45,3.0,0.09,30.0,1.0,87.3,95.7,98.6,93.0,3.0,8.6,30.0,1.0,2.89,4.6,6.72,4.8,3.0,2.81,30.0,1.0,-2.53,-2.3,0.19,-1.19,3.0,2.21,30.0,1.0,2.36,3.98,6.2,4.28,3.0,2.82,30.0,1.0,982.5,998.2,998.47,990.67,3.0,13.4,30.0,1.0,7.3,8.0,8.0,7.7,3.0,0.6,30.0,1.0,87.3,95.7,98.6,93.0,3.0,8.6,30.0,1.0,-17.2,-10.6,-1.4,-9.3,3.0,11.6,30.0,1.0,8.1,18.3,43.8,25.8,3.0,27.0,30.0,1.0,-1.8,-0.3,-0.1,-0.93,3.0,1.37,30.0,1.0,-8.0,-0.6,-0.2,-4.0,3.0,6.5,30.0,1.0,0.0,0.0,0.05,0.03,3.0,0.04,30.0,1.0,0.0,0.0,0.1,0.1,3.0,0.1,30.0,1.0,0.0,0.0,0.1,0.0,3.0,0.1,30.0,1.0,0.0,0.0,0.1,0.0,3.0,0.1,30.0,1.0,37.0,97.5,342.5,187.5,3.0,237.0,30.0,1.0,35.0,95.0,345.0,190.0,3.0,235.0,30.0,1.0
1978,12,23748,-179.6,-45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83,11.9,11.97,11.9,2.0,0.14,4.0,1.0,12.3,12.5,13.8,13.03,3.0,1.19,8.0,1.0,7.28,8.39,9.17,8.23,3.0,1.39,8.0,1.0,82.3,93.7,94.1,88.3,3.0,9.8,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,-0.45,-0.42,-0.45,2.0,0.07,4.0,1.0,-3.1,-2.7,-2.2,-2.7,2.0,0.9,4.0,1.0,0.47,1.01,1.55,1.01,2.0,1.11,4.0,1.0,2.7,5.3,7.9,5.3,2.0,5.4,4.0,1.0,-5.2,-3.7,-2.2,-3.7,2.0,3.1,4.0,1.0,-5.9,-3.6,-1.3,-3.6,2.0,4.8,4.0,1.0,186.0,301.0,407.0,296.5,3.0,162.0,8.0,1.0,185.0,300.0,405.0,295.0,3.0,160.0,8.0,1.0
