Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
1973,7,23683,-179.9,-45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,2.0,1.0,3.83,3.83,3.83,3.83,1.0,0.0,2.0,1.0,3.21,3.21,3.21,3.21,1.0,0.0,2.0,1.0,1034.7,1034.7,1034.7,1034.7,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.9,-7.3,29.64,29.95,30.26,29.95,2.0,0.64,10.0,0.0,28.53,28.8,29.21,28.87,3.0,0.5,12.0,0.3,16.79,17.6,18.3,17.55,3.0,1.11,12.0,0.3,66.8,72.6,74.4,70.6,3.0,5.9,12.0,0.3,4.51,5.4,6.29,5.4,2.0,1.84,10.0,0.0,-5.91,-5.07,-4.24,-5.07,2.0,1.73,10.0,0.0,-1.71,-0.44,0.82,-0.44,2.0,2.61,10.0,0.0,1008.57,1009.8,1011.37,1009.97,3.0,2.06,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-168.4,-146.0,-123.7,-146.0,2.0,46.3,10.0,0.0,-48.2,-11.9,24.4,-11.9,2.0,75.2,10.0,0.0,-103.2,-87.0,-70.8,-87.0,2.0,33.6,10.0,0.0,-30.3,-8.7,13.0,-8.7,2.0,44.8,10.0,0.0,-51.1,-47.4,-43.8,-47.4,2.0,7.6,10.0,0.0,-13.7,-1.9,9.8,-1.9,2.0,24.4,10.0,0.0,105.5,185.0,264.0,185.0,2.0,164.0,10.0,0.0,105.0,185.0,265.0,185.0,2.0,165.0,10.0,0.0,1.02,1.05,1.08,1.05,2.0,0.07,10.0,0.0,4.6,5.7,6.9,5.7,2.0,2.3,10.0,0.0,8.79,9.65,10.52,9.65,2.0,1.79,10.0,0.0,46.6,50.5,54.4,50.5,2.0,8.1,10.0,0.0
1973,7,23683,-179.8,-49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,11.89,6.23,181.0,5.41,10.0,0.2,0.0,3.06,9.44,4.11,181.0,4.79,10.0,0.2,-0.93,0.94,7.72,2.66,181.0,4.61,10.0,0.2,1011.8,1031.4,1036.13,1026.43,162.0,11.71,10.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.8,-47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,16.0,10.85,59.0,5.36,10.0,0.3,2.36,8.66,14.91,8.82,59.0,5.47,10.0,0.3,-1.96,1.03,9.33,2.89,59.0,5.55,10.0,0.3,1003.45,1022.55,1034.45,1019.85,60.0,13.44,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.0,5.4,3.3,3.0,3.2,12.0,0.3,66.8,72.6,74.4,70.6,3.0,5.9,12.0,0.3,-38.0,-29.0,-20.0,-29.0,2.0,18.7,10.0,0.0,-12.0,-4.8,2.4,-4.8,2.0,14.9,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.7,-29.4,19.56,20.0,22.49,20.8,5.0,1.74,18.0,0.2,17.76,18.5,20.07,18.84,5.0,1.19,18.0,0.2,8.55,11.46,12.16,10.38,5.0,2.63,18.0,0.2,68.2,82.9,85.3,76.3,5.0,16.1,18.0,0.2,3.15,5.1,10.28,6.56,5.0,4.75,18.0,0.2,-4.53,1.41,7.96,2.02,5.0,7.45,18.0,0.2,0.33,0.89,5.31,2.49,5.0,2.84,18.0,0.2,1010.36,1016.0,1019.18,1014.74,5.0,7.05,18.0,0.2,2.6,5.0,7.4,5.0,5.0,2.5,18.0,0.2,68.2,82.9,85.3,76.3,5.0,16.1,18.0,0.2,-26.5,2.1,82.6,29.9,5.0,88.5,18.0,0.2,0.5,4.5,56.8,24.6,5.0,31.7,18.0,0.2,-86.8,28.2,143.4,35.1,5.0,134.5,18.0,0.2,6.5,16.4,94.3,44.5,5.0,50.1,18.0,0.2,-38.6,16.9,84.4,24.6,5.0,73.1,18.0,0.2,3.9,10.2,41.2,20.3,5.0,21.0,18.0,0.2,-19.5,7.7,41.8,12.6,5.0,46.3,18.0,0.2,1.8,2.8,36.9,16.7,5.0,21.0,18.0,0.2,45.0,132.5,1331.0,688.5,5.0,1137.0,18.0,0.2,45.0,135.0,1330.0,690.0,5.0,1135.0,18.0,0.2,0.56,1.5,3.55,1.96,5.0,1.83,18.0,0.2,2.6,7.7,28.0,16.4,5.0,26.0,18.0,0.2,2.79,5.46,6.9,4.94,5.0,2.26,18.0,0.2,8.3,16.4,72.0,37.1,5.0,37.6,18.0,0.2
1973,7,23683,-179.7,12.4,27.91,28.15,28.39,28.15,2.0,0.49,18.0,1.0,26.52,27.2,27.88,27.2,2.0,1.41,18.0,1.0,16.6,16.94,17.28,16.94,2.0,0.71,18.0,1.0,71.1,75.6,80.0,75.6,2.0,9.2,18.0,1.0,5.51,6.4,7.29,6.4,2.0,1.84,18.0,1.0,-6.71,-5.57,-4.44,-5.57,2.0,2.35,18.0,1.0,-3.18,-2.96,-2.74,-2.96,2.0,0.46,18.0,1.0,1011.43,1012.8,1014.17,1012.8,2.0,2.83,18.0,1.0,4.5,5.5,6.5,5.5,2.0,2.1,18.0,1.0,71.1,75.6,80.0,75.6,2.0,9.2,18.0,1.0,-50.0,-37.8,-25.6,-37.8,2.0,25.3,18.0,1.0,-19.7,-18.5,-17.3,-18.5,2.0,2.5,18.0,1.0,-177.0,-149.9,-122.8,-149.9,2.0,56.1,18.0,1.0,-88.7,-80.7,-72.7,-80.7,2.0,16.6,18.0,1.0,-116.4,-95.2,-74.1,-95.2,2.0,43.8,18.0,1.0,-52.6,-49.9,-47.2,-49.9,2.0,5.6,18.0,1.0,-41.4,-37.1,-32.8,-37.1,2.0,8.9,18.0,1.0,-24.3,-20.8,-17.4,-20.8,2.0,7.1,18.0,1.0,184.0,294.5,405.0,294.5,2.0,229.0,18.0,1.0,185.0,295.0,405.0,295.0,2.0,230.0,18.0,1.0,0.51,0.95,1.39,0.95,2.0,0.92,18.0,1.0,3.2,6.9,10.6,6.9,2.0,7.6,18.0,1.0,6.3,6.94,7.59,6.94,2.0,1.34,18.0,1.0,41.2,43.2,45.2,43.2,2.0,4.2,18.0,1.0
1973,7,23683,-179.7,56.5,6.8,6.95,7.0,7.04,8.0,0.4,16.0,0.6,5.18,5.5,7.55,6.19,13.0,1.13,14.0,0.5,5.36,5.54,5.91,5.63,4.0,0.37,12.0,0.5,89.5,96.4,100.0,94.8,4.0,6.5,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.7,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,9.0,5.8,88.0,3.25,10.0,0.8,-1.77,0.96,6.16,1.89,88.0,4.15,10.0,0.8,-0.13,3.75,6.47,3.02,88.0,3.82,10.0,0.8,1006.54,1011.8,1015.96,1011.52,98.0,5.34,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,23683,-179.6,-41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,7.45,9.3,6.45,6.0,3.19,14.0,0.2,-6.4,-4.27,0.53,-3.27,6.0,3.97,14.0,0.2,-1.26,0.76,7.57,2.19,6.0,5.08,14.0,0.2,1018.83,1034.45,1036.94,1030.48,6.0,10.83,14.0,0.2,1.8,4.0,6.2,4.0,6.0,2.4,14.0,0.2,68.3,81.7,85.6,76.9,5.0,12.8,16.0,0.2,-57.7,-22.3,1.4,-26.5,6.0,30.6,14.0,0.2,-8.7,3.9,70.4,20.3,6.0,46.7,14.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
