Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2004,8,24056,-179.9,-34.2,15.0,15.0,15.0,15.0,1.0,0.0,10.0,0.0,14.3,14.3,15.39,14.81,8.0,0.98,18.0,0.1,6.43,6.43,6.43,6.43,1.0,0.0,10.0,0.0,58.9,58.9,58.9,58.9,1.0,0.0,10.0,0.0,8.08,11.05,14.02,11.05,2.0,6.15,10.0,0.5,7.93,10.59,13.24,10.59,2.0,5.5,10.0,0.5,0.84,2.63,4.43,2.63,2.0,3.72,10.0,0.5,1010.26,1011.3,1011.5,1010.74,8.0,1.69,18.0,0.1,3.0,3.0,3.0,3.0,2.0,0.0,10.0,0.5,73.1,133.9,194.6,133.9,2.0,125.8,10.0,0.5,12.9,40.6,68.2,40.6,2.0,57.4,10.0,0.5,-0.5,-0.5,-0.5,-0.5,1.0,0.0,10.0,0.0,-3.3,-3.3,-3.3,-3.3,1.0,0.0,10.0,0.0,4.17,4.17,4.17,4.17,1.0,0.0,10.0,0.0,27.9,27.9,27.9,27.9,1.0,0.0,10.0,0.0,126.4,174.9,223.5,174.9,2.0,100.5,10.0,0.5,14.2,44.8,75.3,44.8,2.0,63.3,10.0,0.5,43.1,43.1,43.1,43.1,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,27.9,27.9,27.9,27.9,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,832.5,1976.5,3120.5,1976.5,2.0,2370.0,10.0,0.5,835.0,1975.0,3120.0,1975.0,2.0,2370.0,10.0,0.5
2004,8,24056,-179.9,-8.0,29.53,29.6,29.67,29.6,3.0,0.1,2.0,0.3,27.94,28.9,28.97,28.47,3.0,0.84,2.0,0.3,19.89,19.9,19.9,19.9,2.0,0.01,2.0,0.5,76.2,79.0,84.0,80.1,3.0,5.8,2.0,0.3,5.45,6.2,7.22,6.33,3.0,1.31,2.0,0.3,-6.49,-6.11,-5.37,-5.93,3.0,0.84,2.0,0.3,-0.26,1.08,2.97,1.35,3.0,2.38,2.0,0.3,1006.76,1006.9,1007.04,1006.9,2.0,0.28,2.0,0.5,3.3,4.0,4.7,4.0,3.0,1.0,2.0,0.3,-47.1,-37.9,-29.5,-38.3,3.0,12.9,2.0,0.3,-1.0,6.7,22.4,10.6,3.0,17.4,2.0,0.3,0.63,0.7,1.66,1.13,3.0,0.84,2.0,0.3,3.6,3.7,12.2,7.8,3.0,7.2,2.0,0.3,6.29,6.34,6.4,6.34,2.0,0.11,2.0,0.5,35.2,40.5,45.8,40.5,2.0,11.0,2.0,0.5,-181.2,-176.5,-155.4,-168.5,3.0,20.1,2.0,0.3,-7.7,31.1,82.1,37.1,3.0,66.0,2.0,0.3,-127.5,-116.3,-105.1,-116.3,2.0,23.1,2.0,0.5,-2.7,29.5,61.6,29.5,2.0,66.6,2.0,0.5,-40.3,-37.0,-33.8,-37.0,2.0,6.7,2.0,0.5,-1.0,9.2,19.4,9.2,2.0,21.1,2.0,0.5,166.0,238.5,387.5,276.0,3.0,165.0,2.0,0.3,165.0,240.0,385.0,275.0,3.0,165.0,2.0,0.3
2004,8,24056,-179.9,-7.0,29.5,29.5,29.5,29.5,1.0,0.0,2.0,0.0,29.0,29.0,29.0,29.0,1.0,0.0,2.0,0.0,21.12,21.12,21.12,21.12,1.0,0.0,2.0,0.0,83.9,83.9,83.9,83.9,1.0,0.0,2.0,0.0,5.7,5.7,5.7,5.7,1.0,0.0,2.0,0.0,-5.61,-5.61,-5.61,-5.61,1.0,0.0,2.0,0.0,-0.99,-0.99,-0.99,-0.99,1.0,0.0,2.0,0.0,1007.5,1007.5,1007.5,1007.5,1.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,-32.0,-32.0,-32.0,-32.0,1.0,0.0,2.0,0.0,-5.6,-5.6,-5.6,-5.6,1.0,0.0,2.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,2.0,0.0,2.9,2.9,2.9,2.9,1.0,0.0,2.0,0.0,4.87,4.87,4.87,4.87,1.0,0.0,2.0,0.0,27.8,27.8,27.8,27.8,1.0,0.0,2.0,0.0,-162.8,-162.8,-162.8,-162.8,1.0,0.0,2.0,0.0,-28.7,-28.7,-28.7,-28.7,1.0,0.0,2.0,0.0,-118.5,-118.5,-118.5,-118.5,1.0,0.0,2.0,0.0,-20.9,-20.9,-20.9,-20.9,1.0,0.0,2.0,0.0,-27.4,-27.4,-27.4,-27.4,1.0,0.0,2.0,0.0,-4.8,-4.8,-4.8,-4.8,1.0,0.0,2.0,0.0,185.0,185.0,185.0,185.0,1.0,0.0,2.0,0.0,185.0,185.0,185.0,185.0,1.0,0.0,2.0,0.0
2004,8,24056,-179.9,-6.1,29.5,29.5,29.5,29.5,1.0,0.0,2.0,0.0,28.8,28.8,28.8,28.8,1.0,0.0,2.0,0.0,19.92,19.92,19.92,19.92,1.0,0.0,2.0,0.0,80.0,80.0,80.0,80.0,1.0,0.0,2.0,0.0,4.6,4.6,4.6,4.6,1.0,0.0,2.0,0.0,-4.32,-4.32,-4.32,-4.32,1.0,0.0,2.0,0.0,-1.57,-1.57,-1.57,-1.57,1.0,0.0,2.0,0.0,1005.7,1005.7,1005.7,1005.7,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,-19.9,-19.9,-19.9,-19.9,1.0,0.0,2.0,0.0,-7.2,-7.2,-7.2,-7.2,1.0,0.0,2.0,0.0,0.7,0.7,0.7,0.7,1.0,0.0,2.0,0.0,3.2,3.2,3.2,3.2,1.0,0.0,2.0,0.0,6.12,6.12,6.12,6.12,1.0,0.0,2.0,0.0,28.2,28.2,28.2,28.2,1.0,0.0,2.0,0.0,-124.5,-124.5,-124.5,-124.5,1.0,0.0,2.0,0.0,-45.3,-45.3,-45.3,-45.3,1.0,0.0,2.0,0.0,-86.1,-86.1,-86.1,-86.1,1.0,0.0,2.0,0.0,-31.3,-31.3,-31.3,-31.3,1.0,0.0,2.0,0.0,-26.5,-26.5,-26.5,-26.5,1.0,0.0,2.0,0.0,-9.6,-9.6,-9.6,-9.6,1.0,0.0,2.0,0.0,97.5,97.5,97.5,97.5,1.0,0.0,2.0,0.0,95.0,95.0,95.0,95.0,1.0,0.0,2.0,0.0
2004,8,24056,-179.9,-5.2,26.6,26.6,26.6,26.6,1.0,0.0,4.0,1.0,30.1,30.1,30.1,30.1,1.0,0.0,4.0,1.0,19.9,19.9,19.9,19.9,1.0,0.0,4.0,1.0,74.2,74.2,74.2,74.2,1.0,0.0,4.0,1.0,7.7,7.7,7.7,7.7,1.0,0.0,4.0,1.0,-7.58,-7.58,-7.58,-7.58,1.0,0.0,4.0,1.0,-1.34,-1.34,-1.34,-1.34,1.0,0.0,4.0,1.0,1006.7,1006.7,1006.7,1006.7,1.0,0.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,1.0,-58.4,-58.4,-58.4,-58.4,1.0,0.0,4.0,1.0,-10.3,-10.3,-10.3,-10.3,1.0,0.0,4.0,1.0,-3.5,-3.5,-3.5,-3.5,1.0,0.0,4.0,1.0,-26.9,-26.9,-26.9,-26.9,1.0,0.0,4.0,1.0,2.01,2.01,2.01,2.01,1.0,0.0,4.0,1.0,15.5,15.5,15.5,15.5,1.0,0.0,4.0,1.0,-228.2,-228.2,-228.2,-228.2,1.0,0.0,4.0,1.0,-40.2,-40.2,-40.2,-40.2,1.0,0.0,4.0,1.0,-150.9,-150.9,-150.9,-150.9,1.0,0.0,4.0,1.0,-26.6,-26.6,-26.6,-26.6,1.0,0.0,4.0,1.0,-15.2,-15.2,-15.2,-15.2,1.0,0.0,4.0,1.0,-2.7,-2.7,-2.7,-2.7,1.0,0.0,4.0,1.0,456.5,456.5,456.5,456.5,1.0,0.0,4.0,1.0,455.0,455.0,455.0,455.0,1.0,0.0,4.0,1.0
2004,8,24056,-179.9,-4.7,29.6,29.6,29.6,29.6,1.0,0.0,4.0,0.0,28.1,28.1,28.1,28.1,1.0,0.0,4.0,0.0,18.71,18.71,18.71,18.71,1.0,0.0,4.0,0.0,78.4,78.4,78.4,78.4,1.0,0.0,4.0,0.0,4.1,4.1,4.1,4.1,1.0,0.0,4.0,0.0,-3.55,-3.55,-3.55,-3.55,1.0,0.0,4.0,0.0,2.05,2.05,2.05,2.05,1.0,0.0,4.0,0.0,1008.0,1008.0,1008.0,1008.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,-14.6,-14.6,-14.6,-14.6,1.0,0.0,4.0,0.0,8.4,8.4,8.4,8.4,1.0,0.0,4.0,0.0,1.5,1.5,1.5,1.5,1.0,0.0,4.0,0.0,6.2,6.2,6.2,6.2,1.0,0.0,4.0,0.0,7.43,7.43,7.43,7.43,1.0,0.0,4.0,0.0,30.5,30.5,30.5,30.5,1.0,0.0,4.0,0.0,-99.8,-99.8,-99.8,-99.8,1.0,0.0,4.0,0.0,57.6,57.6,57.6,57.6,1.0,0.0,4.0,0.0,-66.4,-66.4,-66.4,-66.4,1.0,0.0,4.0,0.0,38.3,38.3,38.3,38.3,1.0,0.0,4.0,0.0,-26.4,-26.4,-26.4,-26.4,1.0,0.0,4.0,0.0,15.2,15.2,15.2,15.2,1.0,0.0,4.0,0.0,69.0,69.0,69.0,69.0,1.0,0.0,4.0,0.0,70.0,70.0,70.0,70.0,1.0,0.0,4.0,0.0
2004,8,24056,-179.9,-3.8,29.9,29.9,29.9,29.9,1.0,0.0,4.0,0.0,29.0,29.0,29.0,29.0,1.0,0.0,4.0,0.0,18.73,18.73,18.73,18.73,1.0,0.0,4.0,0.0,74.4,74.4,74.4,74.4,1.0,0.0,4.0,0.0,7.2,7.2,7.2,7.2,1.0,0.0,4.0,0.0,-5.52,-5.52,-5.52,-5.52,1.0,0.0,4.0,0.0,4.63,4.63,4.63,4.63,1.0,0.0,4.0,0.0,1006.8,1006.8,1006.8,1006.8,1.0,0.0,4.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,4.0,0.0,-39.7,-39.7,-39.7,-39.7,1.0,0.0,4.0,0.0,33.3,33.3,33.3,33.3,1.0,0.0,4.0,0.0,0.9,0.9,0.9,0.9,1.0,0.0,4.0,0.0,6.5,6.5,6.5,6.5,1.0,0.0,4.0,0.0,7.9,7.9,7.9,7.9,1.0,0.0,4.0,0.0,56.9,56.9,56.9,56.9,1.0,0.0,4.0,0.0,-159.9,-159.9,-159.9,-159.9,1.0,0.0,4.0,0.0,134.2,134.2,134.2,134.2,1.0,0.0,4.0,0.0,-103.3,-103.3,-103.3,-103.3,1.0,0.0,4.0,0.0,86.7,86.7,86.7,86.7,1.0,0.0,4.0,0.0,-43.6,-43.6,-43.6,-43.6,1.0,0.0,4.0,0.0,36.6,36.6,36.6,36.6,1.0,0.0,4.0,0.0,373.0,373.0,373.0,373.0,1.0,0.0,4.0,0.0,375.0,375.0,375.0,375.0,1.0,0.0,4.0,0.0
2004,8,24056,-179.9,-2.4,30.13,30.2,30.27,30.2,2.0,0.14,4.0,0.5,29.06,29.4,29.74,29.4,2.0,0.71,4.0,0.5,18.9,19.31,19.72,19.31,2.0,0.85,4.0,0.5,74.9,74.9,75.0,74.9,2.0,0.1,4.0,0.5,4.43,5.15,5.87,5.15,2.0,1.48,4.0,0.5,-5.56,-4.37,-3.19,-4.37,2.0,2.45,4.0,0.5,1.4,2.11,2.81,2.11,2.0,1.46,4.0,0.5,1006.44,1006.95,1007.46,1006.95,2.0,1.06,4.0,0.5,5.3,6.0,6.7,6.0,2.0,1.4,4.0,0.5,-33.6,-24.3,-15.1,-24.3,2.0,19.1,4.0,0.5,7.7,9.8,11.9,9.8,2.0,4.4,4.0,0.5,0.53,0.8,1.07,0.8,2.0,0.57,4.0,0.5,2.9,3.7,4.5,3.7,2.0,1.7,4.0,0.5,7.5,7.79,8.07,7.79,2.0,0.6,4.0,0.5,35.6,39.7,43.8,39.7,2.0,8.5,4.0,0.5,-165.7,-129.4,-93.0,-129.4,2.0,75.2,4.0,0.5,41.5,61.5,81.5,61.5,2.0,41.4,4.0,0.5,-110.1,-85.4,-60.8,-85.4,2.0,51.1,4.0,0.5,27.4,40.1,52.8,40.1,2.0,26.4,4.0,0.5,-41.3,-33.3,-25.3,-33.3,2.0,16.5,4.0,0.5,10.8,16.9,22.9,16.9,2.0,12.6,4.0,0.5,96.0,153.5,211.5,153.5,2.0,120.0,4.0,0.5,95.0,155.0,210.0,155.0,2.0,120.0,4.0,0.5
2004,8,24056,-179.9,-1.2,30.0,30.0,30.0,30.0,1.0,0.0,4.0,0.0,29.1,29.1,29.1,29.1,1.0,0.0,4.0,0.0,18.7,18.7,18.7,18.7,1.0,0.0,4.0,0.0,74.0,74.0,74.0,74.0,1.0,0.0,4.0,0.0,5.1,5.1,5.1,5.1,1.0,0.0,4.0,0.0,-4.79,-4.79,-4.79,-4.79,1.0,0.0,4.0,0.0,1.74,1.74,1.74,1.74,1.0,0.0,4.0,0.0,1008.2,1008.2,1008.2,1008.2,1.0,0.0,4.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,-24.4,-24.4,-24.4,-24.4,1.0,0.0,4.0,0.0,8.9,8.9,8.9,8.9,1.0,0.0,4.0,0.0,0.9,0.9,0.9,0.9,1.0,0.0,4.0,0.0,4.6,4.6,4.6,4.6,1.0,0.0,4.0,0.0,8.05,8.05,8.05,8.05,1.0,0.0,4.0,0.0,41.0,41.0,41.0,41.0,1.0,0.0,4.0,0.0,-139.5,-139.5,-139.5,-139.5,1.0,0.0,4.0,0.0,50.8,50.8,50.8,50.8,1.0,0.0,4.0,0.0,-89.6,-89.6,-89.6,-89.6,1.0,0.0,4.0,0.0,32.6,32.6,32.6,32.6,1.0,0.0,4.0,0.0,-38.6,-38.6,-38.6,-38.6,1.0,0.0,4.0,0.0,14.0,14.0,14.0,14.0,1.0,0.0,4.0,0.0,132.5,132.5,132.5,132.5,1.0,0.0,4.0,0.0,135.0,135.0,135.0,135.0,1.0,0.0,4.0,0.0
2004,8,24056,-179.9,-0.5,30.0,30.0,30.0,30.0,1.0,0.0,4.0,1.0,27.5,27.5,27.5,27.5,1.0,0.0,4.0,1.0,21.13,21.13,21.13,21.13,1.0,0.0,4.0,1.0,91.5,91.5,91.5,91.5,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
