Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2008,4,24100,-179.9,-9.8,9.3,9.3,9.3,9.3,1.0,0.0,24.0,0.0,-7.12,-7.12,-7.12,-7.12,1.0,0.0,24.0,0.0,-5.98,-5.98,-5.98,-5.98,1.0,0.0,24.0,0.0,1011.0,1011.0,1011.0,1011.0,1.0,0.0,24.0,0.0,31.0,31.0,31.0,31.0,1.0,0.0,24.0,0.0,27.3,27.3,27.3,27.3,1.0,0.0,24.0,0.0,18.76,18.76,18.76,18.76,1.0,0.0,24.0,0.0,82.7,82.7,82.7,82.7,1.0,0.0,24.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,24.0,0.0,-66.3,-66.3,-66.3,-66.3,1.0,0.0,24.0,0.0,-55.6,-55.6,-55.6,-55.6,1.0,0.0,24.0,0.0,3.7,3.7,3.7,3.7,1.0,0.0,24.0,0.0,34.4,34.4,34.4,34.4,1.0,0.0,24.0,0.0,9.51,9.51,9.51,9.51,1.0,0.0,24.0,0.0,88.4,88.4,88.4,88.4,1.0,0.0,24.0,0.0,-194.5,-194.5,-194.5,-194.5,1.0,0.0,24.0,0.0,-163.2,-163.2,-163.2,-163.2,1.0,0.0,24.0,0.0,-133.7,-133.7,-133.7,-133.7,1.0,0.0,24.0,0.0,-112.2,-112.2,-112.2,-112.2,1.0,0.0,24.0,0.0,-67.8,-67.8,-67.8,-67.8,1.0,0.0,24.0,0.0,-56.9,-56.9,-56.9,-56.9,1.0,0.0,24.0,0.0,804.5,804.5,804.5,804.5,1.0,0.0,24.0,0.0,805.0,805.0,805.0,805.0,1.0,0.0,24.0,0.0
2008,4,24100,-179.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,12.0,0.0,4.48,5.5,6.52,5.5,2.0,2.12,18.0,0.5,4.32,4.4,4.49,4.4,2.0,0.18,18.0,0.5,75.7,80.2,84.7,80.2,2.0,9.3,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,12.0,0.0,12.4,12.4,12.4,12.4,1.0,0.0,12.0,0.0,1.39,1.39,1.39,1.39,1.0,0.0,12.0,0.0,8.6,8.6,8.6,8.6,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,8.6,8.6,8.6,8.6,1.0,0.0,12.0,0.0,44.5,123.0,202.0,123.0,2.0,163.0,18.0,0.5,45.0,125.0,200.0,125.0,2.0,165.0,18.0,0.5
2008,4,24100,-179.8,47.4,2.67,4.1,5.53,4.1,2.0,2.97,18.0,0.5,0.32,1.0,1.68,1.0,2.0,1.41,18.0,0.5,0.98,3.1,5.22,3.1,2.0,4.38,18.0,0.5,1022.22,1027.0,1031.78,1027.0,2.0,9.9,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,5.0,2.0,4.2,18.0,0.5,0.6,2.0,3.4,2.0,2.0,2.8,18.0,0.5,6.1,19.2,32.3,19.2,2.0,27.2,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,7.0,11.8,7.0,2.0,9.9,18.0,0.5,3.9,12.4,20.9,12.4,2.0,17.5,18.0,0.5,1.4,4.5,7.6,4.5,2.0,6.4,18.0,0.5,4.2,13.3,22.3,13.3,2.0,18.7,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,24100,-179.7,17.8,7.7,7.7,7.7,7.7,1.0,0.0,30.0,1.0,-7.7,-7.7,-7.7,-7.7,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,1016.5,1016.5,1016.5,1016.5,1.0,0.0,30.0,1.0,27.0,27.0,27.0,27.0,1.0,0.0,30.0,1.0,31.0,31.0,31.0,31.0,1.0,0.0,30.0,1.0,18.77,18.77,18.77,18.77,1.0,0.0,30.0,1.0,67.2,67.2,67.2,67.2,1.0,0.0,30.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,30.0,1.0,-59.3,-59.3,-59.3,-59.3,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,-4.0,-4.0,-4.0,-4.0,1.0,0.0,30.0,1.0,-30.8,-30.8,-30.8,-30.8,1.0,0.0,30.0,1.0,3.45,3.45,3.45,3.45,1.0,0.0,30.0,1.0,26.5,26.5,26.5,26.5,1.0,0.0,30.0,1.0,-238.7,-238.7,-238.7,-238.7,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,-144.6,-144.6,-144.6,-144.6,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,-26.5,-26.5,-26.5,-26.5,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,456.5,456.5,456.5,456.5,1.0,0.0,30.0,1.0,455.0,455.0,455.0,455.0,1.0,0.0,30.0,1.0
2008,4,24100,-179.7,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.7,7.3,3.0,0.6,22.0,1.0,0.0,4.4,19.8,9.6,4.0,14.0,24.0,0.8,-30.1,-6.8,9.6,-10.1,4.0,31.2,24.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,24100,-179.6,-10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,31.0,31.0,1.0,0.0,24.0,0.0,27.5,27.5,27.5,27.5,1.0,0.0,24.0,0.0,18.78,18.78,18.78,18.78,1.0,0.0,24.0,0.0,81.7,81.7,81.7,81.7,1.0,0.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,24100,-179.6,34.5,5.82,8.45,11.08,8.45,2.0,5.44,18.0,1.0,0.56,1.76,2.96,1.76,2.0,2.49,18.0,1.0,-10.82,-7.63,-4.44,-7.63,2.0,6.61,18.0,1.0,1015.33,1022.5,1029.67,1022.5,2.0,14.85,18.0,1.0,17.0,17.0,17.0,17.0,2.0,0.0,18.0,1.0,16.16,16.5,16.84,16.5,2.0,0.71,18.0,1.0,8.2,8.33,8.46,8.33,2.0,0.27,18.0,1.0,72.2,72.3,72.4,72.3,2.0,0.1,18.0,1.0,3.5,4.5,5.5,4.5,2.0,2.1,18.0,1.0,2.6,8.1,13.6,8.1,2.0,11.5,18.0,1.0,-129.4,-82.4,-35.5,-82.4,2.0,97.4,18.0,1.0,0.16,0.5,0.84,0.5,2.0,0.71,18.0,1.0,0.7,2.3,3.9,2.3,2.0,3.3,18.0,1.0,3.38,3.59,3.8,3.59,2.0,0.44,18.0,1.0,21.5,29.1,36.7,29.1,2.0,15.8,18.0,1.0,8.9,28.2,47.4,28.2,2.0,39.9,18.0,1.0,-183.4,-128.2,-73.0,-128.2,2.0,114.4,18.0,1.0,4.6,14.3,24.1,14.3,2.0,20.3,18.0,1.0,-92.0,-64.4,-36.9,-64.4,2.0,57.1,18.0,1.0,2.2,6.9,11.6,6.9,2.0,9.7,18.0,1.0,-35.7,-25.9,-16.1,-25.9,2.0,20.3,18.0,1.0,377.0,979.0,1581.0,979.0,2.0,1247.0,18.0,1.0,375.0,980.0,1580.0,980.0,2.0,1245.0,18.0,1.0
2008,4,24100,-179.6,37.5,8.46,14.4,16.17,12.37,3.0,5.92,12.0,0.7,-3.97,0.0,1.33,-1.29,3.0,4.04,12.0,0.7,0.91,14.4,15.47,8.34,3.0,11.89,12.0,0.7,1019.89,1023.1,1028.88,1024.33,4.0,5.59,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61,0.0,2.73,1.03,3.0,2.61,12.0,0.7,-8.8,0.0,15.6,3.3,3.0,18.1,12.0,0.7,0.53,1.66,3.48,1.99,3.0,2.18,12.0,0.7,7.8,24.6,27.1,17.6,3.0,15.4,12.0,0.7,-63.5,0.0,14.6,-23.9,3.0,60.9,12.0,0.7,32.5,229.0,247.1,141.9,3.0,174.4,12.0,0.7,-37.4,0.0,8.1,-14.3,3.0,35.6,12.0,0.7,25.4,150.5,151.0,89.7,3.0,106.0,12.0,0.7,-6.6,0.0,5.8,-0.4,3.0,9.0,12.0,0.7,-15.8,0.0,18.1,1.1,3.0,24.9,12.0,0.7,1074.0,2986.0,4301.5,2694.5,3.0,2377.5,12.0,0.7,1075.0,2985.0,4300.0,2695.0,3.0,2375.0,12.0,0.7
2008,4,24100,-179.6,39.0,8.7,8.7,8.7,8.7,1.0,0.0,20.0,1.0,-1.51,-1.51,-1.51,-1.51,1.0,0.0,20.0,1.0,-8.57,-8.57,-8.57,-8.57,1.0,0.0,20.0,1.0,1019.0,1019.0,1019.0,1019.0,1.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,24100,-179.6,40.3,2.6,3.85,6.46,4.5,4.0,2.44,24.0,0.8,0.0,0.87,2.85,1.4,4.0,1.83,24.0,0.8,-4.73,-2.6,1.27,-1.77,4.0,4.78,24.0,0.8,1010.9,1012.95,1025.48,1017.95,4.0,11.53,24.0,0.8,12.21,13.0,13.16,12.7,4.0,0.81,24.0,0.8,9.45,10.5,11.29,10.38,4.0,1.44,24.0,0.8,5.44,6.52,7.65,6.54,4.0,1.72,24.0,0.8,74.2,82.8,91.8,83.0,4.0,13.7,24.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.93,2.5,3.7,2.33,4.0,2.17,24.0,0.8,1.8,6.5,22.5,11.9,4.0,17.3,24.0,0.8,1.18,2.78,3.84,2.52,4.0,2.1,24.0,0.8,2.7,7.2,22.8,12.5,4.0,16.8,24.0,0.8,0.0,10.5,27.1,13.4,4.0,16.2,24.0,0.8,-42.7,-27.3,17.1,-13.4,4.0,49.3,24.0,0.8,0.0,7.6,16.2,8.1,4.0,9.4,24.0,0.8,-23.6,-16.9,13.7,-5.5,4.0,32.0,24.0,0.8,-0.3,0.0,9.7,4.5,4.0,9.3,24.0,0.8,-20.2,-7.2,-4.2,-12.0,4.0,13.7,24.0,0.8,17.5,75.0,302.5,156.0,4.0,207.5,24.0,0.8,20.0,75.0,300.0,155.0,4.0,210.0,24.0,0.8
