Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1931,11,23183,-179.9,-21.3,24.4,24.4,24.4,24.4,1.0,0.0,12.0,1.0,26.7,26.7,26.7,26.7,1.0,0.0,12.0,1.0,17.99,17.99,17.99,17.99,1.0,0.0,12.0,1.0,82.6,82.6,82.6,82.6,1.0,0.0,12.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,12.0,1.0,-1.84,-1.84,-1.84,-1.84,1.0,0.0,12.0,1.0,1.84,1.84,1.84,1.84,1.0,0.0,12.0,1.0,1016.3,1016.3,1016.3,1016.3,1.0,0.0,12.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,12.0,1.0,82.6,82.6,82.6,82.6,1.0,0.0,12.0,1.0,-4.8,-4.8,-4.8,-4.8,1.0,0.0,12.0,1.0,4.8,4.8,4.8,4.8,1.0,0.0,12.0,1.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,12.0,1.0,-6.0,-6.0,-6.0,-6.0,1.0,0.0,12.0,1.0,1.01,1.01,1.01,1.01,1.0,0.0,12.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,12.0,1.0,-1.9,-1.9,-1.9,-1.9,1.0,0.0,12.0,1.0,1.9,1.9,1.9,1.9,1.0,0.0,12.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,12.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,12.0,1.0,-49.1,-49.1,-49.1,-49.1,1.0,0.0,12.0,1.0,49.1,49.1,49.1,49.1,1.0,0.0,12.0,1.0,-33.1,-33.1,-33.1,-33.1,1.0,0.0,12.0,1.0,33.1,33.1,33.1,33.1,1.0,0.0,12.0,1.0
1931,11,23183,-179.9,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,8.0,1.0,68.0,804.5,1190.0,717.0,5.0,741.0,12.0,0.4,70.0,805.0,1190.0,715.0,5.0,740.0,12.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,23183,-179.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.5,-26.5,-26.5,-26.5,1.0,0.0,2.0,0.0,-26.5,-26.5,-26.5,-26.5,1.0,0.0,2.0,0.0,162.0,301.0,301.0,233.0,3.0,117.5,20.0,0.7,160.0,300.0,300.0,235.0,3.0,115.0,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,23183,-179.8,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,-10.4,-10.4,-10.4,-10.4,1.0,0.0,4.0,0.0,55.5,199.0,1118.0,569.0,4.0,869.5,8.0,0.0,55.0,200.0,1120.0,570.0,4.0,870.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,23183,-179.7,-39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.4,1.7,3.0,2.9,2.0,0.7,63.0,71.4,81.5,72.2,4.0,10.8,4.0,0.5,0.0,34.0,67.9,34.0,4.0,39.2,4.0,0.5,-67.9,9.3,91.5,11.7,4.0,92.0,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,23183,-179.7,-39.4,15.0,15.0,15.0,15.0,4.0,0.0,4.0,0.5,11.7,13.9,16.68,14.18,4.0,2.89,4.0,0.5,5.29,7.36,9.49,7.39,4.0,2.42,4.0,0.5,63.0,71.4,81.5,72.2,4.0,10.8,4.0,0.5,9.54,9.8,9.8,9.68,4.0,0.25,4.0,0.5,0.0,3.46,6.93,3.46,4.0,4.0,4.0,0.5,-6.93,1.19,9.56,1.31,4.0,9.52,4.0,0.5,1021.29,1023.55,1025.5,1023.4,4.0,2.44,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,1.1,3.3,0.83,4.0,2.89,4.0,0.5,-16.4,10.0,31.6,7.7,4.0,27.9,4.0,0.5,1.0,3.11,5.16,3.08,4.0,2.4,4.0,0.5,9.8,29.2,49.3,29.6,4.0,22.8,4.0,0.5,0.0,3.2,7.0,3.5,4.0,4.1,4.0,0.5,-7.0,20.6,49.3,21.1,4.0,32.5,4.0,0.5,869.5,941.0,941.0,907.0,4.0,68.5,4.0,0.5,870.0,940.0,940.0,905.0,4.0,70.0,4.0,0.5,0.0,55.8,115.6,57.7,4.0,66.7,4.0,0.5,-115.6,-1.4,111.9,-1.8,4.0,131.2,4.0,0.5,0.0,32.5,65.8,32.9,4.0,37.9,4.0,0.5,-65.8,-7.8,50.6,-7.6,4.0,67.1,4.0,0.5
1931,11,23183,-179.7,-17.5,26.1,26.7,27.23,26.67,7.0,0.65,24.0,0.3,25.54,26.1,27.2,26.11,7.0,1.01,24.0,0.3,16.09,17.13,18.02,17.52,7.0,2.1,24.0,0.3,75.6,83.1,87.6,82.8,7.0,10.0,24.0,0.3,2.27,2.6,4.6,3.0,6.0,1.39,24.0,0.3,-2.94,-2.5,-1.37,-2.26,6.0,1.38,24.0,0.3,-0.21,0.51,2.31,1.01,6.0,1.86,24.0,0.3,1008.25,1009.8,1010.63,1009.86,7.0,1.88,24.0,0.3,1.0,1.0,2.3,2.1,7.0,2.7,24.0,0.3,75.6,83.1,87.6,82.8,7.0,10.0,24.0,0.3,-10.3,-6.8,-4.9,-7.9,6.0,6.4,24.0,0.3,-0.2,1.3,10.6,4.9,6.0,7.9,24.0,0.3,0.0,0.5,0.68,0.56,7.0,0.81,24.0,0.3,0.0,0.3,4.4,2.3,6.0,4.2,24.0,0.3,3.26,5.08,5.61,4.43,7.0,2.47,24.0,0.3,4.0,11.9,27.2,15.1,6.0,13.6,24.0,0.3,-18.4,-9.3,0.0,-11.2,6.0,12.6,24.0,0.3,-1.0,0.0,16.2,5.4,6.0,10.8,24.0,0.3,14.0,17.5,97.5,41.5,6.0,44.0,24.0,0.3,15.0,20.0,95.0,40.0,6.0,45.0,24.0,0.3,-79.9,-65.9,-33.4,-60.0,6.0,37.8,24.0,0.3,-5.3,13.6,60.3,25.7,6.0,46.1,24.0,0.3,-55.1,-45.1,-22.7,-39.4,6.0,22.7,24.0,0.3,-3.3,11.1,36.7,17.5,6.0,30.7,24.0,0.3
1931,11,23183,-179.7,26.3,22.93,23.45,23.97,23.45,4.0,0.78,18.0,0.3,20.4,20.85,23.81,22.05,4.0,2.73,18.0,0.3,17.44,17.44,17.44,17.44,1.0,0.0,10.0,0.0,83.1,83.1,83.1,83.1,1.0,0.0,10.0,0.0,3.55,4.6,5.7,4.63,4.0,1.67,18.0,0.3,-0.94,0.0,0.96,0.01,4.0,1.48,18.0,0.3,-5.7,-4.42,-2.98,-4.34,4.0,1.99,18.0,0.3,1017.52,1018.2,1019.97,1018.73,3.0,1.86,16.0,0.3,2.5,4.5,7.0,4.8,4.0,2.8,18.0,0.3,83.1,83.1,83.1,83.1,1.0,0.0,10.0,0.0,-4.3,0.0,2.5,-0.9,4.0,5.4,18.0,0.3,-33.6,-20.3,-11.8,-22.6,4.0,16.6,18.0,0.3,0.11,2.15,2.62,1.4,4.0,2.11,18.0,0.3,2.3,11.7,14.3,8.4,4.0,8.9,18.0,0.3,1.55,1.55,1.55,1.55,1.0,0.0,10.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.2,0.0,25.1,2.8,4.0,34.7,18.0,0.3,-119.4,-90.1,-66.3,-92.7,4.0,38.9,18.0,0.3,32.1,32.1,32.1,32.1,1.0,0.0,10.0,0.0,-32.1,-32.1,-32.1,-32.1,1.0,0.0,10.0,0.0
1931,11,23183,-179.7,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,-3.2,-1.6,-6.7,5.0,7.0,12.0,0.0,-21.6,3.8,10.4,-6.9,5.0,32.7,12.0,0.0,13.5,199.0,1073.0,614.0,12.0,1095.5,12.0,0.1,15.0,200.0,1075.0,615.0,12.0,1095.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,23183,-179.7,42.4,11.39,11.95,12.2,11.8,4.0,0.52,8.0,0.0,8.59,8.9,10.05,9.3,4.0,1.23,8.0,0.0,6.51,6.51,6.51,6.51,1.0,0.0,4.0,0.0,92.2,92.2,92.2,92.2,1.0,0.0,4.0,0.0,3.55,5.65,9.63,6.55,4.0,4.18,8.0,0.0,-2.48,0.44,6.47,1.92,4.0,6.88,8.0,0.0,-4.37,-3.4,1.24,-1.65,4.0,4.34,8.0,0.0,998.64,1010.65,1013.6,1006.33,4.0,12.12,8.0,0.0,4.0,6.0,7.5,5.8,4.0,2.2,8.0,0.0,92.2,92.2,92.2,92.2,1.0,0.0,4.0,0.0,-16.6,2.0,76.4,28.6,4.0,77.4,8.0,0.0,-37.0,-13.8,13.4,-11.9,4.0,34.6,8.0,0.0,1.57,3.3,3.35,2.5,4.0,1.67,8.0,0.0,4.1,11.9,29.1,16.4,4.0,18.1,8.0,0.0,2.3,2.3,2.3,2.3,1.0,0.0,4.0,0.0,10.6,10.6,10.6,10.6,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.6,3.9,54.0,12.8,4.0,61.6,8.0,0.0,-37.7,-29.0,16.5,-11.4,4.0,43.3,8.0,0.0,5.7,5.7,5.7,5.7,1.0,0.0,4.0,0.0,-29.4,-29.4,-29.4,-29.4,1.0,0.0,4.0,0.0
