Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1970,12,23652,-179.9,-17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,7.75,11.61,7.75,2.0,7.99,8.0,0.0,-9.6,-5.28,-0.96,-5.28,2.0,8.95,8.0,0.0,2.59,4.26,5.93,4.26,2.0,3.45,8.0,0.0,1008.31,1009.4,1010.49,1009.4,2.0,2.26,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-239.8,-131.7,-23.5,-131.7,2.0,224.1,8.0,0.0,65.6,106.9,148.3,106.9,2.0,85.6,8.0,0.0,-172.5,-94.9,-17.2,-94.9,2.0,160.9,8.0,0.0,46.7,76.6,106.6,76.6,2.0,62.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.5,3.8,3.5,2.0,0.7,8.0,0.0,-130.5,-76.6,-22.8,-76.6,2.0,111.5,8.0,0.0,17.5,46.8,76.1,46.8,2.0,60.8,8.0,0.0
1970,12,23652,-179.9,-15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.8,-34.8,-34.8,-34.8,1.0,0.0,26.0,1.0,12.7,12.7,12.7,12.7,1.0,0.0,26.0,1.0,370.0,427.5,485.0,427.5,2.0,119.5,26.0,1.0,370.0,430.0,485.0,430.0,2.0,120.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1970,12,23652,-179.9,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.2,8.2,8.2,1.0,0.0,28.0,1.0,-6.28,-6.28,-6.28,-6.28,1.0,0.0,28.0,1.0,-5.27,-5.27,-5.27,-5.27,1.0,0.0,28.0,1.0,1004.7,1004.7,1004.7,1004.7,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,12,23652,-179.8,-26.5,20.52,22.7,23.31,21.93,3.0,2.15,14.0,0.7,21.76,21.9,22.1,21.93,3.0,0.25,14.0,0.7,12.28,12.28,12.28,12.28,1.0,0.0,4.0,1.0,76.5,76.5,76.5,76.5,1.0,0.0,4.0,1.0,9.06,12.0,12.68,10.9,3.0,2.82,14.0,0.7,-6.31,-5.9,-4.67,-5.5,3.0,1.25,14.0,0.7,6.95,11.26,11.27,9.16,3.0,3.65,14.0,0.7,1008.8,1009.0,1015.08,1011.87,3.0,5.23,14.0,0.7,-1.25,0.8,1.21,0.0,3.0,1.93,14.0,0.7,-8.5,9.6,15.5,3.6,3.0,18.3,14.0,0.7,1.74,1.74,1.74,1.74,1.0,0.0,4.0,1.0,13.4,13.4,13.4,13.4,1.0,0.0,4.0,1.0,-139.1,-128.0,-102.0,-120.7,3.0,27.9,14.0,0.7,151.7,247.0,249.0,201.4,3.0,81.4,14.0,0.7,-72.5,-72.5,-72.5,-72.5,1.0,0.0,4.0,1.0,60.8,60.8,60.8,60.8,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.0,7.7,7.0,3.0,1.0,14.0,0.7,-73.3,-49.3,-46.6,-59.7,3.0,21.5,14.0,0.7,69.0,135.3,142.9,106.6,3.0,59.6,14.0,0.7
1970,12,23652,-179.8,-17.1,28.0,28.0,28.0,28.0,1.0,0.0,12.0,0.0,25.08,25.25,25.42,25.25,2.0,0.35,8.0,0.0,17.99,18.01,18.03,18.01,2.0,0.04,8.0,0.0,88.6,89.5,90.4,89.5,2.0,1.9,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,1.0,0.0,12.0,0.0,5.3,5.3,5.3,5.3,1.0,0.0,12.0,0.0,5.75,5.75,5.75,5.75,1.0,0.0,12.0,0.0,12.1,12.1,12.1,12.1,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,12.0,0.0,10.5,10.5,10.5,10.5,1.0,0.0,12.0,0.0,389.5,1207.5,2025.5,1207.5,2.0,1695.0,8.0,0.0,390.0,1210.0,2025.0,1210.0,2.0,1695.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1970,12,23652,-179.8,-16.0,27.4,27.4,27.4,27.4,1.0,0.0,26.0,1.0,26.7,26.7,26.7,26.7,1.0,0.0,26.0,1.0,17.51,17.51,17.51,17.51,1.0,0.0,26.0,1.0,79.7,79.7,79.7,79.7,1.0,0.0,26.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,26.0,1.0,-3.5,-3.5,-3.5,-3.5,1.0,0.0,26.0,1.0,6.06,6.06,6.06,6.06,1.0,0.0,26.0,1.0,1007.0,1007.0,1007.0,1007.0,1.0,0.0,26.0,1.0,0.7,0.7,0.7,0.7,1.0,0.0,26.0,1.0,4.9,4.9,4.9,4.9,1.0,0.0,26.0,1.0,5.47,5.47,5.47,5.47,1.0,0.0,26.0,1.0,38.3,38.3,38.3,38.3,1.0,0.0,26.0,1.0,-93.4,-93.4,-93.4,-93.4,1.0,0.0,26.0,1.0,161.9,161.9,161.9,161.9,1.0,0.0,26.0,1.0,-61.3,-61.3,-61.3,-61.3,1.0,0.0,26.0,1.0,106.1,106.1,106.1,106.1,1.0,0.0,26.0,1.0,-19.1,-19.1,-19.1,-19.1,1.0,0.0,26.0,1.0,33.1,33.1,33.1,33.1,1.0,0.0,26.0,1.0,343.0,343.0,343.0,343.0,1.0,0.0,26.0,1.0,345.0,345.0,345.0,345.0,1.0,0.0,26.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,26.0,1.0,-24.5,-24.5,-24.5,-24.5,1.0,0.0,26.0,1.0,42.4,42.4,42.4,42.4,1.0,0.0,26.0,1.0
1970,12,23652,-179.8,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.2,7.2,7.2,1.0,0.0,28.0,0.0,-2.46,-2.46,-2.46,-2.46,1.0,0.0,28.0,0.0,-6.77,-6.77,-6.77,-6.77,1.0,0.0,28.0,0.0,1006.2,1006.2,1006.2,1006.2,1.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,12,23652,-179.8,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,15.2,16.24,14.95,4.0,1.91,6.0,0.5,-14.29,-11.3,-4.05,-9.27,4.0,6.75,6.0,0.5,-4.05,5.2,10.22,3.18,4.0,11.32,6.0,0.5,996.07,1007.1,1012.0,1004.18,4.0,10.22,6.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.3,-46.5,-19.4,-54.0,4.0,51.2,6.0,0.5,-4.0,31.9,58.3,27.4,4.0,40.7,6.0,0.5,-75.6,-44.9,-14.3,-44.9,2.0,63.5,6.0,0.5,-37.5,-9.0,19.4,-9.0,2.0,59.0,6.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,8.0,8.0,7.8,4.0,0.5,6.0,0.5,-217.4,-178.0,-68.8,-144.7,4.0,102.5,6.0,0.5,-43.9,79.0,169.7,63.6,4.0,165.9,6.0,0.5
1970,12,23652,-179.7,-36.3,18.5,18.7,18.77,18.63,3.0,0.21,14.0,1.0,17.98,19.0,19.14,18.57,3.0,0.93,14.0,1.0,10.63,11.65,11.69,11.17,3.0,0.88,14.0,1.0,82.9,84.9,85.3,84.1,3.0,1.8,14.0,1.0,5.66,9.0,10.37,8.03,3.0,3.55,14.0,1.0,2.23,5.5,5.69,4.0,3.0,2.85,14.0,1.0,-8.69,-6.89,-4.94,-6.82,3.0,2.75,14.0,1.0,1013.94,1014.9,1015.24,1014.6,3.0,0.98,14.0,1.0,-0.57,-0.5,0.73,0.07,3.0,1.07,14.0,1.0,-5.9,-4.5,2.2,-1.9,3.0,6.4,14.0,1.0,1.55,1.67,2.79,2.16,3.0,1.0,14.0,1.0,14.0,15.0,16.0,15.0,3.0,1.5,14.0,1.0,41.7,104.5,109.0,76.0,3.0,55.1,14.0,1.0,-165.6,-132.4,-90.2,-128.0,3.0,55.3,14.0,1.0,25.3,64.1,66.6,46.3,3.0,33.9,14.0,1.0,-101.4,-80.7,-53.6,-77.5,3.0,35.1,14.0,1.0,4.2,8.2,9.2,6.8,3.0,3.9,14.0,1.0,-14.0,-13.3,-12.1,-13.0,3.0,1.4,14.0,1.0,278.5,729.0,1140.0,709.5,3.0,631.5,14.0,1.0,280.0,730.0,1140.0,710.0,3.0,630.0,14.0,1.0,5.0,7.0,7.0,6.0,3.0,1.7,14.0,1.0,18.5,52.1,57.8,38.5,3.0,31.1,14.0,1.0,-91.2,-62.0,-31.0,-61.1,3.0,44.1,14.0,1.0
1970,12,23652,-179.7,-34.5,19.41,19.8,20.0,19.6,6.0,0.65,14.0,0.2,18.99,19.6,19.92,19.32,6.0,0.97,14.0,0.2,10.48,11.83,12.02,11.31,6.0,1.09,14.0,0.2,76.5,82.1,85.1,81.2,6.0,4.1,14.0,0.2,3.0,5.55,7.37,5.33,6.0,2.34,14.0,0.2,-0.09,0.0,2.96,0.93,6.0,1.63,14.0,0.2,-7.37,-4.78,-0.3,-3.86,6.0,4.24,14.0,0.2,1012.71,1015.85,1017.34,1014.62,6.0,3.92,14.0,0.2,0.0,0.15,0.58,0.28,6.0,0.37,14.0,0.2,0.0,0.6,2.6,1.2,6.0,1.5,14.0,0.2,2.43,2.61,3.6,2.86,6.0,0.63,14.0,0.2,9.3,16.0,18.1,14.4,6.0,4.5,14.0,0.2,-1.6,0.0,58.8,18.6,6.0,31.9,14.0,0.2,-144.0,-91.9,-6.3,-75.3,6.0,83.6,14.0,0.2,-0.9,0.0,34.0,10.7,6.0,18.3,14.0,0.2,-88.5,-53.1,-4.1,-45.6,6.0,50.3,14.0,0.2,-0.3,0.0,8.3,2.8,6.0,5.2,14.0,0.2,-18.1,-13.4,-0.2,-9.4,6.0,11.1,14.0,0.2,27.5,206.0,402.0,224.0,6.0,211.5,14.0,0.2,25.0,205.0,400.0,225.0,6.0,210.0,14.0,0.2,0.0,1.5,3.0,2.0,6.0,2.6,14.0,0.2,-0.2,0.0,9.8,3.5,6.0,6.0,14.0,0.2,-54.4,-27.8,-0.4,-27.3,6.0,31.2,14.0,0.2
