Year,Month,Longitude,Latitude,A-Fraction of daylight observations,A-Mean,A-y,A-x,A-Mean day of the month,A-Median,A-Observation number,A-S1,A-S5,A-Standard deviation,Q-Fraction of daylight observations,Q-Mean,Q-y,Q-x,Q-Mean day of the month,Q-Median,Q-Observation number,Q-S1,Q-S5,Q-Standard deviation,R-Fraction of daylight observations,R-Mean,R-y,R-,R-Mean day of the month,R-Median,R-Observation number,R-S1,R-S5,R-Standard deviation,S-Fraction of daylight observations,S-Mean,S-y,S-x,S-Mean day of the month,S-Median,S-Observation number,S-S1,S-S5,S-Standard deviation,P-Fraction of daylight observations,P-Mean,P-y,P-x,P-Mean day of the month,P-Median,P-Observation number,P-S1,P-S5,P-Standard deviation,U-Fraction of daylight observations,U-Mean,U-y,U-x,U-Mean day of the month,U-Median,U-Observation number,U-S1,U-S5,U-Standard deviation,V-Fraction of daylight observations,V-Mean,V-y,V-x,V-Mean day of the month,V-Median,V-Observation number,V-S1,V-S5,V-Standard deviation,W-Fraction of daylight observations,W-Mean,W-y,W-x,W-Mean day of the month,W-Median,W-Observation number,W-S1,W-S5,W-Standard deviation,C-Fraction of daylight observations,C-Mean,C-y,C-x,C-Mean day of the month,C-Median,C-Observation number,C-S1,C-S5,C-Standard deviation,X=W*U-Fraction of daylight observations,X=W*U-Mean,X=W*U-y,X=W*U-x,X=W*U-Mean day of the month,X=W*U-Median,X=W*U-Observation number,X=W*U-S1,X=W*U-S5,X=W*U-Standard deviation,Y=W*V-Fraction of daylight observations,Y=W*V-Mean,Y=W*V-y,Y=W*V-x,Y=W*V-Mean day of the month,Y=W*V-Median,Y=W*V-Observation number,Y=W*V-S1,Y=W*V-S5,Y=W*V-Standard deviation,D=S-A-Fraction of daylight observations,D=S-A-Mean,D=S-A-y,D=S-A-x,D=S-A-Mean day of the month,D=S-A-Median,D=S-A-Observation number,D=S-A-S1,D=S-A-S5,D=S-A-Standard deviation,E=(S-A)*W-Fraction of daylight observations,E=(S-A)*W-Mean,E=(S-A)*W-y,E=(S-A)*W-x,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Median,E=(S-A)*W-Observation number,E=(S-A)*W-S1,E=(S-A)*W-S5,E=(S-A)*W-Standard deviation,F=QS-Q-Fraction of daylight observations,F=QS-Q-Mean,F=QS-Q-y,F=QS-Q-x,F=QS-Q-Mean day of the month,F=QS-Q-Median,F=QS-Q-Observation number,F=QS-Q-S1,F=QS-Q-S5,F=QS-Q-Standard deviation,G=(QS-Q)*W-Fraction of daylight observations,G=(QS-Q)*W-Mean,G=(QS-Q)*W-y,G=(QS-Q)*W-x,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Median,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-S1,G=(QS-Q)*W-S5,G=(QS-Q)*W-Standard deviation,I=U*A-Fraction of daylight observations,I=U*A-Mean,I=U*A-y,I=U*A-x,I=U*A-Mean day of the month,I=U*A-Median,I=U*A-Observation number,I=U*A-S1,I=U*A-S5,I=U*A-Standard deviation,J=V*A-Fraction of daylight observations,J=V*A-Mean,J=V*A-y,J=V*A-x,J=V*A-Mean day of the month,J=V*A-Median,J=V*A-Observation number,J=V*A-S1,J=V*A-S5,J=V*A-Standard deviation,K=U*Q-Fraction of daylight observations,K=U*Q-Mean,K=U*Q-y,K=U*Q-x,K=U*Q-Mean day of the month,K=U*Q-Median,K=U*Q-Observation number,K=U*Q-S1,K=U*Q-S5,K=U*Q-Standard deviation,L=V*Q-Fraction of daylight observations,L=V*Q-Mean,L=V*Q-y,L=V*Q-x,L=V*Q-Mean day of the month,L=V*Q-Median,L=V*Q-Observation number,L=V*Q-S1,L=V*Q-S5,L=V*Q-Standard deviation,B1=W*W*W-Fraction of daylight observations,B1=W*W*W-Mean,B1=W*W*W-y,B1=W*W*W-x,B1=W*W*W-Mean day of the month,B1=W*W*W-Median,B1=W*W*W-Observation number,B1=W*W*W-S1,B1=W*W*W-S5,B1=W*W*W-Standard deviation,B2=W*W*W-Fraction of daylight observations,B2=W*W*W-Mean,B2=W*W*W-y,B2=W*W*W-x,B2=W*W*W-Mean day of the month,B2=W*W*W-Median,B2=W*W*W-Observation number,B2=W*W*W-S1,B2=W*W*W-S5,B2=W*W*W-Standard deviation,M=(QS-Q)*U-Fraction of daylight observations,M=(QS-Q)*U-Mean,M=(QS-Q)*U-y,M=(QS-Q)*U-x,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Median,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-S1,M=(QS-Q)*U-S5,M=(QS-Q)*U-Standard deviation,N=(QS-Q)*V-Fraction of daylight observations,N=(QS-Q)*V-Mean,N=(QS-Q)*V-y,N=(QS-Q)*V-x,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Median,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-S1,N=(QS-Q)*V-S5,N=(QS-Q)*V-Standard deviation
1979,2,0.0,-38.0,0.0,15.0,1.0,0.1,28.0,15.0,1.0,15.0,15.0,0.0,0.0,7.7,1.0,0.1,28.0,7.7,1.0,7.7,7.7,0.0,0.0,74.0,1.0,0.1,28.0,74.0,1.0,74.0,74.0,0.0,0.0,18.0,1.0,0.1,28.0,18.0,1.0,18.0,18.0,0.0,0.0,1027.2,1.0,0.1,28.0,1027.2,1.0,1027.2,1027.2,0.0,0.0,5.02,1.0,0.1,28.0,5.02,1.0,5.02,5.02,0.0,0.0,0.89,1.0,0.1,28.0,0.89,1.0,0.89,0.89,0.0,0.0,5.1,1.0,0.1,28.0,5.1,1.0,5.1,5.1,0.0,0.0,4.0,1.0,0.1,28.0,4.0,1.0,4.0,4.0,0.0,0.0,25.6,1.0,0.1,28.0,25.6,1.0,25.6,25.6,0.0,0.0,4.5,1.0,0.1,28.0,4.5,1.0,4.5,4.5,0.0,0.0,3.0,1.0,0.1,28.0,3.0,1.0,3.0,3.0,0.0,0.0,15.3,1.0,0.1,28.0,15.3,1.0,15.3,15.3,0.0,0.0,4.94,1.0,0.1,28.0,4.94,1.0,4.94,4.94,0.0,0.0,25.2,1.0,0.1,28.0,25.2,1.0,25.2,25.2,0.0,0.0,75.3,1.0,0.1,28.0,75.3,1.0,75.3,75.3,0.0,0.0,13.3,1.0,0.1,28.0,13.3,1.0,13.3,13.3,0.0,0.0,38.7,1.0,0.1,28.0,38.7,1.0,38.7,38.7,0.0,0.0,6.8,1.0,0.1,28.0,6.8,1.0,6.8,6.8,0.0,0.0,132.5,1.0,0.1,28.0,132.5,1.0,132.5,132.5,0.0,0.0,135.0,1.0,0.1,28.0,135.0,1.0,135.0,135.0,0.0,0.0,24.8,1.0,0.1,28.0,24.8,1.0,24.8,24.8,0.0,0.0,4.4,1.0,0.1,28.0,4.4,1.0,4.4,4.4,0.0
1979,2,0.0,-37.0,1.0,19.3,0.3,0.5,10.0,19.3,1.0,19.3,19.3,0.0,1.0,13.39,0.3,0.5,10.0,13.39,1.0,13.39,13.39,0.0,1.0,96.9,0.3,0.5,10.0,96.9,1.0,96.9,96.9,0.0,1.0,19.4,0.3,0.5,10.0,19.4,1.0,19.4,19.4,0.0,1.0,1020.3,0.3,0.5,10.0,1020.3,1.0,1020.3,1020.3,0.0,1.0,5.52,0.3,0.5,10.0,5.52,1.0,5.52,5.52,0.0,1.0,-4.63,0.3,0.5,10.0,-4.63,1.0,-4.63,-4.63,0.0,1.0,7.2,0.3,0.5,10.0,7.2,1.0,7.2,7.2,0.0,1.0,2.0,0.3,0.5,10.0,2.0,1.0,2.0,2.0,0.0,1.0,39.7,0.3,0.5,10.0,39.7,1.0,39.7,39.7,0.0,1.0,-33.3,0.3,0.5,10.0,-33.3,1.0,-33.3,-33.3,0.0,1.0,0.1,0.3,0.5,10.0,0.1,1.0,0.1,0.1,0.0,1.0,0.7,0.3,0.5,10.0,0.7,1.0,0.7,0.7,0.0,1.0,0.52,0.3,0.5,10.0,0.52,1.0,0.52,0.52,0.0,1.0,3.7,0.3,0.5,10.0,3.7,1.0,3.7,3.7,0.0,1.0,106.4,0.3,0.5,10.0,106.4,1.0,106.4,106.4,0.0,1.0,-89.3,0.3,0.5,10.0,-89.3,1.0,-89.3,-89.3,0.0,1.0,73.9,0.3,0.5,10.0,73.9,1.0,73.9,73.9,0.0,1.0,-62.0,0.3,0.5,10.0,-62.0,1.0,-62.0,-62.0,0.0,1.0,373.0,0.3,0.5,10.0,373.0,1.0,373.0,373.0,0.0,1.0,375.0,0.3,0.5,10.0,375.0,1.0,375.0,375.0,0.0,1.0,2.8,0.3,0.5,10.0,2.8,1.0,2.8,2.8,0.0,1.0,-2.4,0.3,0.5,10.0,-2.4,1.0,-2.4,-2.4,0.0
1979,2,0.0,-36.0,1.0,17.0,0.3,0.5,26.0,17.0,1.0,17.0,17.0,0.0,1.0,7.58,0.3,0.5,26.0,7.58,1.0,7.58,7.58,0.0,1.0,63.8,0.3,0.5,26.0,63.8,1.0,63.8,63.8,0.0,1.0,20.0,0.3,0.5,26.0,20.0,1.0,20.0,20.0,0.0,1.0,1022.5,0.3,0.5,26.0,1022.5,1.0,1022.5,1022.5,0.0,1.0,0.0,0.3,0.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,11.3,0.3,0.5,26.0,11.3,1.0,11.3,11.3,0.0,1.0,11.3,0.3,0.5,26.0,11.3,1.0,11.3,11.3,0.0,1.0,2.0,0.3,0.5,26.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.3,0.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,127.7,0.3,0.5,26.0,127.7,1.0,127.7,127.7,0.0,1.0,3.0,0.3,0.5,26.0,3.0,1.0,3.0,3.0,0.0,1.0,33.9,0.3,0.5,26.0,33.9,1.0,33.9,33.9,0.0,1.0,6.82,0.3,0.5,26.0,6.82,1.0,6.82,6.82,0.0,1.0,77.1,0.3,0.5,26.0,77.1,1.0,77.1,77.1,0.0,1.0,0.0,0.3,0.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,192.1,0.3,0.5,26.0,192.1,1.0,192.1,192.1,0.0,1.0,0.0,0.3,0.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,85.7,0.3,0.5,26.0,85.7,1.0,85.7,85.7,0.0,1.0,1443.0,0.3,0.5,26.0,1443.0,1.0,1443.0,1443.0,0.0,1.0,1445.0,0.3,0.5,26.0,1445.0,1.0,1445.0,1445.0,0.0,1.0,0.0,0.3,0.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,77.1,0.3,0.5,26.0,77.1,1.0,77.1,77.1,0.0
1979,2,0.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1025.4,0.8,0.0,10.0,1025.4,1.0,1025.4,1025.4,0.0,0.0,-0.64,0.8,0.0,10.0,-0.64,1.0,-0.64,-0.64,0.0,0.0,0.77,0.8,0.0,10.0,0.77,1.0,0.77,0.77,0.0,0.0,1.0,0.8,0.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,2,0.0,-32.0,0.0,21.6,0.5,0.6,2.0,21.6,1.0,21.6,21.6,0.0,0.0,12.01,0.5,0.6,2.0,12.01,1.0,12.01,12.01,0.0,0.0,75.6,0.5,0.6,2.0,75.6,1.0,75.6,75.6,0.0,0.0,22.0,0.5,0.6,2.0,22.0,1.0,22.0,22.0,0.0,0.0,1021.1,0.5,0.6,2.0,1021.1,1.0,1021.1,1021.1,0.0,0.0,-4.04,0.5,0.6,2.0,-4.04,1.0,-4.04,-4.04,0.0,0.0,0.71,0.5,0.6,2.0,0.71,1.0,0.71,0.71,0.0,0.0,4.1,0.5,0.6,2.0,4.1,1.0,4.1,4.1,0.0,0.0,8.0,0.5,0.6,2.0,8.0,1.0,8.0,8.0,0.0,0.0,-16.6,0.5,0.6,2.0,-16.6,1.0,-16.6,-16.6,0.0,0.0,2.9,0.5,0.6,2.0,2.9,1.0,2.9,2.9,0.0,0.0,0.4,0.5,0.6,2.0,0.4,1.0,0.4,0.4,0.0,0.0,1.6,0.5,0.6,2.0,1.6,1.0,1.6,1.6,0.0,0.0,4.32,0.5,0.6,2.0,4.32,1.0,4.32,4.32,0.0,0.0,17.7,0.5,0.6,2.0,17.7,1.0,17.7,17.7,0.0,0.0,-87.2,0.5,0.6,2.0,-87.2,1.0,-87.2,-87.2,0.0,0.0,15.4,0.5,0.6,2.0,15.4,1.0,15.4,15.4,0.0,0.0,-48.5,0.5,0.6,2.0,-48.5,1.0,-48.5,-48.5,0.0,0.0,8.6,0.5,0.6,2.0,8.6,1.0,8.6,8.6,0.0,0.0,69.0,0.5,0.6,2.0,69.0,1.0,69.0,69.0,0.0,0.0,70.0,0.5,0.6,2.0,70.0,1.0,70.0,70.0,0.0,0.0,-17.5,0.5,0.6,2.0,-17.5,1.0,-17.5,-17.5,0.0,0.0,3.1,0.5,0.6,2.0,3.1,1.0,3.1,3.1,0.0
1979,2,0.0,-31.0,1.0,22.8,0.9,0.3,12.0,22.8,2.0,21.98,23.62,1.7,1.0,15.36,0.8,0.2,24.0,15.36,1.0,15.36,15.36,0.0,1.0,83.3,0.8,0.2,24.0,83.3,1.0,83.3,83.3,0.0,1.0,21.25,0.9,0.3,12.0,21.25,2.0,20.74,21.76,1.06,1.0,1019.85,0.9,0.3,12.0,1019.85,2.0,1019.34,1020.36,1.06,1.0,-5.02,0.9,0.3,12.0,-5.02,2.0,-6.3,-3.74,2.65,1.0,1.57,0.9,0.3,12.0,1.57,2.0,-1.3,4.45,5.95,1.0,6.55,0.9,0.3,12.0,6.55,2.0,4.88,8.22,3.46,1.0,7.0,0.9,0.3,12.0,7.0,2.0,6.3,7.7,1.4,1.0,-37.5,0.9,0.3,12.0,-37.5,2.0,-54.2,-20.7,34.8,1.0,20.6,0.9,0.3,12.0,20.6,2.0,-0.8,42.1,44.5,1.0,-1.55,0.9,0.3,12.0,-1.55,2.0,-1.86,-1.24,0.64,1.0,-9.0,0.9,0.3,12.0,-9.0,2.0,-9.6,-8.5,1.2,1.0,0.98,0.8,0.2,24.0,0.98,1.0,0.98,0.98,0.0,1.0,4.0,0.8,0.2,24.0,4.0,1.0,4.0,4.0,0.0,1.0,-112.1,0.9,0.3,12.0,-112.1,2.0,-137.2,-87.0,52.0,1.0,30.9,0.9,0.3,12.0,30.9,2.0,-33.4,95.1,133.1,1.0,-48.3,0.8,0.2,24.0,-48.3,1.0,-48.3,-48.3,0.0,1.0,-40.5,0.8,0.2,24.0,-40.5,1.0,-40.5,-40.5,0.0,1.0,399.0,0.9,0.3,12.0,399.0,2.0,173.5,624.0,466.5,1.0,400.0,0.9,0.3,12.0,400.0,2.0,175.0,625.0,465.0,1.0,-3.1,0.8,0.2,24.0,-3.1,1.0,-3.1,-3.1,0.0,1.0,-2.6,0.8,0.2,24.0,-2.6,1.0,-2.6,-2.6,0.0
1979,2,0.0,-30.0,1.0,22.0,0.2,0.1,24.0,22.0,1.0,22.0,22.0,0.0,1.0,13.54,0.2,0.1,24.0,13.54,1.0,13.54,13.54,0.0,1.0,83.1,0.2,0.1,24.0,83.1,1.0,83.1,83.1,0.0,1.0,22.0,0.2,0.1,24.0,22.0,1.0,22.0,22.0,0.0,1.0,1022.1,0.2,0.1,24.0,1022.1,1.0,1022.1,1022.1,0.0,1.0,-3.14,0.2,0.1,24.0,-3.14,1.0,-3.14,-3.14,0.0,1.0,-2.64,0.2,0.1,24.0,-2.64,1.0,-2.64,-2.64,0.0,1.0,4.1,0.2,0.1,24.0,4.1,1.0,4.1,4.1,0.0,1.0,5.0,0.2,0.1,24.0,5.0,1.0,5.0,5.0,0.0,1.0,-12.9,0.2,0.1,24.0,-12.9,1.0,-12.9,-12.9,0.0,1.0,-10.8,0.2,0.1,24.0,-10.8,1.0,-10.8,-10.8,0.0,1.0,0.0,0.2,0.1,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1,24.0,0.0,1.0,0.0,0.0,0.0,1.0,2.78,0.2,0.1,24.0,2.78,1.0,2.78,2.78,0.0,1.0,11.4,0.2,0.1,24.0,11.4,1.0,11.4,11.4,0.0,1.0,-69.1,0.2,0.1,24.0,-69.1,1.0,-69.1,-69.1,0.0,1.0,-58.0,0.2,0.1,24.0,-58.0,1.0,-58.0,-58.0,0.0,1.0,-42.5,0.2,0.1,24.0,-42.5,1.0,-42.5,-42.5,0.0,1.0,-35.7,0.2,0.1,24.0,-35.7,1.0,-35.7,-35.7,0.0,1.0,69.0,0.2,0.1,24.0,69.0,1.0,69.0,69.0,0.0,1.0,70.0,0.2,0.1,24.0,70.0,1.0,70.0,70.0,0.0,1.0,-8.7,0.2,0.1,24.0,-8.7,1.0,-8.7,-8.7,0.0,1.0,-7.3,0.2,0.1,24.0,-7.3,1.0,-7.3,-7.3,0.0
1979,2,0.0,-29.0,1.0,23.2,0.4,0.4,16.0,23.2,2.0,22.79,23.61,0.85,1.0,11.25,0.4,0.4,16.0,11.25,2.0,10.21,12.29,2.16,1.0,63.7,0.4,0.4,16.0,63.7,2.0,59.5,68.0,8.8,1.0,21.75,0.4,0.4,16.0,21.75,2.0,20.9,22.6,1.77,1.0,1017.9,0.4,0.4,16.0,1017.9,2.0,1017.01,1018.79,1.84,1.0,2.59,0.4,0.4,16.0,2.59,2.0,1.35,3.84,2.58,1.0,0.95,0.4,0.4,16.0,0.95,2.0,-0.14,2.04,2.26,1.0,3.05,0.4,0.4,16.0,3.05,2.0,1.65,4.45,2.9,1.0,4.0,0.4,0.4,16.0,4.0,2.0,2.0,6.0,4.2,1.0,11.6,0.4,0.4,16.0,11.6,2.0,4.2,19.1,15.4,1.0,6.2,0.4,0.4,16.0,6.2,2.0,1.5,10.8,9.7,1.0,-1.45,0.4,0.4,16.0,-1.45,2.0,-2.71,-0.19,2.62,1.0,-8.2,0.4,0.4,16.0,-8.2,2.0,-14.1,-2.3,12.2,1.0,4.93,0.4,0.4,16.0,4.93,2.0,3.05,6.81,3.89,1.0,9.4,0.4,0.4,16.0,9.4,2.0,8.2,10.5,2.4,1.0,61.2,0.4,0.4,16.0,61.2,2.0,31.2,91.2,62.1,1.0,23.1,0.4,0.4,16.0,23.1,2.0,-2.6,48.8,53.2,1.0,31.9,0.4,0.4,16.0,31.9,2.0,15.2,48.7,34.6,1.0,13.2,0.4,0.4,16.0,13.2,2.0,-0.1,26.4,27.5,1.0,67.0,0.4,0.4,16.0,67.0,2.0,22.0,112.0,93.0,1.0,65.0,0.4,0.4,16.0,65.0,2.0,20.0,110.0,95.0,1.0,7.7,0.4,0.4,16.0,7.7,2.0,6.5,9.0,2.6,1.0,0.3,0.4,0.4,16.0,0.3,2.0,-3.3,3.9,7.4
1979,2,0.0,-28.0,1.0,22.9,0.6,0.5,10.0,22.9,2.0,21.26,24.54,3.39,1.0,13.27,0.6,0.5,10.0,13.27,2.0,12.48,14.06,1.64,1.0,76.9,0.6,0.5,10.0,76.9,2.0,73.9,79.9,6.3,1.0,23.35,0.6,0.5,10.0,23.35,2.0,22.22,24.48,2.33,1.0,1020.25,0.6,0.5,10.0,1020.25,2.0,1019.81,1020.69,0.92,1.0,-1.8,0.6,0.5,10.0,-1.8,2.0,-2.11,-1.49,0.64,1.0,1.45,0.6,0.5,10.0,1.45,2.0,1.35,1.56,0.22,1.0,2.35,0.6,0.5,10.0,2.35,2.0,2.18,2.52,0.35,1.0,4.5,0.6,0.5,10.0,4.5,2.0,3.5,5.5,2.1,1.0,-4.3,0.6,0.5,10.0,-4.3,2.0,-5.4,-3.3,2.1,1.0,3.4,0.6,0.5,10.0,3.4,2.0,3.4,3.4,0.0,1.0,0.45,0.6,0.5,10.0,0.45,2.0,-0.06,0.96,1.06,1.0,1.2,0.6,0.5,10.0,1.2,2.0,0.0,2.5,2.7,1.0,4.57,0.6,0.5,10.0,4.57,2.0,4.15,4.99,0.88,1.0,10.6,0.6,0.5,10.0,10.6,2.0,10.4,10.8,0.4,1.0,-40.2,0.6,0.5,10.0,-40.2,2.0,-44.3,-36.1,8.5,1.0,33.7,0.6,0.5,10.0,33.7,2.0,28.9,38.5,9.9,1.0,-23.4,0.6,0.5,10.0,-23.4,2.0,-26.0,-20.7,5.5,1.0,19.5,0.6,0.5,10.0,19.5,2.0,16.9,22.0,5.3,1.0,13.5,0.6,0.5,10.0,13.5,2.0,10.5,16.5,6.0,1.0,15.0,0.6,0.5,10.0,15.0,2.0,10.0,15.0,5.0,1.0,-8.0,0.6,0.5,10.0,-8.0,2.0,-8.6,-7.3,1.3,1.0,6.7,0.6,0.5,10.0,6.7,2.0,5.6,7.8,2.3
1979,2,0.0,-27.0,0.6,22.09,0.7,0.4,14.0,22.0,7.0,21.0,23.07,1.29,0.7,13.52,0.7,0.4,12.0,13.79,6.0,12.66,14.49,1.09,0.7,82.5,0.7,0.4,12.0,83.2,6.0,73.6,91.9,9.9,0.7,23.45,0.7,0.4,12.0,23.65,6.0,22.63,24.12,0.92,0.6,1017.07,0.7,0.4,14.0,1018.0,7.0,1015.76,1019.43,3.0,0.5,-2.47,0.7,0.3,12.0,-2.3,6.0,-4.45,0.0,2.42,0.5,2.35,0.7,0.3,12.0,3.36,6.0,-1.05,5.36,4.42,0.5,5.05,0.7,0.3,12.0,5.65,6.0,2.86,7.41,2.95,0.6,4.7,0.7,0.4,14.0,5.0,7.0,3.0,7.0,2.2,0.5,-16.5,0.7,0.3,12.0,-14.7,6.0,-28.9,0.0,17.7,0.5,17.3,0.7,0.3,12.0,18.6,6.0,-5.4,36.4,30.1,0.7,1.35,0.7,0.4,12.0,1.7,6.0,0.28,2.75,2.1,0.6,3.9,0.6,0.3,10.0,5.8,5.0,-6.6,14.6,14.4,0.7,4.41,0.7,0.4,12.0,4.38,6.0,3.83,4.91,0.74,0.6,21.3,0.6,0.3,10.0,24.9,5.0,12.6,30.3,12.8,0.5,-56.2,0.7,0.3,12.0,-48.5,6.0,-101.1,0.0,58.3,0.5,51.4,0.7,0.3,12.0,77.1,6.0,-23.2,116.3,95.9,0.6,-39.0,0.6,0.3,10.0,-39.3,5.0,-63.8,-13.3,30.8,0.6,51.1,0.6,0.3,10.0,46.5,5.0,23.1,80.4,39.5,0.5,223.5,0.7,0.3,12.0,185.5,6.0,37.0,410.0,209.5,0.5,225.0,0.7,0.3,12.0,185.0,6.0,35.0,410.0,210.0,0.6,-12.3,0.6,0.3,10.0,-11.0,5.0,-19.8,-6.3,8.5,0.6,16.5,0.6,0.3,10.0,17.3,5.0,7.9,25.2,11.3
