Year,Month,Longitude,Latitude,A-Fraction of daylight observations,A-Mean,A-y,A-x,A-Mean day of the month,A-Median,A-Observation number,A-S1,A-S5,A-Standard deviation,Q-Fraction of daylight observations,Q-Mean,Q-y,Q-x,Q-Mean day of the month,Q-Median,Q-Observation number,Q-S1,Q-S5,Q-Standard deviation,R-Fraction of daylight observations,R-Mean,R-y,R-,R-Mean day of the month,R-Median,R-Observation number,R-S1,R-S5,R-Standard deviation,S-Fraction of daylight observations,S-Mean,S-y,S-x,S-Mean day of the month,S-Median,S-Observation number,S-S1,S-S5,S-Standard deviation,P-Fraction of daylight observations,P-Mean,P-y,P-x,P-Mean day of the month,P-Median,P-Observation number,P-S1,P-S5,P-Standard deviation,U-Fraction of daylight observations,U-Mean,U-y,U-x,U-Mean day of the month,U-Median,U-Observation number,U-S1,U-S5,U-Standard deviation,V-Fraction of daylight observations,V-Mean,V-y,V-x,V-Mean day of the month,V-Median,V-Observation number,V-S1,V-S5,V-Standard deviation,W-Fraction of daylight observations,W-Mean,W-y,W-x,W-Mean day of the month,W-Median,W-Observation number,W-S1,W-S5,W-Standard deviation,C-Fraction of daylight observations,C-Mean,C-y,C-x,C-Mean day of the month,C-Median,C-Observation number,C-S1,C-S5,C-Standard deviation,X=W*U-Fraction of daylight observations,X=W*U-Mean,X=W*U-y,X=W*U-x,X=W*U-Mean day of the month,X=W*U-Median,X=W*U-Observation number,X=W*U-S1,X=W*U-S5,X=W*U-Standard deviation,Y=W*V-Fraction of daylight observations,Y=W*V-Mean,Y=W*V-y,Y=W*V-x,Y=W*V-Mean day of the month,Y=W*V-Median,Y=W*V-Observation number,Y=W*V-S1,Y=W*V-S5,Y=W*V-Standard deviation,D=S-A-Fraction of daylight observations,D=S-A-Mean,D=S-A-y,D=S-A-x,D=S-A-Mean day of the month,D=S-A-Median,D=S-A-Observation number,D=S-A-S1,D=S-A-S5,D=S-A-Standard deviation,E=(S-A)*W-Fraction of daylight observations,E=(S-A)*W-Mean,E=(S-A)*W-y,E=(S-A)*W-x,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Median,E=(S-A)*W-Observation number,E=(S-A)*W-S1,E=(S-A)*W-S5,E=(S-A)*W-Standard deviation,F=QS-Q-Fraction of daylight observations,F=QS-Q-Mean,F=QS-Q-y,F=QS-Q-x,F=QS-Q-Mean day of the month,F=QS-Q-Median,F=QS-Q-Observation number,F=QS-Q-S1,F=QS-Q-S5,F=QS-Q-Standard deviation,G=(QS-Q)*W-Fraction of daylight observations,G=(QS-Q)*W-Mean,G=(QS-Q)*W-y,G=(QS-Q)*W-x,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Median,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-S1,G=(QS-Q)*W-S5,G=(QS-Q)*W-Standard deviation,I=U*A-Fraction of daylight observations,I=U*A-Mean,I=U*A-y,I=U*A-x,I=U*A-Mean day of the month,I=U*A-Median,I=U*A-Observation number,I=U*A-S1,I=U*A-S5,I=U*A-Standard deviation,J=V*A-Fraction of daylight observations,J=V*A-Mean,J=V*A-y,J=V*A-x,J=V*A-Mean day of the month,J=V*A-Median,J=V*A-Observation number,J=V*A-S1,J=V*A-S5,J=V*A-Standard deviation,K=U*Q-Fraction of daylight observations,K=U*Q-Mean,K=U*Q-y,K=U*Q-x,K=U*Q-Mean day of the month,K=U*Q-Median,K=U*Q-Observation number,K=U*Q-S1,K=U*Q-S5,K=U*Q-Standard deviation,L=V*Q-Fraction of daylight observations,L=V*Q-Mean,L=V*Q-y,L=V*Q-x,L=V*Q-Mean day of the month,L=V*Q-Median,L=V*Q-Observation number,L=V*Q-S1,L=V*Q-S5,L=V*Q-Standard deviation,B1=W*W*W-Fraction of daylight observations,B1=W*W*W-Mean,B1=W*W*W-y,B1=W*W*W-x,B1=W*W*W-Mean day of the month,B1=W*W*W-Median,B1=W*W*W-Observation number,B1=W*W*W-S1,B1=W*W*W-S5,B1=W*W*W-Standard deviation,B2=W*W*W-Fraction of daylight observations,B2=W*W*W-Mean,B2=W*W*W-y,B2=W*W*W-x,B2=W*W*W-Mean day of the month,B2=W*W*W-Median,B2=W*W*W-Observation number,B2=W*W*W-S1,B2=W*W*W-S5,B2=W*W*W-Standard deviation,M=(QS-Q)*U-Fraction of daylight observations,M=(QS-Q)*U-Mean,M=(QS-Q)*U-y,M=(QS-Q)*U-x,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Median,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-S1,M=(QS-Q)*U-S5,M=(QS-Q)*U-Standard deviation,N=(QS-Q)*V-Fraction of daylight observations,N=(QS-Q)*V-Mean,N=(QS-Q)*V-y,N=(QS-Q)*V-x,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Median,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-S1,N=(QS-Q)*V-S5,N=(QS-Q)*V-Standard deviation
1978,11,0.0,-40.0,1.0,12.5,0.1,0.9,22.0,12.5,1.0,12.5,12.5,0.0,1.0,8.39,0.1,0.9,22.0,8.39,1.0,8.39,8.39,0.0,1.0,94.2,0.1,0.9,22.0,94.2,1.0,94.2,94.2,0.0,1.0,12.2,0.1,0.9,22.0,12.2,1.0,12.2,12.2,0.0,1.0,1021.6,0.1,0.9,22.0,1021.6,1.0,1021.6,1021.6,0.0,1.0,4.35,0.1,0.9,22.0,4.35,1.0,4.35,4.35,0.0,1.0,-7.53,0.1,0.9,22.0,-7.53,1.0,-7.53,-7.53,0.0,1.0,8.7,0.1,0.9,22.0,8.7,1.0,8.7,8.7,0.0,1.0,7.0,0.1,0.9,22.0,7.0,1.0,7.0,7.0,0.0,1.0,37.8,0.1,0.9,22.0,37.8,1.0,37.8,37.8,0.0,1.0,-65.5,0.1,0.9,22.0,-65.5,1.0,-65.5,-65.5,0.0,1.0,-0.3,0.1,0.9,22.0,-0.3,1.0,-0.3,-0.3,0.0,1.0,-2.6,0.1,0.9,22.0,-2.6,1.0,-2.6,-2.6,0.0,1.0,0.34,0.1,0.9,22.0,0.34,1.0,0.34,0.34,0.0,1.0,3.0,0.1,0.9,22.0,3.0,1.0,3.0,3.0,0.0,1.0,54.4,0.1,0.9,22.0,54.4,1.0,54.4,54.4,0.0,1.0,-94.2,0.1,0.9,22.0,-94.2,1.0,-94.2,-94.2,0.0,1.0,36.5,0.1,0.9,22.0,36.5,1.0,36.5,36.5,0.0,1.0,-63.2,0.1,0.9,22.0,-63.2,1.0,-63.2,-63.2,0.0,1.0,658.5,0.1,0.9,22.0,658.5,1.0,658.5,658.5,0.0,1.0,660.0,0.1,0.9,22.0,660.0,1.0,660.0,660.0,0.0,1.0,1.5,0.1,0.9,22.0,1.5,1.0,1.5,1.5,0.0,1.0,-2.6,0.1,0.9,22.0,-2.6,1.0,-2.6,-2.6,0.0
1978,11,0.0,-39.0,1.0,15.8,0.6,0.9,4.0,15.8,2.0,14.64,16.96,2.4,1.0,9.46,0.6,0.9,4.0,9.46,2.0,8.57,10.35,1.85,1.0,85.4,0.6,0.9,4.0,85.4,2.0,83.5,87.2,3.8,1.0,14.25,0.6,0.9,4.0,14.25,2.0,13.74,14.76,1.06,1.0,1025.95,0.6,0.9,4.0,1025.95,2.0,1024.55,1027.35,2.9,1.0,5.13,0.3,0.9,2.0,5.13,1.0,5.13,5.13,0.0,1.0,-4.31,0.3,0.9,2.0,-4.31,1.0,-4.31,-4.31,0.0,1.0,6.7,0.3,0.9,2.0,6.7,1.0,6.7,6.7,0.0,1.0,8.0,0.3,0.9,2.0,8.0,1.0,8.0,8.0,0.0,1.0,34.4,0.3,0.9,2.0,34.4,1.0,34.4,34.4,0.0,1.0,-28.9,0.3,0.9,2.0,-28.9,1.0,-28.9,-28.9,0.0,1.0,-1.55,0.6,0.9,4.0,-1.55,2.0,-3.22,0.12,3.46,1.0,6.0,0.3,0.9,2.0,6.0,1.0,6.0,6.0,0.0,1.0,0.5,0.6,0.9,4.0,0.5,2.0,-0.74,1.74,2.56,1.0,15.5,0.3,0.9,2.0,15.5,1.0,15.5,15.5,0.0,1.0,72.4,0.3,0.9,2.0,72.4,1.0,72.4,72.4,0.0,1.0,-60.7,0.3,0.9,2.0,-60.7,1.0,-60.7,-60.7,0.0,1.0,41.8,0.3,0.9,2.0,41.8,1.0,41.8,41.8,0.0,1.0,-35.1,0.3,0.9,2.0,-35.1,1.0,-35.1,-35.1,0.0,1.0,301.0,0.3,0.9,2.0,301.0,1.0,301.0,301.0,0.0,1.0,300.0,0.3,0.9,2.0,300.0,1.0,300.0,300.0,0.0,1.0,11.9,0.3,0.9,2.0,11.9,1.0,11.9,11.9,0.0,1.0,-10.0,0.3,0.9,2.0,-10.0,1.0,-10.0,-10.0,0.0
1978,11,0.0,-38.0,1.0,15.15,0.8,0.8,12.0,15.15,2.0,14.91,15.39,0.49,1.0,9.63,0.8,0.8,12.0,9.63,2.0,9.52,9.75,0.24,1.0,90.8,0.8,0.8,12.0,90.8,2.0,88.0,93.7,5.8,1.0,14.05,0.8,0.8,12.0,14.05,2.0,13.4,14.7,1.34,1.0,1019.1,0.8,0.8,12.0,1019.1,2.0,1015.48,1022.72,7.5,1.0,1.99,0.8,0.8,12.0,1.99,2.0,1.06,2.92,1.93,1.0,-4.67,0.8,0.8,12.0,-4.67,2.0,-5.44,-3.9,1.6,1.0,5.15,0.8,0.8,12.0,5.15,2.0,4.09,6.21,2.19,1.0,7.5,0.8,0.8,12.0,7.5,2.0,7.2,7.8,0.7,1.0,12.3,0.8,0.8,12.0,12.3,2.0,5.5,19.2,14.3,1.0,-25.8,0.8,0.8,12.0,-25.8,2.0,-34.7,-16.9,18.5,1.0,-1.1,0.8,0.8,12.0,-1.1,2.0,-1.51,-0.69,0.85,1.0,-4.7,0.8,0.8,12.0,-4.7,2.0,-5.7,-3.8,2.0,1.0,0.27,0.8,0.8,12.0,0.27,2.0,-0.3,0.84,1.18,1.0,2.7,0.8,0.8,12.0,2.7,2.0,-0.5,5.9,6.7,1.0,30.6,0.8,0.8,12.0,30.6,2.0,16.0,45.2,30.2,1.0,-71.2,0.8,0.8,12.0,-71.2,2.0,-84.0,-58.4,26.5,1.0,18.9,0.8,0.8,12.0,18.9,2.0,10.2,27.6,18.1,1.0,-44.8,0.8,0.8,12.0,-44.8,2.0,-51.7,-37.9,14.2,1.0,173.5,0.8,0.8,12.0,173.5,2.0,87.0,260.5,179.5,1.0,175.0,0.8,0.8,12.0,175.0,2.0,85.0,260.0,180.0,1.0,1.7,0.8,0.8,12.0,1.7,2.0,0.3,3.1,2.9,1.0,-2.2,0.8,0.8,12.0,-2.2,2.0,-5.1,0.7,6.0
1978,11,0.0,-37.0,0.0,16.3,0.4,0.3,10.0,16.3,1.0,16.3,16.3,0.0,0.0,11.3,0.4,0.3,10.0,11.3,1.0,11.3,11.3,0.0,0.0,98.1,0.4,0.3,10.0,98.1,1.0,98.1,98.1,0.0,0.0,16.0,0.4,0.3,10.0,16.0,1.0,16.0,16.0,0.0,0.0,1011.6,0.4,0.3,10.0,1011.6,1.0,1011.6,1011.6,0.0,0.0,0.89,0.4,0.3,10.0,0.89,1.0,0.89,0.89,0.0,0.0,-5.02,0.4,0.3,10.0,-5.02,1.0,-5.02,-5.02,0.0,0.0,5.1,0.4,0.3,10.0,5.1,1.0,5.1,5.1,0.0,0.0,8.0,0.4,0.3,10.0,8.0,1.0,8.0,8.0,0.0,0.0,4.5,0.4,0.3,10.0,4.5,1.0,4.5,4.5,0.0,0.0,-25.6,0.4,0.3,10.0,-25.6,1.0,-25.6,-25.6,0.0,0.0,-0.3,0.4,0.3,10.0,-0.3,1.0,-0.3,-0.3,0.0,0.0,-1.5,0.4,0.3,10.0,-1.5,1.0,-1.5,-1.5,0.0,0.0,0.0,0.4,0.3,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,10.0,0.0,1.0,0.0,0.0,0.0,0.0,14.4,0.4,0.3,10.0,14.4,1.0,14.4,14.4,0.0,0.0,-81.9,0.4,0.3,10.0,-81.9,1.0,-81.9,-81.9,0.0,0.0,10.0,0.4,0.3,10.0,10.0,1.0,10.0,10.0,0.0,0.0,-56.8,0.4,0.3,10.0,-56.8,1.0,-56.8,-56.8,0.0,0.0,132.5,0.4,0.3,10.0,132.5,1.0,132.5,132.5,0.0,0.0,135.0,0.4,0.3,10.0,135.0,1.0,135.0,135.0,0.0,0.0,0.0,0.4,0.3,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,10.0,0.0,1.0,0.0,0.0,0.0
1978,11,0.0,-36.0,0.0,18.2,0.5,0.3,14.0,18.2,1.0,18.2,18.2,0.0,0.0,11.38,0.5,0.3,14.0,11.38,1.0,11.38,11.38,0.0,0.0,88.7,0.5,0.3,14.0,88.7,1.0,88.7,88.7,0.0,0.0,17.0,0.5,0.3,14.0,17.0,1.0,17.0,17.0,0.0,0.0,1024.4,0.5,0.3,14.0,1024.4,1.0,1024.4,1024.4,0.0,0.0,8.05,0.5,0.3,14.0,8.05,1.0,8.05,8.05,0.0,0.0,-4.65,0.5,0.3,14.0,-4.65,1.0,-4.65,-4.65,0.0,0.0,9.3,0.5,0.3,14.0,9.3,1.0,9.3,9.3,0.0,0.0,6.0,0.5,0.3,14.0,6.0,1.0,6.0,6.0,0.0,0.0,74.9,0.5,0.3,14.0,74.9,1.0,74.9,74.9,0.0,0.0,-43.2,0.5,0.3,14.0,-43.2,1.0,-43.2,-43.2,0.0,0.0,-1.2,0.5,0.3,14.0,-1.2,1.0,-1.2,-1.2,0.0,0.0,-11.2,0.5,0.3,14.0,-11.2,1.0,-11.2,-11.2,0.0,0.0,0.52,0.5,0.3,14.0,0.52,1.0,0.52,0.52,0.0,0.0,4.9,0.5,0.3,14.0,4.9,1.0,4.9,4.9,0.0,0.0,146.6,0.5,0.3,14.0,146.6,1.0,146.6,146.6,0.0,0.0,-84.6,0.5,0.3,14.0,-84.6,1.0,-84.6,-84.6,0.0,0.0,91.6,0.5,0.3,14.0,91.6,1.0,91.6,91.6,0.0,0.0,-52.9,0.5,0.3,14.0,-52.9,1.0,-52.9,-52.9,0.0,0.0,804.5,0.5,0.3,14.0,804.5,1.0,804.5,804.5,0.0,0.0,805.0,0.5,0.3,14.0,805.0,1.0,805.0,805.0,0.0,0.0,4.2,0.5,0.3,14.0,4.2,1.0,4.2,4.2,0.0,0.0,-2.4,0.5,0.3,14.0,-2.4,1.0,-2.4,-2.4,0.0
1978,11,0.0,-35.0,1.0,15.2,0.1,0.8,30.0,15.2,1.0,15.2,15.2,0.0,1.0,7.53,0.1,0.8,30.0,7.53,1.0,7.53,7.53,0.0,1.0,71.6,0.1,0.8,30.0,71.6,1.0,71.6,71.6,0.0,1.0,16.8,0.1,0.8,30.0,16.8,1.0,16.8,16.8,0.0,1.0,1030.3,0.1,0.8,30.0,1030.3,1.0,1030.3,1030.3,0.0,1.0,1.06,0.1,0.8,30.0,1.06,1.0,1.06,1.06,0.0,1.0,2.91,0.1,0.8,30.0,2.91,1.0,2.91,2.91,0.0,1.0,3.1,0.1,0.8,30.0,3.1,1.0,3.1,3.1,0.0,1.0,3.0,0.1,0.8,30.0,3.0,1.0,3.0,3.0,0.0,1.0,3.3,0.1,0.8,30.0,3.3,1.0,3.3,3.3,0.0,1.0,9.0,0.1,0.8,30.0,9.0,1.0,9.0,9.0,0.0,1.0,1.6,0.1,0.8,30.0,1.6,1.0,1.6,1.6,0.0,1.0,5.0,0.1,0.8,30.0,5.0,1.0,5.0,5.0,0.0,1.0,4.15,0.1,0.8,30.0,4.15,1.0,4.15,4.15,0.0,1.0,12.9,0.1,0.8,30.0,12.9,1.0,12.9,12.9,0.0,1.0,16.1,0.1,0.8,30.0,16.1,1.0,16.1,16.1,0.0,1.0,44.3,0.1,0.8,30.0,44.3,1.0,44.3,44.3,0.0,1.0,8.0,0.1,0.8,30.0,8.0,1.0,8.0,8.0,0.0,1.0,21.9,0.1,0.8,30.0,21.9,1.0,21.9,21.9,0.0,1.0,30.0,0.1,0.8,30.0,30.0,1.0,30.0,30.0,0.0,1.0,30.0,0.1,0.8,30.0,30.0,1.0,30.0,30.0,0.0,1.0,4.4,0.1,0.8,30.0,4.4,1.0,4.4,4.4,0.0,1.0,12.1,0.1,0.8,30.0,12.1,1.0,12.1,12.1,0.0
1978,11,0.0,-33.0,1.0,18.7,0.4,0.2,16.0,18.7,2.0,18.5,18.9,0.42,1.0,10.2,0.4,0.2,16.0,10.2,2.0,9.44,10.97,1.59,1.0,76.8,0.4,0.2,16.0,76.8,2.0,72.1,81.6,9.9,1.0,18.9,0.4,0.2,16.0,18.9,2.0,18.29,19.51,1.27,1.0,1022.1,0.4,0.2,16.0,1022.1,2.0,1021.9,1022.3,0.42,1.0,4.6,0.4,0.2,24.0,4.6,1.0,4.6,4.6,0.0,1.0,0.0,0.4,0.2,24.0,0.0,1.0,0.0,0.0,0.0,1.0,4.6,0.4,0.2,24.0,4.6,1.0,4.6,4.6,0.0,1.0,6.0,0.4,0.2,16.0,6.0,2.0,5.3,6.7,1.4,1.0,21.2,0.4,0.2,24.0,21.2,1.0,21.2,21.2,0.0,1.0,0.0,0.4,0.2,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.4,0.2,16.0,0.2,2.0,-0.21,0.61,0.85,1.0,3.7,0.4,0.2,24.0,3.7,1.0,3.7,3.7,0.0,1.0,3.27,0.4,0.2,16.0,3.27,2.0,3.02,3.51,0.51,1.0,13.4,0.4,0.2,24.0,13.4,1.0,13.4,13.4,0.0,1.0,87.4,0.4,0.2,24.0,87.4,1.0,87.4,87.4,0.0,1.0,0.0,0.4,0.2,24.0,0.0,1.0,0.0,0.0,0.0,1.0,52.1,0.4,0.2,24.0,52.1,1.0,52.1,52.1,0.0,1.0,0.0,0.4,0.2,24.0,0.0,1.0,0.0,0.0,0.0,1.0,97.5,0.4,0.2,24.0,97.5,1.0,97.5,97.5,0.0,1.0,95.0,0.4,0.2,24.0,95.0,1.0,95.0,95.0,0.0,1.0,13.4,0.4,0.2,24.0,13.4,1.0,13.4,13.4,0.0,1.0,0.0,0.4,0.2,24.0,0.0,1.0,0.0,0.0,0.0
1978,11,0.0,-32.0,1.0,18.3,0.2,0.2,22.0,18.3,1.0,18.3,18.3,0.0,1.0,9.11,0.2,0.2,22.0,9.11,1.0,9.11,9.11,0.0,1.0,70.7,0.2,0.2,22.0,70.7,1.0,70.7,70.7,0.0,1.0,18.4,0.2,0.2,22.0,18.4,1.0,18.4,18.4,0.0,1.0,1025.7,0.2,0.2,22.0,1025.7,1.0,1025.7,1025.7,0.0,1.0,0.51,0.2,0.2,22.0,0.51,1.0,0.51,0.51,0.0,1.0,1.41,0.2,0.2,22.0,1.41,1.0,1.41,1.41,0.0,1.0,1.5,0.2,0.2,22.0,1.5,1.0,1.5,1.5,0.0,1.0,1.0,0.2,0.2,22.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,0.2,0.2,22.0,0.8,1.0,0.8,0.8,0.0,1.0,2.1,0.2,0.2,22.0,2.1,1.0,2.1,2.1,0.0,1.0,0.1,0.2,0.2,22.0,0.1,1.0,0.1,0.1,0.0,1.0,0.2,0.2,0.2,22.0,0.2,1.0,0.2,0.2,0.0,1.0,3.88,0.2,0.2,22.0,3.88,1.0,3.88,3.88,0.0,1.0,5.8,0.2,0.2,22.0,5.8,1.0,5.8,5.8,0.0,1.0,9.4,0.2,0.2,22.0,9.4,1.0,9.4,9.4,0.0,1.0,25.8,0.2,0.2,22.0,25.8,1.0,25.8,25.8,0.0,1.0,4.7,0.2,0.2,22.0,4.7,1.0,4.7,4.7,0.0,1.0,12.8,0.2,0.2,22.0,12.8,1.0,12.8,12.8,0.0,1.0,3.5,0.2,0.2,22.0,3.5,1.0,3.5,3.5,0.0,1.0,5.0,0.2,0.2,22.0,5.0,1.0,5.0,5.0,0.0,1.0,2.0,0.2,0.2,22.0,2.0,1.0,2.0,2.0,0.0,1.0,5.5,0.2,0.2,22.0,5.5,1.0,5.5,5.5,0.0
1978,11,0.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1027.8,0.8,0.4,4.0,1027.8,1.0,1027.8,1027.8,0.0,0.0,-4.94,0.8,0.4,4.0,-4.94,1.0,-4.94,-4.94,0.0,0.0,2.85,0.8,0.4,4.0,2.85,1.0,2.85,2.85,0.0,0.0,5.7,0.8,0.4,4.0,5.7,1.0,5.7,5.7,0.0,0.0,6.0,0.8,0.4,4.0,6.0,1.0,6.0,6.0,0.0,0.0,-28.1,0.8,0.4,4.0,-28.1,1.0,-28.1,-28.1,0.0,0.0,16.2,0.8,0.4,4.0,16.2,1.0,16.2,16.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-86.4,0.8,0.4,4.0,-86.4,1.0,-86.4,-86.4,0.0,0.0,49.9,0.8,0.4,4.0,49.9,1.0,49.9,49.9,0.0,0.0,-51.8,0.8,0.4,4.0,-51.8,1.0,-51.8,-51.8,0.0,0.0,29.9,0.8,0.4,4.0,29.9,1.0,29.9,29.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,11,0.0,-27.0,0.8,18.95,0.4,0.4,14.0,18.85,4.0,18.34,19.57,0.81,0.8,10.4,0.4,0.4,14.0,10.31,4.0,9.61,11.2,1.17,0.8,77.0,0.4,0.4,14.0,78.4,4.0,71.9,82.0,6.3,1.0,19.53,0.3,0.4,12.0,19.4,3.0,19.26,19.81,0.42,0.8,1021.33,0.4,0.4,14.0,1022.5,4.0,1019.09,1023.44,3.65,0.8,-3.01,0.4,0.4,14.0,-2.77,4.0,-8.02,1.97,5.82,0.8,3.67,0.4,0.4,14.0,2.92,4.0,2.02,5.4,2.48,0.8,6.95,0.4,0.4,14.0,7.45,4.0,5.31,8.54,2.41,0.8,3.8,0.4,0.4,14.0,3.0,4.0,2.0,5.6,3.0,0.8,-27.3,0.4,0.4,14.0,-22.1,4.0,-67.8,12.7,48.6,0.8,25.2,0.4,0.4,14.0,16.4,4.0,13.5,37.6,20.5,1.0,0.47,0.3,0.4,12.0,0.1,3.0,0.03,0.92,0.72,1.0,4.3,0.3,0.4,12.0,0.7,3.0,0.2,8.5,6.8,1.0,3.18,0.3,0.4,12.0,3.46,3.0,2.86,3.48,0.52,1.0,22.2,0.3,0.4,12.0,25.1,3.0,14.3,30.0,11.7,0.8,-55.3,0.4,0.4,14.0,-52.3,4.0,-148.4,37.4,107.9,0.8,69.6,0.4,0.4,14.0,57.3,4.0,37.7,102.7,46.1,0.8,-31.5,0.4,0.4,14.0,-27.2,4.0,-82.9,19.5,59.7,0.8,37.0,0.4,0.4,14.0,32.7,4.0,20.8,53.5,21.4,0.8,420.0,0.4,0.4,14.0,415.0,4.0,202.0,639.0,311.5,0.8,420.0,0.4,0.4,14.0,415.0,4.0,200.0,640.0,310.0,1.0,-17.4,0.3,0.4,12.0,-23.6,3.0,-29.2,-5.3,18.3,1.0,7.6,0.3,0.4,12.0,8.6,3.0,6.5,8.7,1.8
