Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1992,5,23909,-179.9,-29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6,-20.6,-20.6,-20.6,1.0,0.0,24.0,0.0,-35.8,-35.8,-35.8,-35.8,1.0,0.0,24.0,0.0,240.5,658.5,2241.5,1119.0,5.0,1085.5,18.0,0.4,240.0,660.0,2240.0,1120.0,5.0,1085.0,18.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5,23909,-179.8,-7.4,30.0,30.0,30.0,30.0,2.0,0.0,8.0,0.0,28.42,28.45,28.48,28.45,2.0,0.07,8.0,0.0,18.22,18.55,18.88,18.55,2.0,0.68,8.0,0.0,74.6,76.2,77.8,76.2,2.0,3.2,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.55,1.58,1.55,2.0,0.07,8.0,0.0,6.9,6.9,6.9,6.9,1.0,0.0,8.0,0.0,7.86,8.22,8.57,8.22,2.0,0.73,8.0,0.0,40.2,40.2,40.2,40.2,1.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.5,3.8,3.5,2.0,0.7,8.0,0.0,74.6,76.2,77.8,76.2,2.0,3.2,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,21.2,21.2,21.2,21.2,1.0,0.0,8.0,0.0
1992,5,23909,-179.8,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,5.7,9.18,6.2,3.0,4.37,18.0,1.0,-6.31,-4.94,-2.98,-4.65,3.0,2.45,18.0,1.0,-6.55,-2.85,-0.66,-3.59,3.0,4.37,18.0,1.0,1011.65,1012.2,1012.75,1012.2,2.0,1.13,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.0,6.4,4.3,3.0,3.2,18.0,1.0,70.9,70.9,70.9,70.9,1.0,0.0,20.0,1.0,-60.1,-28.1,-11.9,-35.8,3.0,35.9,18.0,1.0,-66.1,-16.2,-4.6,-34.9,3.0,47.9,18.0,1.0
1992,5,23909,-179.8,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-6.0,5.6,-1.6,5.0,13.7,14.0,0.6,-39.2,-1.1,22.9,-6.9,5.0,49.6,14.0,0.6,109.0,731.5,1086.0,699.5,6.0,591.0,14.0,0.7,110.0,730.0,1085.0,700.0,6.0,590.0,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5,23909,-179.7,-37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.74,17.0,17.0,14.43,3.0,4.45,18.0,0.7,3.8,8.5,14.3,9.04,3.0,7.71,18.0,0.7,2.91,9.16,12.96,7.96,3.0,7.43,18.0,0.7,1003.6,1019.3,1020.87,1012.4,3.0,13.99,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,123.3,207.4,130.1,3.0,113.2,18.0,0.7,36.9,116.3,182.6,109.9,3.0,106.9,18.0,0.7,31.2,75.9,100.3,66.0,3.0,51.3,18.0,0.7,18.9,59.5,108.6,63.6,3.0,65.8,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.0,5.0,4.3,3.0,1.2,18.0,0.7,66.0,72.1,82.8,74.4,3.0,12.4,18.0,0.7,56.1,144.5,243.1,149.5,3.0,137.1,18.0,0.7,27.0,85.2,197.9,111.8,3.0,127.3,18.0,0.7
1992,5,23909,-179.7,-37.1,14.4,14.4,14.4,14.4,1.0,0.0,30.0,0.0,13.27,14.5,14.5,13.9,3.0,1.04,18.0,0.7,6.52,6.57,8.18,7.33,3.0,1.38,18.0,0.7,66.0,72.1,82.8,74.4,3.0,12.4,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,1.7,1.7,1.0,0.0,30.0,0.0,15.8,15.8,15.8,15.8,1.0,0.0,30.0,0.0,3.59,3.59,3.59,3.59,1.0,0.0,30.0,0.0,33.4,33.4,33.4,33.4,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,5.8,5.8,1.0,0.0,30.0,0.0,32.9,32.9,32.9,32.9,1.0,0.0,30.0,0.0,2108.5,4913.0,4913.0,3543.5,3.0,2372.0,18.0,0.7,2110.0,4915.0,4915.0,3545.0,3.0,2370.0,18.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5,23909,-179.7,-23.1,24.0,24.0,24.0,24.0,1.0,0.0,6.0,1.0,25.5,25.5,25.5,25.5,1.0,0.0,6.0,1.0,15.25,15.25,15.25,15.25,1.0,0.0,6.0,1.0,75.2,75.2,75.2,75.2,1.0,0.0,6.0,1.0,4.6,4.6,4.6,4.6,1.0,0.0,6.0,1.0,-4.6,-4.6,-4.6,-4.6,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1015.2,1015.2,1015.2,1015.2,1.0,0.0,6.0,1.0,-1.5,-1.5,-1.5,-1.5,1.0,0.0,6.0,1.0,-6.9,-6.9,-6.9,-6.9,1.0,0.0,6.0,1.0,3.32,3.32,3.32,3.32,1.0,0.0,6.0,1.0,15.3,15.3,15.3,15.3,1.0,0.0,6.0,1.0,-117.3,-117.3,-117.3,-117.3,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-70.2,-70.2,-70.2,-70.2,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-15.3,-15.3,-15.3,-15.3,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,6.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,6.0,1.0,75.2,75.2,75.2,75.2,1.0,0.0,6.0,1.0,-21.2,-21.2,-21.2,-21.2,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0
1992,5,23909,-179.7,-19.1,25.7,25.7,25.7,25.7,1.0,0.0,6.0,0.0,23.46,24.45,25.44,24.45,2.0,2.05,4.0,0.0,15.25,16.57,17.89,16.57,2.0,2.74,4.0,0.0,84.5,86.2,87.9,86.2,2.0,3.5,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,-0.2,-0.2,1.0,0.0,6.0,0.0,-1.9,-1.9,-1.9,-1.9,1.0,0.0,6.0,0.0,2.13,2.13,2.13,2.13,1.0,0.0,6.0,0.0,19.8,19.8,19.8,19.8,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,-3.4,-3.4,-3.4,1.0,0.0,6.0,0.0,19.5,19.5,19.5,19.5,1.0,0.0,6.0,0.0,591.5,678.0,764.0,678.0,2.0,179.0,4.0,0.0,590.0,680.0,765.0,680.0,2.0,180.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5,23909,-179.7,-11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,28.0,0.0,75.0,93.2,94.4,88.1,7.0,9.3,20.0,0.0,-103.9,-78.7,-34.2,-69.5,4.0,47.0,22.0,0.0,17.9,29.0,45.8,31.7,4.0,17.1,22.0,0.0
1992,5,23909,-179.7,26.1,21.0,21.4,22.04,21.5,6.0,0.52,14.0,0.7,19.79,20.55,23.26,21.7,6.0,3.3,14.0,0.7,9.95,12.03,14.09,11.91,5.0,2.69,14.0,0.6,66.9,82.9,92.2,79.6,5.0,14.9,14.0,0.6,4.58,9.0,10.21,7.88,6.0,3.39,14.0,0.7,-3.72,-1.68,3.49,-1.12,6.0,4.45,14.0,0.7,-9.17,-2.62,4.65,-1.59,6.0,7.85,14.0,0.7,1014.55,1016.05,1017.59,1016.27,6.0,2.69,14.0,0.7,-2.22,1.05,1.89,-0.2,6.0,3.53,14.0,0.7,-20.9,4.6,16.1,-4.4,6.0,33.2,14.0,0.7,1.7,3.45,6.58,4.07,5.0,3.1,14.0,0.6,5.5,17.6,69.9,34.4,5.0,35.1,14.0,0.6,-77.8,-32.8,87.0,-19.5,6.0,101.0,14.0,0.7,-191.5,-52.4,100.3,-39.7,6.0,176.7,14.0,0.7,-66.6,-21.0,8.4,-29.0,5.0,60.1,14.0,0.6,-62.8,-6.2,73.4,6.5,5.0,80.0,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,7.0,8.0,6.4,5.0,2.1,10.0,0.8,66.9,82.9,92.2,79.6,5.0,14.9,14.0,0.6,-26.6,-7.8,35.9,-3.5,6.0,41.7,14.0,0.7,-86.2,-12.8,47.6,-7.4,6.0,81.8,14.0,0.7
