Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
1991,11,-179.8,-29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,2.0,0.0,16.0,1.0,-2.33,0.23,2.79,0.23,2.0,5.31,16.0,1.0,-2.85,-2.63,-2.4,-2.63,2.0,0.46,16.0,1.0,1004.37,1006.9,1007.58,1006.0,3.0,2.48,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.7,3.0,52.6,3.0,2.0,102.9,16.0,1.0,-56.2,-51.1,-46.1,-51.1,2.0,10.5,16.0,1.0,-29.2,-3.7,21.8,-3.7,2.0,52.7,16.0,1.0,-32.0,-26.9,-21.8,-26.9,2.0,10.6,16.0,1.0,-6.8,4.8,16.3,4.8,2.0,23.9,16.0,1.0,-12.2,-11.4,-10.6,-11.4,2.0,1.7,16.0,1.0,97.5,97.5,97.5,97.5,2.0,0.0,16.0,1.0,95.0,95.0,95.0,95.0,2.0,0.0,16.0,1.0
1991,11,-179.8,-29.1,19.39,20.0,20.34,19.87,3.0,0.71,16.0,0.7,19.25,19.8,20.62,19.93,3.0,1.01,16.0,0.7,9.45,11.64,12.5,10.99,3.0,2.3,16.0,0.7,67.5,80.8,82.3,75.0,3.0,11.9,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.0,5.0,3.7,3.0,2.3,16.0,0.7,-10.7,1.1,12.8,1.1,2.0,24.4,16.0,1.0,-13.1,-12.1,-11.1,-12.1,2.0,2.1,16.0,1.0,-0.65,0.1,0.51,-0.07,3.0,0.86,16.0,0.7,0.9,1.8,2.8,1.8,2.0,2.0,16.0,1.0,2.28,3.44,4.81,3.54,3.0,1.86,16.0,0.7,17.3,20.4,23.6,20.4,2.0,6.5,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,11,-179.8,-21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,0.0,2.05,0.5,3.0,2.29,12.0,1.0,-6.4,-3.8,-1.2,-3.8,2.0,5.4,6.0,1.0,4.78,4.79,4.84,4.81,3.0,0.05,12.0,1.0,10.0,16.0,22.0,16.0,2.0,12.5,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,11,-179.8,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.2,8.2,8.2,1.0,0.0,16.0,1.0,-2.8,-2.8,-2.8,-2.8,1.0,0.0,16.0,1.0,-7.71,-7.71,-7.71,-7.71,1.0,0.0,16.0,1.0,1007.4,1007.4,1007.4,1007.4,1.0,0.0,16.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,16.0,1.0,-23.0,-23.0,-23.0,-23.0,1.0,0.0,16.0,1.0,-63.2,-63.2,-63.2,-63.2,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.8,-78.8,-78.8,-78.8,1.0,0.0,16.0,1.0,-216.5,-216.5,-216.5,-216.5,1.0,0.0,16.0,1.0,-57.8,-57.8,-57.8,-57.8,1.0,0.0,16.0,1.0,-158.9,-158.9,-158.9,-158.9,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,11,-179.7,-41.1,14.9,14.9,14.9,14.9,1.0,0.0,6.0,1.0,13.38,14.2,15.02,14.2,2.0,1.7,16.0,1.0,6.58,7.53,8.49,7.53,2.0,1.97,16.0,1.0,68.4,73.6,78.8,73.6,2.0,10.8,16.0,1.0,4.6,4.6,4.6,4.6,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-4.6,-4.6,-4.6,-4.6,1.0,0.0,6.0,1.0,1000.76,1003.9,1007.04,1003.9,2.0,6.51,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.5,-0.5,-0.5,1.0,0.0,6.0,1.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,6.0,1.0,1.73,1.73,1.73,1.73,1.0,0.0,6.0,1.0,7.9,7.9,7.9,7.9,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-70.8,-70.8,-70.8,-70.8,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-41.1,-41.1,-41.1,-41.1,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,-7.9,-7.9,-7.9,-7.9,1.0,0.0,6.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,6.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,6.0,1.0
1991,11,-179.7,-35.1,15.1,15.3,16.46,15.77,3.0,1.08,14.0,0.0,16.66,17.0,17.55,17.1,3.0,0.66,14.0,0.0,10.33,11.42,11.78,11.06,3.0,1.1,14.0,0.0,87.2,92.7,93.9,90.6,3.0,5.2,14.0,0.0,4.22,7.7,8.79,6.53,3.0,3.5,14.0,0.0,-1.46,2.25,5.65,2.1,3.0,5.21,14.0,0.0,-6.8,-2.63,0.05,-3.36,3.0,5.06,14.0,0.0,998.84,1007.1,1012.9,1005.9,3.0,10.35,14.0,0.0,3.6,5.0,7.0,5.3,3.0,2.5,14.0,0.0,-18.3,5.9,39.9,10.7,3.0,42.9,14.0,0.0,-61.9,-20.3,-4.1,-32.7,3.0,43.7,14.0,0.0,-2.34,-2.0,-0.29,-1.33,3.0,1.61,14.0,0.0,-20.8,-15.4,-4.0,-12.4,3.0,12.5,14.0,0.0,-0.9,-0.78,1.24,0.15,3.0,1.76,14.0,0.0,-8.0,-6.0,2.0,-3.1,3.0,7.7,14.0,0.0,-26.9,37.2,95.8,34.5,3.0,89.8,14.0,0.0,-120.4,-44.8,0.4,-59.6,3.0,89.4,14.0,0.0,-18.9,22.1,63.4,22.3,3.0,60.3,14.0,0.0,-80.8,-30.1,-0.8,-40.6,3.0,59.3,14.0,0.0,-2.9,3.0,4.3,0.8,3.0,5.6,14.0,0.0,2.3,2.8,6.6,4.4,3.0,3.4,14.0,0.0,157.0,456.5,694.0,426.0,3.0,394.5,14.0,0.0,155.0,455.0,695.0,425.0,3.0,395.0,14.0,0.0
1991,11,-179.7,-31.3,19.0,19.0,19.0,19.0,1.0,0.0,30.0,1.0,17.23,17.95,18.67,17.95,2.0,1.48,24.0,0.5,7.54,8.42,9.29,8.42,2.0,1.81,24.0,0.5,61.8,65.7,69.5,65.7,2.0,8.0,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,30.0,1.0,20.1,20.5,21.0,20.5,2.0,0.9,24.0,0.5,2.7,8.4,14.1,8.4,2.0,11.8,24.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,3.93,3.93,3.93,3.93,1.0,0.0,30.0,1.0,18.1,18.1,18.1,18.1,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,18.1,18.1,18.1,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,103.0,115.0,127.0,115.0,2.0,25.0,24.0,0.5,105.0,115.0,125.0,115.0,2.0,25.0,24.0,0.5
1991,11,-179.7,-21.9,25.0,25.0,25.0,25.0,4.0,0.0,10.0,1.0,22.95,25.0,26.02,24.5,3.0,2.29,12.0,1.0,14.95,15.01,15.05,15.0,3.0,0.07,12.0,1.0,71.4,76.1,86.4,78.8,3.0,11.3,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.5,7.0,5.5,4.0,2.1,10.0,1.0,-9.9,-3.4,-1.8,-5.8,3.0,6.3,4.0,1.0,-17.2,-5.9,-3.2,-10.1,3.0,10.9,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.8,-43.2,-26.5,-43.2,2.0,34.5,6.0,1.0,-103.6,-74.8,-45.9,-74.8,2.0,59.8,6.0,1.0,-33.8,-24.7,-15.5,-24.7,2.0,18.9,6.0,1.0,-58.5,-42.7,-26.9,-42.7,2.0,32.8,6.0,1.0,-11.0,-8.0,-5.0,-8.0,2.0,6.2,6.0,1.0,-19.1,-13.8,-8.6,-13.8,2.0,10.8,6.0,1.0,8.0,17.5,96.0,51.0,3.0,71.0,4.0,1.0,10.0,20.0,95.0,50.0,3.0,70.0,4.0,1.0
1991,11,-179.7,-11.3,31.0,31.0,31.0,31.0,1.0,0.0,28.0,1.0,28.16,28.5,29.52,28.83,3.0,1.04,22.0,1.0,20.33,20.54,20.75,20.54,2.0,0.43,28.0,1.0,85.3,85.3,85.3,85.3,2.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,28.0,1.0,21.6,21.6,21.6,21.6,1.0,0.0,28.0,1.0,8.12,8.12,8.12,8.12,1.0,0.0,28.0,1.0,58.5,58.5,58.5,58.5,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.6,-57.6,-57.6,-57.6,1.0,0.0,28.0,1.0,-10.2,-10.2,-10.2,-10.2,1.0,0.0,28.0,1.0,62.5,97.5,285.5,172.5,3.0,176.0,22.0,1.0,65.0,95.0,285.0,170.0,3.0,175.0,22.0,1.0
1991,11,-179.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,8.0,1.0,-2.96,-2.96,-2.96,-2.96,1.0,0.0,8.0,1.0,3.52,3.52,3.52,3.52,1.0,0.0,8.0,1.0,1006.16,1007.4,1010.05,1008.04,5.0,2.15,14.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.5,-92.5,-92.5,-92.5,1.0,0.0,8.0,1.0,110.3,110.3,110.3,110.3,1.0,0.0,8.0,1.0,-56.6,-56.6,-56.6,-56.6,1.0,0.0,8.0,1.0,67.4,67.4,67.4,67.4,1.0,0.0,8.0,1.0,-17.5,-17.5,-17.5,-17.5,1.0,0.0,8.0,1.0,20.8,20.8,20.8,20.8,1.0,0.0,8.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,8.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,8.0,1.0
