Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1991,7,23899,-179.9,-41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,9.0,9.0,9.0,9.0,1.0,0.0,4.0,0.0,1037.1,1037.1,1037.1,1037.1,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,7,23899,-179.8,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,6.2,6.2,2.0,0.0,12.0,1.0,-6.2,-6.2,-6.2,-6.2,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,1.0,1009.56,1009.7,1009.84,1009.7,2.0,0.28,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,7,23899,-179.8,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,3.5,4.52,3.53,4.0,1.25,14.0,0.5,1.98,3.11,3.63,2.82,4.0,1.25,14.0,0.5,-2.87,-0.91,0.0,-1.41,4.0,1.83,14.0,0.5,1004.4,1004.95,1014.14,1009.08,4.0,8.63,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,7,23899,-179.8,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,6.1,9.0,6.68,46.0,2.82,6.0,0.8,-1.87,1.22,4.42,1.19,46.0,3.4,6.0,0.8,1.15,5.73,8.42,5.0,46.0,3.88,6.0,0.8,1013.18,1021.1,1025.03,1019.34,46.0,6.55,6.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,7,23899,-179.7,-31.4,16.69,17.35,17.86,17.28,4.0,0.72,14.0,0.0,15.96,16.8,17.07,16.58,5.0,0.59,12.0,0.2,8.7,8.95,10.13,9.35,5.0,0.84,12.0,0.2,75.9,78.7,84.3,80.0,5.0,6.0,12.0,0.2,6.7,8.2,9.65,8.32,5.0,1.89,12.0,0.2,2.03,7.53,8.7,5.44,5.0,5.19,12.0,0.2,-4.82,-4.31,3.02,-1.42,5.0,4.87,12.0,0.2,1008.65,1013.9,1018.83,1013.74,5.0,7.59,12.0,0.2,5.3,7.0,8.0,6.6,5.0,1.7,12.0,0.2,75.9,78.7,84.3,80.0,5.0,6.0,12.0,0.2,13.6,65.5,82.4,50.9,5.0,49.2,12.0,0.2,-47.3,-28.9,21.6,-16.0,5.0,41.0,12.0,0.2,0.3,0.55,0.75,0.53,4.0,0.28,14.0,0.0,2.9,5.1,6.4,4.6,4.0,2.4,14.0,0.0,2.07,2.82,3.39,2.73,4.0,0.98,14.0,0.0,17.1,28.1,31.2,24.3,4.0,10.1,14.0,0.0,35.3,129.6,144.3,91.3,5.0,84.8,12.0,0.2,-80.5,-72.4,49.1,-24.2,5.0,79.3,12.0,0.2,23.9,70.7,79.3,51.7,5.0,46.5,12.0,0.2,-47.4,-43.0,26.1,-15.4,5.0,44.6,12.0,0.2,14.3,24.3,29.0,21.8,4.0,10.3,14.0,0.0,-14.1,-9.4,-0.1,-7.2,4.0,9.3,14.0,0.0,301.0,551.5,945.0,651.0,5.0,469.5,12.0,0.2,300.0,550.0,945.0,650.0,5.0,470.0,12.0,0.2
1991,7,23899,-179.7,-29.4,17.69,18.55,20.0,18.55,6.0,1.47,12.0,0.5,15.9,16.7,18.55,17.11,7.0,1.37,14.0,0.6,8.34,8.82,10.9,9.43,7.0,1.33,14.0,0.6,72.6,76.1,85.4,77.7,7.0,5.6,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,2.2,2.47,1.83,6.0,1.36,12.0,0.5,4.8,15.3,18.3,12.5,6.0,9.3,12.0,0.5,3.1,3.91,5.01,4.06,6.0,1.28,12.0,0.5,14.5,27.5,37.3,26.7,6.0,11.8,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.9,-8.1,16.1,-4.2,6.0,18.8,12.0,0.5,-2.8,19.0,30.0,16.3,6.0,17.2,12.0,0.5,131.0,301.0,495.0,420.5,7.0,396.0,14.0,0.6,130.0,300.0,495.0,420.0,7.0,395.0,14.0,0.6
1991,7,23899,-179.7,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,28.1,28.1,28.1,28.1,1.0,0.0,2.0,0.0,36.0,49.5,62.5,49.5,2.0,27.5,6.0,0.0,35.0,50.0,65.0,50.0,2.0,30.0,6.0,0.0
1991,7,23899,-179.7,14.8,27.5,27.5,27.5,27.5,1.0,0.0,6.0,1.0,25.8,25.8,25.8,25.8,1.0,0.0,6.0,1.0,17.41,17.41,17.41,17.41,1.0,0.0,6.0,1.0,84.0,84.0,84.0,84.0,1.0,0.0,6.0,1.0,2.6,2.6,2.6,2.6,1.0,0.0,6.0,1.0,-2.25,-2.25,-2.25,-2.25,1.0,0.0,6.0,1.0,-1.3,-1.3,-1.3,-1.3,1.0,0.0,6.0,1.0,1012.6,1012.6,1012.6,1012.6,1.0,0.0,6.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,6.0,1.0,84.0,84.0,84.0,84.0,1.0,0.0,6.0,1.0,-5.9,-5.9,-5.9,-5.9,1.0,0.0,6.0,1.0,-3.4,-3.4,-3.4,-3.4,1.0,0.0,6.0,1.0,1.7,1.7,1.7,1.7,1.0,0.0,6.0,1.0,4.4,4.4,4.4,4.4,1.0,0.0,6.0,1.0,5.57,5.57,5.57,5.57,1.0,0.0,6.0,1.0,14.5,14.5,14.5,14.5,1.0,0.0,6.0,1.0,-58.1,-58.1,-58.1,-58.1,1.0,0.0,6.0,1.0,-33.5,-33.5,-33.5,-33.5,1.0,0.0,6.0,1.0,-39.2,-39.2,-39.2,-39.2,1.0,0.0,6.0,1.0,-22.6,-22.6,-22.6,-22.6,1.0,0.0,6.0,1.0,-12.5,-12.5,-12.5,-12.5,1.0,0.0,6.0,1.0,-7.2,-7.2,-7.2,-7.2,1.0,0.0,6.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,6.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,6.0,1.0
1991,7,23899,-179.7,30.4,24.13,26.35,27.21,25.58,6.0,2.55,10.0,1.0,24.12,25.8,27.4,25.96,7.0,2.24,10.0,1.0,15.3,16.08,18.64,16.63,6.0,1.67,10.0,1.0,71.6,83.2,91.4,81.5,6.0,10.2,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.45,0.25,1.23,-0.67,6.0,3.13,10.0,1.0,-10.7,2.1,6.5,-0.8,6.0,8.7,10.0,1.0,3.09,4.27,6.72,4.71,5.0,1.98,10.0,1.0,15.2,27.9,37.3,27.4,5.0,13.9,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.0,-13.9,2.4,-17.2,5.0,22.5,10.0,1.0,-2.0,11.5,19.2,9.3,5.0,12.0,10.0,1.0,28.5,97.5,444.5,405.5,7.0,659.5,10.0,1.0,30.0,95.0,445.0,405.0,7.0,660.0,10.0,1.0
1991,7,23899,-179.7,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,8.45,10.12,7.5,8.0,3.6,22.0,0.9,-1.76,-0.44,2.65,-0.72,8.0,3.81,22.0,0.9,-0.85,6.06,9.93,5.58,8.0,5.15,22.0,0.9,1018.89,1023.25,1026.0,1023.0,8.0,4.23,22.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.9,-10.2,59.5,-10.8,8.0,71.1,22.0,0.9,-13.2,132.3,232.3,126.1,8.0,114.8,22.0,0.9,-29.6,-7.0,44.4,-3.1,8.0,40.1,22.0,0.9,-3.7,87.8,169.5,90.8,8.0,80.7,22.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
