Year,Month,Running Month,Longitude,Latitude,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1993,10,23926,-179.9,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,6.2,6.2,1.0,0.0,10.0,1.0,-6.2,-6.2,-6.2,-6.2,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1010.4,1010.4,1010.4,1010.4,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.7,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,8.25,9.31,8.25,2.0,2.19,4.0,0.5,-8.67,-7.51,-6.34,-7.51,2.0,2.41,4.0,0.5,-3.35,-3.35,-3.35,-3.35,2.0,0.0,4.0,0.5,1007.98,1008.45,1009.23,1008.6,4.0,0.96,12.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.7,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.97,26.0,27.0,25.89,7.0,1.06,14.0,0.0,22.25,22.5,23.0,22.96,9.0,1.18,18.0,0.0,11.92,12.88,14.48,13.05,9.0,1.42,18.0,0.0,69.1,73.4,85.0,75.5,9.0,8.2,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.8,3.94,2.87,7.0,1.23,14.0,0.0,6.1,22.6,39.6,23.4,7.0,15.7,14.0,0.0,7.17,7.6,8.0,7.37,7.0,1.31,14.0,0.0,19.9,62.3,83.2,55.2,7.0,30.2,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.4,-62.2,-7.0,-43.1,7.0,36.2,14.0,0.0,-17.3,-7.5,0.2,-14.8,7.0,26.9,14.0,0.0,48.5,551.5,1137.0,568.5,9.0,527.0,18.0,0.0,50.0,550.0,1135.0,570.0,9.0,525.0,18.0,0.0
1993,10,23926,-179.7,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,7.3,13.2,7.3,2.0,12.3,14.0,0.0,0.2,1.3,2.3,1.3,2.0,2.2,14.0,0.0,256.5,1804.5,4149.0,2184.5,4.0,2319.0,12.0,0.0,255.0,1805.0,4150.0,2185.0,4.0,2320.0,12.0,0.0
1993,10,23926,-179.7,60.3,8.0,8.0,8.0,8.0,3.0,0.0,10.0,0.0,85.7,88.3,90.9,88.3,2.0,5.4,14.0,0.0,-101.1,37.7,135.6,18.2,4.0,181.1,12.0,0.0,-105.9,-5.1,23.9,-39.4,4.0,100.3,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.7,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,5.6,5.94,4.5,3.0,2.35,16.0,0.0,-0.2,3.5,6.47,3.15,4.0,4.28,12.0,0.0,4.88,5.42,5.95,5.42,2.0,1.11,14.0,0.0,85.7,88.3,90.9,88.3,2.0,5.4,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,0.6,2.92,0.97,3.0,2.87,16.0,0.0,-4.9,8.9,19.2,7.2,3.0,17.8,16.0,0.0,0.0,0.44,0.88,0.44,2.0,0.92,14.0,0.0,1.4,7.4,13.4,7.4,2.0,12.5,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,10.8,16.0,11.15,4.0,5.62,12.0,0.0,-4.35,5.9,10.83,3.36,4.0,11.69,12.0,0.0,-7.15,-0.92,1.91,-2.54,4.0,6.07,12.0,0.0,990.5,998.55,1003.56,997.1,4.0,8.71,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.1,20.0,62.9,21.8,4.0,48.1,12.0,0.0,-8.3,7.8,11.1,1.7,4.0,15.9,12.0,0.0,45.2,54.5,63.7,54.5,2.0,19.2,14.0,0.0,8.0,9.6,11.2,9.6,2.0,3.4,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.7,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,11.0,15.1,11.67,3.0,5.03,18.0,0.0,-13.58,-8.43,-3.5,-8.54,3.0,7.38,18.0,0.0,-7.01,-6.89,-6.16,-6.59,3.0,0.68,18.0,0.0,1004.83,1006.4,1012.68,1008.7,3.0,6.09,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,23926,-179.6,-33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73,17.5,18.0,17.32,5.0,0.86,20.0,0.6,18.38,19.0,19.18,18.76,5.0,0.84,20.0,0.6,10.2,10.75,11.47,10.82,5.0,0.66,20.0,0.6,77.7,82.8,83.3,80.8,5.0,3.6,20.0,0.6,4.6,6.2,10.17,7.2,5.0,2.93,20.0,0.6,0.0,5.37,8.18,4.45,5.0,4.3,20.0,0.6,-4.89,-4.6,4.27,-1.04,5.0,5.37,20.0,0.6,1014.94,1016.1,1017.42,1016.22,5.0,1.95,20.0,0.6,-1.61,-1.5,-1.25,-1.44,5.0,0.29,20.0,0.6,-16.0,-9.3,-6.1,-10.7,5.0,5.5,20.0,0.6,1.02,1.16,1.83,1.43,5.0,0.66,20.0,0.6,5.8,11.2,12.5,9.6,5.0,3.7,20.0,0.6,0.0,102.0,149.6,81.3,5.0,77.3,20.0,0.6,-91.1,-87.4,81.1,-18.4,5.0,100.6,20.0,0.6,0.0,61.2,85.9,47.4,5.0,44.8,20.0,0.6,-53.8,-47.1,47.2,-10.4,5.0,57.8,20.0,0.6,0.0,5.3,10.0,5.1,5.0,5.0,20.0,0.6,-7.9,-5.3,5.2,-2.2,5.0,8.1,20.0,0.6,97.5,238.5,1057.5,527.0,5.0,538.5,20.0,0.6,95.0,240.0,1060.0,525.0,5.0,540.0,20.0,0.6
1993,10,23926,-179.6,-33.4,4.9,7.5,8.0,6.5,4.0,2.4,22.0,0.8,77.7,82.8,83.3,80.8,5.0,3.6,20.0,0.6,0.0,33.3,83.6,41.6,5.0,45.0,20.0,0.6,-34.7,-21.2,34.7,-3.9,5.0,45.8,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
