Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1967,9,23613,-179.9,-33.8,9.03,10.8,12.57,10.8,2.0,3.68,10.0,0.5,-2.73,1.26,5.25,1.26,2.0,8.26,10.0,0.5,-9.94,-4.25,1.45,-4.25,2.0,11.8,10.0,0.5,1007.26,1011.05,1014.84,1011.05,2.0,7.85,10.0,0.5,15.21,15.65,16.09,15.65,2.0,0.92,10.0,0.5,15.09,15.5,15.91,15.5,2.0,0.85,10.0,0.5,7.15,8.34,9.52,8.34,2.0,2.46,10.0,0.5,66.7,75.8,84.9,75.8,2.0,18.8,10.0,0.5,3.8,5.5,7.2,5.5,2.0,3.5,10.0,0.5,-42.4,-1.6,39.2,-1.6,2.0,84.6,10.0,0.5,-136.6,-67.6,1.5,-67.6,2.0,143.1,10.0,0.5,0.12,0.15,0.18,0.15,2.0,0.07,10.0,0.5,1.1,1.8,2.4,1.8,2.0,1.3,10.0,0.5,1.81,2.72,3.64,2.72,2.0,1.89,10.0,0.5,21.0,26.0,31.0,26.0,2.0,10.4,10.0,0.5,-45.3,16.0,77.3,16.0,2.0,127.0,10.0,0.5,-160.9,-70.8,19.2,-70.8,2.0,186.5,10.0,0.5,-31.4,0.3,32.1,0.3,2.0,65.8,10.0,0.5,-102.4,-49.9,2.6,-49.9,2.0,108.8,10.0,0.5,-0.8,11.2,23.2,11.2,2.0,24.9,10.0,0.5,-12.1,-0.4,11.2,-0.4,2.0,24.2,10.0,0.5,845.5,1478.5,2112.0,1478.5,2.0,1311.5,10.0,0.5,845.0,1480.0,2110.0,1480.0,2.0,1310.0,10.0,0.5
1967,9,23613,-179.9,-7.6,1.5,1.5,1.5,1.5,1.0,0.0,20.0,0.0,-1.5,-1.5,-1.5,-1.5,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1012.0,1012.0,1012.0,1012.0,1.0,0.0,20.0,0.0,29.0,29.0,29.0,29.0,1.0,0.0,20.0,0.0,28.0,28.0,28.0,28.0,1.0,0.0,20.0,0.0,18.52,18.52,18.52,18.52,1.0,0.0,20.0,0.0,78.4,78.4,78.4,78.4,1.0,0.0,20.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,20.0,0.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,0.0,1.5,1.5,1.5,1.5,1.0,0.0,20.0,0.0,6.61,6.61,6.61,6.61,1.0,0.0,20.0,0.0,9.9,9.9,9.9,9.9,1.0,0.0,20.0,0.0,-42.0,-42.0,-42.0,-42.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-27.8,-27.8,-27.8,-27.8,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,-9.9,-9.9,-9.9,-9.9,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,3.5,3.5,3.5,3.5,1.0,0.0,20.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,20.0,0.0
1967,9,23613,-179.9,15.4,4.1,4.1,4.1,4.1,1.0,0.0,20.0,1.0,-2.05,-2.05,-2.05,-2.05,1.0,0.0,20.0,1.0,-3.55,-3.55,-3.55,-3.55,1.0,0.0,20.0,1.0,1012.9,1012.9,1012.9,1012.9,1.0,0.0,20.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,20.0,1.0,25.5,25.5,25.5,25.5,1.0,0.0,20.0,1.0,17.73,17.73,17.73,17.73,1.0,0.0,20.0,1.0,87.1,87.1,87.1,87.1,1.0,0.0,20.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,20.0,1.0,-8.4,-8.4,-8.4,-8.4,1.0,0.0,20.0,1.0,-14.6,-14.6,-14.6,-14.6,1.0,0.0,20.0,1.0,4.5,4.5,4.5,4.5,1.0,0.0,20.0,1.0,18.5,18.5,18.5,18.5,1.0,0.0,20.0,1.0,8.89,8.89,8.89,8.89,1.0,0.0,20.0,1.0,36.5,36.5,36.5,36.5,1.0,0.0,20.0,1.0,-52.3,-52.3,-52.3,-52.3,1.0,0.0,20.0,1.0,-90.5,-90.5,-90.5,-90.5,1.0,0.0,20.0,1.0,-36.3,-36.3,-36.3,-36.3,1.0,0.0,20.0,1.0,-62.9,-62.9,-62.9,-62.9,1.0,0.0,20.0,1.0,-18.2,-18.2,-18.2,-18.2,1.0,0.0,20.0,1.0,-31.6,-31.6,-31.6,-31.6,1.0,0.0,20.0,1.0,69.0,69.0,69.0,69.0,1.0,0.0,20.0,1.0,70.0,70.0,70.0,70.0,1.0,0.0,20.0,1.0
1967,9,23613,-179.8,-36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.5,8.0,7.5,4.0,0.6,12.0,0.0,-52.9,-22.5,2.8,-25.0,3.0,40.9,8.0,0.0,9.9,13.0,129.8,68.5,3.0,100.2,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,9,23613,-179.8,-32.6,5.45,6.2,9.0,7.2,3.0,2.74,8.0,0.0,-5.1,-3.52,-3.36,-4.21,3.0,1.41,8.0,0.0,-7.85,-3.91,-2.69,-5.24,3.0,3.95,8.0,0.0,1021.76,1023.4,1024.49,1023.13,3.0,2.01,8.0,0.0,16.4,16.6,16.87,16.63,3.0,0.35,8.0,0.0,15.89,16.5,16.77,16.33,3.0,0.67,8.0,0.0,7.93,8.38,8.51,8.22,3.0,0.44,8.0,0.0,68.3,74.2,76.2,72.3,3.0,6.0,8.0,0.0,8.0,8.0,8.0,8.0,3.0,0.0,8.0,0.0,-36.2,-36.1,-22.9,-29.7,3.0,11.2,8.0,0.0,-74.4,-19.9,-15.3,-44.3,3.0,48.1,8.0,0.0,0.1,0.1,0.51,0.3,3.0,0.35,8.0,0.0,0.7,1.0,3.3,2.0,3.0,2.1,8.0,0.0,3.03,3.07,3.82,3.42,3.0,0.65,8.0,0.0,19.5,21.3,28.3,23.9,3.0,6.9,8.0,0.0,-80.5,-58.1,-56.3,-68.1,3.0,19.7,8.0,0.0,-130.0,-66.0,-43.5,-86.3,3.0,65.7,8.0,0.0,-42.9,-30.2,-26.9,-34.8,3.0,12.4,8.0,0.0,-66.2,-30.2,-21.7,-43.6,3.0,34.6,8.0,0.0,-16.3,-13.7,-11.7,-14.0,3.0,3.4,8.0,0.0,-25.5,-16.3,-9.5,-17.5,3.0,11.7,8.0,0.0,166.0,238.5,821.5,488.0,3.0,526.5,8.0,0.0,165.0,240.0,820.0,490.0,3.0,525.0,8.0,0.0
1967,9,23613,-179.8,-17.0,4.95,5.7,8.5,6.7,3.0,2.74,18.0,0.3,-5.21,-4.9,-2.1,-3.69,3.0,2.51,18.0,0.3,2.77,4.53,7.23,4.99,3.0,3.29,18.0,0.3,1011.9,1012.55,1013.2,1012.55,2.0,1.34,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.0,6.7,4.7,3.0,3.1,18.0,0.3,-42.5,-30.5,-12.2,-27.4,3.0,22.3,18.0,0.3,14.2,20.8,63.4,38.4,3.0,39.1,18.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131.8,-118.1,-51.4,-92.2,3.0,63.0,18.0,0.3,71.1,116.0,176.4,123.6,3.0,77.4,18.0,0.3,-79.5,-52.5,-25.6,-52.5,2.0,55.9,22.0,0.5,39.9,53.6,67.4,53.6,2.0,28.5,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,9,23613,-179.8,-14.5,2.6,2.6,2.6,2.6,1.0,0.0,6.0,1.0,0.89,0.89,0.89,0.89,1.0,0.0,6.0,1.0,2.44,2.44,2.44,2.44,1.0,0.0,6.0,1.0,1011.0,1011.0,1011.0,1011.0,1.0,0.0,6.0,1.0,28.0,28.0,28.0,28.0,1.0,0.0,6.0,1.0,26.4,26.4,26.4,26.4,1.0,0.0,6.0,1.0,17.87,17.87,17.87,17.87,1.0,0.0,6.0,1.0,83.1,83.1,83.1,83.1,1.0,0.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,6.0,1.0,2.3,2.3,2.3,2.3,1.0,0.0,6.0,1.0,6.4,6.4,6.4,6.4,1.0,0.0,6.0,1.0,1.6,1.6,1.6,1.6,1.0,0.0,6.0,1.0,4.2,4.2,4.2,4.2,1.0,0.0,6.0,1.0,5.84,5.84,5.84,5.84,1.0,0.0,6.0,1.0,15.2,15.2,15.2,15.2,1.0,0.0,6.0,1.0,23.5,23.5,23.5,23.5,1.0,0.0,6.0,1.0,64.5,64.5,64.5,64.5,1.0,0.0,6.0,1.0,15.9,15.9,15.9,15.9,1.0,0.0,6.0,1.0,43.7,43.7,43.7,43.7,1.0,0.0,6.0,1.0,5.2,5.2,5.2,5.2,1.0,0.0,6.0,1.0,14.3,14.3,14.3,14.3,1.0,0.0,6.0,1.0,17.5,17.5,17.5,17.5,1.0,0.0,6.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,6.0,1.0
1967,9,23613,-179.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63,27.9,28.17,27.9,2.0,0.57,22.0,0.5,27.66,28.0,28.2,27.93,3.0,0.4,16.0,0.3,18.65,19.35,20.06,19.35,2.0,1.47,22.0,0.5,78.6,82.7,86.9,82.7,2.0,8.7,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.5,3.08,4.13,5.19,4.13,2.0,2.18,22.0,0.5,25.9,29.7,33.4,29.7,2.0,7.8,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.1,-23.0,-17.9,-23.0,2.0,10.6,22.0,0.5,-11.9,0.4,12.7,0.4,2.0,25.5,22.0,0.5,258.0,301.0,644.5,448.0,3.0,310.5,16.0,0.3,260.0,300.0,645.0,450.0,3.0,310.0,16.0,0.3
1967,9,23613,-179.7,-40.7,2.6,2.6,2.6,2.6,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,22.0,0.0,1017.4,1017.4,1017.4,1017.4,1.0,0.0,22.0,0.0,13.4,13.4,13.4,13.4,1.0,0.0,22.0,0.0,10.9,10.9,10.9,10.9,1.0,0.0,22.0,0.0,7.37,7.37,7.37,7.37,1.0,0.0,22.0,0.0,91.7,91.7,91.7,91.7,1.0,0.0,22.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,6.8,6.8,6.8,6.8,1.0,0.0,22.0,0.0,2.5,2.5,2.5,2.5,1.0,0.0,22.0,0.0,6.5,6.5,6.5,6.5,1.0,0.0,22.0,0.0,2.12,2.12,2.12,2.12,1.0,0.0,22.0,0.0,5.5,5.5,5.5,5.5,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,28.3,28.3,28.3,28.3,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,19.2,19.2,19.2,19.2,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,5.5,5.5,5.5,5.5,1.0,0.0,22.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,22.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,22.0,0.0
1967,9,23613,-179.7,-36.6,4.42,5.1,11.18,7.73,3.0,5.45,8.0,0.0,-4.67,-4.42,1.02,-1.88,3.0,4.71,8.0,0.0,2.21,2.55,9.79,5.92,3.0,6.27,8.0,0.0,1002.86,1009.65,1013.82,1008.4,4.0,6.71,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.3,-49.0,20.1,-21.3,3.0,64.3,8.0,0.0,28.9,30.1,135.3,80.9,3.0,89.5,8.0,0.0,-34.5,-24.9,15.2,-10.0,3.0,38.6,8.0,0.0,16.0,19.5,79.2,46.9,3.0,52.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
