Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations
1966,7,23599,-179.9,-43.9,6.7,6.7,6.7,6.7,1.0,0.0,2.0,1.0,6.3,6.3,6.3,6.3,1.0,0.0,2.0,1.0,2.29,2.29,2.29,2.29,1.0,0.0,2.0,1.0,1021.7,1021.7,1021.7,1021.7,1.0,0.0,2.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,2.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,2.0,1.0,42.2,42.2,42.2,42.2,1.0,0.0,2.0,1.0,15.4,15.4,15.4,15.4,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,63.0,63.0,63.0,1.0,0.0,2.0,1.0,22.9,22.9,22.9,22.9,1.0,0.0,2.0,1.0,47.5,47.5,47.5,47.5,1.0,0.0,2.0,1.0,17.3,17.3,17.3,17.3,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,7,23599,-179.9,-23.1,2.6,2.6,2.6,2.6,1.0,0.0,18.0,0.0,1.67,1.67,1.67,1.67,1.0,0.0,18.0,0.0,-1.99,-1.99,-1.99,-1.99,1.0,0.0,18.0,0.0,1008.5,1008.5,1008.5,1008.5,1.0,0.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.5,-0.5,-0.5,1.0,0.0,18.0,0.0,-1.3,-1.3,-1.3,-1.3,1.0,0.0,18.0,0.0,2.52,2.52,2.52,2.52,1.0,0.0,18.0,0.0,6.5,6.5,6.5,6.5,1.0,0.0,18.0,0.0,37.1,37.1,37.1,37.1,1.0,0.0,18.0,0.0,-44.2,-44.2,-44.2,-44.2,1.0,0.0,18.0,0.0,22.9,22.9,22.9,22.9,1.0,0.0,18.0,0.0,-27.3,-27.3,-27.3,-27.3,1.0,0.0,18.0,0.0,4.2,4.2,4.2,4.2,1.0,0.0,18.0,0.0,-5.0,-5.0,-5.0,-5.0,1.0,0.0,18.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,18.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,18.0,0.0,21.7,21.7,21.7,21.7,1.0,0.0,18.0,0.0,22.2,22.2,22.2,22.2,1.0,0.0,18.0,0.0,13.72,13.72,13.72,13.72,1.0,0.0,18.0,0.0
1966,7,23599,-179.9,-13.3,4.1,4.1,4.1,4.1,1.0,0.0,8.0,0.0,-2.64,-2.64,-2.64,-2.64,1.0,0.0,8.0,0.0,3.14,3.14,3.14,3.14,1.0,0.0,8.0,0.0,1010.4,1010.4,1010.4,1010.4,1.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,7,23599,-179.9,25.2,7.2,7.2,7.2,7.2,1.0,0.0,8.0,1.0,-6.77,-6.77,-6.77,-6.77,1.0,0.0,8.0,1.0,2.46,2.46,2.46,2.46,1.0,0.0,8.0,1.0,1017.3,1017.3,1017.3,1017.3,1.0,0.0,8.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,8.0,1.0,72.6,72.6,72.6,72.6,1.0,0.0,8.0,1.0,-48.7,-48.7,-48.7,-48.7,1.0,0.0,8.0,1.0,17.7,17.7,17.7,17.7,1.0,0.0,8.0,1.0,0.6,0.6,0.6,0.6,1.0,0.0,8.0,1.0,4.3,4.3,4.3,4.3,1.0,0.0,8.0,1.0,7.52,7.52,7.52,7.52,1.0,0.0,8.0,1.0,54.1,54.1,54.1,54.1,1.0,0.0,8.0,1.0,-191.5,-191.5,-191.5,-191.5,1.0,0.0,8.0,1.0,69.7,69.7,69.7,69.7,1.0,0.0,8.0,1.0,-117.2,-117.2,-117.2,-117.2,1.0,0.0,8.0,1.0,42.7,42.7,42.7,42.7,1.0,0.0,8.0,1.0,-50.9,-50.9,-50.9,-50.9,1.0,0.0,8.0,1.0,18.5,18.5,18.5,18.5,1.0,0.0,8.0,1.0,373.0,373.0,373.0,373.0,1.0,0.0,8.0,1.0,375.0,375.0,375.0,375.0,1.0,0.0,8.0,1.0,28.9,28.9,28.9,28.9,1.0,0.0,8.0,1.0,28.3,28.3,28.3,28.3,1.0,0.0,8.0,1.0,17.33,17.33,17.33,17.33,1.0,0.0,8.0,1.0
1966,7,23599,-179.9,37.4,1.17,1.55,1.93,1.55,2.0,0.78,18.0,0.5,0.31,0.61,0.91,0.61,2.0,0.62,18.0,0.5,-0.54,0.42,1.37,0.42,2.0,1.98,18.0,0.5,1025.75,1025.85,1025.95,1025.85,2.0,0.21,18.0,0.5,5.5,6.5,7.5,6.5,2.0,2.1,18.0,0.5,70.1,76.2,82.3,76.2,2.0,12.7,18.0,0.5,0.5,1.2,1.9,1.2,2.0,1.4,18.0,0.5,-0.2,1.4,3.1,1.4,2.0,3.4,18.0,0.5,-0.94,0.25,1.44,0.25,2.0,2.47,18.0,0.5,-0.6,1.4,3.3,1.4,2.0,4.0,18.0,0.5,3.34,3.48,3.61,3.48,2.0,0.28,18.0,0.5,4.2,5.3,6.4,5.3,2.0,2.3,18.0,0.5,5.8,10.5,15.2,10.5,2.0,9.7,18.0,0.5,-12.6,4.7,22.0,4.7,2.0,35.8,18.0,0.5,3.1,6.0,8.9,6.0,2.0,6.0,18.0,0.5,-5.7,3.9,13.4,3.9,2.0,19.7,18.0,0.5,1.1,2.0,3.0,2.0,2.0,2.0,18.0,0.5,-2.1,1.2,4.4,1.2,2.0,6.8,18.0,0.5,2.5,5.0,8.0,5.0,2.0,6.0,18.0,0.5,0.0,5.0,10.0,5.0,2.0,5.0,18.0,0.5,18.66,19.0,19.34,19.0,2.0,0.71,18.0,0.5,17.21,18.75,20.29,18.75,2.0,3.18,18.0,0.5,9.86,10.02,10.17,10.02,2.0,0.32,18.0,0.5
1966,7,23599,-179.8,-20.7,10.8,10.8,10.8,10.8,1.0,0.0,18.0,0.0,-8.27,-8.27,-8.27,-8.27,1.0,0.0,18.0,0.0,-6.94,-6.94,-6.94,-6.94,1.0,0.0,18.0,0.0,1010.2,1010.2,1010.2,1010.2,1.0,0.0,18.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,18.0,0.0,82.2,82.2,82.2,82.2,1.0,0.0,18.0,0.0,-89.4,-89.4,-89.4,-89.4,1.0,0.0,18.0,0.0,-75.0,-75.0,-75.0,-75.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,3.21,3.21,3.21,3.21,1.0,0.0,18.0,0.0,34.7,34.7,34.7,34.7,1.0,0.0,18.0,0.0,-192.8,-192.8,-192.8,-192.8,1.0,0.0,18.0,0.0,-161.8,-161.8,-161.8,-161.8,1.0,0.0,18.0,0.0,-121.4,-121.4,-121.4,-121.4,1.0,0.0,18.0,0.0,-101.9,-101.9,-101.9,-101.9,1.0,0.0,18.0,0.0,-26.6,-26.6,-26.6,-26.6,1.0,0.0,18.0,0.0,-22.3,-22.3,-22.3,-22.3,1.0,0.0,18.0,0.0,1259.5,1259.5,1259.5,1259.5,1.0,0.0,18.0,0.0,1260.0,1260.0,1260.0,1260.0,1.0,0.0,18.0,0.0,23.3,23.3,23.3,23.3,1.0,0.0,18.0,0.0,23.3,23.3,23.3,23.3,1.0,0.0,18.0,0.0,14.68,14.68,14.68,14.68,1.0,0.0,18.0,0.0
1966,7,23599,-179.7,-39.3,14.4,14.4,14.4,14.4,1.0,0.0,28.0,0.0,4.93,4.93,4.93,4.93,1.0,0.0,28.0,0.0,-13.53,-13.53,-13.53,-13.53,1.0,0.0,28.0,0.0,1010.0,1010.0,1010.0,1010.0,1.0,0.0,28.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,28.0,0.0,91.8,91.8,91.8,91.8,1.0,0.0,28.0,0.0,70.9,70.9,70.9,70.9,1.0,0.0,28.0,0.0,-194.9,-194.9,-194.9,-194.9,1.0,0.0,28.0,0.0,-2.5,-2.5,-2.5,-2.5,1.0,0.0,28.0,0.0,-36.0,-36.0,-36.0,-36.0,1.0,0.0,28.0,0.0,-0.68,-0.68,-0.68,-0.68,1.0,0.0,28.0,0.0,-9.8,-9.8,-9.8,-9.8,1.0,0.0,28.0,0.0,67.0,67.0,67.0,67.0,1.0,0.0,28.0,0.0,-184.0,-184.0,-184.0,-184.0,1.0,0.0,28.0,0.0,43.8,43.8,43.8,43.8,1.0,0.0,28.0,0.0,-120.3,-120.3,-120.3,-120.3,1.0,0.0,28.0,0.0,-3.4,-3.4,-3.4,-3.4,1.0,0.0,28.0,0.0,9.2,9.2,9.2,9.2,1.0,0.0,28.0,0.0,2986.0,2986.0,2986.0,2986.0,1.0,0.0,28.0,0.0,2985.0,2985.0,2985.0,2985.0,1.0,0.0,28.0,0.0,11.1,11.1,11.1,11.1,1.0,0.0,28.0,0.0,13.6,13.6,13.6,13.6,1.0,0.0,28.0,0.0,8.89,8.89,8.89,8.89,1.0,0.0,28.0,0.0
1966,7,23599,-179.7,-28.5,9.3,9.3,9.3,9.3,2.0,0.0,8.0,0.0,-6.94,-6.55,-6.16,-6.55,2.0,0.81,8.0,0.0,-6.94,-6.55,-6.16,-6.55,2.0,0.81,8.0,0.0,1015.86,1016.0,1016.14,1016.0,2.0,0.28,8.0,0.0,4.2,4.5,4.8,4.5,2.0,0.7,8.0,0.0,82.8,84.1,85.4,84.1,2.0,2.7,8.0,0.0,-64.6,-60.9,-57.3,-60.9,2.0,7.5,8.0,0.0,-64.6,-60.9,-57.3,-60.9,2.0,7.5,8.0,0.0,2.5,2.7,2.9,2.7,2.0,0.42,8.0,0.0,23.2,25.1,27.0,25.1,2.0,3.9,8.0,0.0,4.36,4.72,5.07,4.72,2.0,0.74,8.0,0.0,40.6,43.9,47.2,43.9,2.0,6.8,8.0,0.0,-133.7,-125.5,-117.4,-125.5,2.0,16.9,8.0,0.0,-132.2,-125.4,-118.5,-125.4,2.0,14.1,8.0,0.0,-82.1,-75.9,-69.7,-75.9,2.0,12.8,8.0,0.0,-78.3,-75.4,-72.6,-75.4,2.0,5.9,8.0,0.0,-31.1,-30.6,-30.1,-30.6,2.0,1.0,8.0,0.0,-35.4,-31.2,-27.0,-31.2,2.0,8.6,8.0,0.0,804.5,804.5,804.5,804.5,2.0,0.0,8.0,0.0,805.0,805.0,805.0,805.0,2.0,0.0,8.0,0.0,21.75,21.85,21.95,21.85,2.0,0.21,8.0,0.0,19.05,19.15,19.25,19.15,2.0,0.21,8.0,0.0,11.29,11.55,11.8,11.55,2.0,0.53,8.0,0.0
1966,7,23599,-179.7,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.5,4.5,3.5,2.0,2.1,16.0,1.0,87.2,87.2,87.2,87.2,1.0,0.0,8.0,1.0,-59.3,-59.3,-59.3,-59.3,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,28.9,28.9,28.9,2.0,0.0,16.0,1.0,26.7,26.7,26.7,26.7,1.0,0.0,8.0,1.0,19.1,19.1,19.1,19.1,1.0,0.0,8.0,1.0
1966,7,23599,-179.7,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0,-46.6,-45.1,-46.6,2.0,3.1,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,132.5,294.5,639.0,381.5,4.0,320.5,8.0,0.0,135.0,295.0,640.0,380.0,4.0,320.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
