Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations
1967,2,23606,-179.9,-69.0,6.2,6.2,9.0,7.57,3.0,2.37,2.0,0.7,3.1,3.1,3.39,3.24,3.0,0.24,2.0,0.7,5.37,5.37,8.31,6.81,3.0,2.49,2.0,0.7,981.72,982.4,983.77,982.73,3.0,1.53,2.0,0.7,8.0,8.0,8.0,8.0,3.0,0.0,2.0,0.7,92.5,95.5,98.6,95.5,2.0,6.3,2.0,1.0,19.2,19.2,30.9,24.9,3.0,9.9,2.0,0.7,33.3,33.3,78.6,55.4,3.0,38.3,2.0,0.7,-0.94,-0.6,-0.19,-0.57,3.0,0.55,2.0,0.7,-8.9,-3.7,-1.2,-5.0,3.0,5.8,2.0,0.7,0.01,0.03,0.05,0.03,2.0,0.04,2.0,1.0,0.1,0.3,0.5,0.3,2.0,0.4,2.0,1.0,0.6,1.9,3.2,1.9,3.0,1.9,2.0,0.7,1.0,3.2,8.3,4.6,3.0,5.5,2.0,0.7,12.3,12.8,13.3,12.8,2.0,1.0,2.0,1.0,23.5,29.1,34.6,29.1,2.0,11.5,2.0,1.0,0.0,0.1,0.2,0.1,2.0,0.1,2.0,1.0,0.1,0.3,0.5,0.3,2.0,0.4,2.0,1.0,238.5,238.5,821.5,523.0,3.0,493.5,2.0,0.7,240.0,240.0,820.0,525.0,3.0,495.0,2.0,0.7,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.7,0.19,0.6,0.94,0.57,3.0,0.55,2.0,0.7,3.85,3.87,3.89,3.87,2.0,0.04,2.0,1.0
1967,2,23606,-179.9,-68.1,6.2,6.2,6.2,6.2,1.0,0.0,2.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,2.0,1.0,5.37,5.37,5.37,5.37,1.0,0.0,2.0,1.0,986.8,986.8,986.8,986.8,1.0,0.0,2.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,2.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,2.0,1.0,19.2,19.2,19.2,19.2,1.0,0.0,2.0,1.0,33.3,33.3,33.3,33.3,1.0,0.0,2.0,1.0,1.1,1.1,1.1,1.1,1.0,0.0,2.0,1.0,6.8,6.8,6.8,6.8,1.0,0.0,2.0,1.0,0.3,0.3,0.3,0.3,1.0,0.0,2.0,1.0,1.9,1.9,1.9,1.9,1.0,0.0,2.0,1.0,-3.4,-3.4,-3.4,-3.4,1.0,0.0,2.0,1.0,-5.9,-5.9,-5.9,-5.9,1.0,0.0,2.0,1.0,11.1,11.1,11.1,11.1,1.0,0.0,2.0,1.0,19.2,19.2,19.2,19.2,1.0,0.0,2.0,1.0,0.9,0.9,0.9,0.9,1.0,0.0,2.0,1.0,1.6,1.6,1.6,1.6,1.0,0.0,2.0,1.0,238.5,238.5,238.5,238.5,1.0,0.0,2.0,1.0,240.0,240.0,240.0,240.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1.1,-1.1,-1.1,-1.1,1.0,0.0,2.0,1.0,3.58,3.58,3.58,3.58,1.0,0.0,2.0,1.0
1967,2,23606,-179.9,-67.5,3.1,3.1,3.1,3.1,1.0,0.0,2.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,992.6,992.6,992.6,992.6,1.0,0.0,2.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,2.0,1.0,89.0,89.0,89.0,89.0,1.0,0.0,2.0,1.0,9.6,9.6,9.6,9.6,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-0.6,-0.6,-0.6,-0.6,1.0,0.0,2.0,1.0,-1.9,-1.9,-1.9,-1.9,1.0,0.0,2.0,1.0,0.27,0.27,0.27,0.27,1.0,0.0,2.0,1.0,0.8,0.8,0.8,0.8,1.0,0.0,2.0,1.0,1.9,1.9,1.9,1.9,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,11.1,11.1,11.1,11.1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.8,0.8,0.8,0.8,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,2.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.6,0.6,0.6,0.6,1.0,0.0,2.0,1.0,3.58,3.58,3.58,3.58,1.0,0.0,2.0,1.0
1967,2,23606,-179.9,-43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,1.0,0.0,4.0,1.0,-14.0,-14.0,-14.0,-14.0,1.0,0.0,4.0,1.0,1.15,1.15,1.15,1.15,1.0,0.0,4.0,1.0,8.1,8.1,8.1,8.1,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,7.0,1.0,0.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,1.0,209.0,322.0,1861.0,783.5,6.0,838.5,12.0,0.7,210.0,320.0,1860.0,785.0,6.0,840.0,12.0,0.7,13.0,13.0,13.0,13.0,1.0,0.0,4.0,1.0,14.51,15.5,16.58,15.48,6.0,1.18,12.0,0.7,8.33,10.2,11.43,10.03,6.0,1.66,12.0,0.7
1967,2,23606,-179.9,-38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,18.4,18.4,18.4,1.0,0.0,4.0,1.0,16.6,16.6,16.6,16.6,1.0,0.0,4.0,1.0,9.8,9.8,9.8,9.8,1.0,0.0,4.0,1.0
1967,2,23606,-179.8,-17.2,6.2,6.2,6.2,6.2,1.0,0.0,12.0,0.0,-1.08,-1.08,-1.08,-1.08,1.0,0.0,12.0,0.0,-6.11,-6.11,-6.11,-6.11,1.0,0.0,12.0,0.0,1011.1,1011.1,1011.1,1011.1,1.0,0.0,12.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,12.0,0.0,79.3,79.3,79.3,79.3,1.0,0.0,12.0,0.0,-6.7,-6.7,-6.7,-6.7,1.0,0.0,12.0,0.0,-37.9,-37.9,-37.9,-37.9,1.0,0.0,12.0,0.0,2.2,2.2,2.2,2.2,1.0,0.0,12.0,0.0,13.6,13.6,13.6,13.6,1.0,0.0,12.0,0.0,7.88,7.88,7.88,7.88,1.0,0.0,12.0,0.0,48.9,48.9,48.9,48.9,1.0,0.0,12.0,0.0,-29.3,-29.3,-29.3,-29.3,1.0,0.0,12.0,0.0,-166.1,-166.1,-166.1,-166.1,1.0,0.0,12.0,0.0,-19.2,-19.2,-19.2,-19.2,1.0,0.0,12.0,0.0,-109.1,-109.1,-109.1,-109.1,1.0,0.0,12.0,0.0,-8.5,-8.5,-8.5,-8.5,1.0,0.0,12.0,0.0,-48.1,-48.1,-48.1,-48.1,1.0,0.0,12.0,0.0,238.5,238.5,238.5,238.5,1.0,0.0,12.0,0.0,240.0,240.0,240.0,240.0,1.0,0.0,12.0,0.0,29.4,29.4,29.4,29.4,1.0,0.0,12.0,0.0,27.2,27.2,27.2,27.2,1.0,0.0,12.0,0.0,17.87,17.87,17.87,17.87,1.0,0.0,12.0,0.0
1967,2,23606,-179.8,-10.0,2.1,2.1,2.1,2.1,1.0,0.0,22.0,0.0,0.36,0.36,0.36,0.36,1.0,0.0,22.0,0.0,-2.07,-2.07,-2.07,-2.07,1.0,0.0,22.0,0.0,1009.7,1009.7,1009.7,1009.7,1.0,0.0,22.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,22.0,0.0,84.2,84.2,84.2,84.2,1.0,0.0,22.0,0.0,0.8,0.8,0.8,0.8,1.0,0.0,22.0,0.0,-4.3,-4.3,-4.3,-4.3,1.0,0.0,22.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,22.0,0.0,1.3,1.3,1.3,1.3,1.0,0.0,22.0,0.0,4.44,4.44,4.44,4.44,1.0,0.0,22.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,22.0,0.0,9.9,9.9,9.9,9.9,1.0,0.0,22.0,0.0,-56.3,-56.3,-56.3,-56.3,1.0,0.0,22.0,0.0,6.9,6.9,6.9,6.9,1.0,0.0,22.0,0.0,-39.3,-39.3,-39.3,-39.3,1.0,0.0,22.0,0.0,1.6,1.6,1.6,1.6,1.0,0.0,22.0,0.0,-9.2,-9.2,-9.2,-9.2,1.0,0.0,22.0,0.0,9.5,9.5,9.5,9.5,1.0,0.0,22.0,0.0,10.0,10.0,10.0,10.0,1.0,0.0,22.0,0.0,27.8,27.8,27.8,27.8,1.0,0.0,22.0,0.0,27.2,27.2,27.2,27.2,1.0,0.0,22.0,0.0,19.02,19.02,19.02,19.02,1.0,0.0,22.0,0.0
1967,2,23606,-179.8,-0.7,6.7,6.7,6.7,6.7,1.0,0.0,14.0,0.0,-4.31,-4.31,-4.31,-4.31,1.0,0.0,14.0,0.0,-5.13,-5.13,-5.13,-5.13,1.0,0.0,14.0,0.0,1007.9,1007.9,1007.9,1007.9,1.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,87.2,87.2,87.2,87.2,1.0,0.0,14.0,0.0,-28.9,-28.9,-28.9,-28.9,1.0,0.0,14.0,0.0,-34.4,-34.4,-34.4,-34.4,1.0,0.0,14.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,14.0,0.0,3.4,3.4,3.4,3.4,1.0,0.0,14.0,0.0,3.51,3.51,3.51,3.51,1.0,0.0,14.0,0.0,23.5,23.5,23.5,23.5,1.0,0.0,14.0,0.0,-115.0,-115.0,-115.0,-115.0,1.0,0.0,14.0,0.0,-137.0,-137.0,-137.0,-137.0,1.0,0.0,14.0,0.0,-82.5,-82.5,-82.5,-82.5,1.0,0.0,14.0,0.0,-98.4,-98.4,-98.4,-98.4,1.0,0.0,14.0,0.0,-15.1,-15.1,-15.1,-15.1,1.0,0.0,14.0,0.0,-18.0,-18.0,-18.0,-18.0,1.0,0.0,14.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,14.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,14.0,0.0,27.2,27.2,27.2,27.2,1.0,0.0,14.0,0.0,26.7,26.7,26.7,26.7,1.0,0.0,14.0,0.0,19.17,19.17,19.17,19.17,1.0,0.0,14.0,0.0
1967,2,23606,-179.8,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,1.7,1.7,1.0,0.0,18.0,0.0,-4.0,-4.0,-4.0,-4.0,1.0,0.0,18.0,0.0,1.98,1.98,1.98,1.98,1.0,0.0,18.0,0.0
1967,2,23606,-179.7,-34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,0.25,1.49,0.45,4.0,1.4,10.0,0.8,-4.1,1.7,10.9,3.3,4.0,10.0,10.0,0.8,1.5,2.31,3.52,2.5,4.0,1.28,10.0,0.8,14.1,21.0,26.6,20.4,4.0,8.5,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.3,-13.0,0.6,-11.9,4.0,15.9,10.0,0.8,-12.9,0.9,5.7,-3.4,4.0,12.9,10.0,0.8,327.5,373.0,1074.0,724.0,5.0,797.5,12.0,0.8,330.0,375.0,1075.0,725.0,5.0,795.0,12.0,0.8,19.65,20.7,21.7,20.68,4.0,1.18,10.0,0.8,18.16,19.7,20.85,19.38,5.0,2.01,12.0,0.8,10.88,12.06,13.41,12.18,5.0,1.78,12.0,0.8
