Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
2013,7,24163,-179.9,-17.6,28.0,28.0,28.0,28.0,1.0,0.0,6.0,0.0,25.0,25.0,25.0,25.0,1.0,0.0,6.0,0.0,16.69,16.69,16.69,16.69,1.0,0.0,6.0,0.0,84.5,84.5,84.5,84.5,1.0,0.0,6.0,0.0,11.3,11.3,11.3,11.3,1.0,0.0,6.0,0.0,-11.13,-11.13,-11.13,-11.13,1.0,0.0,6.0,0.0,1.96,1.96,1.96,1.96,1.0,0.0,6.0,0.0,1012.0,1012.0,1012.0,1012.0,1.0,0.0,6.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,6.0,0.0,84.5,84.5,84.5,84.5,1.0,0.0,6.0,0.0,-125.7,-125.7,-125.7,-125.7,1.0,0.0,6.0,0.0,22.2,22.2,22.2,22.2,1.0,0.0,6.0,0.0,-278.2,-278.2,-278.2,-278.2,1.0,0.0,6.0,0.0,49.1,49.1,49.1,49.1,1.0,0.0,6.0,0.0,-185.7,-185.7,-185.7,-185.7,1.0,0.0,6.0,0.0,32.7,32.7,32.7,32.7,1.0,0.0,6.0,0.0,-77.9,-77.9,-77.9,-77.9,1.0,0.0,6.0,0.0,13.7,13.7,13.7,13.7,1.0,0.0,6.0,0.0,1443.0,1443.0,1443.0,1443.0,1.0,0.0,6.0,0.0,1445.0,1445.0,1445.0,1445.0,1.0,0.0,6.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,6.0,0.0,33.9,33.9,33.9,33.9,1.0,0.0,6.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,6.0,0.0,79.1,79.1,79.1,79.1,1.0,0.0,6.0,0.0
2013,7,24163,-179.9,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,8.5,10.21,8.5,2.0,3.54,22.0,1.0,4.37,5.46,6.56,5.46,2.0,2.27,22.0,1.0,5.2,6.51,7.82,6.51,2.0,2.71,22.0,1.0,1018.75,1018.85,1018.95,1018.85,2.0,0.21,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,24163,-179.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.4,5.6,5.4,2.0,0.42,22.0,1.0,0.78,2.47,4.15,2.47,2.0,3.49,22.0,1.0,-1.59,1.13,3.84,1.13,2.0,5.62,22.0,1.0,1012.87,1016.9,1020.93,1016.9,2.0,8.34,22.0,1.0,3.2,3.5,3.8,3.5,2.0,0.7,22.0,1.0,75.6,75.6,75.6,75.6,1.0,0.0,26.0,1.0,4.5,14.1,23.7,14.1,2.0,19.9,22.0,1.0,-9.5,4.9,19.3,4.9,2.0,29.9,22.0,1.0,17.6,55.5,93.4,55.5,2.0,78.5,22.0,1.0,-33.7,31.7,97.1,31.7,2.0,135.5,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,75.3,75.3,75.3,75.3,1.0,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,24163,-179.7,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.5,7.8,7.5,2.0,0.7,22.0,0.5,78.0,90.2,100.0,87.8,7.0,14.1,16.0,0.9,-18.3,10.6,59.8,14.5,9.0,54.1,16.0,0.9,-33.3,0.0,45.7,5.4,9.0,37.2,16.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,24163,-179.6,-25.0,23.2,23.4,23.4,23.32,5.0,0.11,6.0,0.8,22.83,23.4,23.57,23.24,5.0,0.42,6.0,0.8,14.59,14.96,15.16,14.88,5.0,0.32,6.0,0.8,83.5,84.3,84.8,84.1,5.0,1.0,6.0,0.8,6.57,7.7,8.2,7.28,5.0,1.52,6.0,0.8,-3.94,-2.96,-2.19,-2.99,5.0,1.07,6.0,0.8,-7.54,-7.1,-2.95,-5.11,5.0,4.85,6.0,0.8,1014.79,1015.7,1015.92,1015.44,5.0,0.68,6.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.9,-67.1,-50.5,-69.7,5.0,25.5,6.0,0.8,-175.8,-165.7,-70.3,-119.9,5.0,112.4,6.0,0.8,-59.5,-42.6,-32.5,-44.5,5.0,16.1,6.0,0.8,-112.2,-106.3,-45.7,-77.1,5.0,71.9,6.0,0.8,-11.1,-9.6,-6.4,-8.8,5.0,3.1,6.0,0.8,-21.8,-20.8,-7.4,-14.3,5.0,14.5,6.0,0.8,325.5,456.5,551.5,422.5,5.0,188.0,6.0,0.8,325.0,455.0,550.0,425.0,5.0,190.0,6.0,0.8,-0.17,0.0,0.37,0.08,5.0,0.32,6.0,0.8,-1.4,0.0,2.3,0.3,5.0,2.1,6.0,0.8,2.75,2.93,3.09,2.94,5.0,0.21,6.0,0.8,18.9,22.5,23.4,21.2,5.0,3.6,6.0,0.8
2013,7,24163,-179.6,36.9,23.8,23.8,23.8,23.8,1.0,0.0,16.0,1.0,24.0,24.0,24.0,24.0,1.0,0.0,16.0,1.0,14.02,14.02,14.02,14.02,1.0,0.0,16.0,1.0,76.4,76.4,76.4,76.4,1.0,0.0,16.0,1.0,9.3,9.3,9.3,9.3,1.0,0.0,16.0,1.0,5.98,5.98,5.98,5.98,1.0,0.0,16.0,1.0,-7.12,-7.12,-7.12,-7.12,1.0,0.0,16.0,1.0,1025.0,1025.0,1025.0,1025.0,1.0,0.0,16.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,16.0,1.0,76.4,76.4,76.4,76.4,1.0,0.0,16.0,1.0,55.6,55.6,55.6,55.6,1.0,0.0,16.0,1.0,-66.3,-66.3,-66.3,-66.3,1.0,0.0,16.0,1.0,143.5,143.5,143.5,143.5,1.0,0.0,16.0,1.0,-171.0,-171.0,-171.0,-171.0,1.0,0.0,16.0,1.0,83.8,83.8,83.8,83.8,1.0,0.0,16.0,1.0,-99.9,-99.9,-99.9,-99.9,1.0,0.0,16.0,1.0,24.8,24.8,24.8,24.8,1.0,0.0,16.0,1.0,-29.6,-29.6,-29.6,-29.6,1.0,0.0,16.0,1.0,804.5,804.5,804.5,804.5,1.0,0.0,16.0,1.0,805.0,805.0,805.0,805.0,1.0,0.0,16.0,1.0,-0.2,-0.2,-0.2,-0.2,1.0,0.0,16.0,1.0,-1.9,-1.9,-1.9,-1.9,1.0,0.0,16.0,1.0,4.15,4.15,4.15,4.15,1.0,0.0,16.0,1.0,38.6,38.6,38.6,38.6,1.0,0.0,16.0,1.0
2013,7,24163,-179.6,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,8.0,8.0,7.6,10.0,0.8,18.0,0.9,85.1,88.9,96.9,89.1,16.0,7.6,16.0,0.8,-9.8,40.4,72.9,32.2,16.0,42.8,16.0,0.8,-42.2,-2.7,29.6,-0.9,16.0,63.9,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,24163,-179.6,50.3,7.96,9.0,10.0,9.07,11.0,1.37,16.0,0.9,7.0,9.5,11.35,9.42,16.0,2.37,14.0,0.8,5.73,7.12,7.86,6.91,13.0,0.99,16.0,0.9,86.4,88.0,95.8,90.2,13.0,6.1,16.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,0.0,1.9,0.5,11.0,4.1,16.0,0.9,-1.9,0.0,2.2,1.0,11.0,6.8,16.0,0.9,405.0,658.5,1309.5,1181.0,16.0,1725.5,14.0,0.8,405.0,660.0,1310.0,1180.0,16.0,1725.0,14.0,0.8,-2.0,-1.0,-0.33,-1.04,11.0,1.31,16.0,0.9,-21.4,-8.7,-2.4,-8.6,11.0,13.9,16.0,0.9,-0.12,0.2,0.43,0.19,11.0,0.66,16.0,0.9,-1.1,1.5,3.5,1.8,11.0,7.8,16.0,0.9
2013,7,24163,-179.6,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,8.0,8.0,6.6,7.0,2.7,20.0,0.7,87.6,93.2,100.0,93.2,24.0,6.7,16.0,0.5,-50.2,0.0,30.0,-3.7,27.0,63.4,16.0,0.6,-8.2,8.5,29.0,8.0,27.0,36.7,16.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,24163,-179.6,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.5,6.52,4.75,4.0,2.06,26.0,1.0,-1.49,2.71,4.52,1.57,4.0,4.78,26.0,1.0,-3.26,-0.99,1.27,-0.99,4.0,2.62,26.0,1.0,1007.71,1012.75,1016.16,1011.98,4.0,5.41,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
