Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
2015,6,-179.9,-37.1,17.0,17.0,17.0,17.0,1.0,0.0,12.0,0.0,16.0,16.0,16.0,16.0,1.0,0.0,12.0,0.0,7.04,7.04,7.04,7.04,1.0,0.0,12.0,0.0,62.3,62.3,62.3,62.3,1.0,0.0,12.0,0.0,15.4,15.4,15.4,15.4,1.0,0.0,12.0,0.0,11.8,11.8,11.8,11.8,1.0,0.0,12.0,0.0,-9.9,-9.9,-9.9,-9.9,1.0,0.0,12.0,0.0,1009.0,1009.0,1009.0,1009.0,1.0,0.0,12.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,12.0,0.0,181.7,181.7,181.7,181.7,1.0,0.0,12.0,0.0,-152.4,-152.4,-152.4,-152.4,1.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,15.4,15.4,15.4,15.4,1.0,0.0,12.0,0.0,5.04,5.04,5.04,5.04,1.0,0.0,12.0,0.0,77.6,77.6,77.6,77.6,1.0,0.0,12.0,0.0,188.8,188.8,188.8,188.8,1.0,0.0,12.0,0.0,-158.4,-158.4,-158.4,-158.4,1.0,0.0,12.0,0.0,83.0,83.0,83.0,83.0,1.0,0.0,12.0,0.0,-69.7,-69.7,-69.7,-69.7,1.0,0.0,12.0,0.0,59.5,59.5,59.5,59.5,1.0,0.0,12.0,0.0,-49.9,-49.9,-49.9,-49.9,1.0,0.0,12.0,0.0,3652.5,3652.5,3652.5,3652.5,1.0,0.0,12.0,0.0,3650.0,3650.0,3650.0,3650.0,1.0,0.0,12.0,0.0
2015,6,-179.7,-29.4,19.0,19.0,19.0,19.0,1.0,0.0,16.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,16.0,1.0,14.44,14.44,14.44,14.44,1.0,0.0,16.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,16.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,16.0,1.0,7.52,7.52,7.52,7.52,1.0,0.0,16.0,1.0,2.74,2.74,2.74,2.74,1.0,0.0,16.0,1.0,1020.0,1020.0,1020.0,1020.0,1.0,0.0,16.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,16.0,1.0,60.1,60.1,60.1,60.1,1.0,0.0,16.0,1.0,21.9,21.9,21.9,21.9,1.0,0.0,16.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,16.0,1.0,-8.0,-8.0,-8.0,-8.0,1.0,0.0,16.0,1.0,-0.88,-0.88,-0.88,-0.88,1.0,0.0,16.0,1.0,-7.0,-7.0,-7.0,-7.0,1.0,0.0,16.0,1.0,150.4,150.4,150.4,150.4,1.0,0.0,16.0,1.0,54.7,54.7,54.7,54.7,1.0,0.0,16.0,1.0,108.6,108.6,108.6,108.6,1.0,0.0,16.0,1.0,39.5,39.5,39.5,39.5,1.0,0.0,16.0,1.0,-6.6,-6.6,-6.6,-6.6,1.0,0.0,16.0,1.0,-2.4,-2.4,-2.4,-2.4,1.0,0.0,16.0,1.0,512.0,512.0,512.0,512.0,1.0,0.0,16.0,1.0,510.0,510.0,510.0,510.0,1.0,0.0,16.0,1.0
2015,6,-179.7,20.1,27.0,27.0,27.0,27.0,1.0,0.0,28.0,0.0,24.0,24.0,24.0,24.0,1.0,0.0,28.0,0.0,15.48,15.48,15.48,15.48,1.0,0.0,28.0,0.0,83.8,83.8,83.8,83.8,1.0,0.0,28.0,0.0,8.7,8.7,8.7,8.7,1.0,0.0,28.0,0.0,-8.57,-8.57,-8.57,-8.57,1.0,0.0,28.0,0.0,-1.51,-1.51,-1.51,-1.51,1.0,0.0,28.0,0.0,1018.9,1018.9,1018.9,1018.9,1.0,0.0,28.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,28.0,0.0,-74.5,-74.5,-74.5,-74.5,1.0,0.0,28.0,0.0,-13.1,-13.1,-13.1,-13.1,1.0,0.0,28.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,28.0,0.0,26.1,26.1,26.1,26.1,1.0,0.0,28.0,0.0,6.68,6.68,6.68,6.68,1.0,0.0,28.0,0.0,58.1,58.1,58.1,58.1,1.0,0.0,28.0,0.0,-205.6,-205.6,-205.6,-205.6,1.0,0.0,28.0,0.0,-36.3,-36.3,-36.3,-36.3,1.0,0.0,28.0,0.0,-132.7,-132.7,-132.7,-132.7,1.0,0.0,28.0,0.0,-23.4,-23.4,-23.4,-23.4,1.0,0.0,28.0,0.0,-57.3,-57.3,-57.3,-57.3,1.0,0.0,28.0,0.0,-10.1,-10.1,-10.1,-10.1,1.0,0.0,28.0,0.0,658.5,658.5,658.5,658.5,1.0,0.0,28.0,0.0,660.0,660.0,660.0,660.0,1.0,0.0,28.0,0.0
2015,6,-179.7,40.1,13.9,13.9,13.97,13.93,3.0,0.06,14.0,1.0,13.3,13.3,15.83,14.53,3.0,2.14,14.0,1.0,9.45,9.46,10.44,9.94,3.0,0.83,14.0,1.0,93.4,100.0,100.0,96.8,3.0,5.6,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.86,0.6,0.6,-0.6,3.0,2.08,14.0,1.0,-8.7,9.2,9.2,0.5,3.0,15.2,14.0,1.0,-0.53,0.38,0.38,-0.06,3.0,0.77,14.0,1.0,-1.8,5.8,5.8,2.1,3.0,6.5,14.0,1.0,-70.1,-70.1,10.8,-30.6,3.0,68.4,14.0,1.0,118.4,192.5,192.5,156.3,3.0,62.7,14.0,1.0,-49.8,-49.8,5.4,-22.9,3.0,46.7,14.0,1.0,80.1,136.8,136.9,109.2,3.0,47.9,14.0,1.0,-2.5,-2.0,-2.0,-2.2,3.0,0.4,14.0,1.0,-1.5,5.5,5.5,2.1,3.0,5.9,14.0,1.0,1672.0,3480.0,3652.5,2699.5,4.0,1684.0,16.0,1.0,1670.0,3480.0,3650.0,2700.0,4.0,1685.0,16.0,1.0
2015,6,-179.7,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,9.0,5.41,199.0,3.16,16.0,1.0,-5.27,-0.52,4.66,-0.45,199.0,4.56,16.0,1.0,-3.16,0.0,4.29,0.52,199.0,4.25,16.0,1.0,1003.9,1009.3,1015.8,1009.19,185.0,6.32,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,-179.6,-35.1,17.2,17.2,17.2,17.2,1.0,0.0,28.0,1.0,16.17,16.9,17.2,16.72,13.0,0.56,20.0,0.1,8.83,9.7,10.4,9.6,13.0,0.85,20.0,0.1,77.1,80.4,87.4,81.5,13.0,7.2,20.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.0,0.0,28.0,1.0,16.2,16.2,16.2,16.2,1.0,0.0,28.0,1.0,3.64,3.64,3.64,3.64,1.0,0.0,28.0,1.0,39.4,39.4,39.4,39.4,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,38.8,38.8,38.8,1.0,0.0,28.0,1.0,6.8,6.8,6.8,6.8,1.0,0.0,28.0,1.0,1606.5,3652.5,5359.5,3737.5,13.0,1895.0,20.0,0.1,1605.0,3650.0,5360.0,3735.0,13.0,1895.0,20.0,0.1
2015,6,-179.6,38.3,15.29,15.9,16.17,15.73,3.0,0.67,20.0,1.0,14.13,14.4,15.29,14.7,3.0,0.89,20.0,1.0,7.87,7.87,7.87,7.87,1.0,0.0,16.0,1.0,79.4,79.4,79.4,79.4,1.0,0.0,16.0,1.0,4.77,6.2,9.34,7.03,3.0,3.43,20.0,1.0,-8.65,-4.04,-3.4,-5.98,3.0,4.2,20.0,1.0,-3.89,-0.71,-0.23,-2.03,3.0,2.92,20.0,1.0,1012.95,1015.2,1015.4,1014.2,3.0,2.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.0,1.34,1.03,3.0,0.45,20.0,1.0,4.6,9.3,10.3,7.5,3.0,4.4,20.0,1.0,2.72,2.72,2.72,2.72,1.0,0.0,16.0,1.0,29.4,29.4,29.4,29.4,1.0,0.0,16.0,1.0,-123.3,-63.4,-50.6,-86.4,3.0,56.9,20.0,1.0,-56.3,-11.2,-3.5,-29.5,3.0,41.8,20.0,1.0,-85.0,-85.0,-85.0,-85.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,-179.6,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.5,7.8,7.5,2.0,0.7,20.0,1.0,-85.7,-19.2,-17.4,-50.8,3.0,57.0,20.0,1.0,-23.7,-2.9,-0.9,-12.1,3.0,18.4,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,-179.6,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08,15.15,15.4,12.85,4.0,4.77,16.0,1.0,-5.27,-1.21,5.26,-0.06,4.0,6.3,16.0,1.0,8.73,13.69,14.47,11.7,4.0,4.57,16.0,1.0,1010.56,1013.9,1014.45,1012.53,3.0,3.09,14.0,1.0,7.5,8.0,8.0,7.8,4.0,0.5,16.0,1.0,-81.1,-32.4,65.9,-8.7,4.0,92.1,16.0,1.0,106.3,207.6,222.9,166.5,4.0,93.4,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,-179.6,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,8.2,12.87,9.27,11.0,3.31,12.0,0.9,-8.86,0.0,6.68,-1.02,11.0,7.32,12.0,0.9,-4.82,0.0,5.15,0.9,11.0,7.06,12.0,0.9,1012.82,1016.0,1020.48,1015.96,11.0,5.07,12.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
