Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2012,3,24147,-179.8,-15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267.1,-267.1,-267.1,-267.1,1.0,0.0,22.0,0.0,97.2,97.2,97.2,97.2,1.0,0.0,22.0,0.0,-171.6,-171.6,-171.6,-171.6,1.0,0.0,22.0,0.0,62.4,62.4,62.4,62.4,1.0,0.0,22.0,0.0,-73.8,-73.8,-73.8,-73.8,1.0,0.0,22.0,0.0,26.9,26.9,26.9,26.9,1.0,0.0,22.0,0.0,941.0,941.0,941.0,941.0,2.0,0.0,24.0,0.5,940.0,940.0,940.0,940.0,2.0,0.0,24.0,0.5
2012,3,24147,-179.8,20.2,25.16,25.5,25.84,25.5,2.0,0.71,26.0,0.5,23.84,25.65,27.46,25.65,2.0,3.75,26.0,0.5,12.77,13.52,14.27,13.52,2.0,1.55,26.0,0.5,57.2,67.8,78.3,67.8,2.0,21.8,26.0,0.5,5.0,6.95,8.9,6.95,2.0,4.03,26.0,0.5,-8.74,-6.47,-4.2,-6.47,2.0,4.71,26.0,0.5,-2.22,-1.32,-0.42,-1.32,2.0,1.86,26.0,0.5,1009.75,1013.5,1017.25,1013.5,2.0,7.78,26.0,0.5,1.3,4.0,6.7,4.0,2.0,5.7,26.0,0.5,57.2,67.8,78.3,67.8,2.0,21.8,26.0,0.5,-82.8,-54.5,-26.1,-54.5,2.0,58.8,26.0,0.5,-9.1,-5.4,-1.7,-5.4,2.0,7.6,26.0,0.5,-2.3,-0.15,2.0,-0.15,2.0,4.45,26.0,0.5,-25.3,-10.0,5.2,-10.0,2.0,31.6,26.0,0.5,6.61,6.86,7.11,6.86,2.0,0.52,26.0,0.5,33.6,48.7,63.8,48.7,2.0,31.3,26.0,0.5,-244.8,-174.8,-104.8,-174.8,2.0,145.0,26.0,0.5,-51.0,-30.3,-9.6,-30.3,2.0,42.9,26.0,0.5,-109.7,-83.8,-57.9,-83.8,2.0,53.7,26.0,0.5,-32.4,-19.3,-6.1,-19.3,2.0,27.2,26.0,0.5,-62.9,-45.6,-28.4,-45.6,2.0,35.7,26.0,0.5,-14.4,-8.6,-2.7,-8.6,2.0,12.1,26.0,0.5,207.5,505.0,803.0,505.0,2.0,617.0,26.0,0.5,205.0,505.0,805.0,505.0,2.0,615.0,26.0,0.5
2012,3,24147,-179.8,28.9,17.06,18.25,19.44,18.25,2.0,2.47,8.0,0.0,18.16,18.5,18.84,18.5,2.0,0.71,8.0,0.0,11.34,11.34,11.34,11.34,1.0,0.0,4.0,0.0,89.8,89.8,89.8,89.8,1.0,0.0,4.0,0.0,10.27,12.35,14.43,12.35,2.0,4.31,8.0,0.0,-9.78,-9.53,-9.28,-9.53,2.0,0.52,8.0,0.0,3.23,6.71,10.18,6.71,2.0,7.2,8.0,0.0,1027.74,1028.25,1028.76,1028.25,2.0,1.06,8.0,0.0,6.0,6.0,6.0,6.0,2.0,0.0,8.0,0.0,89.8,89.8,89.8,89.8,1.0,0.0,4.0,0.0,-141.8,-118.8,-95.9,-118.8,2.0,47.6,8.0,0.0,41.5,98.3,155.2,98.3,2.0,117.8,8.0,0.0,-1.1,-0.25,0.6,-0.25,2.0,1.77,8.0,0.0,-18.0,-6.9,4.2,-6.9,2.0,22.9,8.0,0.0,0.15,0.15,0.15,0.15,1.0,0.0,4.0,0.0,2.3,2.3,2.3,2.3,1.0,0.0,4.0,0.0,-177.5,-176.1,-174.7,-176.1,2.0,2.9,8.0,0.0,59.5,121.5,183.5,121.5,2.0,128.5,8.0,0.0,-112.3,-112.3,-112.3,-112.3,1.0,0.0,4.0,0.0,133.8,133.8,133.8,133.8,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,24147,-179.8,42.4,8.8,8.8,8.8,8.8,1.0,0.0,8.0,1.0,4.92,5.3,6.15,5.63,6.0,1.18,8.0,0.8,3.11,3.47,3.76,3.46,6.0,0.37,8.0,0.8,57.2,58.0,71.4,62.5,6.0,8.7,8.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,0.0,8.0,1.0,3.2,3.2,3.2,3.2,1.0,0.0,8.0,1.0,3.12,3.12,3.12,3.12,1.0,0.0,8.0,1.0,11.2,11.2,11.2,11.2,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.7,9.7,9.7,1.0,0.0,8.0,1.0,-5.6,-5.6,-5.6,-5.6,1.0,0.0,8.0,1.0,46.5,1017.0,1206.5,810.5,6.0,638.0,8.0,0.8,45.0,1015.0,1205.0,810.0,6.0,640.0,8.0,0.8
2012,3,24147,-179.7,-23.1,27.83,27.9,27.97,27.9,2.0,0.14,16.0,0.5,25.72,26.85,27.98,26.85,2.0,2.33,16.0,0.5,16.01,16.86,17.71,16.86,2.0,1.77,16.0,0.5,75.0,76.2,77.4,76.2,2.0,2.5,16.0,0.5,5.93,7.7,9.47,7.7,2.0,3.68,16.0,0.5,-9.15,-7.03,-4.9,-7.03,2.0,4.41,16.0,0.5,-3.04,-2.53,-2.02,-2.53,2.0,1.05,16.0,0.5,1010.11,1010.35,1010.59,1010.35,2.0,0.49,16.0,0.5,4.6,6.0,7.4,6.0,2.0,2.8,16.0,0.5,75.0,76.2,77.4,76.2,2.0,2.5,16.0,0.5,-91.1,-62.2,-33.3,-62.2,2.0,59.8,16.0,0.5,-18.2,-17.6,-17.0,-17.6,2.0,1.2,16.0,0.5,-0.01,1.05,2.11,1.05,2.0,2.19,16.0,0.5,-2.2,4.1,10.3,4.1,2.0,13.0,16.0,0.5,5.98,6.73,7.48,6.73,2.0,1.56,16.0,0.5,42.8,48.9,55.1,48.9,2.0,12.8,16.0,0.5,-258.8,-193.8,-128.7,-193.8,2.0,134.8,16.0,0.5,-77.6,-66.8,-56.0,-66.8,2.0,22.4,16.0,0.5,-164.2,-122.3,-80.5,-122.3,2.0,86.8,16.0,0.5,-48.2,-41.8,-35.4,-41.8,2.0,13.3,16.0,0.5,-52.9,-43.8,-34.8,-43.8,2.0,18.7,16.0,0.5,-23.2,-17.9,-12.5,-17.9,2.0,11.0,16.0,0.5,285.0,612.5,940.5,612.5,2.0,679.0,16.0,0.5,285.0,615.0,940.0,615.0,2.0,680.0,16.0,0.5
2012,3,24147,-179.7,-19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.5,4.8,4.5,2.0,0.7,14.0,0.0,71.9,77.5,82.9,77.9,9.0,5.8,18.0,0.8,-117.7,-81.3,-47.8,-83.0,9.0,33.7,18.0,0.8,-12.7,22.2,62.6,21.3,9.0,33.7,18.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,24147,-179.7,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.8,9.8,9.8,2.0,0.0,24.0,0.5,-9.09,-8.85,-8.6,-8.85,2.0,0.51,24.0,0.5,3.6,4.13,4.65,4.13,2.0,1.09,24.0,0.5,1009.19,1009.6,1011.24,1010.2,3.0,1.59,26.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,24147,-179.7,-11.3,28.42,28.9,28.97,28.7,3.0,0.44,12.0,0.3,28.66,29.0,30.23,29.43,3.0,1.21,12.0,0.3,18.93,19.49,19.72,19.33,3.0,0.59,12.0,0.3,72.3,74.4,78.2,75.2,3.0,4.4,12.0,0.3,3.39,5.1,8.31,5.83,3.0,3.66,12.0,0.3,-7.83,-3.91,-2.78,-5.27,3.0,3.88,12.0,0.3,1.43,1.7,2.78,2.09,3.0,1.05,12.0,0.3,1009.46,1009.6,1010.28,1009.87,3.0,0.64,12.0,0.3,4.6,6.0,6.0,5.3,3.0,1.2,12.0,0.3,72.3,74.4,78.2,75.2,3.0,4.4,12.0,0.3,-70.9,-19.9,-10.3,-40.1,3.0,47.7,12.0,0.3,7.6,16.7,16.7,12.3,3.0,7.7,12.0,0.3,-1.48,-0.8,0.02,-0.73,3.0,1.1,12.0,0.3,-8.8,-7.8,-1.8,-5.3,3.0,5.6,12.0,0.3,5.34,5.35,5.49,5.42,3.0,0.12,12.0,0.3,18.5,27.2,44.4,31.4,3.0,19.3,12.0,0.3,-229.2,-120.3,-82.0,-154.8,3.0,111.9,12.0,0.3,41.0,49.4,84.6,62.5,3.0,33.9,12.0,0.3,-147.6,-77.4,-54.5,-100.5,3.0,71.0,12.0,0.3,27.4,31.8,54.4,40.7,3.0,21.3,12.0,0.3,-41.9,-20.9,-15.2,-28.3,3.0,20.6,12.0,0.3,7.8,9.1,14.8,11.3,3.0,5.5,12.0,0.3,54.0,132.5,684.5,364.0,3.0,503.5,12.0,0.3,55.0,135.0,685.0,365.0,3.0,505.0,12.0,0.3
2012,3,24147,-179.7,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.4,-1.4,-1.4,1.0,0.0,4.0,0.0,1.7,1.7,1.7,1.7,1.0,0.0,4.0,0.0,1256.5,2228.5,3200.5,2228.5,2.0,2014.0,8.0,0.0,1255.0,2230.0,3200.0,2230.0,2.0,2015.0,8.0,0.0
2012,3,24147,-179.7,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,8.0,6.0,4.0,2.3,12.0,0.5,63.6,89.2,96.5,80.5,4.0,25.3,14.0,0.5,8.6,39.7,107.1,58.6,7.0,50.4,14.0,0.6,-0.9,3.3,54.0,71.5,7.0,174.9,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
