Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1928,9,23145,-179.9,-17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,-75.4,-51.8,-75.4,2.0,48.9,10.0,0.0,6.5,20.4,34.3,20.4,2.0,28.9,10.0,0.0,-77.0,-77.0,-77.0,-77.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0
1928,9,23145,-179.9,24.3,-10.5,-10.5,-10.5,-10.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,17.5,57.5,97.5,57.5,4.0,46.0,20.0,0.0,20.0,55.0,95.0,55.0,4.0,45.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.9,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,30.0,0.0,1.8,1.8,1.8,1.8,1.0,0.0,30.0,0.0,4.23,4.23,4.23,4.23,1.0,0.0,30.0,0.0,1012.6,1012.6,1012.6,1012.6,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.7,-17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,4.6,7.81,5.5,3.0,3.44,14.0,0.0,-7.3,-4.6,-2.71,-5.0,3.0,3.38,14.0,0.0,0.58,1.84,3.06,1.82,3.0,1.82,14.0,0.0,1014.93,1015.0,1018.14,1016.5,3.0,2.69,14.0,0.0,2.6,4.0,5.4,4.0,3.0,2.0,14.0,0.0,90.8,90.8,90.8,90.8,1.0,0.0,20.0,0.0,-61.1,-21.2,-10.0,-35.2,3.0,39.3,14.0,0.0,1.5,4.8,24.6,12.9,3.0,18.3,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.7,-17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.59,25.0,25.41,25.0,2.0,0.85,22.0,0.0,22.47,23.05,23.63,23.05,2.0,1.2,10.0,0.0,16.74,16.74,16.74,16.74,1.0,0.0,20.0,0.0,90.8,90.8,90.8,90.8,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.7,28.8,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,-4.8,-4.8,-4.8,-4.8,1.0,0.0,24.0,0.0,62.0,301.0,804.5,401.5,5.0,383.5,14.0,0.6,60.0,300.0,805.0,400.0,5.0,385.0,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.6,-35.7,4.7,12.5,17.1,11.3,6.0,8.3,14.0,0.0,-5.2,0.0,2.9,-1.8,6.0,7.2,14.0,0.0,301.0,1861.0,2231.0,1639.5,6.0,1247.5,14.0,0.0,300.0,1860.0,2230.0,1640.0,6.0,1250.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,12.3,12.94,10.95,6.0,3.5,14.0,0.0,6.17,8.73,12.3,8.88,6.0,3.36,14.0,0.0,-11.0,-0.64,0.26,-3.72,6.0,5.82,14.0,0.0,1006.22,1008.6,1011.3,1008.18,8.0,3.64,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,133.0,186.0,136.1,6.0,50.1,14.0,0.0,-166.3,-10.0,4.1,-56.9,6.0,89.1,14.0,0.0,58.1,78.2,110.2,82.4,6.0,29.0,14.0,0.0,-102.6,-5.8,2.4,-37.1,6.0,58.7,14.0,0.0
1928,9,23145,-179.6,-35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,15.0,15.6,15.0,8.0,0.56,12.0,0.0,15.0,15.6,15.6,15.38,8.0,0.31,12.0,0.0,8.77,9.12,9.69,9.33,8.0,0.8,12.0,0.0,82.8,82.9,88.9,85.7,8.0,6.7,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.0,5.0,4.3,8.0,1.5,12.0,0.0,82.8,82.9,88.9,85.7,8.0,6.7,12.0,0.0,44.1,104.0,154.7,102.5,6.0,59.9,14.0,0.0,-145.9,-4.3,1.8,-51.3,6.0,80.2,14.0,0.0,-0.6,-0.3,0.0,-0.37,8.0,0.45,12.0,0.0,-10.4,-3.7,0.0,-5.2,6.0,6.2,14.0,0.0,0.55,1.64,1.9,1.3,8.0,0.95,12.0,0.0,4.0,12.7,22.3,11.9,6.0,10.4,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,9,23145,-179.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,26.4,27.2,26.25,4.0,1.12,20.0,0.0,24.69,25.3,25.6,25.15,4.0,0.57,20.0,0.0,18.4,18.4,18.4,18.4,1.0,0.0,2.0,0.0,91.2,93.1,95.0,93.1,2.0,3.9,10.0,0.0,2.6,3.6,4.6,3.6,4.0,1.15,20.0,0.0,-2.51,0.56,3.52,0.51,4.0,3.48,20.0,0.0,-0.51,1.48,2.96,1.23,4.0,2.03,20.0,0.0,1015.52,1016.0,1017.5,1016.5,3.0,1.51,20.0,0.0,1.5,2.0,3.0,2.3,4.0,1.3,20.0,0.0,91.2,93.1,95.0,93.1,2.0,3.9,10.0,0.0,-6.5,5.0,16.2,4.8,4.0,13.1,20.0,0.0,-1.3,6.8,13.6,6.2,4.0,8.6,20.0,0.0,0.0,0.8,2.23,1.1,4.0,1.36,20.0,0.0,0.0,2.1,5.8,2.9,4.0,3.5,20.0,0.0,4.04,4.04,4.04,4.04,1.0,0.0,2.0,0.0,10.5,10.5,10.5,10.5,1.0,0.0,2.0,0.0,-62.9,14.6,89.2,13.2,4.0,87.7,20.0,0.0,-12.5,37.0,74.9,31.5,4.0,51.0,20.0,0.0,-47.9,-47.9,-47.9,-47.9,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
1928,9,23145,-179.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,24.5,25.65,24.83,13.0,1.24,12.0,0.2,23.9,25.6,26.21,25.21,13.0,1.23,12.0,0.2,15.6,16.65,19.92,17.73,3.0,3.3,16.0,0.3,79.6,90.8,94.3,87.0,3.0,11.3,16.0,0.3,4.09,6.7,10.06,7.29,12.0,3.47,12.0,0.3,-8.7,-6.65,-1.43,-5.88,12.0,3.04,12.0,0.3,-1.56,0.0,7.52,1.79,12.0,4.42,12.0,0.3,1015.98,1021.1,1022.72,1020.24,13.0,2.86,12.0,0.2,2.0,4.0,8.0,4.4,13.0,2.6,12.0,0.2,79.6,90.8,94.3,87.0,3.0,11.3,16.0,0.3,-87.8,-44.9,-6.1,-51.6,12.0,36.9,12.0,0.3,-8.0,0.0,76.6,25.0,12.0,45.1,12.0,0.3,-1.2,-0.5,0.31,-0.38,13.0,0.96,12.0,0.2,-8.6,-2.3,3.9,-3.1,12.0,6.3,12.0,0.3,1.8,3.7,3.81,2.82,3.0,1.66,16.0,0.3,7.2,9.6,20.7,13.9,3.0,10.5,16.0,0.3,-213.1,-168.6,-34.2,-149.7,12.0,77.7,12.0,0.3,-39.0,0.0,197.8,46.0,12.0,109.5,12.0,0.3,-129.6,-99.4,-43.1,-86.6,3.0,64.3,16.0,0.3,-33.3,-19.3,-6.1,-19.7,3.0,19.9,16.0,0.3
