Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1923,4,23080,-179.9,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,2.0,0.0,14.0,0.0,-4.32,-4.32,-4.32,-4.32,2.0,0.0,14.0,0.0,-1.07,0.0,1.07,0.0,2.0,2.22,14.0,0.0,1005.96,1006.1,1006.24,1006.1,2.0,0.28,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,23080,-179.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5,-18.5,-18.5,-18.5,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,48.5,151.0,253.0,151.0,2.0,212.0,18.0,1.0,50.0,150.0,255.0,150.0,2.0,210.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,23080,-179.9,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,0.8,0.8,1.0,0.0,30.0,0.0,-0.8,-0.8,-0.8,-0.8,1.0,0.0,30.0,0.0,17.5,97.5,375.5,344.0,7.0,676.5,22.0,0.6,20.0,95.0,375.0,345.0,7.0,675.0,22.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,23080,-179.8,-17.4,27.8,27.8,27.8,27.8,3.0,0.0,12.0,0.0,25.0,25.0,26.16,25.57,3.0,0.98,12.0,0.0,18.0,18.03,18.76,18.37,3.0,0.63,12.0,0.0,88.4,90.8,91.2,89.8,3.0,2.3,12.0,0.0,2.6,2.6,3.97,3.27,3.0,1.15,12.0,0.0,-3.21,-1.02,-0.99,-2.07,3.0,1.87,12.0,0.0,-1.06,1.8,2.22,0.6,3.0,2.61,12.0,0.0,1010.89,1011.3,1013.28,1012.07,3.0,1.87,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,2.8,2.8,2.23,3.0,0.98,12.0,0.0,5.8,7.3,7.3,6.5,3.0,1.3,12.0,0.0,4.64,5.32,5.41,5.03,3.0,0.62,12.0,0.0,13.9,14.2,18.1,16.0,3.0,3.4,12.0,0.0,-14.2,-5.4,-5.3,-9.7,3.0,7.5,12.0,0.0,-6.2,7.8,11.4,2.7,3.0,13.7,12.0,0.0,17.5,17.5,72.0,44.0,3.0,46.0,12.0,0.0,20.0,20.0,70.0,45.0,3.0,45.0,12.0,0.0,-85.2,-25.4,-24.7,-54.3,3.0,50.9,12.0,0.0,-25.6,48.0,56.4,16.1,3.0,66.1,12.0,0.0,-61.0,-18.3,-17.8,-38.9,3.0,36.4,12.0,0.0,-18.6,34.3,40.5,11.5,3.0,47.6,12.0,0.0
1923,4,23080,-179.8,30.1,17.8,17.8,17.8,17.8,2.0,0.0,18.0,1.0,16.7,16.7,16.7,16.7,2.0,0.0,18.0,1.0,9.68,9.68,9.68,9.68,1.0,0.0,24.0,1.0,83.5,83.5,83.5,83.5,1.0,0.0,24.0,1.0,1.9,3.85,5.8,3.85,2.0,4.03,18.0,1.0,-5.74,-3.67,-1.6,-3.67,2.0,4.28,18.0,1.0,0.12,0.38,0.64,0.38,2.0,0.54,18.0,1.0,1027.13,1028.7,1030.27,1028.7,2.0,3.25,18.0,1.0,3.0,5.0,7.0,5.0,2.0,4.2,18.0,1.0,83.5,83.5,83.5,83.5,1.0,0.0,24.0,1.0,-37.9,-22.8,-7.7,-22.8,2.0,31.3,18.0,1.0,0.1,0.4,0.6,0.4,2.0,0.5,18.0,1.0,1.1,1.1,1.1,1.1,2.0,0.0,18.0,1.0,2.1,4.2,6.4,4.2,2.0,4.4,18.0,1.0,2.76,2.76,2.76,2.76,1.0,0.0,24.0,1.0,18.5,18.5,18.5,18.5,1.0,0.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.8,-61.3,-26.8,-61.3,2.0,71.5,18.0,1.0,2.0,6.4,10.8,6.4,2.0,9.0,18.0,1.0,-64.8,-64.8,-64.8,-64.8,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0
1923,4,23080,-179.7,-41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,8.0,0.0,4.74,4.74,4.74,4.74,1.0,0.0,8.0,0.0,4.74,4.74,4.74,4.74,1.0,0.0,8.0,0.0,1016.0,1016.2,1016.4,1016.2,2.0,0.42,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,14.8,14.8,14.8,1.0,0.0,8.0,0.0,14.8,14.8,14.8,14.8,1.0,0.0,8.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,8.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,8.0,0.0,60.6,60.6,60.6,60.6,1.0,0.0,8.0,0.0,60.6,60.6,60.6,60.6,1.0,0.0,8.0,0.0,35.2,35.2,35.2,35.2,1.0,0.0,8.0,0.0,35.2,35.2,35.2,35.2,1.0,0.0,8.0,0.0
1923,4,23080,-179.7,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,1.0,0.0,4.0,0.0,1.84,1.84,1.84,1.84,1.0,0.0,4.0,0.0,-1.84,-1.84,-1.84,-1.84,1.0,0.0,4.0,0.0,1022.7,1022.7,1022.7,1022.7,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,23080,-179.7,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.0,1.91,0.9,3.0,1.65,18.0,0.7,-0.3,0.0,23.5,11.3,3.0,20.0,18.0,0.7,0.46,0.46,0.46,0.46,1.0,0.0,30.0,0.0,1.2,1.2,1.2,1.2,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,31.1,37.6,26.3,3.0,17.2,18.0,0.7,-4.9,0.0,8.6,1.8,3.0,10.0,18.0,0.7,8.1,8.1,8.1,8.1,1.0,0.0,30.0,0.0,-8.1,-8.1,-8.1,-8.1,1.0,0.0,30.0,0.0
1923,4,23080,-179.6,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.0,1.7,1.0,2.0,1.4,16.0,0.5,88.4,88.4,88.4,88.4,1.0,0.0,4.0,0.0,-38.2,-30.8,-23.3,-30.8,2.0,15.4,16.0,0.5,-13.0,-4.8,3.4,-4.8,2.0,17.0,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,23080,-179.6,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,-3.3,-2.6,-3.3,2.0,1.6,8.0,0.5,-0.7,-0.6,-0.5,-0.6,2.0,0.3,8.0,0.5,17.5,97.5,1861.0,658.5,6.0,932.0,12.0,0.3,20.0,95.0,1860.0,660.0,6.0,930.0,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
