Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2018,4,24220,-179.9,-41.9,20.6,20.6,20.6,20.6,1.0,0.0,22.0,0.0,15.78,15.78,15.78,15.78,1.0,0.0,22.0,0.0,-13.24,-13.24,-13.24,-13.24,1.0,0.0,22.0,0.0,999.1,999.1,999.1,999.1,1.0,0.0,22.0,0.0,17.0,17.0,17.0,17.0,1.0,0.0,22.0,0.0,16.5,16.5,16.5,16.5,1.0,0.0,22.0,0.0,9.99,9.99,9.99,9.99,1.0,0.0,22.0,0.0,84.6,84.6,84.6,84.6,1.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,1.0,0.0,22.0,0.0,10.3,10.3,10.3,10.3,1.0,0.0,22.0,0.0,2.21,2.21,2.21,2.21,1.0,0.0,22.0,0.0,45.6,45.6,45.6,45.6,1.0,0.0,22.0,0.0,260.4,260.4,260.4,260.4,1.0,0.0,22.0,0.0,-218.5,-218.5,-218.5,-218.5,1.0,0.0,22.0,0.0,157.6,157.6,157.6,157.6,1.0,0.0,22.0,0.0,-132.2,-132.2,-132.2,-132.2,1.0,0.0,22.0,0.0,34.9,34.9,34.9,34.9,1.0,0.0,22.0,0.0,-29.3,-29.3,-29.3,-29.3,1.0,0.0,22.0,0.0,8742.0,8742.0,8742.0,8742.0,1.0,0.0,22.0,0.0,8740.0,8740.0,8740.0,8740.0,1.0,0.0,22.0,0.0
2018,4,24220,-179.9,26.1,8.2,8.2,8.2,8.2,1.0,0.0,30.0,1.0,-8.08,-8.08,-8.08,-8.08,1.0,0.0,30.0,1.0,1.42,1.42,1.42,1.42,1.0,0.0,30.0,1.0,1027.1,1027.1,1027.1,1027.1,1.0,0.0,30.0,1.0,23.0,23.0,23.0,23.0,1.0,0.0,30.0,1.0,22.0,22.0,22.0,22.0,1.0,0.0,30.0,1.0,8.24,8.24,8.24,8.24,1.0,0.0,30.0,1.0,51.0,51.0,51.0,51.0,1.0,0.0,30.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,30.0,1.0,-66.2,-66.2,-66.2,-66.2,1.0,0.0,30.0,1.0,11.7,11.7,11.7,11.7,1.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,30.0,1.0,9.03,9.03,9.03,9.03,1.0,0.0,30.0,1.0,74.1,74.1,74.1,74.1,1.0,0.0,30.0,1.0,-177.7,-177.7,-177.7,-177.7,1.0,0.0,30.0,1.0,31.3,31.3,31.3,31.3,1.0,0.0,30.0,1.0,-66.5,-66.5,-66.5,-66.5,1.0,0.0,30.0,1.0,11.7,11.7,11.7,11.7,1.0,0.0,30.0,1.0,-72.9,-72.9,-72.9,-72.9,1.0,0.0,30.0,1.0,12.9,12.9,12.9,12.9,1.0,0.0,30.0,1.0,551.5,551.5,551.5,551.5,1.0,0.0,30.0,1.0,550.0,550.0,550.0,550.0,1.0,0.0,30.0,1.0
2018,4,24220,-179.9,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,5.6,5.6,1.0,0.0,20.0,1.0,4.7,4.7,4.7,4.7,1.0,0.0,20.0,1.0,460.5,804.5,1001.0,732.5,3.0,401.0,16.0,1.0,460.0,805.0,1000.0,735.0,3.0,400.0,16.0,1.0
2018,4,24220,-179.9,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,5.0,2.0,4.2,24.0,0.5,40.5,127.7,144.6,93.4,3.0,81.8,20.0,0.7,12.2,38.4,136.2,73.4,3.0,95.7,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,24220,-179.9,43.0,10.3,10.3,10.3,10.3,2.0,0.0,30.0,1.0,6.62,6.62,6.62,6.62,2.0,0.0,30.0,1.0,-7.89,-7.89,-7.89,-7.89,2.0,0.0,30.0,1.0,1036.0,1036.0,1036.0,1036.0,2.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,24220,-179.9,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,13.1,13.1,13.1,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,551.5,551.5,1160.0,848.5,3.0,514.5,8.0,1.0,550.0,550.0,1160.0,850.0,3.0,515.0,8.0,1.0
2018,4,24220,-179.8,38.4,7.82,11.3,14.1,10.97,3.0,4.61,20.0,0.7,3.14,9.9,10.86,7.07,3.0,6.16,20.0,0.7,1.97,6.2,10.02,6.0,3.0,5.9,20.0,0.7,1011.83,1013.2,1026.03,1018.8,3.0,11.48,20.0,0.7,10.59,14.0,15.09,12.87,3.0,3.44,20.0,0.7,13.11,15.5,15.64,14.4,3.0,2.08,20.0,0.7,9.19,9.62,10.04,9.62,2.0,0.88,20.0,0.5,85.3,88.3,91.2,88.3,2.0,6.1,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,-2.59,-1.7,-0.47,-1.53,3.0,1.56,20.0,0.7,-31.4,-26.2,-7.9,-19.8,3.0,18.1,20.0,0.7,0.01,0.74,1.46,0.74,2.0,1.51,20.0,0.5,-2.5,3.1,8.6,3.1,2.0,11.5,20.0,0.5,43.0,135.6,149.1,97.0,3.0,84.6,20.0,0.7,30.5,96.1,156.9,93.8,3.0,92.6,20.0,0.7,16.1,50.7,85.3,50.7,2.0,71.7,20.0,0.5,66.1,88.3,110.5,88.3,2.0,46.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,24220,-179.8,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,23.5,23.5,23.5,1.0,0.0,6.0,0.0,4.1,4.1,4.1,4.1,1.0,0.0,6.0,0.0,1259.5,1795.0,3375.5,2293.5,4.0,1530.0,12.0,0.5,1260.0,1795.0,3375.0,2295.0,4.0,1530.0,12.0,0.5
2018,4,24220,-179.8,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.0,7.4,6.3,3.0,1.5,16.0,0.7,63.1,129.2,355.7,205.7,4.0,209.0,16.0,0.5,-12.7,45.8,261.1,120.6,4.0,208.1,16.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,24220,-179.8,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,0.0,12.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,12.0,1.0,4.06,4.06,4.06,4.06,1.0,0.0,12.0,1.0,84.2,84.2,84.2,84.2,1.0,0.0,12.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,12.0,1.0,157.9,172.3,186.6,172.3,2.0,29.6,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,1.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,12.0,1.0,-27.1,-27.1,-27.1,-27.1,1.0,0.0,12.0,1.0,0.06,0.06,0.06,0.06,1.0,0.0,12.0,1.0,0.7,0.7,0.7,0.7,1.0,0.0,12.0,1.0,38.1,38.1,38.1,38.1,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,49.9,49.9,49.9,49.9,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.7,0.7,0.7,0.7,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1992.0,2273.0,2554.5,2273.0,2.0,583.0,20.0,1.0,1990.0,2275.0,2555.0,2275.0,2.0,585.0,20.0,1.0
