Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2011,12,24144,-179.9,-11.1,28.2,28.2,28.2,28.2,1.0,0.0,10.0,1.0,27.8,27.8,27.8,27.8,1.0,0.0,10.0,1.0,18.88,18.88,18.88,18.88,1.0,0.0,10.0,1.0,80.8,80.8,80.8,80.8,1.0,0.0,10.0,1.0,7.7,7.7,7.7,7.7,1.0,0.0,10.0,1.0,-7.7,-7.7,-7.7,-7.7,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1011.1,1011.1,1011.1,1011.1,1.0,0.0,10.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,10.0,1.0,-59.3,-59.3,-59.3,-59.3,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.4,0.4,0.4,0.4,1.0,0.0,10.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,10.0,1.0,5.11,5.11,5.11,5.11,1.0,0.0,10.0,1.0,39.4,39.4,39.4,39.4,1.0,0.0,10.0,1.0,-214.1,-214.1,-214.1,-214.1,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,-145.3,-145.3,-145.3,-145.3,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,-39.4,-39.4,-39.4,-39.4,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,456.5,456.5,456.5,456.5,1.0,0.0,10.0,1.0,455.0,455.0,455.0,455.0,1.0,0.0,10.0,1.0
2011,12,24144,-179.9,37.7,18.0,18.0,18.0,18.0,2.0,0.0,10.0,0.0,18.0,18.0,18.0,18.0,2.0,0.0,10.0,0.0,12.24,12.24,12.24,12.24,2.0,0.0,10.0,0.0,95.1,95.1,95.1,95.1,2.0,0.0,10.0,0.0,4.6,4.6,4.6,4.6,2.0,0.0,10.0,0.0,2.96,2.96,2.96,2.96,2.0,0.0,10.0,0.0,3.52,3.52,3.52,3.52,2.0,0.0,10.0,0.0,1008.9,1008.9,1008.9,1008.9,2.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.64,0.64,0.64,0.64,2.0,0.0,10.0,0.0,2.9,2.9,2.9,2.9,2.0,0.0,10.0,0.0,53.2,53.2,53.2,53.2,2.0,0.0,10.0,0.0,63.4,63.4,63.4,63.4,2.0,0.0,10.0,0.0,36.2,36.2,36.2,36.2,2.0,0.0,10.0,0.0,43.1,43.1,43.1,43.1,2.0,0.0,10.0,0.0,1.9,1.9,1.9,1.9,2.0,0.0,10.0,0.0,2.3,2.3,2.3,2.3,2.0,0.0,10.0,0.0,97.5,97.5,97.5,97.5,2.0,0.0,10.0,0.0,95.0,95.0,95.0,95.0,2.0,0.0,10.0,0.0
2011,12,24144,-179.8,23.0,25.9,26.1,27.4,26.63,3.0,1.19,14.0,0.3,25.25,26.0,26.07,25.67,3.0,0.67,14.0,0.3,13.52,13.53,16.16,14.81,3.0,2.23,14.0,0.3,66.3,69.0,79.0,72.5,3.0,9.8,14.0,0.3,3.24,5.7,6.38,4.83,3.0,2.42,14.0,0.3,-6.08,-5.61,-1.06,-3.62,3.0,4.06,14.0,0.3,-1.25,0.99,1.56,0.17,3.0,2.17,14.0,0.3,1016.29,1016.9,1019.36,1017.8,3.0,2.38,14.0,0.3,2.6,4.0,5.4,4.0,3.0,2.0,14.0,0.3,-38.9,-32.0,-8.7,-24.0,3.0,23.3,14.0,0.3,-9.3,3.8,5.1,-2.0,3.0,11.6,14.0,0.3,0.29,0.9,1.65,0.97,3.0,1.0,14.0,0.3,1.6,5.1,10.8,6.2,3.0,6.8,14.0,0.3,6.44,7.15,7.41,6.93,3.0,0.74,14.0,0.3,23.7,40.8,40.9,32.5,3.0,14.4,14.0,0.3,-156.1,-139.8,-25.7,-92.0,3.0,104.1,14.0,0.3,-32.8,24.6,40.2,4.2,3.0,56.4,14.0,0.3,-98.8,-75.9,-14.4,-57.0,3.0,63.9,14.0,0.3,-22.9,13.4,21.0,-0.6,3.0,34.4,14.0,0.3,-39.6,-38.4,-6.8,-23.6,3.0,27.3,14.0,0.3,-7.3,7.1,11.6,2.3,3.0,14.5,14.0,0.3,65.0,185.0,264.0,165.0,3.0,147.0,14.0,0.3,65.0,185.0,265.0,165.0,3.0,145.0,14.0,0.3
2011,12,24144,-179.7,-23.5,25.0,25.0,25.0,25.0,1.0,0.0,6.0,1.0,24.0,24.0,24.0,24.0,1.0,0.0,6.0,1.0,14.0,14.0,14.0,14.0,1.0,0.0,6.0,1.0,75.5,75.5,75.5,75.5,1.0,0.0,6.0,1.0,6.2,6.2,6.2,6.2,1.0,0.0,6.0,1.0,-6.11,-6.11,-6.11,-6.11,1.0,0.0,6.0,1.0,-1.08,-1.08,-1.08,-1.08,1.0,0.0,6.0,1.0,1013.8,1013.8,1013.8,1013.8,1.0,0.0,6.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,6.0,1.0,-37.9,-37.9,-37.9,-37.9,1.0,0.0,6.0,1.0,-6.7,-6.7,-6.7,-6.7,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,6.2,6.2,6.2,6.2,1.0,0.0,6.0,1.0,5.76,5.76,5.76,5.76,1.0,0.0,6.0,1.0,35.7,35.7,35.7,35.7,1.0,0.0,6.0,1.0,-146.5,-146.5,-146.5,-146.5,1.0,0.0,6.0,1.0,-25.8,-25.8,-25.8,-25.8,1.0,0.0,6.0,1.0,-85.5,-85.5,-85.5,-85.5,1.0,0.0,6.0,1.0,-15.1,-15.1,-15.1,-15.1,1.0,0.0,6.0,1.0,-35.2,-35.2,-35.2,-35.2,1.0,0.0,6.0,1.0,-6.2,-6.2,-6.2,-6.2,1.0,0.0,6.0,1.0,238.5,238.5,238.5,238.5,1.0,0.0,6.0,1.0,240.0,240.0,240.0,240.0,1.0,0.0,6.0,1.0
2011,12,24144,-179.7,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,10.3,10.64,7.9,3.0,4.6,22.0,0.7,3.46,6.62,8.49,5.99,3.0,3.72,22.0,0.7,0.57,5.4,7.1,3.87,3.0,4.96,22.0,0.7,1016.05,1018.3,1018.78,1017.43,3.0,2.14,22.0,0.7,6.6,8.0,8.0,7.3,3.0,1.2,22.0,0.7,25.2,68.2,90.6,58.1,3.0,48.7,22.0,0.7,15.5,58.3,74.0,45.1,3.0,44.3,22.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3,158.9,171.7,124.8,3.0,75.9,22.0,0.7,10.9,102.6,161.8,86.7,3.0,111.4,22.0,0.7,41.6,83.3,96.4,69.3,3.0,41.9,22.0,0.7,2.5,48.1,98.7,50.5,3.0,70.4,22.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12,24144,-179.7,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.0,7.7,7.0,2.0,1.4,28.0,0.5,103.6,115.9,141.3,122.3,3.0,28.2,24.0,0.3,-25.2,97.2,211.9,93.5,3.0,173.7,24.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12,24144,-179.6,-44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27,6.7,6.7,6.0,3.0,1.21,16.0,0.7,-1.92,1.16,1.94,0.04,3.0,2.99,16.0,0.7,4.56,5.8,6.35,5.46,3.0,1.34,16.0,0.7,1014.57,1023.65,1029.43,1022.08,4.0,9.04,14.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3,12.9,26.1,2.6,3.0,35.8,16.0,0.7,58.5,64.4,70.4,64.5,3.0,8.7,16.0,0.7,-12.4,8.9,15.2,1.6,3.0,21.2,16.0,0.7,33.7,38.6,46.5,40.1,3.0,9.5,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12,24144,-179.6,-44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.5,5.6,4.0,4.0,2.2,14.0,0.8,-12.8,7.8,9.7,-1.4,3.0,18.3,16.0,0.7,24.8,38.9,42.5,33.8,3.0,13.7,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12,24144,-179.6,-30.5,23.0,23.0,23.0,23.0,1.0,0.0,8.0,1.0,23.5,23.5,23.5,23.5,1.0,0.0,8.0,1.0,14.95,14.95,14.95,14.95,1.0,0.0,8.0,1.0,82.8,82.8,82.8,82.8,1.0,0.0,8.0,1.0,9.8,9.8,9.8,9.8,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-9.8,-9.8,-9.8,-9.8,1.0,0.0,8.0,1.0,1010.1,1010.1,1010.1,1010.1,1.0,0.0,8.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-96.0,-96.0,-96.0,-96.0,1.0,0.0,8.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,8.0,1.0,-4.9,-4.9,-4.9,-4.9,1.0,0.0,8.0,1.0,2.61,2.61,2.61,2.61,1.0,0.0,8.0,1.0,25.5,25.5,25.5,25.5,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-230.3,-230.3,-230.3,-230.3,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-146.6,-146.6,-146.6,-146.6,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-25.5,-25.5,-25.5,-25.5,1.0,0.0,8.0,1.0,941.0,941.0,941.0,941.0,1.0,0.0,8.0,1.0,940.0,940.0,940.0,940.0,1.0,0.0,8.0,1.0
2011,12,24144,-179.6,-27.4,24.0,24.0,24.0,24.0,1.0,0.0,20.0,0.0,22.0,22.0,22.0,22.0,1.0,0.0,20.0,0.0,12.16,12.16,12.16,12.16,1.0,0.0,20.0,0.0,74.2,74.2,74.2,74.2,1.0,0.0,20.0,0.0,8.7,8.7,8.7,8.7,1.0,0.0,20.0,0.0,-5.59,-5.59,-5.59,-5.59,1.0,0.0,20.0,0.0,6.66,6.66,6.66,6.66,1.0,0.0,20.0,0.0,1015.4,1015.4,1015.4,1015.4,1.0,0.0,20.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,20.0,0.0,-48.7,-48.7,-48.7,-48.7,1.0,0.0,20.0,0.0,58.0,58.0,58.0,58.0,1.0,0.0,20.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,20.0,0.0,17.4,17.4,17.4,17.4,1.0,0.0,20.0,0.0,6.41,6.41,6.41,6.41,1.0,0.0,20.0,0.0,55.8,55.8,55.8,55.8,1.0,0.0,20.0,0.0,-123.0,-123.0,-123.0,-123.0,1.0,0.0,20.0,0.0,146.6,146.6,146.6,146.6,1.0,0.0,20.0,0.0,-68.0,-68.0,-68.0,-68.0,1.0,0.0,20.0,0.0,81.0,81.0,81.0,81.0,1.0,0.0,20.0,0.0,-35.9,-35.9,-35.9,-35.9,1.0,0.0,20.0,0.0,42.7,42.7,42.7,42.7,1.0,0.0,20.0,0.0,658.5,658.5,658.5,658.5,1.0,0.0,20.0,0.0,660.0,660.0,660.0,660.0,1.0,0.0,20.0,0.0
