Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2019,9,24237,-179.9,-23.4,5.1,5.1,5.1,5.1,1.0,0.0,12.0,0.0,-3.91,-3.91,-3.91,-3.91,1.0,0.0,12.0,0.0,3.28,3.28,3.28,3.28,1.0,0.0,12.0,0.0,1019.1,1019.1,1019.1,1019.1,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,12.0,0.0,-19.9,-19.9,-19.9,-19.9,1.0,0.0,12.0,0.0,16.7,16.7,16.7,16.7,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,-82.0,-82.0,-82.0,1.0,0.0,12.0,0.0,68.8,68.8,68.8,68.8,1.0,0.0,12.0,0.0,-57.2,-57.2,-57.2,-57.2,1.0,0.0,12.0,0.0,48.0,48.0,48.0,48.0,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,24237,-179.9,-15.2,8.2,8.2,8.2,8.2,1.0,0.0,12.0,0.0,-7.71,-7.71,-7.71,-7.71,1.0,0.0,12.0,0.0,-2.8,-2.8,-2.8,-2.8,1.0,0.0,12.0,0.0,1013.6,1013.6,1013.6,1013.6,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,24237,-179.8,31.9,10.3,10.3,10.3,10.3,1.0,0.0,20.0,0.0,-5.15,-5.15,-5.15,-5.15,1.0,0.0,20.0,0.0,-8.92,-8.92,-8.92,-8.92,1.0,0.0,20.0,0.0,1008.0,1008.0,1008.0,1008.0,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,24237,-179.8,38.5,5.1,5.1,5.1,5.1,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,-5.1,-5.1,-5.1,-5.1,1.0,0.0,16.0,0.0,1016.4,1016.4,1016.4,1016.4,1.0,0.0,16.0,0.0,23.0,23.0,23.0,23.0,1.0,0.0,16.0,0.0,19.0,19.0,19.0,19.0,1.0,0.0,16.0,0.0,10.96,10.96,10.96,10.96,1.0,0.0,16.0,0.0,80.6,80.6,80.6,80.6,1.0,0.0,16.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,-26.0,-26.0,-26.0,-26.0,1.0,0.0,16.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,16.0,0.0,20.4,20.4,20.4,20.4,1.0,0.0,16.0,0.0,6.49,6.49,6.49,6.49,1.0,0.0,16.0,0.0,33.1,33.1,33.1,33.1,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,-96.9,-96.9,-96.9,-96.9,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,-55.9,-55.9,-55.9,-55.9,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,-33.1,-33.1,-33.1,-33.1,1.0,0.0,16.0,0.0,132.5,132.5,132.5,132.5,1.0,0.0,16.0,0.0,135.0,135.0,135.0,135.0,1.0,0.0,16.0,0.0
2019,9,24237,-179.7,34.9,4.6,4.6,4.6,4.6,2.0,0.0,8.0,1.0,-4.53,-4.53,-4.53,-4.53,2.0,0.0,8.0,1.0,0.8,0.8,0.8,0.8,2.0,0.0,8.0,1.0,1014.5,1014.5,1014.5,1014.5,2.0,0.0,8.0,1.0,25.0,25.0,25.0,25.0,2.0,0.0,8.0,1.0,23.0,23.0,23.0,23.0,2.0,0.0,8.0,1.0,14.43,14.43,14.43,14.43,2.0,0.0,8.0,1.0,82.7,82.7,82.7,82.7,2.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,8.0,1.0,-20.8,-20.8,-20.8,-20.8,2.0,0.0,8.0,1.0,3.7,3.7,3.7,3.7,2.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,8.0,1.0,9.2,9.2,9.2,9.2,2.0,0.0,8.0,1.0,5.32,5.32,5.32,5.32,2.0,0.0,8.0,1.0,24.4,24.4,24.4,24.4,2.0,0.0,8.0,1.0,-104.2,-104.2,-104.2,-104.2,2.0,0.0,8.0,1.0,18.4,18.4,18.4,18.4,2.0,0.0,8.0,1.0,-65.4,-65.4,-65.4,-65.4,2.0,0.0,8.0,1.0,11.5,11.5,11.5,11.5,2.0,0.0,8.0,1.0,-24.1,-24.1,-24.1,-24.1,2.0,0.0,8.0,1.0,4.2,4.2,4.2,4.2,2.0,0.0,8.0,1.0,97.5,97.5,97.5,97.5,2.0,0.0,8.0,1.0,95.0,95.0,95.0,95.0,2.0,0.0,8.0,1.0
2019,9,24237,-179.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,-0.8,1.3,-0.8,2.0,4.4,20.0,1.0,2.5,3.1,3.7,3.1,2.0,1.3,20.0,1.0,1091.5,3308.0,4509.0,2892.5,5.0,2043.5,18.0,0.8,1090.0,3310.0,4510.0,2895.0,5.0,2045.0,18.0,0.8
2019,9,24237,-179.7,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,8.0,0.7,41.2,74.5,131.6,88.0,5.0,62.8,12.0,0.8,-3.9,24.7,82.5,33.9,5.0,49.5,12.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,24237,-179.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,29.6,29.6,29.6,1.0,0.0,16.0,0.0,28.0,28.0,28.0,28.0,1.0,0.0,16.0,0.0,20.08,20.08,20.08,20.08,1.0,0.0,16.0,0.0,84.8,84.8,84.8,84.8,1.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,24237,-179.6,42.5,2.6,2.6,2.6,2.6,1.0,0.0,28.0,0.0,1.99,1.99,1.99,1.99,1.0,0.0,28.0,0.0,-1.67,-1.67,-1.67,-1.67,1.0,0.0,28.0,0.0,1017.2,1017.2,1017.2,1017.2,1.0,0.0,28.0,0.0,16.4,16.4,16.4,16.4,1.0,0.0,28.0,0.0,14.2,14.2,14.2,14.2,1.0,0.0,28.0,0.0,7.03,7.03,7.03,7.03,1.0,0.0,28.0,0.0,70.4,70.4,70.4,70.4,1.0,0.0,28.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,28.0,0.0,5.2,5.2,5.2,5.2,1.0,0.0,28.0,0.0,-4.3,-4.3,-4.3,-4.3,1.0,0.0,28.0,0.0,2.2,2.2,2.2,2.2,1.0,0.0,28.0,0.0,5.7,5.7,5.7,5.7,1.0,0.0,28.0,0.0,4.5,4.5,4.5,4.5,1.0,0.0,28.0,0.0,11.7,11.7,11.7,11.7,1.0,0.0,28.0,0.0,28.3,28.3,28.3,28.3,1.0,0.0,28.0,0.0,-23.7,-23.7,-23.7,-23.7,1.0,0.0,28.0,0.0,14.0,14.0,14.0,14.0,1.0,0.0,28.0,0.0,-11.7,-11.7,-11.7,-11.7,1.0,0.0,28.0,0.0,9.0,9.0,9.0,9.0,1.0,0.0,28.0,0.0,-7.5,-7.5,-7.5,-7.5,1.0,0.0,28.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,28.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,28.0,0.0
2019,9,24237,-179.6,44.4,9.08,11.3,12.7,11.6,7.0,4.78,22.0,0.7,-7.91,2.96,11.18,2.8,7.0,8.56,22.0,0.7,-2.13,3.52,9.96,4.71,7.0,8.46,22.0,0.7,1016.81,1017.1,1021.1,1018.54,7.0,2.79,22.0,0.7,13.77,15.0,15.62,14.53,7.0,2.66,22.0,0.7,12.95,14.0,15.1,14.14,7.0,1.68,22.0,0.7,6.6,7.95,8.64,7.68,5.0,1.43,20.0,0.6,67.0,79.9,86.8,77.4,5.0,10.4,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,0.0,2.52,0.39,7.0,2.22,22.0,0.7,-2.0,0.0,21.2,3.6,7.0,23.5,22.0,0.7,1.45,3.2,3.93,2.69,5.0,2.1,20.0,0.6,4.9,41.3,59.5,33.5,5.0,30.8,20.0,0.6,-111.2,38.4,135.8,34.8,7.0,119.3,22.0,0.7,-25.8,45.8,142.3,76.6,7.0,136.9,22.0,0.7,15.3,62.4,79.0,49.5,5.0,36.3,20.0,0.6,-22.7,15.3,89.8,37.2,5.0,92.9,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
