Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2013,3,24159,-179.9,-34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.7,-43.9,-43.1,-43.9,2.0,1.7,26.0,0.5,39.9,44.3,48.8,44.3,2.0,9.2,26.0,0.5,605.5,1443.0,1728.0,1173.5,3.0,855.0,18.0,0.7,605.0,1445.0,1730.0,1175.0,3.0,855.0,18.0,0.7
2013,3,24159,-179.8,17.4,26.0,26.0,26.0,26.0,1.0,0.0,10.0,1.0,25.32,26.0,26.68,26.0,2.0,1.41,10.0,0.5,13.92,14.08,14.25,14.08,2.0,0.34,10.0,0.5,65.6,67.5,69.3,67.5,2.0,3.9,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,1.0,-2.6,-2.6,-2.6,-2.6,1.0,0.0,10.0,1.0,6.62,6.62,6.62,6.62,1.0,0.0,10.0,1.0,17.2,17.2,17.2,17.2,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2,-16.2,-16.2,-16.2,1.0,0.0,10.0,1.0,5.9,5.9,5.9,5.9,1.0,0.0,10.0,1.0,36.0,75.0,114.5,75.0,2.0,81.5,10.0,0.5,35.0,75.0,115.0,75.0,2.0,80.0,10.0,0.5
2013,3,24159,-179.8,53.6,2.0,2.0,2.0,2.0,1.0,0.0,16.0,0.0,2.5,2.5,2.5,2.5,1.0,0.0,16.0,0.0,4.16,4.16,4.16,4.16,1.0,0.0,16.0,0.0,91.8,91.8,91.8,91.8,1.0,0.0,16.0,0.0,13.0,13.0,13.0,13.0,1.0,0.0,16.0,0.0,9.96,9.96,9.96,9.96,1.0,0.0,16.0,0.0,8.36,8.36,8.36,8.36,1.0,0.0,16.0,0.0,1010.5,1010.5,1010.5,1010.5,1.0,0.0,16.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,16.0,0.0,129.5,129.5,129.5,129.5,1.0,0.0,16.0,0.0,108.6,108.6,108.6,108.6,1.0,0.0,16.0,0.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,16.0,0.0,-6.5,-6.5,-6.5,-6.5,1.0,0.0,16.0,0.0,0.21,0.21,0.21,0.21,1.0,0.0,16.0,0.0,2.8,2.8,2.8,2.8,1.0,0.0,16.0,0.0,24.9,24.9,24.9,24.9,1.0,0.0,16.0,0.0,20.9,20.9,20.9,20.9,1.0,0.0,16.0,0.0,41.4,41.4,41.4,41.4,1.0,0.0,16.0,0.0,34.8,34.8,34.8,34.8,1.0,0.0,16.0,0.0,2.1,2.1,2.1,2.1,1.0,0.0,16.0,0.0,1.8,1.8,1.8,1.8,1.0,0.0,16.0,0.0,2197.0,2197.0,2197.0,2197.0,1.0,0.0,16.0,0.0,2195.0,2195.0,2195.0,2195.0,1.0,0.0,16.0,0.0
2013,3,24159,-179.8,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,8.7,8.7,1.0,0.0,24.0,0.0,4.35,4.35,4.35,4.35,1.0,0.0,24.0,0.0,7.53,7.53,7.53,7.53,1.0,0.0,24.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0,0.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,24159,-179.7,-36.3,18.0,18.0,18.0,18.0,1.0,0.0,18.0,1.0,19.3,19.45,19.76,19.53,4.0,0.34,26.0,1.0,8.73,8.85,11.88,10.24,4.0,2.93,26.0,1.0,63.2,63.7,82.8,72.6,4.0,18.3,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,18.0,1.0,-25.5,-21.7,41.4,6.6,4.0,61.0,26.0,1.0,-100.8,-20.6,-14.5,-56.0,4.0,76.0,26.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,18.0,1.0,-28.0,-28.0,-28.0,-28.0,1.0,0.0,18.0,1.0,-1.73,-1.73,-1.73,-1.73,1.0,0.0,18.0,1.0,-24.2,-24.2,-24.2,-24.2,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,-12.1,-12.1,-12.1,1.0,0.0,18.0,1.0,21.0,21.0,21.0,21.0,1.0,0.0,18.0,1.0,157.5,185.0,1526.0,812.0,4.0,1288.5,26.0,1.0,160.0,185.0,1525.0,810.0,4.0,1290.0,26.0,1.0
2013,3,24159,-179.7,-34.2,20.66,21.0,21.14,20.9,3.0,0.36,18.0,0.7,19.5,19.5,19.98,19.73,3.0,0.4,18.0,0.7,9.52,9.75,9.97,9.75,2.0,0.46,26.0,0.5,68.5,70.1,71.7,70.1,2.0,3.3,26.0,0.5,7.68,11.3,11.98,9.87,3.0,3.39,18.0,0.7,-8.74,-7.26,1.54,-3.68,3.0,8.14,18.0,0.7,3.91,7.91,8.42,6.2,3.0,3.62,18.0,0.7,1013.72,1023.0,1024.37,1019.13,3.0,8.49,18.0,0.7,3.3,6.0,6.7,5.0,3.0,2.6,18.0,0.7,-105.2,-82.1,-3.0,-54.7,3.0,78.5,18.0,0.7,39.3,97.2,97.6,69.1,3.0,49.2,18.0,0.7,1.0,1.0,1.34,1.17,3.0,0.29,18.0,0.7,8.0,12.3,15.5,11.8,3.0,5.5,18.0,0.7,4.96,5.33,5.7,5.33,2.0,0.77,26.0,0.5,60.0,62.6,65.2,62.6,2.0,5.4,26.0,0.5,-170.4,-141.6,32.8,-70.5,3.0,161.1,18.0,0.7,77.2,154.2,164.2,121.5,3.0,69.7,18.0,0.7,-90.7,-81.7,-72.6,-81.7,2.0,18.7,26.0,0.5,80.0,80.6,81.2,80.6,2.0,1.3,26.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,24159,-179.7,31.0,17.0,17.0,17.0,17.0,2.0,0.0,6.0,0.0,22.0,22.0,22.0,22.0,2.0,0.0,6.0,0.0,16.52,16.52,16.52,16.52,2.0,0.0,6.0,0.0,100.0,100.0,100.0,100.0,2.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,24159,-179.7,33.2,17.1,17.1,17.1,17.1,1.0,0.0,18.0,1.0,17.0,17.0,17.0,17.0,1.0,0.0,18.0,1.0,11.68,11.68,11.68,11.68,1.0,0.0,18.0,1.0,96.9,96.9,96.9,96.9,1.0,0.0,18.0,1.0,13.9,13.9,13.9,13.9,1.0,0.0,18.0,1.0,6.95,6.95,6.95,6.95,1.0,0.0,18.0,1.0,12.04,12.04,12.04,12.04,1.0,0.0,18.0,1.0,1010.8,1010.8,1010.8,1010.8,1.0,0.0,18.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,18.0,1.0,96.6,96.6,96.6,96.6,1.0,0.0,18.0,1.0,167.3,167.3,167.3,167.3,1.0,0.0,18.0,1.0,0.1,0.1,0.1,0.1,1.0,0.0,18.0,1.0,1.4,1.4,1.4,1.4,1.0,0.0,18.0,1.0,0.46,0.46,0.46,0.46,1.0,0.0,18.0,1.0,6.4,6.4,6.4,6.4,1.0,0.0,18.0,1.0,118.2,118.2,118.2,118.2,1.0,0.0,18.0,1.0,204.6,204.6,204.6,204.6,1.0,0.0,18.0,1.0,81.2,81.2,81.2,81.2,1.0,0.0,18.0,1.0,140.6,140.6,140.6,140.6,1.0,0.0,18.0,1.0,3.2,3.2,3.2,3.2,1.0,0.0,18.0,1.0,5.5,5.5,5.5,5.5,1.0,0.0,18.0,1.0,2685.5,2685.5,2685.5,2685.5,1.0,0.0,18.0,1.0,2685.0,2685.0,2685.0,2685.0,1.0,0.0,18.0,1.0
2013,3,24159,-179.7,42.5,9.0,9.0,9.0,9.0,1.0,0.0,18.0,0.0,10.0,10.0,10.0,10.0,1.0,0.0,18.0,0.0,7.7,7.7,7.7,7.7,1.0,0.0,18.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,18.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,18.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0,0.0,18.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,86.5,86.5,86.5,86.5,1.0,0.0,18.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,18.0,0.0,-9.3,-9.3,-9.3,-9.3,1.0,0.0,18.0,0.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,18.0,0.0,-4.7,-4.7,-4.7,-4.7,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,93.0,93.0,93.0,93.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,71.6,71.6,71.6,71.6,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,-4.7,-4.7,-4.7,-4.7,1.0,0.0,18.0,0.0,804.5,804.5,804.5,804.5,1.0,0.0,18.0,0.0,805.0,805.0,805.0,805.0,1.0,0.0,18.0,0.0
2013,3,24159,-179.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.1,-5.3,17.6,-13.0,3.0,45.7,16.0,0.0,-45.2,-30.3,23.9,-11.1,3.0,53.2,16.0,0.0,-36.1,-5.8,13.6,-11.1,3.0,36.8,16.0,0.0,-39.2,-32.6,16.4,-11.9,3.0,44.5,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
