Year,Month,Longitude,Latitude,Ss1,Ss3,Ss5,Sm,Sn,Ss,Sd,Sht,As1,As3,As5,Am,An,As,Ad,Aht,Qs1,Qs3,Qs5,Qm,Qn,Qs,Qd,Qht,Rs1,Rs3,Rs5,Rm,Rn,Rs,Rd,Rht,Ws1,Ws3,Ws5,Wm,Wn,Ws,Wd,Wht,Us1,Us3,Us5,Um,Un,Us,Ud,Uht,Vs1,Vs3,Vs5,Vm,Vn,Vs,Vd,Vht,Ps1,Ps3,Ps5,Pm,Pn,Ps,Pd,Pht,Cs1,Cs3,Cs5,Cm,Cn,Cs,Cd,Cht,Xs1,Xs3,Xs5,Xm,Xn,Xs,Xd,Xht,Ys1,Ys3,Ys5,Ym,Yn,Ys,Yd,Yht,Ds1,Ds3,Ds5,Dm,Dn,Ds,Dd,Dht,Es1,Es3,Es5,Em,En,Es,Ed,Eht,Fs1,Fs3,Fs5,Fm,Fn,Fs,Fd,Fht,Gs1,Gs3,Gs5,Gm,Gn,Gs,Gd,Ght,Is1,Is3,Is5,Im,In,Is,Id,Iht,Js1,Js3,Js5,Jm,Jn,Js,Jd,Jht,Ks1,Ks3,Ks5,Km,Kn,Ks,Kd,Kht,Ls1,Ls3,Ls5,Lm,Ln,Ls,Ld,Lht,Ms1,Ms3,Ms5,Mm,Mn,Ms,Md,Mht,Ns1,Ns3,Ns5,Nm,Nn,Ns,Nd,Nht,B1s1,B1s3,B1s5,B1m,B1n,B1s,B1d,B1ht,B2s1,B2s3,B2s5,B2m,B2n,B2s,B2d,B2ht
1986,8,-179.8,-37.4,14.7,14.8,15.22,14.95,4.0,0.44,14.0,0.5,11.73,13.45,14.87,13.3,6.0,1.92,18.0,0.5,7.82,9.24,10.14,8.99,4.0,1.83,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,2.09,1.05,4.0,1.9,14.0,0.5,0.5,0.8,14.2,7.0,4.0,12.7,14.0,0.5,0.68,1.36,2.61,1.63,4.0,1.53,14.0,0.5,3.4,6.3,16.1,9.6,4.0,10.6,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.1,0.5,1.1,-4.3,4.0,10.0,14.0,0.5,-6.2,-3.5,8.1,0.8,4.0,10.6,14.0,0.5,97.5,269.5,697.5,424.0,6.0,442.0,18.0,0.5,95.0,270.0,700.0,425.0,6.0,440.0,18.0,0.5
1986,8,-179.8,-37.3,,,,,,,,,,,,,,,,,,,,,,,,,84.9,87.8,94.2,89.5,4.0,7.5,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.7,3.4,5.0,3.4,16.0,0.6,-39.3,-6.6,3.7,-16.4,6.0,25.1,18.0,0.5,-40.6,4.0,34.1,-10.0,6.0,58.6,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8,-179.8,-21.4,,,,,,,,,,,,,,,,,,,,,,,,,65.4,69.6,85.9,75.5,3.0,15.9,16.0,0.0,3.05,5.1,8.65,5.83,3.0,4.15,16.0,0.0,-3.6,-0.36,6.49,1.4,3.0,7.55,16.0,0.0,-1.41,0.0,2.4,0.48,3.0,2.83,16.0,0.0,1010.84,1013.4,1015.12,1012.82,5.0,3.53,14.0,0.2,2.3,3.0,3.7,3.0,3.0,1.0,16.0,0.0,-18.0,-0.8,67.8,24.3,3.0,66.5,16.0,0.0,-3.0,0.0,24.8,10.6,3.0,22.3,16.0,0.0,0.69,1.3,2.05,1.37,3.0,1.0,16.0,0.0,2.7,6.6,19.0,10.7,3.0,12.5,16.0,0.0,3.28,7.07,7.37,5.37,3.0,3.34,16.0,0.0,13.6,36.0,64.3,38.9,3.0,37.2,16.0,0.0,-76.4,-8.1,140.1,30.9,3.0,162.2,16.0,0.0,-31.5,0.0,51.9,10.0,3.0,61.7,16.0,0.0,-36.3,-5.7,72.2,17.4,3.0,82.0,16.0,0.0,-22.1,0.0,27.0,2.4,3.0,36.0,16.0,0.0,-24.8,-0.6,49.5,12.1,3.0,55.5,16.0,0.0,-2.1,0.0,18.1,7.8,3.0,16.3,16.0,0.0,48.5,132.5,788.0,411.5,3.0,593.0,16.0,0.0,50.0,135.0,790.0,410.0,3.0,595.0,16.0,0.0
1986,8,-179.8,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,1.05,1.77,1.05,2.0,1.48,20.0,0.5,-0.88,-0.52,-0.17,-0.52,2.0,0.74,20.0,0.5,0.29,0.91,1.53,0.91,2.0,1.29,20.0,0.5,1012.32,1012.8,1013.28,1012.8,2.0,0.99,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8,-179.7,-37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.45,8.74,6.85,6.0,2.37,18.0,0.5,-5.54,-1.06,0.8,-2.13,6.0,3.33,18.0,0.5,-5.82,-0.22,4.62,-0.94,6.0,6.66,18.0,0.5,998.0,1001.3,1012.04,1004.42,6.0,7.84,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.5,-12.7,11.7,-23.9,6.0,40.0,18.0,0.5,-87.4,-10.3,54.1,-22.4,6.0,93.2,18.0,0.5,-17.5,3.7,7.4,-4.7,4.0,19.5,14.0,0.5,-81.9,-41.9,-5.2,-43.5,4.0,59.8,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8,-179.7,-31.2,14.79,16.5,17.39,16.1,3.0,1.93,20.0,0.3,14.54,15.5,16.18,15.37,3.0,1.21,20.0,0.3,8.06,9.81,10.34,9.22,3.0,1.74,20.0,0.3,76.6,83.5,93.9,85.2,3.0,12.8,20.0,0.3,3.23,4.6,6.03,4.63,3.0,2.05,20.0,0.3,-1.75,0.0,3.09,0.66,3.0,3.59,20.0,0.3,-0.69,-0.45,4.43,1.82,3.0,4.23,20.0,0.3,1009.01,1019.8,1027.99,1018.53,3.0,13.94,20.0,0.3,4.3,5.0,6.4,5.3,3.0,1.5,20.0,0.3,-4.5,0.0,14.2,4.7,3.0,14.3,20.0,0.3,-2.9,-1.2,30.3,13.3,3.0,27.3,20.0,0.3,-0.61,1.3,2.05,0.73,3.0,2.01,20.0,0.3,-0.8,6.0,12.9,6.1,3.0,10.0,20.0,0.3,0.36,2.97,3.89,2.14,3.0,2.69,20.0,0.3,2.8,13.6,24.1,13.5,3.0,15.6,20.0,0.3,-27.1,0.0,51.0,11.7,3.0,58.1,20.0,0.3,-11.2,-7.0,62.3,24.8,3.0,60.4,20.0,0.3,-18.5,0.0,30.3,5.8,3.0,36.1,20.0,0.3,-6.9,-4.8,31.7,12.0,3.0,31.7,20.0,0.3,0.7,2.2,9.9,5.2,3.0,7.2,20.0,0.3,-1.5,0.4,19.9,9.0,3.0,17.3,20.0,0.3,43.0,97.5,236.0,138.5,3.0,146.0,20.0,0.3,45.0,95.0,235.0,140.0,3.0,145.0,20.0,0.3
1986,8,-179.7,-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,12.9,13.92,11.33,3.0,4.08,16.0,0.3,-10.56,-9.26,1.57,-4.61,3.0,9.75,16.0,0.3,1.25,6.45,9.58,5.44,3.0,6.16,16.0,0.3,1008.94,1018.35,1025.61,1017.33,4.0,9.73,16.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-186.0,-165.7,37.0,-76.6,3.0,180.7,16.0,0.3,20.0,112.9,170.6,95.7,3.0,111.3,16.0,0.3,-113.2,-107.2,19.5,-48.3,3.0,109.8,16.0,0.3,11.8,66.9,108.5,60.3,3.0,71.0,16.0,0.3,-22.6,-20.0,6.9,-8.1,3.0,23.9,16.0,0.3,2.0,13.7,20.6,11.4,3.0,13.8,16.0,0.3,886.5,2146.5,2719.5,1811.0,3.0,1373.5,16.0,0.3,885.0,2145.0,2720.0,1810.0,3.0,1375.0,16.0,0.3
1986,8,-179.7,-21.6,22.13,22.7,23.68,22.84,5.0,0.96,14.0,0.2,21.33,21.6,22.08,21.7,3.0,0.56,16.0,0.0,10.32,11.21,14.22,12.25,3.0,3.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8,-179.7,8.3,27.6,27.8,28.89,28.23,3.0,1.02,20.0,0.7,27.19,27.6,27.87,27.53,3.0,0.5,20.0,0.7,18.85,19.05,19.45,19.14,3.0,0.45,20.0,0.7,81.7,82.8,84.4,83.1,3.0,2.0,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.0,6.4,5.3,3.0,1.5,20.0,0.7,-4.9,0.0,4.9,0.0,2.0,10.2,20.0,1.0,19.9,19.9,19.9,19.9,2.0,0.0,20.0,1.0,0.3,0.5,1.11,0.7,3.0,0.62,20.0,0.7,1.1,1.6,2.1,1.6,2.0,1.0,20.0,1.0,4.24,4.66,5.71,4.96,3.0,1.11,20.0,0.7,19.0,20.0,21.0,20.0,2.0,2.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8,-179.7,26.5,,,,,,,,,,,,,,,,,,,,,,,,,74.9,84.5,92.7,84.2,6.0,9.0,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,8.0,8.0,6.0,7.0,2.6,20.0,0.6,-163.4,-87.8,-38.6,-94.9,8.0,55.1,20.0,0.5,-13.1,24.0,68.7,33.8,8.0,58.9,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
