Year,Month,Running Month,Longitude,Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2023,6,24282,-179.8,-35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3.85,13.42,6.7,6.0,5.93,26.0,0.7,-6.13,0.0,3.18,-0.29,6.0,9.14,26.0,0.7,-2.31,-2.1,0.53,-1.08,6.0,2.0,26.0,0.7,1001.95,1002.9,1003.77,1004.0,7.0,8.34,26.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105.9,0.0,57.2,-2.7,6.0,160.9,26.0,0.7,-39.7,-36.0,9.2,-18.6,6.0,34.9,26.0,0.7,-75.4,0.0,0.0,-35.3,5.0,58.9,26.0,0.6,-24.1,-20.1,-4.0,-12.9,5.0,20.4,26.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,30.0,0.0,84.8,84.8,84.8,84.8,3.0,0.0,30.0,0.0,-16.3,-15.8,-13.7,-15.0,3.0,2.0,30.0,0.0,-4.9,-2.9,-2.5,-3.6,3.0,1.9,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.8,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,8.0,0.7,92.5,96.9,98.9,95.3,19.0,5.7,20.0,0.7,18.8,34.4,51.4,35.7,19.0,20.7,20.0,0.7,16.0,28.9,52.1,28.5,19.0,20.4,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.7,32.6,-2.0,-2.0,-1.32,-1.67,3.0,0.58,24.0,0.7,-6.4,-2.6,-2.2,-4.3,3.0,3.4,24.0,0.7,-0.01,1.01,1.68,0.84,3.0,1.25,24.0,0.7,-1.0,1.0,3.9,1.4,3.0,3.6,24.0,0.7,21.0,21.0,21.68,21.33,3.0,0.58,24.0,0.7,23.0,23.0,23.0,23.0,3.0,0.0,24.0,0.7,14.27,14.29,15.33,14.79,3.0,0.89,24.0,0.7,82.7,82.7,88.5,85.6,3.0,4.9,24.0,0.7,1.51,2.6,3.62,2.57,3.0,1.55,24.0,0.7,-1.33,0.64,2.35,0.51,3.0,2.7,24.0,0.7,-0.64,0.77,2.04,0.7,3.0,1.97,24.0,0.7,1023.44,1024.6,1026.17,1024.8,3.0,2.01,24.0,0.7,5.0,5.0,5.7,5.3,3.0,0.6,24.0,0.7,82.7,82.7,88.5,85.6,3.0,4.9,24.0,0.7,-3.8,0.6,9.0,2.6,3.0,9.5,24.0,0.7,-2.1,0.8,7.6,2.7,3.0,7.3,24.0,0.7,-30.7,14.8,54.0,11.7,3.0,62.1,24.0,0.7,-14.8,17.6,47.0,16.1,3.0,45.3,24.0,0.7,-19.1,9.2,36.8,8.9,3.0,40.9,24.0,0.7,-9.2,10.9,31.9,11.3,3.0,30.1,24.0,0.7,-3.5,-1.5,0.0,-1.8,3.0,2.6,24.0,0.7,-2.2,-1.3,0.1,-1.0,3.0,1.7,24.0,0.7,6.5,17.5,52.5,29.0,3.0,35.5,24.0,0.7,5.0,20.0,55.0,30.0,3.0,35.0,24.0,0.7
2023,6,24282,-179.6,-33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,5.1,7.61,5.32,11.0,2.36,24.0,0.5,-7.31,-3.38,3.88,-2.19,11.0,5.15,24.0,0.5,-1.75,0.0,2.46,0.14,11.0,2.19,24.0,0.5,1001.18,1002.2,1003.71,1002.45,13.0,1.41,24.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127.0,-55.5,65.1,-37.9,11.0,89.7,24.0,0.5,-28.4,0.0,43.4,3.6,11.0,37.6,24.0,0.5,-71.0,-34.4,37.0,-22.6,11.0,49.5,24.0,0.5,-17.0,0.0,23.9,0.6,11.0,21.1,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.6,-33.4,1.0,1.0,1.0,1.0,1.0,0.0,24.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,24.0,0.0,5.23,5.23,5.23,5.23,1.0,0.0,24.0,0.0,35.1,35.1,35.1,35.1,1.0,0.0,24.0,0.0,19.0,19.0,19.0,19.0,1.0,0.0,24.0,0.0,16.4,17.0,17.61,17.05,13.0,0.59,24.0,0.4,9.41,9.71,10.16,9.71,13.0,0.51,24.0,0.4,76.0,81.4,84.8,79.9,13.0,6.2,24.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,24.0,0.0,76.0,81.4,84.8,79.9,13.0,6.2,24.0,0.4,-55.9,-12.2,17.5,-17.1,11.0,36.1,24.0,0.5,-7.4,0.0,17.7,3.3,11.0,12.8,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,30.4,30.4,30.4,1.0,0.0,24.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,24.0,0.0,31.0,132.5,447.0,228.0,11.0,209.5,24.0,0.5,30.0,135.0,445.0,230.0,11.0,210.0,24.0,0.5
2023,6,24282,-179.6,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,4.5,4.84,4.5,2.0,0.71,8.0,1.0,-4.36,-3.63,-2.91,-3.63,2.0,1.5,8.0,1.0,-2.85,-2.39,-1.92,-2.39,2.0,0.96,8.0,1.0,1021.08,1021.25,1021.42,1021.25,2.0,0.35,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.6,38.7,-1.0,0.0,1.1,0.2,5.0,1.64,8.0,0.4,-8.0,0.0,15.2,5.0,5.0,21.0,8.0,0.4,1.92,2.74,3.2,2.57,4.0,0.79,8.0,0.5,11.3,25.7,41.9,26.6,4.0,17.7,8.0,0.5,15.63,16.0,17.0,16.2,5.0,0.84,8.0,0.4,15.27,16.0,17.0,16.0,5.0,1.22,8.0,0.4,8.37,9.25,9.7,9.05,4.0,0.84,8.0,0.5,75.8,80.9,85.4,80.6,4.0,7.5,8.0,0.5,6.31,9.8,12.88,9.62,5.0,3.63,8.0,0.4,-4.65,-3.28,1.74,-1.58,5.0,4.03,8.0,0.4,-2.29,5.36,9.88,3.4,5.0,9.75,8.0,0.4,1012.22,1019.5,1022.02,1017.62,5.0,5.8,8.0,0.4,6.6,7.0,8.0,7.2,5.0,0.8,8.0,0.4,75.8,80.9,85.4,80.6,4.0,7.5,8.0,0.5,-37.5,-16.7,24.1,-6.0,5.0,44.1,8.0,0.4,-53.7,37.5,108.0,22.1,5.0,124.6,8.0,0.4,-77.2,-55.7,24.3,-28.8,5.0,62.0,8.0,0.4,-24.6,91.2,158.1,61.5,5.0,145.3,8.0,0.4,-38.0,-16.0,22.1,-8.3,4.0,38.3,8.0,0.5,-42.5,44.9,75.8,17.9,4.0,92.7,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.6,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,5.4,11.6,5.6,8.0,5.6,20.0,0.6,-0.1,0.0,1.3,0.0,8.0,1.7,20.0,0.6,391.0,804.5,2146.5,1226.5,21.0,965.0,16.0,0.7,390.0,805.0,2145.0,1225.0,21.0,965.0,16.0,0.7
2023,6,24282,-179.5,-37.6,-0.68,0.0,0.0,-0.33,3.0,0.58,6.0,1.0,-3.1,0.0,0.0,-1.5,3.0,2.7,6.0,1.0,2.54,2.93,3.33,2.93,2.0,0.81,8.0,1.0,42.3,47.1,51.8,47.1,2.0,9.8,8.0,1.0,17.32,18.0,18.0,17.67,3.0,0.58,6.0,1.0,18.0,18.0,18.0,18.0,3.0,0.0,6.0,1.0,9.39,9.78,10.17,9.78,2.0,0.81,8.0,1.0,74.0,77.1,80.1,77.1,2.0,6.4,8.0,1.0,8.03,15.4,16.49,12.33,3.0,6.74,6.0,1.0,-15.5,-14.47,-4.05,-9.88,3.0,9.28,6.0,1.0,-5.41,-4.53,2.16,-1.69,3.0,6.06,6.0,1.0,1021.8,1021.8,1023.44,1022.6,3.0,1.39,6.0,1.0,4.0,6.0,6.7,5.3,3.0,2.1,6.0,1.0,74.0,77.1,80.1,77.1,2.0,6.4,8.0,1.0,-256.1,-222.9,-68.2,-163.6,3.0,146.9,6.0,1.0,-74.1,-20.8,48.8,-12.9,3.0,90.2,6.0,1.0,-279.0,-260.5,-72.9,-177.9,3.0,167.1,6.0,1.0,-97.3,-81.5,38.8,-30.5,3.0,109.1,6.0,1.0,-160.3,-149.3,-138.3,-149.3,2.0,22.8,8.0,1.0,-42.9,-5.9,31.2,-5.9,2.0,76.8,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.5,-35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,15.0,15.0,1.0,0.0,30.0,1.0,17.0,17.4,17.71,17.39,7.0,0.39,26.0,0.7,9.29,9.5,10.1,9.69,6.0,0.56,26.0,0.7,73.5,77.6,82.7,78.8,6.0,6.2,26.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.5,-1.4,0.1,0.1,0.99,0.53,3.0,0.75,14.0,1.0,0.5,0.8,5.1,2.8,3.0,3.8,14.0,1.0,5.12,5.82,6.86,5.99,3.0,1.28,14.0,1.0,25.3,37.4,42.5,34.0,3.0,12.9,14.0,1.0,29.26,29.4,29.4,29.33,3.0,0.12,14.0,1.0,28.35,29.1,29.24,28.8,3.0,0.7,14.0,1.0,18.94,19.96,20.5,19.72,3.0,1.16,14.0,1.0,78.0,78.1,80.7,79.3,3.0,2.2,14.0,1.0,4.42,5.1,6.87,5.63,3.0,1.86,14.0,1.0,-6.22,-4.04,-3.95,-5.06,3.0,1.89,14.0,1.0,-3.07,-2.63,-1.32,-2.21,3.0,1.34,14.0,1.0,1007.94,1009.1,1009.44,1008.7,3.0,1.15,14.0,1.0,3.6,5.0,5.0,4.3,3.0,1.2,14.0,1.0,78.0,78.1,80.7,79.3,3.0,2.2,14.0,1.0,-44.4,-19.9,-17.6,-30.7,3.0,21.7,14.0,1.0,-19.1,-16.7,-7.3,-13.3,3.0,9.2,14.0,1.0,-182.0,-117.5,-112.0,-146.3,3.0,57.0,14.0,1.0,-87.1,-77.2,-38.6,-63.2,3.0,37.5,14.0,1.0,-125.2,-83.8,-75.8,-100.1,3.0,38.8,14.0,1.0,-58.0,-52.6,-26.8,-42.6,3.0,24.4,14.0,1.0,-37.9,-28.7,-22.3,-30.1,3.0,11.4,14.0,1.0,-21.3,-15.3,-7.2,-14.3,3.0,10.4,14.0,1.0,89.0,132.5,353.5,219.5,3.0,208.0,14.0,1.0,90.0,135.0,355.0,220.0,3.0,210.0,14.0,1.0
2023,6,24282,-179.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,4.1,4.1,3.93,3.0,0.29,30.0,0.0,-3.98,-3.85,-3.64,-3.81,3.0,0.25,30.0,0.0,-1.18,-0.71,-0.65,-0.91,3.0,0.43,30.0,0.0,1010.65,1011.2,1011.2,1010.93,3.0,0.46,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.4,-107.9,-102.0,-106.7,3.0,7.0,30.0,0.0,-33.1,-19.9,-18.3,-25.6,3.0,11.9,30.0,0.0,-79.8,-77.3,-73.1,-76.5,3.0,5.0,30.0,0.0,-23.7,-14.3,-13.1,-18.3,3.0,8.5,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,24282,-179.5,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,3.4,4.5,-0.3,3.0,7.8,20.0,0.7,-2.3,0.0,2.9,0.3,3.0,3.8,20.0,0.7,199.5,400.0,456.5,331.0,4.0,183.0,16.0,0.8,200.0,400.0,455.0,330.0,4.0,185.0,16.0,0.8
