Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
2023,3,24279,-179.9,-7.4,-7.2,0.0,7.5,0.0,19.0,6.9,8.0,0.1,-47.8,-42.4,-34.7,-41.7,19.0,5.8,8.0,0.1,69.0,132.5,185.0,132.5,20.0,59.0,10.0,0.2,70.0,135.0,185.0,135.0,20.0,60.0,10.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.1,1.3,1.14,19.0,0.17,8.0,0.1,4.9,5.7,6.8,5.8,19.0,1.2,8.0,0.1,7.88,8.46,8.7,8.35,19.0,0.43,8.0,0.1,35.1,42.4,48.5,42.2,19.0,6.0,8.0,0.1,-25.5,0.0,23.4,-1.0,19.0,23.9,8.0,0.1,-159.1,-143.3,-115.2,-141.0,19.0,19.6,8.0,0.1,-15.9,0.0,14.1,-0.8,19.0,14.9,8.0,0.1,-97.6,-89.0,-71.5,-86.8,19.0,12.7,8.0,0.1
2023,3,24279,-179.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.5,5.8,5.5,2.0,0.7,12.0,0.5,75.2,77.0,96.2,84.0,10.0,10.6,4.0,0.1,-98.9,-78.5,-41.7,-75.8,10.0,36.4,4.0,0.1,-41.9,-29.2,0.0,-22.8,10.0,21.7,4.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,22.0,0.0,56.7,65.1,71.8,64.3,3.0,11.1,24.0,0.3,-55.6,-47.7,-39.8,-47.7,2.0,16.4,22.0,0.0,2.1,6.6,11.1,6.6,2.0,9.3,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,2.0,0.0,92.4,95.5,98.6,95.5,2.0,6.4,2.0,0.0,11.4,16.7,22.0,16.7,2.0,11.0,2.0,0.0,-3.6,7.8,19.2,7.8,2.0,23.6,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.9,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,8.0,8.0,7.7,3.0,0.6,20.0,0.7,73.1,73.5,73.9,73.5,2.0,0.8,18.0,0.5,-31.1,22.7,50.8,10.4,4.0,52.4,20.0,0.8,-92.7,-52.2,-18.1,-55.3,4.0,49.1,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.9,38.9,20.3,20.3,20.3,20.3,1.0,0.0,20.0,0.0,-17.1,-17.1,-17.1,-17.1,1.0,0.0,20.0,0.0,456.5,630.5,1043.0,744.5,4.0,380.5,20.0,0.8,455.0,630.0,1045.0,745.0,4.0,380.0,20.0,0.8,12.0,12.0,12.0,12.0,1.0,0.0,20.0,0.0,7.63,9.0,13.78,10.67,3.0,4.73,22.0,0.7,4.62,4.81,4.99,4.81,2.0,0.38,18.0,0.5,73.1,73.5,73.9,73.5,2.0,0.8,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,20.0,0.0,23.1,23.1,23.1,23.1,1.0,0.0,20.0,0.0,3.45,3.45,3.45,3.45,1.0,0.0,20.0,0.0,26.6,26.6,26.6,26.6,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.8,-19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,28.0,28.0,1.0,0.0,16.0,1.0,27.0,27.0,27.0,27.0,1.0,0.0,16.0,1.0,18.8,18.8,18.8,18.8,1.0,0.0,16.0,1.0,84.2,84.2,84.2,84.2,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.8,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,29.0,29.0,1.0,0.0,18.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,4.0,1.0,22.65,22.65,22.65,22.65,1.0,0.0,4.0,1.0,85.5,85.5,85.5,85.5,1.0,0.0,4.0,1.0,4.83,6.4,7.97,6.4,2.0,3.25,10.0,1.0,-2.99,-1.78,-0.56,-1.78,2.0,2.51,10.0,1.0,-6.99,-3.32,0.34,-3.32,2.0,7.6,10.0,1.0,1015.3,1015.3,1015.3,1015.3,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,29.4,29.5,29.39,20.0,0.24,10.0,0.2,28.1,28.2,28.3,28.21,19.0,0.1,8.0,0.1,17.06,17.25,17.7,17.36,19.0,0.35,8.0,0.1,71.2,72.5,73.6,72.5,19.0,1.4,8.0,0.1,4.1,5.1,5.7,4.98,20.0,0.78,10.0,0.2,-0.99,0.0,0.8,-0.2,20.0,1.11,10.0,0.2,-5.61,-5.06,-4.1,-4.68,20.0,1.55,10.0,0.2,1008.7,1009.7,1010.8,1009.87,20.0,1.18,10.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,24279,-179.8,-1.5,-38.9,-34.5,-30.6,-34.8,26.0,4.3,6.0,0.3,-7.1,0.0,0.0,-2.8,26.0,5.7,6.0,0.3,185.0,301.0,373.0,283.5,26.0,84.0,6.0,0.3,185.0,300.0,375.0,285.0,26.0,85.0,6.0,0.3,27.5,27.6,27.8,27.64,26.0,0.12,6.0,0.3,26.8,27.0,27.1,26.98,26.0,0.18,6.0,0.3,17.57,17.81,18.09,17.8,26.0,0.3,6.0,0.3,78.3,80.2,81.7,79.9,26.0,1.6,6.0,0.3,5.7,6.7,7.2,6.5,26.0,0.67,6.0,0.3,-7.09,-6.6,-5.7,-6.4,26.0,0.65,6.0,0.3,-1.25,0.0,0.0,-0.53,26.0,1.04,6.0,0.3,1008.4,1009.8,1011.4,1009.8,26.0,1.26,6.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.8,0.66,26.0,0.14,6.0,0.3,3.1,4.2,5.4,4.3,26.0,1.2,6.0,0.3,5.06,5.35,5.83,5.44,26.0,0.37,6.0,0.3,30.8,35.5,39.3,35.4,26.0,4.3,6.0,0.3,-189.4,-178.8,-153.8,-172.7,26.0,17.4,6.0,0.3,-33.8,0.0,0.0,-14.1,26.0,28.2,6.0,0.3,-124.6,-117.3,-100.3,-114.0,26.0,12.0,6.0,0.3,-22.3,0.0,0.0,-9.4,26.0,18.6,6.0,0.3
