Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1968,9,23625,-179.9,-45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.2,0.7,33.6,0.7,2.0,68.1,10.0,1.0,-43.1,-14.2,14.8,-14.2,2.0,59.9,10.0,1.0,-34.4,-34.4,-34.4,-34.4,1.0,0.0,8.0,1.0,-41.0,-41.0,-41.0,-41.0,1.0,0.0,8.0,1.0
1968,9,23625,-179.9,-29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.1,4.1,4.1,1.0,0.0,10.0,1.0,3.85,3.85,3.85,3.85,1.0,0.0,10.0,1.0,1.4,1.4,1.4,1.4,1.0,0.0,10.0,1.0,1012.9,1012.9,1012.9,1012.9,1.0,0.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,10.0,1.0,96.9,96.9,96.9,96.9,1.0,0.0,10.0,1.0,15.8,15.8,15.8,15.8,1.0,0.0,10.0,1.0,5.7,5.7,5.7,5.7,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,72.4,72.4,72.4,1.0,0.0,10.0,1.0,26.4,26.4,26.4,26.4,1.0,0.0,10.0,1.0,50.4,50.4,50.4,50.4,1.0,0.0,10.0,1.0,18.3,18.3,18.3,18.3,1.0,0.0,10.0,1.0
1968,9,23625,-179.9,54.1,-15.7,-15.7,-15.7,-15.7,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,332.0,605.0,1219.0,767.5,4.0,679.5,8.0,0.8,330.0,605.0,1220.0,770.0,4.0,680.0,8.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,23625,-179.8,-45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,6.0,7.5,6.43,3.0,1.59,8.0,1.0,-3.88,-0.89,3.27,-0.32,3.0,5.26,8.0,1.0,-5.88,-5.02,0.45,-2.77,3.0,5.03,8.0,1.0,1008.92,1008.95,1008.98,1008.95,2.0,0.07,8.0,1.0,4.3,5.0,5.7,5.0,3.0,1.0,8.0,1.0,91.6,91.6,91.6,91.6,1.0,0.0,8.0,1.0,-30.9,-4.5,19.8,-5.5,3.0,37.2,8.0,1.0,-43.3,-25.6,4.2,-19.7,3.0,35.1,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,23625,-179.8,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,18.0,18.34,18.0,2.0,0.71,30.0,0.0,17.66,18.0,18.34,18.0,2.0,0.71,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,995.84,998.5,999.93,997.9,3.0,3.04,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,23625,-179.7,-41.8,7.0,11.1,15.3,11.1,2.0,8.6,24.0,0.5,12.9,19.2,25.6,19.2,2.0,13.1,24.0,0.5,493.5,1269.5,2045.5,1269.5,2.0,1607.5,24.0,0.5,495.0,1270.0,2045.0,1270.0,2.0,1610.0,24.0,0.5,11.66,12.0,12.34,12.0,2.0,0.71,24.0,0.5,9.42,10.55,11.68,10.55,2.0,2.33,24.0,0.5,5.26,5.72,6.19,5.72,2.0,0.97,24.0,0.5,71.5,71.7,71.8,71.7,2.0,0.3,24.0,0.5,6.42,9.25,12.08,9.25,2.0,5.87,24.0,0.5,2.66,3.37,4.09,3.37,2.0,1.48,24.0,0.5,4.24,7.87,11.51,7.87,2.0,7.53,24.0,0.5,998.16,1006.45,1014.74,1006.45,2.0,17.18,24.0,0.5,3.2,3.5,3.8,3.5,2.0,0.7,24.0,0.5,71.5,71.7,71.8,71.7,2.0,0.3,24.0,0.5,23.9,26.9,29.8,26.9,2.0,6.1,24.0,0.5,39.0,94.9,150.8,94.9,2.0,115.8,24.0,0.5,-0.02,1.45,2.92,1.45,2.0,3.04,24.0,0.5,-5.0,4.5,14.0,4.5,2.0,19.6,24.0,0.5,2.44,3.03,3.62,3.03,2.0,1.23,24.0,0.5,21.3,24.4,27.5,24.4,2.0,6.4,24.0,0.5,30.1,33.8,37.6,33.8,2.0,7.7,24.0,0.5,44.6,91.8,139.0,91.8,2.0,97.8,24.0,0.5,16.1,18.6,21.1,18.6,2.0,5.2,24.0,0.5,24.2,48.7,73.1,48.7,2.0,50.7,24.0,0.5
1968,9,23625,-179.7,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.2,7.2,7.2,1.0,0.0,30.0,1.0,-6.24,-6.24,-6.24,-6.24,1.0,0.0,30.0,1.0,3.6,3.6,3.6,3.6,1.0,0.0,30.0,1.0,1007.0,1007.0,1007.0,1007.0,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,23625,-179.7,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,11.3,11.98,9.23,3.0,4.47,8.0,1.0,3.7,8.66,9.18,6.49,3.0,4.43,8.0,1.0,-7.7,-7.26,0.32,-3.77,3.0,6.61,8.0,1.0,1005.86,1007.7,1008.25,1007.07,3.0,1.83,8.0,1.0,8.0,8.0,8.0,8.0,3.0,0.0,8.0,1.0,81.7,83.4,85.1,83.4,2.0,3.4,8.0,1.0,35.0,97.8,110.2,73.2,3.0,59.1,8.0,1.0,-92.4,-82.1,-15.3,-54.5,3.0,61.4,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,23625,-179.6,-35.4,-26.9,6.7,10.9,-5.0,5.0,20.4,20.0,0.6,-3.3,0.0,11.4,4.8,5.0,14.9,20.0,0.6,22.0,301.0,2696.0,1499.5,5.0,2999.5,20.0,0.6,20.0,300.0,2695.0,1500.0,5.0,3000.0,20.0,0.6,15.75,16.0,16.37,16.08,5.0,0.55,20.0,0.6,14.03,16.1,16.68,15.52,5.0,1.43,20.0,0.6,6.96,7.11,9.47,8.01,5.0,1.41,20.0,0.6,61.5,68.1,87.7,73.6,5.0,14.6,20.0,0.6,2.7,6.7,11.19,7.5,5.0,6.77,20.0,0.6,-8.71,2.0,4.15,-1.54,5.0,7.65,20.0,0.6,-1.51,0.0,5.32,2.24,5.0,6.95,20.0,0.6,1007.03,1012.6,1019.67,1012.48,5.0,8.7,20.0,0.6,2.6,4.0,7.4,4.8,5.0,2.6,20.0,0.6,61.5,68.1,87.7,73.6,5.0,14.6,20.0,0.6,-113.2,4.0,21.1,-44.3,5.0,109.4,20.0,0.6,-7.7,0.0,101.0,51.6,5.0,125.9,20.0,0.6,-1.0,0.9,1.91,0.56,5.0,1.49,20.0,0.6,-6.7,1.8,18.1,6.8,5.0,19.3,20.0,0.6,1.76,4.18,4.6,3.35,5.0,1.65,20.0,0.6,8.8,13.8,32.7,19.9,5.0,14.2,20.0,0.6,-134.3,32.2,64.0,-21.3,5.0,115.2,20.0,0.6,-23.3,0.0,73.9,29.9,5.0,97.6,20.0,0.6,-71.7,14.1,35.0,-13.1,5.0,68.3,20.0,0.6,-12.7,0.0,49.4,21.1,5.0,64.5,20.0,0.6
1968,9,23625,-179.6,-7.6,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,29.16,29.3,29.44,29.3,2.0,0.28,6.0,0.0,28.08,28.25,28.42,28.25,2.0,0.35,6.0,0.0,17.35,17.4,17.45,17.4,2.0,0.1,6.0,0.0,72.0,72.5,73.1,72.5,2.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1009.4,1010.05,1010.7,1010.05,2.0,1.34,6.0,0.0,1.2,1.5,1.8,1.5,2.0,0.7,6.0,0.0,72.0,72.5,73.1,72.5,2.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.74,1.05,1.36,1.05,2.0,0.64,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,7.99,8.22,8.46,8.22,2.0,0.49,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0
