Year,Month,Running Month,Longitude,Latitude,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1963,10,23566,-179.9,-31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,17.7,17.7,17.7,1.0,0.0,16.0,0.0,16.5,16.5,16.5,16.5,1.0,0.0,16.0,0.0,7.41,7.41,7.41,7.41,1.0,0.0,16.0,0.0,64.1,64.1,64.1,64.1,1.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.2,1.2,1.0,0.0,16.0,0.0,3.1,3.1,3.1,3.1,1.0,0.0,16.0,0.0,5.1,5.1,5.1,5.1,1.0,0.0,16.0,0.0,13.3,13.3,13.3,13.3,1.0,0.0,16.0,0.0,14.7,14.7,14.7,14.7,1.0,0.0,16.0,0.0,40.3,40.3,40.3,40.3,1.0,0.0,16.0,0.0,6.6,6.6,6.6,6.6,1.0,0.0,16.0,0.0,18.1,18.1,18.1,18.1,1.0,0.0,16.0,0.0,4.5,4.5,4.5,4.5,1.0,0.0,16.0,0.0,12.5,12.5,12.5,12.5,1.0,0.0,16.0,0.0,17.5,17.5,17.5,17.5,2.0,0.0,24.0,0.5,20.0,20.0,20.0,20.0,2.0,0.0,24.0,0.5
1963,10,23566,-179.9,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,-8.8,-8.8,-8.8,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,116.0,301.0,407.0,262.5,3.0,216.0,26.0,0.0,115.0,300.0,405.0,260.0,3.0,215.0,26.0,0.0
1963,10,23566,-179.9,68.8,8.0,8.0,8.0,8.0,4.0,0.0,4.0,0.5,87.0,90.4,92.7,89.9,4.0,3.4,4.0,0.5,-10.1,1.2,18.2,3.9,4.0,19.3,4.0,0.5,-8.5,0.3,14.6,2.9,4.0,16.1,4.0,0.5,-0.2,0.5,1.3,0.55,4.0,0.87,4.0,0.5,-4.71,-4.25,-3.0,-3.87,4.0,1.3,4.0,0.5,2.36,2.48,2.72,2.54,4.0,0.23,4.0,0.5,87.0,90.4,92.7,89.9,4.0,3.4,4.0,0.5,2.34,3.6,5.44,3.88,4.0,1.89,4.0,0.5,-2.61,0.32,3.56,0.47,4.0,3.73,4.0,0.5,-2.19,-0.02,2.71,0.24,4.0,3.05,4.0,0.5,1019.48,1020.4,1022.26,1020.85,4.0,1.91,4.0,0.5,3.53,4.05,5.35,4.43,4.0,1.38,4.0,0.5,8.3,13.8,30.0,18.9,4.0,14.8,4.0,0.5,1.18,1.3,1.57,1.37,4.0,0.27,4.0,0.5,2.8,4.8,8.7,5.7,4.0,3.8,4.0,0.5,-14.6,1.0,11.3,-1.5,4.0,16.9,4.0,0.5,-11.7,1.5,9.5,-1.0,4.0,14.1,4.0,0.5,-6.3,1.1,9.0,1.4,4.0,9.1,4.0,0.5,-5.3,0.1,6.8,0.7,4.0,7.3,4.0,0.5,-3.4,0.5,5.7,1.1,4.0,5.7,4.0,0.5,-2.9,0.0,4.4,0.7,4.0,4.7,4.0,0.5,13.0,57.5,171.0,90.5,4.0,106.0,4.0,0.5,15.0,55.0,170.0,90.0,4.0,105.0,4.0,0.5
1963,10,23566,-179.8,-31.4,1.2,1.5,1.8,1.5,2.0,0.7,24.0,0.5,64.1,64.1,64.1,64.1,1.0,0.0,16.0,0.0,3.0,4.5,6.1,4.5,2.0,3.1,24.0,0.5,1.0,3.2,5.3,3.2,2.0,4.5,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,2.0,0.0,24.0,0.5,1.16,1.74,2.33,1.74,2.0,1.21,24.0,0.5,0.39,1.22,2.06,1.22,2.0,1.73,24.0,0.5,1018.46,1018.8,1019.14,1018.8,2.0,0.71,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,10,23566,-179.8,-29.4,5.0,5.0,5.0,5.0,1.0,0.0,10.0,1.0,68.2,68.2,68.2,68.2,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,81.0,81.0,81.0,81.0,1.0,0.0,10.0,1.0,18.5,18.5,18.5,18.5,1.0,0.0,10.0,1.0,19.0,19.0,19.0,19.0,1.0,0.0,10.0,1.0,9.28,9.28,9.28,9.28,1.0,0.0,10.0,1.0,68.2,68.2,68.2,68.2,1.0,0.0,10.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,10.0,1.0,1013.9,1013.9,1013.9,1013.9,1.0,0.0,10.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,0.0,10.0,1.0,-4.5,-4.5,-4.5,-4.5,1.0,0.0,10.0,1.0,3.95,3.95,3.95,3.95,1.0,0.0,10.0,1.0,35.5,35.5,35.5,35.5,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,171.0,171.0,171.0,171.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,83.5,83.5,83.5,83.5,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,35.5,35.5,35.5,35.5,1.0,0.0,10.0,1.0,729.0,729.0,729.0,729.0,1.0,0.0,10.0,1.0,730.0,730.0,730.0,730.0,1.0,0.0,10.0,1.0
1963,10,23566,-179.8,-9.7,5.2,5.5,5.8,5.5,2.0,0.7,24.0,1.0,80.8,80.8,86.6,83.6,3.0,4.9,24.0,0.7,0.0,0.0,2.5,1.2,3.0,2.1,24.0,0.7,20.9,21.2,21.2,21.1,3.0,0.2,24.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,10,23566,-179.8,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.66,25.8,25.94,25.8,2.0,0.28,28.0,0.0,27.66,27.8,28.62,28.13,3.0,0.76,26.0,0.0,18.64,18.87,19.11,18.87,2.0,0.48,26.0,0.0,80.6,81.3,81.9,81.3,2.0,1.4,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.87,-2.6,-2.33,-2.6,2.0,0.57,28.0,0.0,-13.9,-12.0,-10.2,-12.0,2.0,3.8,28.0,0.0,1.32,1.32,1.32,1.32,1.0,0.0,26.0,0.0,8.8,8.8,8.8,8.8,1.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,10,23566,-179.8,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,8.5,17.6,7.0,5.0,12.9,20.0,0.4,-11.0,0.0,0.0,-5.4,5.0,10.1,20.0,0.4,129.0,1000.0,4471.0,2245.5,17.0,2862.0,16.0,0.1,130.0,1000.0,4470.0,2245.0,17.0,2860.0,16.0,0.1
1963,10,23566,-179.7,-45.0,7.0,7.0,7.0,7.0,1.0,0.0,6.0,0.0,71.5,71.5,71.5,71.5,1.0,0.0,6.0,0.0,52.1,52.1,52.1,52.1,1.0,0.0,6.0,0.0,62.0,62.0,62.0,62.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,1.0,0.0,6.0,0.0,5.79,5.79,5.79,5.79,1.0,0.0,6.0,0.0,6.89,6.89,6.89,6.89,1.0,0.0,6.0,0.0,1019.3,1019.3,1019.3,1019.3,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,69.4,69.4,69.4,1.0,0.0,6.0,0.0,82.7,82.7,82.7,82.7,1.0,0.0,6.0,0.0,35.6,35.6,35.6,35.6,1.0,0.0,6.0,0.0,42.5,42.5,42.5,42.5,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,10,23566,-179.7,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32,29.0,29.07,28.7,3.0,0.61,24.0,0.7,26.84,28.0,28.0,27.43,3.0,0.98,24.0,0.7,19.13,19.14,19.14,19.14,3.0,0.01,24.0,0.7,80.8,80.8,86.6,83.6,3.0,4.9,24.0,0.7,4.6,4.6,4.6,4.6,3.0,0.0,24.0,0.7,0.0,0.0,0.55,0.27,3.0,0.46,24.0,0.7,4.55,4.6,4.6,4.58,3.0,0.04,24.0,0.7,1009.33,1009.4,1009.81,1009.57,3.0,0.38,24.0,0.7,0.32,1.0,2.23,1.27,3.0,1.42,24.0,0.7,1.5,4.6,10.3,5.8,3.0,6.5,24.0,0.7,5.07,6.05,6.16,5.62,3.0,0.88,24.0,0.7,23.3,27.9,28.3,25.9,3.0,4.1,24.0,0.7,0.0,0.0,15.3,7.5,3.0,12.9,24.0,0.7,122.8,126.8,128.2,125.5,3.0,4.1,24.0,0.7,0.0,0.0,10.4,5.1,3.0,8.8,24.0,0.7,87.1,88.0,88.0,87.6,3.0,0.8,24.0,0.7,0.0,0.0,3.3,1.6,3.0,2.8,24.0,0.7,23.2,27.4,28.2,25.7,3.0,4.0,24.0,0.7,97.5,97.5,97.5,97.5,3.0,0.0,24.0,0.7,95.0,95.0,95.0,95.0,3.0,0.0,24.0,0.7
