Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations
1982,8,23792,-179.9,-34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.5,6.9,4.5,2.0,4.9,14.0,0.0,42.5,71.9,101.2,71.9,2.0,60.8,14.0,0.0,-25.7,-7.1,11.6,-7.1,2.0,38.6,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,104.0,133.2,104.0,2.0,60.5,14.0,0.0,-57.2,-23.5,10.2,-23.5,2.0,69.8,14.0,0.0,40.0,63.6,87.2,63.6,2.0,48.8,14.0,0.0,-26.4,-8.7,9.1,-8.7,2.0,36.7,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,8.75,10.15,8.75,2.0,2.9,14.0,0.0,5.31,7.47,9.63,7.47,2.0,4.48,14.0,0.0,-4.02,-1.63,0.76,-1.63,2.0,4.96,14.0,0.0,1007.94,1011.9,1015.86,1011.9,2.0,8.2,14.0,0.0
1982,8,23792,-179.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1006.98,1007.8,1008.62,1007.8,2.0,1.7,6.0,0.5
1982,8,23792,-179.9,18.3,26.91,27.35,27.79,27.35,2.0,0.92,18.0,1.0,30.1,30.3,30.5,30.3,2.0,0.42,18.0,1.0,21.05,22.77,24.49,22.77,2.0,3.57,18.0,1.0,77.3,84.7,92.1,84.7,2.0,15.3,18.0,1.0,6.0,6.0,6.0,6.0,2.0,0.0,18.0,1.0,-116.7,-93.0,-69.4,-93.0,2.0,49.0,18.0,1.0,-8.7,-5.1,-1.6,-5.1,2.0,7.3,18.0,1.0,-3.6,-2.95,-2.3,-2.95,2.0,1.34,18.0,1.0,-28.9,-26.3,-23.8,-26.3,2.0,5.3,18.0,1.0,-1.19,-0.04,1.11,-0.04,2.0,2.38,18.0,1.0,-14.4,-3.4,7.5,-3.4,2.0,22.8,18.0,1.0,-322.0,-285.5,-249.0,-285.5,2.0,75.6,18.0,1.0,-34.4,-20.5,-6.5,-20.5,2.0,28.9,18.0,1.0,-264.8,-219.7,-174.5,-219.7,2.0,93.5,18.0,1.0,-22.8,-13.5,-4.3,-13.5,2.0,19.1,18.0,1.0,-7.4,3.5,14.5,3.5,2.0,22.6,18.0,1.0,-1.8,-1.1,-0.3,-1.1,2.0,1.6,18.0,1.0,613.0,949.5,1286.5,949.5,2.0,697.5,18.0,1.0,615.0,950.0,1285.0,950.0,2.0,695.0,18.0,1.0,8.27,9.5,10.73,9.5,2.0,2.55,18.0,1.0,-10.71,-9.44,-8.17,-9.44,2.0,2.63,18.0,1.0,-1.12,-0.67,-0.21,-0.67,2.0,0.95,18.0,1.0,1014.09,1015.35,1016.61,1015.35,2.0,2.62,18.0,1.0
1982,8,23792,-179.9,26.0,26.8,26.8,26.8,26.8,1.0,0.0,8.0,1.0,27.0,27.0,27.0,27.0,1.0,0.0,8.0,1.0,18.51,18.51,18.51,18.51,1.0,0.0,8.0,1.0,83.7,83.7,83.7,83.7,1.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,8.0,1.0,-59.3,-59.3,-59.3,-59.3,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-0.2,-0.2,-0.2,-0.2,1.0,0.0,8.0,1.0,-1.5,-1.5,-1.5,-1.5,1.0,0.0,8.0,1.0,3.4,3.4,3.4,3.4,1.0,0.0,8.0,1.0,26.2,26.2,26.2,26.2,1.0,0.0,8.0,1.0,-207.9,-207.9,-207.9,-207.9,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-142.5,-142.5,-142.5,-142.5,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-26.2,-26.2,-26.2,-26.2,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,456.5,456.5,456.5,456.5,1.0,0.0,8.0,1.0,455.0,455.0,455.0,455.0,1.0,0.0,8.0,1.0,7.7,7.7,7.7,7.7,1.0,0.0,8.0,1.0,-7.7,-7.7,-7.7,-7.7,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1018.7,1018.7,1018.7,1018.7,1.0,0.0,8.0,1.0
1982,8,23792,-179.9,31.0,23.9,23.9,23.9,23.9,1.0,0.0,14.0,0.0,23.9,23.9,23.9,23.9,1.0,0.0,14.0,0.0,15.07,15.07,15.07,15.07,1.0,0.0,14.0,0.0,82.3,82.3,82.3,82.3,1.0,0.0,14.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,14.0,0.0,-22.5,-22.5,-22.5,-22.5,1.0,0.0,14.0,0.0,13.0,13.0,13.0,13.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,3.28,3.28,3.28,3.28,1.0,0.0,14.0,0.0,16.7,16.7,16.7,16.7,1.0,0.0,14.0,0.0,-105.6,-105.6,-105.6,-105.6,1.0,0.0,14.0,0.0,60.9,60.9,60.9,60.9,1.0,0.0,14.0,0.0,-66.5,-66.5,-66.5,-66.5,1.0,0.0,14.0,0.0,38.4,38.4,38.4,38.4,1.0,0.0,14.0,0.0,-14.5,-14.5,-14.5,-14.5,1.0,0.0,14.0,0.0,8.4,8.4,8.4,8.4,1.0,0.0,14.0,0.0,132.5,132.5,132.5,132.5,1.0,0.0,14.0,0.0,135.0,135.0,135.0,135.0,1.0,0.0,14.0,0.0,5.1,5.1,5.1,5.1,1.0,0.0,14.0,0.0,-4.42,-4.42,-4.42,-4.42,1.0,0.0,14.0,0.0,2.55,2.55,2.55,2.55,1.0,0.0,14.0,0.0,1021.5,1021.5,1021.5,1021.5,1.0,0.0,14.0,0.0
1982,8,23792,-179.9,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,2.0,0.0,30.0,1.0,26.9,43.2,73.6,47.1,5.0,28.1,26.0,0.8,16.9,51.5,61.7,41.0,5.0,24.7,26.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,8,23792,-179.9,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,11.6,11.6,11.6,1.0,0.0,16.0,1.0,9.7,9.7,9.7,9.7,1.0,0.0,16.0,1.0,989.5,1092.5,1206.5,1098.0,3.0,159.5,14.0,1.0,990.0,1095.0,1205.0,1100.0,3.0,160.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,8,23792,-179.8,1.5,27.9,27.9,27.9,27.9,1.0,0.0,6.0,0.0,29.4,29.4,29.4,29.4,1.0,0.0,6.0,0.0,17.94,17.94,17.94,17.94,1.0,0.0,6.0,0.0,69.7,69.7,69.7,69.7,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,8,23792,-179.8,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.46,2.0,2.68,-0.33,3.0,4.93,14.0,0.3,-18.9,6.3,19.6,0.5,3.0,28.6,14.0,0.3,-1.5,0.46,2.41,0.46,2.0,4.05,10.0,0.5,-3.5,15.3,34.1,15.3,2.0,39.0,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,8,23792,-179.8,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,28.0,1.0,-117.7,-107.8,-42.4,-81.3,4.0,65.6,28.0,1.0,-140.3,-128.5,-53.6,-98.4,4.0,75.3,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
