Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1983,6,23802,-179.9,-2.5,29.3,29.3,29.3,29.3,1.0,0.0,12.0,0.0,28.2,28.2,28.2,28.2,1.0,0.0,12.0,0.0,21.18,21.18,21.18,21.18,1.0,0.0,12.0,0.0,88.4,88.4,88.4,88.4,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1010.7,1010.7,1010.7,1010.7,1.0,0.0,12.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.1,1.1,1.1,1.1,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,4.43,4.43,4.43,4.43,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0
1983,6,23802,-179.9,32.8,21.5,21.5,21.5,21.5,1.0,0.0,20.0,1.0,22.9,22.9,22.9,22.9,1.0,0.0,20.0,1.0,13.24,13.24,13.24,13.24,1.0,0.0,20.0,1.0,76.7,76.7,76.7,76.7,1.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.4,-1.4,-1.4,1.0,0.0,20.0,1.0,-14.4,-14.4,-14.4,-14.4,1.0,0.0,20.0,1.0,2.63,2.63,2.63,2.63,1.0,0.0,20.0,1.0,27.1,27.1,27.1,27.1,1.0,0.0,20.0,1.0,80.7,80.7,80.7,80.7,1.0,0.0,20.0,1.0,221.6,221.6,221.6,221.6,1.0,0.0,20.0,1.0,46.6,46.6,46.6,46.6,1.0,0.0,20.0,1.0,128.1,128.1,128.1,128.1,1.0,0.0,20.0,1.0,9.3,9.3,9.3,9.3,1.0,0.0,20.0,1.0,25.5,25.5,25.5,25.5,1.0,0.0,20.0,1.0,374.0,665.5,957.0,665.5,2.0,604.0,16.0,1.0,375.0,665.0,955.0,665.0,2.0,605.0,16.0,1.0
1983,6,23802,-179.9,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-0.2,0.0,-0.4,8.0,0.5,16.0,0.6,-1.1,-0.2,0.0,-0.5,8.0,0.8,16.0,0.6,69.0,132.5,739.5,437.0,11.0,662.5,14.0,0.7,70.0,135.0,740.0,435.0,11.0,665.0,14.0,0.7
1983,6,23802,-179.8,-47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,24.7,24.7,24.7,1.0,0.0,28.0,1.0,21.39,21.39,21.39,21.39,1.0,0.0,28.0,1.0,12.35,12.35,12.35,12.35,1.0,0.0,28.0,1.0,976.5,976.5,976.5,976.5,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,23802,-179.8,-30.3,17.5,17.5,17.5,17.5,1.0,0.0,6.0,0.0,19.3,19.3,19.3,19.3,1.0,0.0,6.0,0.0,12.86,12.86,12.86,12.86,1.0,0.0,6.0,0.0,92.8,92.8,92.8,92.8,1.0,0.0,6.0,0.0,15.9,15.9,15.9,15.9,1.0,0.0,6.0,0.0,-15.66,-15.66,-15.66,-15.66,1.0,0.0,6.0,0.0,-2.76,-2.76,-2.76,-2.76,1.0,0.0,6.0,0.0,1016.8,1016.8,1016.8,1016.8,1.0,0.0,6.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,6.0,0.0,-249.0,-249.0,-249.0,-249.0,1.0,0.0,6.0,0.0,-43.9,-43.9,-43.9,-43.9,1.0,0.0,6.0,0.0,-1.8,-1.8,-1.8,-1.8,1.0,0.0,6.0,0.0,-28.6,-28.6,-28.6,-28.6,1.0,0.0,6.0,0.0,-0.48,-0.48,-0.48,-0.48,1.0,0.0,6.0,0.0,-7.6,-7.6,-7.6,-7.6,1.0,0.0,6.0,0.0,-302.2,-302.2,-302.2,-302.2,1.0,0.0,6.0,0.0,-53.3,-53.3,-53.3,-53.3,1.0,0.0,6.0,0.0,-201.3,-201.3,-201.3,-201.3,1.0,0.0,6.0,0.0,-35.5,-35.5,-35.5,-35.5,1.0,0.0,6.0,0.0,7.5,7.5,7.5,7.5,1.0,0.0,6.0,0.0,1.3,1.3,1.3,1.3,1.0,0.0,6.0,0.0,4019.5,4019.5,4019.5,4019.5,1.0,0.0,6.0,0.0,4020.0,4020.0,4020.0,4020.0,1.0,0.0,6.0,0.0
1983,6,23802,-179.8,14.1,26.7,26.7,26.7,26.7,1.0,0.0,30.0,0.0,26.1,26.1,26.1,26.1,1.0,0.0,30.0,0.0,17.51,17.51,17.51,17.51,1.0,0.0,30.0,0.0,83.1,83.1,83.1,83.1,1.0,0.0,30.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,30.0,0.0,-9.16,-9.16,-9.16,-9.16,1.0,0.0,30.0,0.0,-1.61,-1.61,-1.61,-1.61,1.0,0.0,30.0,0.0,1013.0,1013.0,1013.0,1013.0,1.0,0.0,30.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,30.0,0.0,-85.2,-85.2,-85.2,-85.2,1.0,0.0,30.0,0.0,-15.0,-15.0,-15.0,-15.0,1.0,0.0,30.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,30.0,0.0,5.6,5.6,5.6,5.6,1.0,0.0,30.0,0.0,4.39,4.39,4.39,4.39,1.0,0.0,30.0,0.0,40.8,40.8,40.8,40.8,1.0,0.0,30.0,0.0,-239.0,-239.0,-239.0,-239.0,1.0,0.0,30.0,0.0,-42.1,-42.1,-42.1,-42.1,1.0,0.0,30.0,0.0,-160.4,-160.4,-160.4,-160.4,1.0,0.0,30.0,0.0,-28.3,-28.3,-28.3,-28.3,1.0,0.0,30.0,0.0,-40.2,-40.2,-40.2,-40.2,1.0,0.0,30.0,0.0,-7.1,-7.1,-7.1,-7.1,1.0,0.0,30.0,0.0,804.5,804.5,804.5,804.5,1.0,0.0,30.0,0.0,805.0,805.0,805.0,805.0,1.0,0.0,30.0,0.0
1983,6,23802,-179.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.9,11.0,0.3,20.0,0.5,-7.9,25.8,109.7,30.1,14.0,74.4,18.0,0.6,-90.1,-33.8,36.9,-23.3,14.0,66.1,18.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,23802,-179.8,45.4,6.36,6.6,6.82,6.58,13.0,0.66,18.0,0.5,5.8,5.9,7.96,6.74,13.0,1.26,18.0,0.5,5.36,5.77,6.19,5.79,13.0,0.41,18.0,0.5,92.1,93.9,100.0,94.6,13.0,5.1,18.0,0.5,4.13,8.2,12.27,8.25,14.0,3.93,18.0,0.6,-1.92,3.73,9.33,3.02,14.0,6.01,18.0,0.6,-7.8,-4.18,5.66,-2.28,14.0,6.1,18.0,0.6,1002.91,1008.5,1013.78,1008.55,13.0,5.79,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,0.7,0.93,-0.16,13.0,1.61,18.0,0.5,-6.3,2.9,9.7,-1.5,13.0,20.3,18.0,0.5,-0.4,0.37,0.67,0.27,13.0,0.53,18.0,0.5,-1.7,3.0,8.0,2.4,13.0,5.9,18.0,0.5,-1.5,29.9,54.9,17.8,13.0,44.4,18.0,0.5,-46.4,-30.3,29.9,-13.6,13.0,42.5,18.0,0.5,-1.3,29.5,50.7,18.6,13.0,34.2,18.0,0.5,-43.1,-25.4,24.4,-15.0,13.0,34.5,18.0,0.5,0.6,2.0,7.3,3.4,13.0,3.3,18.0,0.5,-5.3,-2.3,-1.3,-3.2,13.0,2.5,18.0,0.5,70.5,551.5,1847.0,910.5,14.0,919.5,18.0,0.6,70.0,550.0,1845.0,910.0,14.0,920.0,18.0,0.6
1983,6,23802,-179.8,47.4,4.67,5.1,5.16,5.1,10.0,0.76,16.0,0.7,5.2,5.3,6.28,5.76,11.0,0.87,14.0,0.7,5.51,5.56,5.79,5.52,9.0,0.34,14.0,0.7,89.5,98.6,100.0,95.6,9.0,6.9,14.0,0.7,4.1,5.1,8.69,6.4,11.0,2.89,14.0,0.7,-6.04,3.28,5.4,0.56,11.0,6.34,14.0,0.7,-3.07,2.12,3.88,1.16,11.0,3.38,14.0,0.7,997.53,998.6,1004.38,999.98,11.0,5.55,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,-1.17,-0.25,-0.2,-0.64,10.0,0.74,16.0,0.7,-6.0,-1.6,-0.8,-4.6,10.0,7.8,16.0,0.7,-0.08,-0.02,0.03,-0.02,8.0,0.24,16.0,0.6,-0.5,-0.1,0.2,-0.2,8.0,1.2,16.0,0.6,-41.6,17.4,28.2,0.4,11.0,37.7,14.0,0.7,-22.1,11.7,20.5,5.3,11.0,20.4,14.0,0.7,-11.4,18.3,29.3,8.0,9.0,28.9,14.0,0.7,-9.2,18.2,21.7,10.7,9.0,17.6,14.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,23802,-179.7,-35.6,17.8,17.8,17.8,17.8,1.0,0.0,6.0,1.0,14.78,16.9,19.02,16.9,2.0,4.38,16.0,1.0,4.79,4.79,4.79,4.79,1.0,0.0,6.0,1.0,49.8,49.8,49.8,49.8,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
