Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
1992,2,23906,-179.9,-61.5,4.7,4.7,4.7,4.7,1.0,0.0,22.0,0.0,4.9,4.9,4.9,4.9,1.0,0.0,22.0,0.0,4.98,4.98,4.98,4.98,1.0,0.0,22.0,0.0,90.0,90.0,90.0,90.0,1.0,0.0,22.0,0.0,14.9,14.9,14.9,14.9,1.0,0.0,22.0,0.0,14.0,14.0,14.0,14.0,1.0,0.0,22.0,0.0,5.1,5.1,5.1,5.1,1.0,0.0,22.0,0.0,981.7,981.7,981.7,981.7,1.0,0.0,22.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,22.0,0.0,208.6,208.6,208.6,208.6,1.0,0.0,22.0,0.0,75.9,75.9,75.9,75.9,1.0,0.0,22.0,0.0,68.6,68.6,68.6,68.6,1.0,0.0,22.0,0.0,25.0,25.0,25.0,25.0,1.0,0.0,22.0,0.0,69.7,69.7,69.7,69.7,1.0,0.0,22.0,0.0,25.4,25.4,25.4,25.4,1.0,0.0,22.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,22.0,0.0,2.4,2.4,2.4,2.4,1.0,0.0,22.0,0.0,3308.0,3308.0,3308.0,3308.0,1.0,0.0,22.0,0.0,3310.0,3310.0,3310.0,3310.0,1.0,0.0,22.0,0.0,-0.2,-0.2,-0.2,-0.2,1.0,0.0,22.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,0.0,22.0,0.0,0.48,0.48,0.48,0.48,1.0,0.0,22.0,0.0,7.1,7.1,7.1,7.1,1.0,0.0,22.0,0.0
1992,2,23906,-179.9,0.0,29.1,29.1,29.1,29.1,1.0,0.0,2.0,0.0,28.92,28.95,28.98,28.95,2.0,0.07,4.0,0.0,17.62,17.62,17.62,17.62,1.0,0.0,2.0,0.0,70.1,70.1,70.1,70.1,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,23906,-179.9,50.6,2.66,3.0,3.68,3.17,3.0,0.76,24.0,0.3,1.71,2.5,2.5,2.13,4.0,0.75,22.0,0.3,2.77,2.77,3.17,2.97,3.0,0.34,22.0,0.0,60.8,60.8,75.8,68.1,3.0,12.7,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.5,1.84,1.17,3.0,1.04,24.0,0.3,4.9,15.5,19.6,12.4,3.0,11.1,24.0,0.3,1.4,1.56,1.71,1.56,2.0,0.33,24.0,0.0,14.8,15.9,17.0,15.9,2.0,2.3,24.0,0.0
1992,2,23906,-179.8,-41.8,15.7,15.7,15.7,15.7,1.0,0.0,4.0,1.0,20.0,20.0,20.0,20.0,1.0,0.0,4.0,1.0,8.7,8.7,8.7,8.7,1.0,0.0,4.0,1.0,60.0,60.0,60.0,60.0,1.0,0.0,4.0,1.0,9.8,9.8,9.8,9.8,1.0,0.0,4.0,1.0,-3.35,-3.35,-3.35,-3.35,1.0,0.0,4.0,1.0,9.21,9.21,9.21,9.21,1.0,0.0,4.0,1.0,1011.4,1011.4,1011.4,1011.4,1.0,0.0,4.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,4.0,1.0,-32.8,-32.8,-32.8,-32.8,1.0,0.0,4.0,1.0,90.2,90.2,90.2,90.2,1.0,0.0,4.0,1.0,-67.0,-67.0,-67.0,-67.0,1.0,0.0,4.0,1.0,184.2,184.2,184.2,184.2,1.0,0.0,4.0,1.0,-29.2,-29.2,-29.2,-29.2,1.0,0.0,4.0,1.0,80.2,80.2,80.2,80.2,1.0,0.0,4.0,1.0,-8.0,-8.0,-8.0,-8.0,1.0,0.0,4.0,1.0,21.9,21.9,21.9,21.9,1.0,0.0,4.0,1.0,941.0,941.0,941.0,941.0,1.0,0.0,4.0,1.0,940.0,940.0,940.0,940.0,1.0,0.0,4.0,1.0,-4.3,-4.3,-4.3,-4.3,1.0,0.0,4.0,1.0,-42.1,-42.1,-42.1,-42.1,1.0,0.0,4.0,1.0,2.38,2.38,2.38,2.38,1.0,0.0,4.0,1.0,23.3,23.3,23.3,23.3,1.0,0.0,4.0,1.0
1992,2,23906,-179.8,-36.6,20.06,20.2,21.43,20.73,3.0,1.1,10.0,1.0,19.37,20.3,21.12,20.25,4.0,1.17,12.0,0.8,8.16,10.55,13.15,10.65,3.0,3.66,10.0,1.0,58.4,70.3,83.4,70.9,3.0,18.3,10.0,1.0,2.02,3.35,5.46,3.73,4.0,2.25,12.0,0.8,-1.76,1.3,4.64,1.44,4.0,3.7,12.0,0.8,-2.26,0.0,0.88,-0.66,4.0,2.56,12.0,0.8,1014.33,1015.9,1019.04,1016.65,4.0,3.7,12.0,0.8,3.5,5.0,6.5,5.0,4.0,1.8,12.0,0.8,-3.8,7.3,26.0,10.9,4.0,18.4,12.0,0.8,-15.1,0.0,2.3,-6.1,4.0,15.3,12.0,0.8,-35.0,24.8,94.4,29.5,4.0,75.0,12.0,0.8,-46.5,0.0,16.5,-14.3,4.0,51.8,12.0,0.8,-19.2,-14.0,32.5,6.2,3.0,41.7,10.0,1.0,-31.0,0.0,8.0,-11.2,3.0,30.2,10.0,1.0,-10.4,-0.3,20.5,4.9,3.0,23.0,10.0,1.0,-17.3,0.0,8.6,-4.2,3.0,19.3,10.0,1.0,10.0,43.0,190.5,97.5,4.0,138.5,12.0,0.8,10.0,45.0,190.0,100.0,4.0,140.0,12.0,0.8,-0.65,1.4,1.4,0.4,3.0,1.73,10.0,1.0,-0.5,3.6,7.6,3.5,3.0,5.9,10.0,1.0,1.99,5.87,7.02,4.53,3.0,3.86,10.0,1.0,6.4,19.6,33.1,19.7,3.0,19.5,10.0,1.0
1992,2,23906,-179.8,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05,10.55,11.9,9.53,4.0,3.79,12.0,0.5,-1.51,4.32,9.77,4.14,4.0,6.52,12.0,0.5,-3.68,1.12,8.58,2.39,4.0,7.9,12.0,0.5,1002.93,1015.35,1022.06,1012.63,4.0,12.19,12.0,0.5,3.5,5.5,7.5,5.5,4.0,2.4,12.0,0.5,-16.5,49.0,102.8,43.4,4.0,69.3,12.0,0.5,-39.3,-0.9,93.7,25.9,4.0,96.9,12.0,0.5,-18.4,44.8,110.1,45.8,4.0,74.7,12.0,0.5,-45.0,13.6,104.3,29.0,4.0,98.4,12.0,0.5,-11.0,23.0,53.0,21.1,4.0,37.1,12.0,0.5,-19.9,8.0,62.4,20.6,4.0,54.9,12.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,23906,-179.8,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,4.0,0.0,12.0,0.8,-194.8,-117.1,-30.0,-113.1,5.0,91.2,14.0,0.4,-133.7,268.1,336.0,132.3,5.0,256.6,14.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,23906,-179.8,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04,10.55,12.42,11.2,4.0,1.85,22.0,0.3,-9.91,-8.3,-4.29,-7.16,4.0,3.79,22.0,0.3,-11.37,-6.21,0.04,-5.69,4.0,6.7,22.0,0.3,1006.48,1007.75,1010.65,1008.53,4.0,2.9,22.0,0.3,6.0,7.5,8.0,7.0,4.0,1.4,22.0,0.3,-100.7,-95.6,-55.6,-79.0,4.0,39.4,22.0,0.3,-142.3,-66.6,0.0,-71.0,4.0,85.0,22.0,0.3,-24.8,-20.8,-9.3,-17.2,4.0,10.8,22.0,0.3,-20.8,-7.6,0.1,-10.2,4.0,14.6,22.0,0.3,-24.3,-19.2,-10.4,-17.4,3.0,10.3,22.0,0.0,-35.0,-33.3,-7.3,-21.4,3.0,22.7,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,23906,-179.7,19.8,23.9,23.9,23.9,23.9,1.0,0.0,4.0,0.0,23.9,23.9,23.9,23.9,1.0,0.0,4.0,0.0,14.13,14.13,14.13,14.13,1.0,0.0,4.0,0.0,76.9,76.9,76.9,76.9,1.0,0.0,4.0,0.0,9.8,9.8,9.8,9.8,1.0,0.0,4.0,0.0,-9.65,-9.65,-9.65,-9.65,1.0,0.0,4.0,0.0,-1.7,-1.7,-1.7,-1.7,1.0,0.0,4.0,0.0,1017.0,1017.0,1017.0,1017.0,1.0,0.0,4.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,4.0,0.0,-94.6,-94.6,-94.6,-94.6,1.0,0.0,4.0,0.0,-16.7,-16.7,-16.7,-16.7,1.0,0.0,4.0,0.0,-230.7,-230.7,-230.7,-230.7,1.0,0.0,4.0,0.0,-40.7,-40.7,-40.7,-40.7,1.0,0.0,4.0,0.0,-136.3,-136.3,-136.3,-136.3,1.0,0.0,4.0,0.0,-24.0,-24.0,-24.0,-24.0,1.0,0.0,4.0,0.0,-41.5,-41.5,-41.5,-41.5,1.0,0.0,4.0,0.0,-7.3,-7.3,-7.3,-7.3,1.0,0.0,4.0,0.0,941.0,941.0,941.0,941.0,1.0,0.0,4.0,0.0,940.0,940.0,940.0,940.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.3,4.3,4.3,4.3,1.0,0.0,4.0,0.0,42.1,42.1,42.1,42.1,1.0,0.0,4.0,0.0
1992,2,23906,-179.7,20.6,23.57,24.15,24.73,24.15,2.0,1.2,12.0,0.5,21.81,23.35,24.89,23.35,2.0,3.18,12.0,0.5,10.87,11.57,12.27,11.57,2.0,1.45,12.0,0.5,56.9,66.8,76.8,66.8,2.0,20.6,12.0,0.5,4.24,6.7,9.16,6.7,2.0,5.09,12.0,0.5,-8.18,-3.62,0.93,-3.62,2.0,9.44,12.0,0.5,-0.45,-0.27,-0.09,-0.27,2.0,0.38,12.0,0.5,1018.71,1020.25,1021.79,1020.25,2.0,3.18,12.0,0.5,0.6,2.0,3.4,2.0,2.0,2.8,12.0,0.5,-87.8,-48.3,-8.9,-48.3,2.0,81.7,12.0,0.5,-1.4,-0.8,-0.3,-0.8,2.0,1.2,12.0,0.5,-211.6,-99.6,12.3,-99.6,2.0,232.0,12.0,0.5,-9.6,-5.7,-1.8,-5.7,2.0,8.0,12.0,0.5,-85.3,-35.1,15.1,-35.1,2.0,104.0,12.0,0.5,-5.7,-3.4,-1.1,-3.4,2.0,4.8,12.0,0.5,-58.3,-25.9,6.5,-25.9,2.0,67.1,12.0,0.5,-3.2,-1.9,-0.6,-1.9,2.0,2.7,12.0,0.5,198.5,561.5,924.0,561.5,2.0,751.5,12.0,0.5,200.0,560.0,925.0,560.0,2.0,750.0,12.0,0.5,-1.32,0.8,2.92,0.8,2.0,4.38,12.0,0.5,-18.0,-5.8,6.4,-5.8,2.0,25.3,12.0,0.5,7.09,7.1,7.11,7.1,2.0,0.03,12.0,0.5,30.1,47.6,65.2,47.6,2.0,36.3,12.0,0.5
