Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1995,6,23946,-179.9,-38.8,15.4,15.4,15.4,15.4,1.0,0.0,4.0,0.0,15.4,15.4,15.4,15.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1002.9,1002.9,1002.9,1002.9,1.0,0.0,4.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,4.0,0.0,11.0,11.0,11.0,11.0,1.0,0.0,4.0,0.0,5.97,5.97,5.97,5.97,1.0,0.0,4.0,0.0,72.8,72.8,72.8,72.8,1.0,0.0,4.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,4.0,0.0,237.2,237.2,237.2,237.2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.5,6.5,6.5,6.5,1.0,0.0,4.0,0.0,100.1,100.1,100.1,100.1,1.0,0.0,4.0,0.0,6.58,6.58,6.58,6.58,1.0,0.0,4.0,0.0,101.3,101.3,101.3,101.3,1.0,0.0,4.0,0.0,169.4,169.4,169.4,169.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,91.9,91.9,91.9,91.9,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,101.3,101.3,101.3,101.3,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3652.5,3652.5,3652.5,3652.5,1.0,0.0,4.0,0.0,3650.0,3650.0,3650.0,3650.0,1.0,0.0,4.0,0.0
1995,6,23946,-179.9,-35.6,10.69,12.6,14.51,12.6,2.0,3.96,20.0,0.5,10.42,12.06,13.71,12.06,2.0,3.41,20.0,0.5,2.27,3.48,4.7,3.48,2.0,2.52,20.0,0.5,1007.08,1010.25,1013.42,1010.25,2.0,6.58,20.0,0.5,16.69,17.1,17.51,17.1,2.0,0.85,20.0,0.5,14.74,15.25,15.76,15.25,2.0,1.06,20.0,0.5,7.24,7.95,8.66,7.95,2.0,1.47,20.0,0.5,69.5,73.4,77.4,73.4,2.0,8.1,20.0,0.5,5.0,5.0,5.0,5.0,2.0,0.0,20.0,0.5,114.9,158.7,202.5,158.7,2.0,90.7,20.0,0.5,26.9,48.9,70.9,48.9,2.0,45.6,20.0,0.5,0.93,1.85,2.77,1.85,2.0,1.91,20.0,0.5,11.5,19.5,27.6,19.5,2.0,16.7,20.0,0.5,3.21,4.2,5.19,4.2,2.0,2.05,20.0,0.5,44.4,48.9,53.3,48.9,2.0,9.2,20.0,0.5,154.5,185.7,217.0,185.7,2.0,64.8,20.0,0.5,34.1,54.5,74.8,54.5,2.0,42.1,20.0,0.5,76.7,98.4,120.0,98.4,2.0,44.9,20.0,0.5,17.4,29.5,41.7,29.5,2.0,25.2,20.0,0.5,42.1,47.2,52.2,47.2,2.0,10.4,20.0,0.5,10.4,12.0,13.7,12.0,2.0,3.4,20.0,0.5,1371.5,2296.5,3222.0,2296.5,2.0,1917.0,20.0,0.5,1370.0,2295.0,3220.0,2295.0,2.0,1915.0,20.0,0.5
1995,6,23946,-179.9,-31.2,13.9,13.9,13.9,13.9,1.0,0.0,16.0,0.0,13.69,13.69,13.69,13.69,1.0,0.0,16.0,0.0,2.41,2.41,2.41,2.41,1.0,0.0,16.0,0.0,1004.5,1004.5,1004.5,1004.5,1.0,0.0,16.0,0.0,20.2,20.2,20.2,20.2,1.0,0.0,16.0,0.0,18.1,18.1,18.1,18.1,1.0,0.0,16.0,0.0,9.36,9.36,9.36,9.36,1.0,0.0,16.0,0.0,72.1,72.1,72.1,72.1,1.0,0.0,16.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,16.0,0.0,190.3,190.3,190.3,190.3,1.0,0.0,16.0,0.0,33.6,33.6,33.6,33.6,1.0,0.0,16.0,0.0,2.1,2.1,2.1,2.1,1.0,0.0,16.0,0.0,29.2,29.2,29.2,29.2,1.0,0.0,16.0,0.0,5.49,5.49,5.49,5.49,1.0,0.0,16.0,0.0,76.3,76.3,76.3,76.3,1.0,0.0,16.0,0.0,247.8,247.8,247.8,247.8,1.0,0.0,16.0,0.0,43.7,43.7,43.7,43.7,1.0,0.0,16.0,0.0,128.2,128.2,128.2,128.2,1.0,0.0,16.0,0.0,22.6,22.6,22.6,22.6,1.0,0.0,16.0,0.0,75.1,75.1,75.1,75.1,1.0,0.0,16.0,0.0,13.2,13.2,13.2,13.2,1.0,0.0,16.0,0.0,2685.5,2685.5,2685.5,2685.5,1.0,0.0,16.0,0.0,2685.0,2685.0,2685.0,2685.0,1.0,0.0,16.0,0.0
1995,6,23946,-179.9,-17.1,3.83,5.4,6.97,5.4,2.0,3.25,22.0,0.5,-6.9,-5.19,-3.48,-5.19,2.0,3.55,22.0,0.5,0.25,0.78,1.3,0.78,2.0,1.1,22.0,0.5,1013.0,1013.35,1014.59,1013.78,4.0,1.13,22.0,0.8,26.06,26.2,26.34,26.2,2.0,0.28,22.0,0.5,25.38,26.2,27.02,26.2,2.0,1.7,22.0,0.5,15.88,16.35,16.83,16.35,2.0,0.98,22.0,0.5,75.8,77.3,78.8,77.3,2.0,3.1,22.0,0.5,4.6,6.0,7.4,6.0,2.0,2.8,22.0,0.5,-51.2,-33.8,-16.4,-33.8,2.0,36.0,22.0,0.5,0.8,2.4,4.0,2.4,2.0,3.4,22.0,0.5,-0.68,0.0,0.68,0.0,2.0,1.41,22.0,0.5,-6.0,-2.3,1.4,-2.3,2.0,7.6,22.0,0.5,4.56,4.87,5.18,4.87,2.0,0.64,22.0,0.5,19.3,25.3,31.2,25.3,2.0,12.4,22.0,0.5,-188.1,-139.0,-89.9,-139.0,2.0,101.7,22.0,0.5,6.1,19.4,32.6,19.4,2.0,27.4,22.0,0.5,-117.1,-86.6,-56.2,-86.6,2.0,63.1,22.0,0.5,3.9,12.1,20.4,12.1,2.0,17.2,22.0,0.5,-30.9,-24.2,-17.4,-24.2,2.0,13.9,22.0,0.5,1.3,4.1,6.9,4.1,2.0,5.8,22.0,0.5,97.5,243.0,389.0,243.0,2.0,302.0,22.0,0.5,100.0,245.0,390.0,245.0,2.0,300.0,22.0,0.5
1995,6,23946,-179.9,-13.4,6.7,6.7,6.7,6.7,1.0,0.0,18.0,0.0,-5.8,-5.8,-5.8,-5.8,1.0,0.0,18.0,0.0,3.35,3.35,3.35,3.35,1.0,0.0,18.0,0.0,1010.5,1010.5,1010.5,1010.5,1.0,0.0,18.0,0.0,27.0,27.0,27.0,27.0,1.0,0.0,18.0,0.0,28.0,28.0,28.0,28.0,1.0,0.0,18.0,0.0,21.83,21.83,21.83,21.83,1.0,0.0,18.0,0.0,92.1,92.1,92.1,92.1,1.0,0.0,18.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,18.0,0.0,-38.9,-38.9,-38.9,-38.9,1.0,0.0,18.0,0.0,22.4,22.4,22.4,22.4,1.0,0.0,18.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,18.0,0.0,-6.7,-6.7,-6.7,-6.7,1.0,0.0,18.0,0.0,0.53,0.53,0.53,0.53,1.0,0.0,18.0,0.0,3.5,3.5,3.5,3.5,1.0,0.0,18.0,0.0,-162.5,-162.5,-162.5,-162.5,1.0,0.0,18.0,0.0,93.8,93.8,93.8,93.8,1.0,0.0,18.0,0.0,-126.6,-126.6,-126.6,-126.6,1.0,0.0,18.0,0.0,73.1,73.1,73.1,73.1,1.0,0.0,18.0,0.0,-3.1,-3.1,-3.1,-3.1,1.0,0.0,18.0,0.0,1.8,1.8,1.8,1.8,1.0,0.0,18.0,0.0,301.0,301.0,301.0,301.0,1.0,0.0,18.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,18.0,0.0
1995,6,23946,-179.9,17.5,3.1,3.1,3.1,3.1,1.0,0.0,6.0,1.0,-3.05,-3.05,-3.05,-3.05,1.0,0.0,6.0,1.0,-0.54,-0.54,-0.54,-0.54,1.0,0.0,6.0,1.0,1013.7,1013.7,1013.7,1013.7,1.0,0.0,6.0,1.0,29.0,29.0,29.0,29.0,1.0,0.0,6.0,1.0,25.5,25.5,25.5,25.5,1.0,0.0,6.0,1.0,19.52,19.52,19.52,19.52,1.0,0.0,6.0,1.0,95.9,95.9,95.9,95.9,1.0,0.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,6.0,1.0,-9.5,-9.5,-9.5,-9.5,1.0,0.0,6.0,1.0,-1.7,-1.7,-1.7,-1.7,1.0,0.0,6.0,1.0,3.5,3.5,3.5,3.5,1.0,0.0,6.0,1.0,10.9,10.9,10.9,10.9,1.0,0.0,6.0,1.0,5.56,5.56,5.56,5.56,1.0,0.0,6.0,1.0,17.2,17.2,17.2,17.2,1.0,0.0,6.0,1.0,-77.8,-77.8,-77.8,-77.8,1.0,0.0,6.0,1.0,-13.7,-13.7,-13.7,-13.7,1.0,0.0,6.0,1.0,-59.6,-59.6,-59.6,-59.6,1.0,0.0,6.0,1.0,-10.5,-10.5,-10.5,-10.5,1.0,0.0,6.0,1.0,-17.0,-17.0,-17.0,-17.0,1.0,0.0,6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,0.0,6.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,6.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,6.0,1.0
1995,6,23946,-179.9,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,10.0,0.0,10.0,31.6,53.2,31.6,2.0,44.7,6.0,0.5,41.4,81.1,120.8,81.1,2.0,82.2,6.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,23946,-179.9,38.2,6.41,7.2,7.46,6.95,4.0,0.87,12.0,0.8,2.2,5.07,6.66,4.46,4.0,3.24,12.0,0.8,2.2,5.07,5.61,3.96,4.0,2.68,12.0,0.8,1011.57,1012.35,1016.17,1013.8,4.0,3.85,12.0,0.8,14.7,14.95,15.57,15.13,4.0,0.62,12.0,0.8,14.5,14.9,16.14,15.3,4.0,1.18,12.0,0.8,9.16,9.89,10.08,9.63,4.0,0.69,12.0,0.8,82.6,94.7,96.9,89.9,4.0,11.8,12.0,0.8,8.0,8.0,8.0,8.0,4.0,0.0,12.0,0.8,15.9,36.5,50.0,33.1,4.0,24.7,12.0,0.8,15.5,32.9,36.7,26.4,4.0,17.9,12.0,0.8,-0.57,-0.05,0.21,-0.17,4.0,0.59,12.0,0.8,-4.4,-0.4,1.2,-1.5,4.0,4.3,12.0,0.8,0.39,0.66,1.69,1.03,4.0,1.06,12.0,0.8,2.7,4.2,12.5,7.4,4.0,8.4,12.0,0.8,33.5,75.4,106.9,70.4,4.0,53.9,12.0,0.8,32.2,74.8,83.0,58.4,4.0,39.6,12.0,0.8,22.1,51.1,61.4,42.2,4.0,29.3,12.0,0.8,22.3,51.1,55.5,39.4,4.0,26.6,12.0,0.8,0.5,2.0,11.7,5.9,4.0,9.3,12.0,0.8,0.4,2.1,3.8,2.1,4.0,2.0,12.0,0.8,274.5,373.0,417.0,347.0,4.0,115.0,12.0,0.8,275.0,375.0,415.0,345.0,4.0,115.0,12.0,0.8
1995,6,23946,-179.9,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6.5,7.9,6.5,8.0,1.2,12.0,0.6,48.5,74.5,121.1,84.6,9.0,46.6,12.0,0.7,-9.6,0.0,16.2,2.9,9.0,25.0,12.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,23946,-179.9,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.5,8.0,7.3,14.0,0.8,16.0,0.6,4.6,26.0,85.2,44.0,15.0,37.8,16.0,0.7,0.0,3.7,14.6,6.5,15.0,7.6,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
