Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1990,12,23892,-179.9,-42.2,16.0,16.0,16.0,16.0,1.0,0.0,10.0,0.0,17.9,17.9,17.9,17.9,1.0,0.0,10.0,0.0,11.58,11.58,11.58,11.58,1.0,0.0,10.0,0.0,90.9,90.9,90.9,90.9,1.0,0.0,10.0,0.0,10.3,10.3,10.3,10.3,1.0,0.0,10.0,0.0,3.52,3.52,3.52,3.52,1.0,0.0,10.0,0.0,-9.68,-9.68,-9.68,-9.68,1.0,0.0,10.0,0.0,1013.2,1013.2,1013.2,1013.2,1.0,0.0,10.0,0.0,-1.9,-1.9,-1.9,-1.9,1.0,0.0,10.0,0.0,-19.6,-19.6,-19.6,-19.6,1.0,0.0,10.0,0.0,-0.29,-0.29,-0.29,-0.29,1.0,0.0,10.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,0.0,10.0,0.0,63.1,63.1,63.1,63.1,1.0,0.0,10.0,0.0,-173.3,-173.3,-173.3,-173.3,1.0,0.0,10.0,0.0,40.8,40.8,40.8,40.8,1.0,0.0,10.0,0.0,-112.0,-112.0,-112.0,-112.0,1.0,0.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,0.0,2.8,2.8,2.8,2.8,1.0,0.0,10.0,0.0,1092.5,1092.5,1092.5,1092.5,1.0,0.0,10.0,0.0,1095.0,1095.0,1095.0,1095.0,1.0,0.0,10.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,10.0,0.0,36.3,36.3,36.3,36.3,1.0,0.0,10.0,0.0,-99.7,-99.7,-99.7,-99.7,1.0,0.0,10.0,0.0
1990,12,23892,-179.9,-17.1,27.41,27.65,27.89,27.65,2.0,0.49,6.0,1.0,26.09,26.7,27.31,26.7,2.0,1.27,6.0,1.0,17.24,18.71,20.17,18.71,2.0,3.03,6.0,1.0,81.7,85.3,88.8,85.3,2.0,7.4,6.0,1.0,6.28,6.45,6.62,6.45,2.0,0.35,6.0,1.0,-5.95,-5.62,-5.29,-5.62,2.0,0.69,6.0,1.0,1.59,2.69,3.79,2.69,2.0,2.28,6.0,1.0,1013.63,1013.9,1014.17,1013.9,2.0,0.57,6.0,1.0,0.57,0.95,1.33,0.95,2.0,0.78,6.0,1.0,3.7,6.3,8.8,6.3,2.0,5.4,6.0,1.0,3.31,4.46,5.6,4.46,2.0,2.37,6.0,1.0,21.0,29.2,37.3,29.2,2.0,16.8,6.0,1.0,-162.8,-150.5,-138.1,-150.5,2.0,25.5,6.0,1.0,42.6,70.4,98.2,70.4,2.0,57.6,6.0,1.0,-120.6,-106.2,-91.7,-106.2,2.0,29.9,6.0,1.0,30.2,46.9,63.6,46.9,2.0,34.6,6.0,1.0,-29.2,-24.2,-19.3,-24.2,2.0,10.2,6.0,1.0,6.7,14.7,22.7,14.7,2.0,16.5,6.0,1.0,248.0,269.5,291.0,269.5,2.0,44.0,6.0,1.0,250.0,270.0,290.0,270.0,2.0,45.0,6.0,1.0,3.3,4.0,4.7,4.0,2.0,1.4,6.0,1.0,-37.3,-36.1,-34.9,-36.1,2.0,2.5,6.0,1.0,10.2,17.8,25.3,17.8,2.0,15.7,6.0,1.0
1990,12,23892,-179.9,-15.1,28.9,28.9,28.9,28.9,1.0,0.0,30.0,0.0,27.7,27.7,27.7,27.7,1.0,0.0,30.0,0.0,18.84,18.84,18.84,18.84,1.0,0.0,30.0,0.0,81.3,81.3,81.3,81.3,1.0,0.0,30.0,0.0,5.7,5.7,5.7,5.7,1.0,0.0,30.0,0.0,-4.37,-4.37,-4.37,-4.37,1.0,0.0,30.0,0.0,3.66,3.66,3.66,3.66,1.0,0.0,30.0,0.0,1013.0,1013.0,1013.0,1013.0,1.0,0.0,30.0,0.0,1.2,1.2,1.2,1.2,1.0,0.0,30.0,0.0,6.8,6.8,6.8,6.8,1.0,0.0,30.0,0.0,6.12,6.12,6.12,6.12,1.0,0.0,30.0,0.0,34.9,34.9,34.9,34.9,1.0,0.0,30.0,0.0,-121.0,-121.0,-121.0,-121.0,1.0,0.0,30.0,0.0,101.5,101.5,101.5,101.5,1.0,0.0,30.0,0.0,-82.3,-82.3,-82.3,-82.3,1.0,0.0,30.0,0.0,69.0,69.0,69.0,69.0,1.0,0.0,30.0,0.0,-26.7,-26.7,-26.7,-26.7,1.0,0.0,30.0,0.0,22.4,22.4,22.4,22.4,1.0,0.0,30.0,0.0,185.0,185.0,185.0,185.0,1.0,0.0,30.0,0.0,185.0,185.0,185.0,185.0,1.0,0.0,30.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,30.0,0.0,-24.9,-24.9,-24.9,-24.9,1.0,0.0,30.0,0.0,20.9,20.9,20.9,20.9,1.0,0.0,30.0,0.0
1990,12,23892,-179.9,13.5,28.3,28.3,28.3,28.3,2.0,0.0,14.0,0.5,24.62,25.1,25.58,25.1,2.0,0.99,14.0,0.5,18.1,18.14,18.19,18.14,2.0,0.09,14.0,0.5,88.4,91.2,94.0,91.2,2.0,5.8,14.0,0.5,10.88,11.05,11.22,11.05,2.0,0.35,14.0,0.5,-11.05,-10.88,-10.71,-10.88,2.0,0.35,14.0,0.5,-1.95,-1.92,-1.89,-1.92,2.0,0.06,14.0,0.5,1010.71,1011.15,1011.59,1011.15,2.0,0.92,14.0,0.5,2.72,3.2,3.68,3.2,2.0,0.99,14.0,0.5,29.7,35.5,41.4,35.5,2.0,12.1,14.0,0.5,5.95,5.99,6.02,5.99,2.0,0.07,14.0,0.5,65.5,66.2,66.8,66.2,2.0,1.3,14.0,0.5,-274.0,-273.0,-272.0,-273.0,2.0,2.0,14.0,0.5,-48.3,-48.1,-48.0,-48.1,2.0,0.4,14.0,0.5,-201.0,-197.4,-193.9,-197.4,2.0,7.3,14.0,0.5,-35.4,-34.8,-34.2,-34.8,2.0,1.3,14.0,0.5,-65.8,-65.2,-64.5,-65.2,2.0,1.3,14.0,0.5,-11.6,-11.5,-11.4,-11.5,2.0,0.2,14.0,0.5,1289.0,1351.5,1414.0,1351.5,2.0,129.5,14.0,0.5,1290.0,1350.0,1415.0,1350.0,2.0,130.0,14.0,0.5,6.3,7.0,7.7,7.0,2.0,1.4,14.0,0.5,-124.0,-120.3,-116.6,-120.3,2.0,7.7,14.0,0.5,-21.9,-21.2,-20.6,-21.2,2.0,1.4,14.0,0.5
1990,12,23892,-179.8,-11.0,29.0,29.0,29.0,29.0,1.0,0.0,6.0,1.0,30.2,30.2,30.2,30.2,1.0,0.0,6.0,1.0,18.87,18.87,18.87,18.87,1.0,0.0,6.0,1.0,70.3,70.3,70.3,70.3,1.0,0.0,6.0,1.0,4.6,4.6,4.6,4.6,1.0,0.0,6.0,1.0,3.52,3.52,3.52,3.52,1.0,0.0,6.0,1.0,2.96,2.96,2.96,2.96,1.0,0.0,6.0,1.0,1011.2,1011.2,1011.2,1011.2,1.0,0.0,6.0,1.0,-1.2,-1.2,-1.2,-1.2,1.0,0.0,6.0,1.0,-5.5,-5.5,-5.5,-5.5,1.0,0.0,6.0,1.0,6.27,6.27,6.27,6.27,1.0,0.0,6.0,1.0,28.9,28.9,28.9,28.9,1.0,0.0,6.0,1.0,106.4,106.4,106.4,106.4,1.0,0.0,6.0,1.0,89.3,89.3,89.3,89.3,1.0,0.0,6.0,1.0,66.5,66.5,66.5,66.5,1.0,0.0,6.0,1.0,55.8,55.8,55.8,55.8,1.0,0.0,6.0,1.0,22.1,22.1,22.1,22.1,1.0,0.0,6.0,1.0,18.6,18.6,18.6,18.6,1.0,0.0,6.0,1.0,97.5,97.5,97.5,97.5,1.0,0.0,6.0,1.0,95.0,95.0,95.0,95.0,1.0,0.0,6.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,6.0,1.0,16.2,16.2,16.2,16.2,1.0,0.0,6.0,1.0,13.6,13.6,13.6,13.6,1.0,0.0,6.0,1.0
1990,12,23892,-179.8,-2.2,31.0,31.0,31.0,31.0,1.0,0.0,8.0,1.0,30.5,30.5,30.5,30.5,1.0,0.0,8.0,1.0,22.66,22.66,22.66,22.66,1.0,0.0,8.0,1.0,82.6,82.6,82.6,82.6,1.0,0.0,8.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-3.1,-3.1,-3.1,-3.1,1.0,0.0,8.0,1.0,1008.8,1008.8,1008.8,1008.8,1.0,0.0,8.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,8.0,1.0,1.6,1.6,1.6,1.6,1.0,0.0,8.0,1.0,5.68,5.68,5.68,5.68,1.0,0.0,8.0,1.0,17.6,17.6,17.6,17.6,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-94.5,-94.5,-94.5,-94.5,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-70.2,-70.2,-70.2,-70.2,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-17.6,-17.6,-17.6,-17.6,1.0,0.0,8.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,8.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,8.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,-9.6,-9.6,-9.6,-9.6,1.0,0.0,8.0,1.0
1990,12,23892,-179.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.3,-55.9,-43.4,-55.9,2.0,25.8,18.0,0.0,-33.8,-14.6,4.7,-14.6,2.0,39.9,18.0,0.0,235.5,343.0,1094.0,657.0,3.0,685.0,22.0,0.0,235.0,345.0,1095.0,655.0,3.0,685.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1990,12,23892,-179.8,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,48.3,48.3,48.3,1.0,0.0,2.0,0.0,-27.9,-27.9,-27.9,-27.9,1.0,0.0,2.0,0.0,2130.5,5748.0,9146.0,5643.5,4.0,4183.5,10.0,0.3,2130.0,5750.0,9145.0,5645.0,4.0,4185.0,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
1990,12,23892,-179.8,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83,11.9,11.97,11.9,2.0,0.14,22.0,0.5,-10.28,-8.54,-6.81,-8.54,2.0,3.6,22.0,0.5,-9.38,-7.21,-5.04,-7.21,2.0,4.49,22.0,0.5,1002.89,1011.25,1019.61,1011.25,2.0,17.32,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,12,23892,-179.7,-28.6,22.65,23.2,23.75,23.2,2.0,1.13,8.0,1.0,21.98,22.8,23.62,22.8,2.0,1.7,8.0,1.0,10.19,11.41,12.62,11.41,2.0,2.52,8.0,1.0,62.1,65.8,69.6,65.8,2.0,7.8,8.0,1.0,4.51,5.4,6.29,5.4,2.0,1.84,8.0,1.0,-5.55,-3.3,-1.05,-3.3,2.0,4.67,8.0,1.0,1.63,2.63,3.63,2.63,2.0,2.08,8.0,1.0,1015.91,1016.15,1016.39,1016.15,2.0,0.49,8.0,1.0,0.13,0.4,0.67,0.4,2.0,0.57,8.0,1.0,0.5,1.6,2.8,1.6,2.0,2.3,8.0,1.0,5.65,6.28,6.91,6.28,2.0,1.3,8.0,1.0,30.5,32.7,34.9,32.7,2.0,4.5,8.0,1.0,-133.2,-79.2,-25.1,-79.2,2.0,112.0,8.0,1.0,37.5,58.2,78.9,58.2,2.0,42.9,8.0,1.0,-73.2,-43.5,-13.8,-43.5,2.0,61.5,8.0,1.0,19.2,27.4,35.7,27.4,2.0,17.1,8.0,1.0,-29.7,-17.7,-5.6,-17.7,2.0,25.0,8.0,1.0,9.9,17.9,25.8,17.9,2.0,16.5,8.0,1.0,105.5,185.0,264.0,185.0,2.0,164.0,8.0,1.0,105.0,185.0,265.0,185.0,2.0,165.0,8.0,1.0,4.2,4.5,4.8,4.5,2.0,0.7,8.0,1.0,-37.2,-22.1,-7.0,-22.1,2.0,31.3,8.0,1.0,9.2,12.3,15.4,12.3,2.0,6.4,8.0,1.0
