Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations
1953,7,23443,-179.9,-9.4,28.9,28.9,28.9,28.9,1.0,0.0,24.0,1.0,26.7,26.7,26.7,26.7,1.0,0.0,24.0,1.0,18.22,18.22,18.22,18.22,1.0,0.0,24.0,1.0,83.1,83.1,83.1,83.1,1.0,0.0,24.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,24.0,1.0,-8.08,-8.08,-8.08,-8.08,1.0,0.0,24.0,1.0,-1.42,-1.42,-1.42,-1.42,1.0,0.0,24.0,1.0,1009.8,1009.8,1009.8,1009.8,1.0,0.0,24.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,24.0,1.0,83.1,83.1,83.1,83.1,1.0,0.0,24.0,1.0,-66.2,-66.2,-66.2,-66.2,1.0,0.0,24.0,1.0,-11.7,-11.7,-11.7,-11.7,1.0,0.0,24.0,1.0,-215.6,-215.6,-215.6,-215.6,1.0,0.0,24.0,1.0,-38.0,-38.0,-38.0,-38.0,1.0,0.0,24.0,1.0,-147.2,-147.2,-147.2,-147.2,1.0,0.0,24.0,1.0,-25.9,-25.9,-25.9,-25.9,1.0,0.0,24.0,1.0,-55.0,-55.0,-55.0,-55.0,1.0,0.0,24.0,1.0,-9.7,-9.7,-9.7,-9.7,1.0,0.0,24.0,1.0,551.5,551.5,551.5,551.5,1.0,0.0,24.0,1.0,550.0,550.0,550.0,550.0,1.0,0.0,24.0,1.0,2.2,2.2,2.2,2.2,1.0,0.0,24.0,1.0,18.0,18.0,18.0,18.0,1.0,0.0,24.0,1.0,6.81,6.81,6.81,6.81,1.0,0.0,24.0,1.0,55.9,55.9,55.9,55.9,1.0,0.0,24.0,1.0
1953,7,23443,-179.7,-31.9,17.8,17.8,17.8,17.8,1.0,0.0,8.0,0.0,16.1,16.1,16.1,16.1,1.0,0.0,8.0,0.0,6.66,6.66,6.66,6.66,1.0,0.0,8.0,0.0,59.4,59.4,59.4,59.4,1.0,0.0,8.0,0.0,2.1,2.1,2.1,2.1,1.0,0.0,8.0,0.0,-1.35,-1.35,-1.35,-1.35,1.0,0.0,8.0,0.0,1.61,1.61,1.61,1.61,1.0,0.0,8.0,0.0,1023.4,1023.4,1023.4,1023.4,1.0,0.0,8.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,8.0,0.0,59.4,59.4,59.4,59.4,1.0,0.0,8.0,0.0,-2.8,-2.8,-2.8,-2.8,1.0,0.0,8.0,0.0,3.4,3.4,3.4,3.4,1.0,0.0,8.0,0.0,-21.7,-21.7,-21.7,-21.7,1.0,0.0,8.0,0.0,25.9,25.9,25.9,25.9,1.0,0.0,8.0,0.0,-9.0,-9.0,-9.0,-9.0,1.0,0.0,8.0,0.0,10.7,10.7,10.7,10.7,1.0,0.0,8.0,0.0,-7.9,-7.9,-7.9,-7.9,1.0,0.0,8.0,0.0,9.4,9.4,9.4,9.4,1.0,0.0,8.0,0.0,9.5,9.5,9.5,9.5,1.0,0.0,8.0,0.0,10.0,10.0,10.0,10.0,1.0,0.0,8.0,0.0,1.7,1.7,1.7,1.7,1.0,0.0,8.0,0.0,3.6,3.6,3.6,3.6,1.0,0.0,8.0,0.0,5.87,5.87,5.87,5.87,1.0,0.0,8.0,0.0,12.3,12.3,12.3,12.3,1.0,0.0,8.0,0.0
1953,7,23443,-179.7,26.2,27.39,27.8,27.8,27.6,3.0,0.35,12.0,0.7,26.45,27.2,30.27,28.33,3.0,2.97,12.0,0.7,16.89,17.72,18.37,17.63,3.0,1.08,12.0,0.7,69.2,79.1,79.2,74.3,3.0,8.5,12.0,0.7,1.3,4.1,6.9,4.1,3.0,4.1,12.0,0.7,-6.79,-4.04,-1.28,-4.04,3.0,4.04,12.0,0.7,0.23,0.71,1.2,0.71,3.0,0.71,12.0,0.7,1020.28,1022.4,1022.81,1021.57,3.0,1.99,12.0,0.7,1.6,3.0,6.4,4.0,3.0,3.6,12.0,0.7,69.2,79.1,79.2,74.3,3.0,8.5,12.0,0.7,-50.5,-16.6,-5.3,-27.6,3.0,34.5,12.0,0.7,0.9,2.9,8.9,4.9,3.0,6.1,12.0,0.7,-209.6,-109.8,-34.9,-121.9,3.0,128.4,12.0,0.7,6.1,19.4,37.0,21.5,3.0,22.6,12.0,0.7,-125.6,-71.6,-22.7,-74.1,3.0,75.4,12.0,0.7,4.0,12.6,22.1,13.1,3.0,13.3,12.0,0.7,-30.8,-19.0,-6.0,-18.4,3.0,18.2,12.0,0.7,1.1,3.3,5.4,3.3,3.0,3.2,12.0,0.7,22.0,69.0,398.0,207.0,3.0,300.5,12.0,0.7,20.0,70.0,400.0,205.0,3.0,300.0,12.0,0.7,-2.66,0.0,1.16,-0.73,3.0,2.87,12.0,0.7,-21.8,0.0,0.0,-10.7,3.0,18.5,12.0,0.7,4.56,4.7,6.03,5.28,3.0,1.19,12.0,0.7,6.1,19.3,31.3,18.7,3.0,18.5,12.0,0.7
1953,7,23443,-179.7,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.5,4.8,4.5,2.0,0.7,20.0,0.5,87.0,97.3,100.0,93.7,4.0,9.4,16.0,0.8,-39.3,0.3,8.3,-13.7,5.0,31.6,16.0,0.8,-11.3,0.9,23.5,4.5,5.0,20.5,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,7,23443,-179.7,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.9,11.0,0.3,16.0,0.7,80.1,93.0,100.0,90.3,12.0,10.6,18.0,0.8,-35.7,-3.5,6.1,-15.8,16.0,41.6,16.0,0.8,-20.3,0.0,20.0,-3.0,16.0,47.0,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,7,23443,-179.6,-37.2,15.68,15.85,16.02,15.85,2.0,0.35,18.0,1.0,13.32,14.45,15.58,14.45,2.0,2.33,18.0,1.0,7.47,8.54,9.6,8.54,2.0,2.21,18.0,1.0,78.2,82.6,87.0,82.6,2.0,9.2,18.0,1.0,10.27,12.35,14.43,12.35,2.0,4.31,18.0,1.0,3.89,4.75,5.62,4.75,2.0,1.79,18.0,1.0,-5.0,2.78,10.56,2.78,2.0,16.12,18.0,1.0,1012.45,1013.0,1013.55,1013.0,2.0,1.13,18.0,1.0,4.2,4.5,4.8,4.5,2.0,0.7,18.0,1.0,78.2,82.6,87.0,82.6,2.0,9.2,18.0,1.0,42.0,62.5,83.1,62.5,2.0,42.6,18.0,1.0,-32.8,69.1,170.9,69.1,2.0,211.1,18.0,1.0,59.4,66.6,73.7,66.6,2.0,14.8,18.0,1.0,-88.0,21.3,130.6,21.3,2.0,226.5,18.0,1.0,36.3,38.6,40.9,38.6,2.0,4.8,18.0,1.0,-57.6,5.9,69.3,5.9,2.0,131.4,18.0,1.0,7.5,14.3,21.1,14.3,2.0,14.1,18.0,1.0,0.0,23.2,46.4,23.2,2.0,48.1,18.0,1.0,1256.5,2228.5,3200.5,2228.5,2.0,2014.0,18.0,1.0,1255.0,2230.0,3200.0,2230.0,2.0,2015.0,18.0,1.0,0.44,1.4,2.36,1.4,2.0,1.98,18.0,1.0,6.8,21.6,36.3,21.6,2.0,30.5,18.0,1.0,1.69,2.64,3.59,2.64,2.0,1.97,18.0,1.0,19.6,36.9,54.1,36.9,2.0,35.7,18.0,1.0
1953,7,23443,-179.6,-23.2,23.9,23.9,23.9,23.9,2.0,0.0,14.0,0.0,23.31,23.75,24.19,23.75,2.0,0.92,14.0,0.0,16.28,17.04,17.8,17.04,2.0,1.57,14.0,0.0,91.4,92.7,94.1,92.7,2.0,2.8,14.0,0.0,12.3,12.3,12.3,12.3,2.0,0.0,14.0,0.0,-4.41,0.91,6.23,0.91,2.0,11.01,14.0,0.0,-9.96,-9.45,-8.94,-9.45,2.0,1.06,14.0,0.0,1008.96,1011.45,1013.94,1011.45,2.0,5.16,14.0,0.0,6.2,6.5,6.8,6.5,2.0,0.7,14.0,0.0,91.4,92.7,94.1,92.7,2.0,2.8,14.0,0.0,-54.2,11.2,76.6,11.2,2.0,135.5,14.0,0.0,-122.5,-116.2,-109.9,-116.2,2.0,13.0,14.0,0.0,-109.3,16.5,142.4,16.5,2.0,260.7,14.0,0.0,-241.2,-224.9,-208.5,-224.9,2.0,33.9,14.0,0.0,-83.0,6.9,96.8,6.9,2.0,186.2,14.0,0.0,-177.7,-161.8,-145.9,-161.8,2.0,32.9,14.0,0.0,0.9,9.5,18.0,9.5,2.0,17.7,14.0,0.0,-19.2,-13.3,-7.3,-13.3,2.0,12.3,14.0,0.0,1861.0,1861.0,1861.0,1861.0,2.0,0.0,14.0,0.0,1860.0,1860.0,1860.0,1860.0,2.0,0.0,14.0,0.0,-0.29,0.15,0.59,0.15,2.0,0.92,14.0,0.0,-3.6,1.8,7.3,1.8,2.0,11.3,14.0,0.0,0.78,1.49,2.2,1.49,2.0,1.47,14.0,0.0,9.6,18.3,27.0,18.3,2.0,18.1,14.0,0.0
1953,7,23443,-179.6,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,7.7,7.7,1.0,0.0,18.0,1.0,-7.7,-7.7,-7.7,-7.7,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,1010.2,1010.2,1010.2,1010.2,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,7,23443,-179.6,16.8,27.88,28.05,28.22,28.05,2.0,0.35,14.0,1.0,28.9,28.9,28.9,28.9,2.0,0.0,14.0,1.0,17.24,17.27,17.3,17.27,2.0,0.06,14.0,1.0,69.6,69.6,69.6,69.6,2.0,0.0,14.0,1.0,8.69,9.75,10.81,9.75,2.0,2.19,14.0,1.0,-10.21,-9.35,-8.48,-9.35,2.0,1.8,14.0,1.0,-3.03,-1.22,0.58,-1.22,2.0,3.74,14.0,1.0,1012.95,1014.55,1016.15,1014.55,2.0,3.32,14.0,1.0,2.3,3.0,3.7,3.0,2.0,1.4,14.0,1.0,69.6,69.6,69.6,69.6,2.0,0.0,14.0,1.0,-111.5,-93.1,-74.8,-93.1,2.0,38.0,14.0,1.0,-34.9,-16.0,2.9,-16.0,2.0,39.1,14.0,1.0,-295.2,-270.1,-245.0,-270.1,2.0,52.0,14.0,1.0,-87.4,-35.3,16.9,-35.3,2.0,108.1,14.0,1.0,-176.7,-161.5,-146.2,-161.5,2.0,31.6,14.0,1.0,-52.4,-21.2,10.0,-21.2,2.0,64.7,14.0,1.0,-68.5,-60.6,-52.6,-60.6,2.0,16.4,14.0,1.0,-20.7,-8.8,3.1,-8.8,2.0,24.7,14.0,1.0,693.0,997.0,1301.5,997.0,2.0,630.5,14.0,1.0,695.0,995.0,1300.0,995.0,2.0,630.0,14.0,1.0,-1.02,-0.85,-0.68,-0.85,2.0,0.35,14.0,1.0,-8.7,-7.9,-7.1,-7.9,2.0,1.6,14.0,1.0,6.18,6.43,6.68,6.43,2.0,0.52,14.0,1.0,54.0,63.3,72.5,63.3,2.0,19.1,14.0,1.0
1953,7,23443,-179.6,32.6,22.72,24.4,26.85,24.55,13.0,2.14,10.0,0.8,23.27,25.6,26.75,25.15,13.0,1.72,10.0,0.8,16.16,16.56,18.73,17.07,10.0,1.43,12.0,0.8,77.7,85.4,90.9,84.9,10.0,7.6,12.0,0.8,3.6,4.6,7.2,5.09,13.0,1.6,10.0,0.8,-3.9,-2.46,3.04,-1.18,13.0,3.41,10.0,0.8,0.46,3.1,6.33,2.77,13.0,3.03,10.0,0.8,1021.91,1024.4,1024.7,1023.45,13.0,1.81,10.0,0.8,2.9,3.0,6.1,3.9,13.0,2.2,10.0,0.8,77.7,85.4,90.9,84.9,10.0,7.6,12.0,0.8,-17.9,-12.8,10.0,-7.2,13.0,19.5,10.0,0.8,1.7,12.8,48.7,17.4,13.0,20.9,10.0,0.8,-99.8,-63.0,67.9,-32.9,13.0,85.3,10.0,0.8,10.9,77.5,171.1,70.9,13.0,79.9,10.0,0.8,-62.8,-37.1,29.4,-23.1,10.0,56.1,12.0,0.8,1.8,61.4,123.7,58.4,10.0,60.7,12.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.85,-0.5,1.1,-0.61,13.0,1.68,10.0,0.8,-11.8,-1.5,4.1,-5.0,13.0,11.5,10.0,0.8,-0.87,1.43,6.37,2.46,10.0,3.39,12.0,0.8,-6.3,7.0,28.3,10.1,10.0,17.1,12.0,0.8
