Year,Month,Running Month,Longitude,Latitude,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1956,2,23474,-179.8,-17.5,-62.2,-9.3,43.7,-9.3,2.0,109.7,14.0,0.0,-47.5,37.1,121.6,37.1,2.0,175.2,14.0,0.0,-41.2,-3.9,33.3,-3.9,2.0,77.1,14.0,0.0,-30.3,30.4,91.0,30.4,2.0,125.7,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,5.65,6.37,5.65,2.0,1.48,14.0,0.0,-2.32,-0.32,1.69,-0.32,2.0,4.15,14.0,0.0,-1.76,1.46,4.67,1.46,2.0,6.66,14.0,0.0,1006.34,1008.15,1009.96,1008.15,2.0,3.75,14.0,0.0,6.3,7.0,7.7,7.0,2.0,1.4,14.0,0.0,83.5,86.5,89.5,86.5,2.0,6.2,14.0,0.0,-9.8,1.3,12.4,1.3,2.0,23.0,14.0,0.0,-6.0,13.2,32.4,13.2,2.0,39.8,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2,23474,-179.7,-13.0,-228.0,-228.0,-228.0,-228.0,1.0,0.0,2.0,1.0,-191.3,-191.3,-191.3,-191.3,1.0,0.0,2.0,1.0,-145.1,-145.1,-145.1,-145.1,1.0,0.0,2.0,1.0,-121.7,-121.7,-121.7,-121.7,1.0,0.0,2.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,2.0,1.0,28.9,28.9,28.9,28.9,1.0,0.0,2.0,1.0,18.39,18.39,18.39,18.39,1.0,0.0,2.0,1.0,73.5,73.5,73.5,73.5,1.0,0.0,2.0,1.0,10.3,10.3,10.3,10.3,1.0,0.0,2.0,1.0,-7.89,-7.89,-7.89,-7.89,1.0,0.0,2.0,1.0,-6.62,-6.62,-6.62,-6.62,1.0,0.0,2.0,1.0,1006.8,1006.8,1006.8,1006.8,1.0,0.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,2.0,1.0,73.5,73.5,73.5,73.5,1.0,0.0,2.0,1.0,-81.3,-81.3,-81.3,-81.3,1.0,0.0,2.0,1.0,-68.2,-68.2,-68.2,-68.2,1.0,0.0,2.0,1.0,1.1,1.1,1.1,1.1,1.0,0.0,2.0,1.0,11.3,11.3,11.3,11.3,1.0,0.0,2.0,1.0,8.4,8.4,8.4,8.4,1.0,0.0,2.0,1.0,86.5,86.5,86.5,86.5,1.0,0.0,2.0,1.0,-66.3,-66.3,-66.3,-66.3,1.0,0.0,2.0,1.0,-55.6,-55.6,-55.6,-55.6,1.0,0.0,2.0,1.0,1092.5,1092.5,1092.5,1092.5,1.0,0.0,2.0,1.0,1095.0,1095.0,1095.0,1095.0,1.0,0.0,2.0,1.0
1956,2,23474,-179.7,-7.6,-59.8,6.1,72.0,6.1,2.0,136.5,20.0,0.5,-142.4,-121.3,-100.2,-121.3,2.0,43.7,20.0,0.5,-36.6,7.2,51.0,7.2,2.0,90.8,20.0,0.5,-98.1,-81.4,-64.7,-81.4,2.0,34.5,20.0,0.5,27.83,27.9,27.97,27.9,2.0,0.14,20.0,0.5,27.46,27.6,27.74,27.6,2.0,0.28,20.0,0.5,17.77,18.29,18.81,18.29,2.0,1.08,20.0,0.5,76.0,79.0,81.9,79.0,2.0,6.0,20.0,0.5,4.93,5.65,6.37,5.65,2.0,1.48,20.0,0.5,-2.14,0.25,2.64,0.25,2.0,4.95,20.0,0.5,-5.19,-4.4,-3.62,-4.4,2.0,1.63,20.0,0.5,1006.44,1006.95,1007.46,1006.95,2.0,1.06,20.0,0.5,7.0,7.0,7.0,7.0,2.0,0.0,20.0,0.5,76.0,79.0,81.9,79.0,2.0,6.0,20.0,0.5,-8.6,5.1,18.7,5.1,2.0,28.3,20.0,0.5,-33.7,-26.1,-18.5,-26.1,2.0,15.7,20.0,0.5,0.1,0.3,0.5,0.3,2.0,0.42,20.0,0.5,0.6,2.0,3.4,2.0,2.0,2.8,20.0,0.5,4.94,5.38,5.82,5.38,2.0,0.91,20.0,0.5,28.3,29.7,31.1,29.7,2.0,2.8,20.0,0.5,-13.7,-0.9,11.8,-0.9,2.0,26.4,20.0,0.5,-25.2,-22.9,-20.7,-22.9,2.0,4.7,20.0,0.5,129.5,199.0,268.5,199.0,2.0,144.0,20.0,0.5,130.0,200.0,270.0,200.0,2.0,145.0,20.0,0.5
1956,2,23474,-179.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,6.0,0.0,1010.5,1010.5,1010.5,1010.5,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2,23474,-179.7,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.0,6.7,4.0,3.0,4.0,10.0,0.3,76.7,83.1,100.0,86.4,5.0,14.4,10.0,0.6,-130.6,-9.6,28.2,-44.0,7.0,95.0,14.0,0.6,-5.1,30.5,62.2,13.4,7.0,59.7,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2,23474,-179.6,-41.6,-2.3,93.5,132.4,82.9,8.0,83.9,14.0,0.8,-66.2,28.2,105.7,15.9,8.0,100.8,14.0,0.8,-5.1,55.3,70.7,42.6,7.0,45.8,14.0,0.7,-40.4,-10.4,53.8,-1.1,7.0,58.4,14.0,0.7,17.8,18.2,20.03,18.67,7.0,1.16,14.0,0.7,16.76,17.55,18.99,17.74,8.0,1.3,14.0,0.8,8.15,10.8,11.36,10.11,7.0,2.0,14.0,0.7,69.1,83.8,88.7,78.8,7.0,11.1,14.0,0.7,2.82,6.7,12.02,7.39,8.0,4.88,14.0,0.8,-0.11,5.11,8.35,4.81,8.0,5.02,14.0,0.8,-3.49,1.67,6.31,1.25,8.0,5.72,14.0,0.8,1006.67,1008.35,1016.33,1009.54,8.0,6.04,14.0,0.8,5.0,6.0,7.9,5.8,8.0,2.3,14.0,0.8,69.1,83.8,88.7,78.8,7.0,11.1,14.0,0.7,0.3,34.5,101.1,55.2,8.0,74.3,14.0,0.8,-22.7,9.3,92.6,18.6,8.0,62.2,14.0,0.8,-1.1,0.6,2.66,0.86,7.0,1.88,14.0,0.7,-1.4,5.5,33.3,13.5,7.0,24.1,14.0,0.7,1.45,2.62,6.37,3.35,7.0,2.32,14.0,0.7,3.7,18.5,79.4,34.4,7.0,41.1,14.0,0.7,-0.7,11.2,57.1,25.2,7.0,37.3,14.0,0.7,-10.6,-1.2,45.7,11.6,7.0,27.9,14.0,0.7,26.5,301.0,1759.0,896.5,8.0,1279.0,14.0,0.8,25.0,300.0,1760.0,895.0,8.0,1280.0,14.0,0.8
1956,2,23474,-179.6,-37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.28,21.95,22.51,21.9,4.0,0.8,16.0,0.8,19.22,20.6,20.97,20.18,5.0,0.97,14.0,0.6,11.37,12.84,13.65,12.47,5.0,1.71,14.0,0.6,76.1,88.9,92.7,84.9,5.0,10.2,14.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.55,1.65,1.4,4.0,0.41,16.0,0.8,4.8,9.1,11.2,8.1,4.0,4.6,16.0,0.8,2.64,4.05,5.26,3.95,4.0,1.59,16.0,0.8,10.4,24.3,35.0,22.8,4.0,14.9,16.0,0.8,-26.8,-5.8,18.7,-4.2,4.0,29.4,16.0,0.8,-4.3,-1.4,3.8,-0.3,4.0,5.5,16.0,0.8,84.5,301.0,4823.5,2189.0,5.0,3022.0,14.0,0.6,85.0,300.0,4825.0,2190.0,5.0,3020.0,14.0,0.6
1956,2,23474,-179.6,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,28.9,28.9,28.9,1.0,0.0,28.0,1.0,26.7,26.7,26.7,26.7,2.0,0.0,16.0,1.0,18.35,19.14,19.93,19.14,2.0,1.64,16.0,1.0,83.7,87.1,90.5,87.1,2.0,7.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,2.2,2.2,1.0,0.0,28.0,1.0,22.7,22.7,22.7,22.7,1.0,0.0,28.0,1.0,4.86,4.86,4.86,4.86,1.0,0.0,28.0,1.0,50.0,50.0,50.0,50.0,1.0,0.0,28.0,1.0,-38.3,-38.3,-38.3,-38.3,1.0,0.0,28.0,1.0,-32.2,-32.2,-32.2,-32.2,1.0,0.0,28.0,1.0,255.5,595.0,935.0,595.0,2.0,704.0,16.0,1.0,255.0,595.0,935.0,595.0,2.0,705.0,16.0,1.0
1956,2,23474,-179.6,16.8,-107.8,-107.8,-107.8,-107.8,1.0,0.0,18.0,1.0,-62.2,-62.2,-62.2,-62.2,1.0,0.0,18.0,1.0,-76.7,-76.7,-76.7,-76.7,1.0,0.0,18.0,1.0,-44.3,-44.3,-44.3,-44.3,1.0,0.0,18.0,1.0,25.6,25.6,25.6,25.6,1.0,0.0,18.0,1.0,24.4,24.4,24.4,24.4,1.0,0.0,18.0,1.0,17.36,17.36,17.36,17.36,1.0,0.0,18.0,1.0,90.8,90.8,90.8,90.8,1.0,0.0,18.0,1.0,5.1,5.1,5.1,5.1,1.0,0.0,18.0,1.0,-4.42,-4.42,-4.42,-4.42,1.0,0.0,18.0,1.0,-2.55,-2.55,-2.55,-2.55,1.0,0.0,18.0,1.0,1009.1,1009.1,1009.1,1009.1,1.0,0.0,18.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,18.0,1.0,90.8,90.8,90.8,90.8,1.0,0.0,18.0,1.0,-22.5,-22.5,-22.5,-22.5,1.0,0.0,18.0,1.0,-13.0,-13.0,-13.0,-13.0,1.0,0.0,18.0,1.0,1.2,1.2,1.2,1.2,1.0,0.0,18.0,1.0,6.1,6.1,6.1,6.1,1.0,0.0,18.0,1.0,3.22,3.22,3.22,3.22,1.0,0.0,18.0,1.0,16.4,16.4,16.4,16.4,1.0,0.0,18.0,1.0,-14.2,-14.2,-14.2,-14.2,1.0,0.0,18.0,1.0,-8.2,-8.2,-8.2,-8.2,1.0,0.0,18.0,1.0,132.5,132.5,132.5,132.5,1.0,0.0,18.0,1.0,135.0,135.0,135.0,135.0,1.0,0.0,18.0,1.0
1956,2,23474,-179.6,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,16.05,16.83,16.06,12.0,1.07,12.0,0.4,14.14,16.1,16.91,15.71,15.0,1.57,12.0,0.4,7.38,8.93,10.64,9.02,10.0,1.83,14.0,0.4,65.7,81.1,94.4,80.8,10.0,14.4,14.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63,0.3,2.2,0.4,12.0,1.77,12.0,0.4,-14.3,0.0,27.3,4.3,12.0,22.3,12.0,0.4,0.6,2.4,3.95,2.49,9.0,2.31,12.0,0.4,2.2,24.5,50.2,26.8,9.0,24.3,12.0,0.4,0.7,14.2,49.4,21.2,9.0,22.4,12.0,0.4,-23.0,0.0,8.8,-6.1,9.0,18.7,12.0,0.4,177.0,1092.5,2146.5,1470.0,15.0,1482.0,12.0,0.4,175.0,1095.0,2145.0,1470.0,15.0,1480.0,12.0,0.4
1956,2,23474,-179.6,38.5,0.0,26.0,37.2,21.7,6.0,18.0,12.0,0.3,94.3,125.6,156.6,126.5,6.0,37.4,12.0,0.3,0.0,13.3,25.7,13.1,6.0,11.7,12.0,0.3,62.6,77.1,102.3,79.4,6.0,29.3,12.0,0.3,14.3,15.0,15.6,14.92,6.0,0.67,12.0,0.3,12.68,13.3,13.88,13.5,6.0,1.35,12.0,0.3,7.47,8.18,9.43,8.32,6.0,1.62,12.0,0.3,78.4,87.9,96.0,85.7,6.0,13.8,12.0,0.3,7.79,9.8,11.51,9.6,6.0,2.2,12.0,0.3,0.0,1.95,2.88,1.65,6.0,1.37,12.0,0.3,7.32,9.44,11.51,9.34,6.0,2.39,12.0,0.3,993.46,1002.9,1018.06,1005.1,6.0,12.29,12.0,0.3,3.4,7.0,8.0,5.8,6.0,2.8,12.0,0.3,78.4,87.9,96.0,85.7,6.0,13.8,12.0,0.3,0.0,15.8,24.4,14.0,6.0,12.1,12.0,0.3,57.6,92.9,132.6,94.0,6.0,42.4,12.0,0.3,0.13,1.95,2.53,1.42,6.0,1.78,12.0,0.3,-1.0,16.9,27.4,14.0,6.0,20.5,12.0,0.3,0.99,2.75,3.49,2.3,6.0,1.72,12.0,0.3,7.7,23.7,34.5,20.9,6.0,16.9,12.0,0.3,0.0,4.8,7.6,4.3,6.0,3.7,12.0,0.3,7.2,22.3,34.1,20.3,6.0,16.8,12.0,0.3,486.5,948.5,1529.0,998.5,6.0,594.0,12.0,0.3,485.0,950.0,1530.0,1000.0,6.0,595.0,12.0,0.3
1956,2,23474,-179.6,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.5,8.0,6.7,6.0,2.0,10.0,0.2,72.0,94.1,96.8,85.4,5.0,16.9,14.0,0.0,-51.7,0.0,130.6,27.0,7.0,95.6,12.0,0.1,-38.7,26.0,68.2,21.0,7.0,54.2,12.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.7,36.3,18.1,5.0,28.4,14.0,0.0,-7.7,-4.5,5.7,-1.2,5.0,10.2,14.0,0.0,233.5,551.5,2172.5,971.0,7.0,1025.0,12.0,0.1,235.0,550.0,2170.0,970.0,7.0,1025.0,12.0,0.1
