Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
1952,5,23429,-179.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,3.1,3.1,1.0,0.0,6.0,1.0,-2.37,-2.37,-2.37,-2.37,1.0,0.0,6.0,1.0,-1.99,-1.99,-1.99,-1.99,1.0,0.0,6.0,1.0,1010.7,1010.7,1010.7,1010.7,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.9,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.0,1.7,1.0,2.0,1.5,14.0,0.5,-11.5,-8.3,-5.1,-8.3,2.0,6.6,14.0,0.5,19.0,97.5,516.5,405.0,8.0,725.5,10.0,0.8,20.0,95.0,515.0,405.0,8.0,725.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.9,54.5,4.4,4.4,4.4,4.4,1.0,0.0,22.0,1.0,6.7,6.7,6.7,6.7,1.0,0.0,22.0,1.0,5.59,5.59,5.59,5.59,1.0,0.0,22.0,1.0,92.0,92.0,92.0,92.0,1.0,0.0,22.0,1.0,3.1,3.1,3.1,3.1,1.0,0.0,22.0,1.0,2.91,2.91,2.91,2.91,1.0,0.0,22.0,1.0,-1.06,-1.06,-1.06,-1.06,1.0,0.0,22.0,1.0,1011.9,1011.9,1011.9,1011.9,1.0,0.0,22.0,1.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,22.0,1.0,-7.1,-7.1,-7.1,-7.1,1.0,0.0,22.0,1.0,-0.41,-0.41,-0.41,-0.41,1.0,0.0,22.0,1.0,-1.3,-1.3,-1.3,-1.3,1.0,0.0,22.0,1.0,19.5,19.5,19.5,19.5,1.0,0.0,22.0,1.0,-7.1,-7.1,-7.1,-7.1,1.0,0.0,22.0,1.0,16.3,16.3,16.3,16.3,1.0,0.0,22.0,1.0,-5.9,-5.9,-5.9,-5.9,1.0,0.0,22.0,1.0,-1.2,-1.2,-1.2,-1.2,1.0,0.0,22.0,1.0,0.4,0.4,0.4,0.4,1.0,0.0,22.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,22.0,1.0,30.0,30.0,30.0,30.0,1.0,0.0,22.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,22.0,1.0,92.0,92.0,92.0,92.0,1.0,0.0,22.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,22.0,1.0,-3.3,-3.3,-3.3,-3.3,1.0,0.0,22.0,1.0
1952,5,23429,-179.8,-27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,6.2,6.2,1.0,0.0,28.0,0.0,-3.1,-3.1,-3.1,-3.1,1.0,0.0,28.0,0.0,-5.37,-5.37,-5.37,-5.37,1.0,0.0,28.0,0.0,1016.6,1016.6,1016.6,1016.6,1.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.2,8.2,8.2,1.0,0.0,28.0,1.0,-6.28,-6.28,-6.28,-6.28,1.0,0.0,28.0,1.0,-5.27,-5.27,-5.27,-5.27,1.0,0.0,28.0,1.0,1010.2,1010.2,1010.2,1010.2,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.7,-41.6,15.1,15.3,15.5,15.3,2.0,0.42,18.0,0.0,12.58,12.8,13.9,13.12,5.0,0.75,14.0,0.0,7.97,8.09,8.21,8.09,2.0,0.25,18.0,0.0,83.7,84.8,86.0,84.8,2.0,2.3,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.95,2.53,1.95,2.0,1.2,18.0,0.0,6.8,15.2,23.5,15.2,2.0,17.4,18.0,0.0,2.52,2.75,2.97,2.75,2.0,0.47,18.0,0.0,10.1,18.2,26.4,18.2,2.0,16.9,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.5,10.7,8.5,2.0,4.7,18.0,0.0,7.4,15.6,23.9,15.6,2.0,17.2,18.0,0.0,197.5,941.0,1277.0,812.5,5.0,711.5,14.0,0.0,195.0,940.0,1275.0,810.0,5.0,710.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.7,-39.5,16.63,16.7,16.7,16.67,3.0,0.06,10.0,0.0,13.82,15.8,17.36,15.6,4.0,2.07,12.0,0.3,7.24,8.16,8.67,7.96,3.0,1.07,10.0,0.0,72.3,72.5,78.0,75.1,3.0,4.8,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,2.3,3.05,1.6,3.0,2.23,10.0,0.0,-6.9,6.0,23.5,8.2,3.0,22.4,10.0,0.0,3.0,3.61,4.53,3.76,3.0,1.13,10.0,0.0,18.8,39.2,44.0,31.6,3.0,19.5,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,25.2,34.1,24.3,3.0,14.5,10.0,0.0,-20.5,0.0,17.6,-1.4,3.0,28.0,10.0,0.0,392.0,1332.5,2450.5,1417.0,4.0,1290.0,12.0,0.3,390.0,1335.0,2450.0,1415.0,4.0,1290.0,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,5,23429,-179.7,18.5,25.29,25.6,26.75,26.0,4.0,1.23,10.0,0.8,24.42,25.3,26.75,25.58,4.0,1.64,10.0,0.8,17.18,18.65,19.64,18.42,4.0,1.47,10.0,0.8,85.6,88.9,95.6,90.5,4.0,6.8,10.0,0.8,6.1,7.45,8.8,7.45,4.0,1.93,10.0,0.8,-8.06,-6.55,-5.3,-6.67,4.0,1.63,10.0,0.8,-3.2,-0.67,2.42,-0.4,4.0,3.94,10.0,0.8,1017.16,1018.2,1018.98,1018.08,4.0,1.36,10.0,0.8,-1.15,0.55,1.99,0.43,4.0,2.1,10.0,0.8,-8.9,4.0,11.3,1.3,4.0,13.5,10.0,0.8,1.71,2.82,3.3,2.52,4.0,1.18,10.0,0.8,12.1,19.9,23.9,18.1,4.0,8.3,10.0,0.8,-214.2,-171.3,-129.6,-171.8,4.0,48.8,10.0,0.8,-83.4,-18.6,57.9,-13.0,4.0,97.8,10.0,0.8,-149.5,-124.4,-96.0,-122.8,4.0,30.9,10.0,0.8,-58.0,-13.1,40.4,-9.0,4.0,68.0,10.0,0.8,-20.5,-17.4,-11.2,-15.9,4.0,6.8,10.0,0.8,-7.4,-0.6,7.2,-0.1,4.0,11.0,10.0,0.8,247.0,415.0,710.5,476.0,4.0,339.0,10.0,0.8,245.0,415.0,710.0,475.0,4.0,340.0,10.0,0.8,4.5,6.0,7.5,6.0,4.0,1.8,10.0,0.8,85.6,88.9,95.6,90.5,4.0,6.8,10.0,0.8,-71.4,-49.1,-32.5,-51.8,4.0,24.8,10.0,0.8,-30.1,-5.1,17.5,-6.2,4.0,33.5,10.0,0.8
1952,5,23429,-179.7,44.1,10.0,10.0,10.0,10.0,1.0,0.0,10.0,1.0,8.9,8.9,8.9,8.9,1.0,0.0,10.0,1.0,7.02,7.02,7.02,7.02,1.0,0.0,10.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,10.0,1.0,7.7,7.7,7.7,7.7,1.0,0.0,10.0,1.0,7.7,7.7,7.7,7.7,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1019.3,1019.3,1019.3,1019.3,1.0,0.0,10.0,1.0,1.1,1.1,1.1,1.1,1.0,0.0,10.0,1.0,8.5,8.5,8.5,8.5,1.0,0.0,10.0,1.0,0.54,0.54,0.54,0.54,1.0,0.0,10.0,1.0,4.2,4.2,4.2,4.2,1.0,0.0,10.0,1.0,68.5,68.5,68.5,68.5,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,54.0,54.0,54.0,54.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,4.2,4.2,4.2,4.2,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,456.5,456.5,456.5,456.5,1.0,0.0,10.0,1.0,455.0,455.0,455.0,455.0,1.0,0.0,10.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,10.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,10.0,1.0,59.3,59.3,59.3,59.3,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0
1952,5,23429,-179.7,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,6.2,12.57,7.58,27.0,5.61,20.0,0.7,-6.69,-1.57,5.11,-0.73,27.0,7.43,20.0,0.7,-1.27,0.51,5.46,1.96,27.0,5.6,20.0,0.7,1004.14,1012.9,1017.91,1010.78,27.0,7.94,20.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.1,-12.4,26.2,-4.4,26.0,37.3,20.0,0.7,-9.6,2.3,27.8,9.5,26.0,28.8,20.0,0.7,-31.8,-8.8,22.8,-7.2,24.0,34.1,20.0,0.8,-10.5,0.0,30.4,8.6,24.0,29.2,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
