Year,Month,Running Month,Longitude,Latitude,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1954,6,23454,-179.9,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.35,3.86,3.35,2.0,1.06,30.0,1.0,-1.68,-1.0,-0.32,-1.0,2.0,1.41,30.0,1.0,-0.76,1.21,3.18,1.21,2.0,4.08,30.0,1.0,1016.71,1016.95,1017.19,1016.95,2.0,0.49,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,6,23454,-179.8,-41.5,0.7,2.3,16.1,8.3,3.0,12.4,10.0,0.0,3.7,11.7,25.0,14.3,3.0,15.8,10.0,0.0,55.5,199.0,564.5,305.0,4.0,353.5,14.0,0.0,55.0,200.0,565.0,305.0,4.0,355.0,14.0,0.0,14.06,14.4,15.56,14.8,3.0,1.15,10.0,0.0,10.89,11.7,13.35,12.1,4.0,1.67,14.0,0.0,6.13,7.44,8.31,7.23,4.0,1.55,14.0,0.0,73.3,84.8,90.2,81.9,4.0,11.7,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,3.2,3.27,2.73,3.0,0.9,10.0,0.0,15.1,15.8,20.1,17.5,3.0,4.0,10.0,0.0,2.48,2.6,4.0,3.22,3.0,1.24,10.0,0.0,15.3,22.5,28.4,21.9,3.0,9.6,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,6,23454,-179.7,-41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,5.65,8.06,5.8,4.0,2.87,14.0,0.0,0.0,0.44,5.29,2.54,4.0,4.52,14.0,0.0,-1.36,2.26,5.66,2.15,4.0,4.22,14.0,0.0,1007.82,1014.7,1017.29,1012.65,4.0,6.65,14.0,0.0,1.4,3.5,6.1,3.8,4.0,3.3,14.0,0.0,73.3,84.8,90.2,81.9,4.0,11.7,14.0,0.0,0.0,2.0,47.2,22.6,4.0,42.6,14.0,0.0,-3.5,10.4,33.4,14.7,4.0,23.3,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.9,74.8,35.9,4.0,65.5,14.0,0.0,-16.6,25.3,61.3,22.5,4.0,46.9,14.0,0.0,0.0,3.4,46.5,22.3,4.0,40.3,14.0,0.0,-9.8,17.3,34.6,12.6,4.0,26.5,14.0,0.0
1954,6,23454,-179.7,-37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,8.15,6.33,3.0,3.0,8.0,0.0,-2.49,1.87,2.81,0.2,3.0,4.14,8.0,0.0,1.63,3.25,7.6,4.58,3.0,4.52,8.0,0.0,1001.52,1004.8,1018.32,1009.8,3.0,13.04,8.0,0.0,1.6,3.0,3.7,2.7,3.0,1.5,8.0,0.0,71.5,86.2,88.6,80.2,3.0,13.6,8.0,0.0,-9.4,15.0,17.3,4.2,3.0,21.7,8.0,0.0,7.5,15.0,69.1,37.8,3.0,49.2,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.3,31.2,45.7,5.3,3.0,64.1,8.0,0.0,25.6,52.4,126.3,75.4,3.0,76.4,8.0,0.0,-14.4,20.0,28.3,7.2,3.0,33.2,8.0,0.0,14.2,32.1,80.6,47.0,3.0,50.3,8.0,0.0
1954,6,23454,-179.7,-37.1,3.4,4.1,4.8,4.1,2.0,1.5,10.0,0.0,6.8,10.4,14.0,10.4,2.0,7.4,10.0,0.0,97.5,97.5,673.5,378.5,3.0,487.0,8.0,0.0,95.0,95.0,675.0,380.0,3.0,485.0,8.0,0.0,16.27,16.65,17.03,16.65,2.0,0.78,10.0,0.0,15.35,16.1,16.51,15.93,3.0,0.86,8.0,0.0,7.74,9.86,10.45,9.11,3.0,2.09,8.0,0.0,71.5,86.2,88.6,80.2,3.0,13.6,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.25,0.42,0.25,2.0,0.35,10.0,0.0,0.8,2.5,4.1,2.5,2.0,3.5,10.0,0.0,1.59,1.61,1.62,1.61,2.0,0.03,10.0,0.0,8.7,11.6,14.6,11.6,2.0,6.1,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,6,23454,-179.7,38.4,-3.0,21.7,28.2,12.8,3.0,24.1,18.0,1.0,-28.1,-8.4,2.7,-12.6,3.0,22.8,18.0,1.0,1803.0,2146.5,2146.5,1979.0,3.0,291.0,18.0,1.0,1805.0,2145.0,2145.0,1980.0,3.0,290.0,18.0,1.0,14.4,14.4,15.22,14.8,3.0,0.69,18.0,1.0,14.04,16.7,17.04,15.57,3.0,2.41,18.0,1.0,7.34,9.3,10.93,9.14,3.0,2.63,18.0,1.0,72.7,78.3,89.7,81.2,3.0,12.7,18.0,1.0,12.15,12.9,12.9,12.53,3.0,0.64,18.0,1.0,8.9,10.22,11.52,10.21,3.0,1.92,18.0,1.0,-5.35,4.41,5.43,0.14,3.0,8.71,18.0,1.0,1004.14,1005.1,1008.79,1006.43,3.0,3.59,18.0,1.0,8.0,8.0,8.0,8.0,3.0,0.0,18.0,1.0,72.7,78.3,89.7,81.2,3.0,12.7,18.0,1.0,111.3,120.6,145.0,128.0,3.0,25.5,18.0,1.0,-69.0,56.9,65.6,-0.3,3.0,110.3,18.0,1.0,-2.26,-1.1,0.74,-0.77,3.0,2.22,18.0,1.0,-27.1,-14.2,9.6,-8.9,3.0,27.2,18.0,1.0,-0.4,1.79,3.14,1.38,3.0,2.62,18.0,1.0,-4.1,23.1,40.5,18.3,3.0,32.9,18.0,1.0,128.2,175.8,194.0,161.4,3.0,49.7,18.0,1.0,-63.0,73.7,92.7,16.2,3.0,124.4,18.0,1.0,72.2,112.7,117.3,95.1,3.0,36.4,18.0,1.0,-30.4,41.0,60.1,15.5,3.0,69.9,18.0,1.0
1954,6,23454,-179.7,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,8.2,15.91,10.6,3.0,7.98,12.0,0.7,-4.59,-3.14,12.11,3.6,3.0,13.56,12.0,0.7,2.87,3.39,5.36,4.1,3.0,1.93,12.0,0.7,996.87,1005.4,1006.49,1001.77,3.0,7.72,12.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.0,-34.5,62.4,8.7,3.0,85.8,12.0,0.7,22.1,29.0,47.4,34.6,3.0,19.1,12.0,0.7,-13.0,32.8,78.7,32.8,2.0,95.0,8.0,0.5,21.3,29.3,37.2,29.3,2.0,16.5,8.0,0.5
1954,6,23454,-179.7,42.8,4.8,16.2,27.5,16.2,2.0,23.5,8.0,0.5,1.4,3.2,5.0,3.2,2.0,3.7,8.0,0.5,222.0,551.5,5236.5,2678.5,3.0,4109.0,12.0,0.7,220.0,550.0,5235.0,2680.0,3.0,4110.0,12.0,0.7,7.88,8.05,8.22,8.05,2.0,0.35,8.0,0.5,6.65,8.9,10.33,8.5,3.0,2.72,12.0,0.7,5.41,5.86,6.3,5.86,2.0,0.92,8.0,0.5,90.8,91.1,91.4,91.1,2.0,0.6,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.0,7.7,7.0,2.0,1.4,8.0,0.5,90.8,91.1,91.4,91.1,2.0,0.6,8.0,0.5,-33.6,-12.9,251.5,106.1,3.0,232.9,12.0,0.7,23.7,51.5,61.4,42.8,3.0,28.6,12.0,0.7,-0.5,0.8,2.1,0.8,2.0,2.69,8.0,0.5,0.8,21.8,42.9,21.8,2.0,43.6,8.0,0.5,0.35,0.9,1.45,0.9,2.0,1.14,8.0,0.5,5.9,17.0,28.2,17.0,2.0,23.0,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,6,23454,-179.6,-23.1,-7.3,-7.3,-7.3,-7.3,1.0,0.0,14.0,0.0,41.6,41.6,41.6,41.6,1.0,0.0,14.0,0.0,238.5,238.5,238.5,238.5,1.0,0.0,14.0,0.0,240.0,240.0,240.0,240.0,1.0,0.0,14.0,0.0,25.6,25.6,25.6,25.6,1.0,0.0,14.0,0.0,22.2,22.2,22.2,22.2,1.0,0.0,14.0,0.0,13.58,13.58,13.58,13.58,1.0,0.0,14.0,0.0,82.1,82.1,82.1,82.1,1.0,0.0,14.0,0.0,6.2,6.2,6.2,6.2,1.0,0.0,14.0,0.0,-1.08,-1.08,-1.08,-1.08,1.0,0.0,14.0,0.0,6.11,6.11,6.11,6.11,1.0,0.0,14.0,0.0,1018.6,1018.6,1018.6,1018.6,1.0,0.0,14.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,14.0,0.0,82.1,82.1,82.1,82.1,1.0,0.0,14.0,0.0,-6.7,-6.7,-6.7,-6.7,1.0,0.0,14.0,0.0,37.9,37.9,37.9,37.9,1.0,0.0,14.0,0.0,3.4,3.4,3.4,3.4,1.0,0.0,14.0,0.0,21.1,21.1,21.1,21.1,1.0,0.0,14.0,0.0,6.81,6.81,6.81,6.81,1.0,0.0,14.0,0.0,42.2,42.2,42.2,42.2,1.0,0.0,14.0,0.0,-23.9,-23.9,-23.9,-23.9,1.0,0.0,14.0,0.0,135.5,135.5,135.5,135.5,1.0,0.0,14.0,0.0,-14.6,-14.6,-14.6,-14.6,1.0,0.0,14.0,0.0,82.9,82.9,82.9,82.9,1.0,0.0,14.0,0.0
1954,6,23454,-179.6,-21.6,-17.3,-15.3,-15.3,-16.3,3.0,1.7,14.0,0.0,4.0,5.6,5.6,4.8,3.0,1.4,14.0,0.0,30.0,30.0,76.0,52.5,3.0,39.0,14.0,0.0,30.0,30.0,75.0,50.0,3.0,40.0,14.0,0.0,25.42,26.1,26.1,25.77,3.0,0.58,14.0,0.0,23.9,23.9,24.38,24.13,3.0,0.4,14.0,0.0,15.8,15.82,15.85,15.82,3.0,0.04,14.0,0.0,83.5,85.9,85.9,84.7,3.0,2.0,14.0,0.0,3.1,3.1,4.12,3.6,3.0,0.87,14.0,0.0,-4.02,-2.91,-2.91,-3.45,3.0,0.93,14.0,0.0,0.88,1.06,1.06,0.97,3.0,0.15,14.0,0.0,1014.19,1015.9,1017.33,1015.77,3.0,2.3,14.0,0.0,4.0,6.0,6.7,5.3,3.0,2.1,14.0,0.0,83.5,85.9,85.9,84.7,3.0,2.0,14.0,0.0,-17.1,-9.0,-9.0,-13.0,3.0,6.8,14.0,0.0,3.3,3.3,3.6,3.4,3.0,0.2,14.0,0.0,1.04,2.2,2.2,1.63,3.0,0.98,14.0,0.0,3.7,6.8,6.8,5.3,3.0,2.6,14.0,0.0,4.41,5.24,5.24,4.84,3.0,0.7,14.0,0.0,16.2,16.3,17.8,17.0,3.0,1.3,14.0,0.0,-98.2,-69.6,-69.6,-83.6,3.0,24.1,14.0,0.0,21.5,25.3,25.3,23.4,3.0,3.3,14.0,0.0,-63.7,-46.1,-46.0,-54.6,3.0,14.9,14.0,0.0,14.0,16.7,16.8,15.4,3.0,2.4,14.0,0.0
