Year,Month,Running Month,Longitude,Latitude,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
1958,4,23500,-179.7,-31.2,7.0,7.0,7.0,7.0,1.0,0.0,30.0,0.0,3.5,3.5,3.5,3.5,1.0,0.0,30.0,0.0,6.06,6.06,6.06,6.06,1.0,0.0,30.0,0.0,1014.1,1014.1,1014.1,1014.1,1.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,4,23500,-179.7,-21.4,7.2,7.2,7.2,7.2,1.0,0.0,18.0,0.0,-7.2,-7.2,-7.2,-7.2,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1014.6,1014.6,1014.6,1014.6,1.0,0.0,18.0,0.0,26.7,26.7,26.7,26.7,1.0,0.0,18.0,0.0,25.6,25.6,25.6,25.6,1.0,0.0,18.0,0.0,18.58,18.58,18.58,18.58,1.0,0.0,18.0,0.0,90.9,90.9,90.9,90.9,1.0,0.0,18.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,18.0,0.0,90.9,90.9,90.9,90.9,1.0,0.0,18.0,0.0,-51.8,-51.8,-51.8,-51.8,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.1,1.1,1.1,1.1,1.0,0.0,18.0,0.0,7.9,7.9,7.9,7.9,1.0,0.0,18.0,0.0,3.28,3.28,3.28,3.28,1.0,0.0,18.0,0.0,23.6,23.6,23.6,23.6,1.0,0.0,18.0,0.0,-184.3,-184.3,-184.3,-184.3,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,-133.8,-133.8,-133.8,-133.8,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,-23.6,-23.6,-23.6,-23.6,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,373.0,373.0,373.0,373.0,1.0,0.0,18.0,0.0,375.0,375.0,375.0,375.0,1.0,0.0,18.0,0.0
1958,4,23500,-179.7,-9.5,1.41,2.3,3.19,2.3,2.0,1.84,20.0,0.5,-1.67,-1.4,-1.13,-1.4,2.0,0.57,20.0,0.5,-2.62,-1.56,-0.49,-1.56,2.0,2.2,20.0,0.5,1009.16,1009.5,1009.84,1009.5,2.0,0.71,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,4,23500,-179.7,12.8,5.87,9.5,10.61,8.65,6.0,2.75,14.0,0.7,-9.89,-8.93,-4.09,-7.49,6.0,3.39,14.0,0.7,-5.16,-3.52,-2.36,-3.47,6.0,2.01,14.0,0.7,1013.09,1015.2,1016.6,1014.77,6.0,2.09,14.0,0.7,25.6,26.1,26.55,26.3,6.0,1.01,14.0,0.7,25.0,26.15,27.32,26.22,6.0,1.19,14.0,0.7,14.21,16.21,17.26,15.91,6.0,1.57,14.0,0.7,68.7,75.8,82.6,75.4,6.0,9.1,14.0,0.7,3.0,4.5,6.4,4.8,6.0,1.9,14.0,0.7,68.7,75.8,82.6,75.4,6.0,9.1,14.0,0.7,-105.2,-85.4,-19.5,-71.8,6.0,45.9,14.0,0.7,-40.9,-36.2,-20.5,-32.2,6.0,19.2,14.0,0.7,-1.2,0.5,1.1,0.08,6.0,1.15,14.0,0.7,-11.0,4.1,7.0,-0.1,6.0,10.6,14.0,0.7,3.66,4.59,7.73,5.46,6.0,2.6,14.0,0.7,25.5,46.9,63.6,45.7,6.0,21.0,14.0,0.7,-265.4,-230.1,-103.4,-195.2,6.0,87.8,14.0,0.7,-134.7,-91.9,-63.0,-92.2,6.0,54.4,14.0,0.7,-173.3,-131.5,-68.8,-120.4,6.0,56.8,14.0,0.7,-83.1,-55.7,-37.2,-54.1,6.0,30.9,14.0,0.7,-52.2,-32.2,-20.3,-36.8,6.0,19.6,14.0,0.7,-31.9,-18.1,-7.4,-21.4,6.0,19.8,14.0,0.7,209.0,875.5,1206.5,804.0,6.0,585.0,14.0,0.7,210.0,875.0,1205.0,805.0,6.0,585.0,14.0,0.7
1958,4,23500,-179.6,-39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,32.3,60.9,32.3,6.0,28.7,18.0,0.0,-11.0,1.4,72.6,17.2,6.0,47.7,18.0,0.0,17.5,1092.5,4596.0,2124.0,11.0,2911.5,18.0,0.3,20.0,1095.0,4595.0,2125.0,11.0,2910.0,18.0,0.3
1958,4,23500,-179.6,-33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24,19.75,20.0,19.63,4.0,0.48,20.0,0.3,17.0,18.0,19.0,18.09,9.0,1.21,18.0,0.2,6.57,9.47,11.28,8.91,7.0,2.32,20.0,0.3,55.5,72.6,82.7,68.9,7.0,13.1,20.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.25,2.52,1.38,4.0,1.38,20.0,0.3,1.9,9.0,20.8,11.3,4.0,12.0,20.0,0.3,2.65,3.7,5.88,4.24,4.0,2.08,20.0,0.3,27.1,32.4,48.7,37.6,4.0,17.8,20.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,32.4,48.2,37.4,4.0,17.3,20.0,0.3,0.0,0.0,5.8,2.7,4.0,5.5,20.0,0.3,105.5,729.0,2069.5,956.5,9.0,881.5,18.0,0.2,105.0,730.0,2070.0,955.0,9.0,880.0,18.0,0.2
1958,4,23500,-179.6,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17,23.9,24.19,23.43,10.0,1.13,10.0,0.6,20.6,22.2,23.25,21.77,11.0,1.78,10.0,0.6,10.4,11.56,12.3,11.46,10.0,1.48,10.0,0.6,68.6,70.8,81.0,72.3,10.0,8.4,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.65,3.93,1.87,10.0,1.93,10.0,0.6,1.3,8.4,15.7,8.3,10.0,8.6,10.0,0.6,4.9,6.42,8.32,6.41,10.0,1.61,10.0,0.6,18.8,29.1,41.5,30.7,10.0,11.9,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.5,-23.1,19.1,-13.9,10.0,24.8,10.0,0.6,-18.0,-11.0,8.6,-3.9,10.0,18.4,10.0,0.6,47.5,132.5,176.5,125.0,11.0,104.5,10.0,0.6,50.0,135.0,175.0,125.0,11.0,105.0,10.0,0.6
1958,4,23500,-179.6,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,0.0,15.3,6.1,4.0,15.5,12.0,0.8,2.6,7.6,11.1,6.9,4.0,5.4,12.0,0.8,33.5,342.0,1044.5,533.5,8.0,617.0,16.0,0.8,35.0,340.0,1045.0,535.0,8.0,615.0,16.0,0.8
1958,4,23500,-179.6,40.4,7.69,11.3,14.53,11.55,12.0,4.53,16.0,0.8,0.0,5.0,10.8,5.28,12.0,5.46,16.0,0.8,-9.12,-6.25,7.76,-2.37,12.0,9.99,16.0,0.8,1002.22,1016.6,1022.28,1014.62,12.0,9.9,16.0,0.8,8.45,10.0,10.81,9.76,11.0,1.33,16.0,0.7,6.7,8.9,12.35,9.06,12.0,2.64,16.0,0.8,5.16,5.85,8.6,6.34,8.0,1.8,16.0,0.6,79.8,89.1,95.8,87.7,8.0,10.0,16.0,0.6,6.0,6.0,8.0,6.8,11.0,1.0,14.0,0.8,79.8,89.1,95.8,87.7,8.0,10.0,16.0,0.6,0.0,51.9,193.5,74.7,12.0,85.0,16.0,0.8,-115.9,-52.3,73.2,-8.5,12.0,164.5,16.0,0.8,-3.36,2.2,3.55,0.7,11.0,3.48,16.0,0.7,-45.2,20.5,40.8,-0.4,11.0,50.2,16.0,0.7,-1.83,1.51,3.0,1.12,8.0,2.25,16.0,0.6,-23.9,14.5,34.1,7.2,8.0,31.1,16.0,0.6,0.0,38.6,117.6,54.8,12.0,61.6,16.0,0.8,-96.4,-44.0,69.6,-11.4,12.0,106.2,16.0,0.8,0.0,12.6,71.5,26.8,8.0,37.9,16.0,0.6,-76.0,-38.3,46.5,-12.1,8.0,89.3,16.0,0.6,-18.0,0.0,5.9,-1.8,8.0,14.5,16.0,0.6,-34.6,-21.3,7.6,-16.8,8.0,22.1,16.0,0.6,472.0,1477.0,3068.0,2256.5,12.0,2880.0,16.0,0.8,470.0,1475.0,3070.0,2255.0,12.0,2880.0,16.0,0.8
1958,4,23500,-179.6,42.4,7.78,9.3,13.0,10.12,9.0,3.19,14.0,0.6,0.71,8.05,12.27,6.56,9.0,6.13,14.0,0.6,-1.55,0.0,5.28,1.57,9.0,6.07,14.0,0.6,1009.27,1016.0,1017.89,1013.6,9.0,8.78,14.0,0.6,6.03,7.0,8.22,7.54,9.0,2.14,14.0,0.6,5.0,8.0,8.97,7.28,9.0,1.94,14.0,0.6,4.39,5.02,5.92,5.19,9.0,0.86,14.0,0.6,68.5,83.8,93.2,82.0,9.0,11.3,14.0,0.6,4.3,7.0,8.0,6.3,9.0,1.9,14.0,0.6,68.5,83.8,93.2,82.0,9.0,11.3,14.0,0.6,5.5,74.9,152.0,73.5,9.0,68.6,14.0,0.6,-14.0,0.0,40.7,24.3,9.0,83.9,14.0,0.6,-1.0,-0.6,1.95,0.27,9.0,1.75,14.0,0.6,-10.0,-8.0,13.0,1.3,9.0,14.7,14.0,0.6,0.75,1.17,1.82,1.3,9.0,0.59,14.0,0.6,9.2,10.7,16.9,12.1,9.0,4.1,14.0,0.6,6.7,65.0,72.6,46.9,9.0,36.9,14.0,0.6,-12.8,0.0,49.7,15.5,9.0,53.5,14.0,0.6,4.9,45.1,60.0,33.0,9.0,29.4,14.0,0.6,-8.1,0.0,36.1,11.3,9.0,35.9,14.0,0.6,1.6,9.8,12.4,7.3,9.0,8.0,14.0,0.6,-1.8,0.0,7.8,1.7,9.0,7.3,14.0,0.6,471.5,804.5,2197.0,1316.5,9.0,1138.5,14.0,0.6,470.0,805.0,2195.0,1315.0,9.0,1140.0,14.0,0.6
