Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations
1950,6,23406,-179.9,-27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,1.0,0.0,10.0,0.0,-6.7,-6.7,-6.7,-6.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1025.4,1025.4,1025.4,1025.4,1.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,23406,-179.9,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,16.0,0.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,16.0,0.0,-3.98,-3.98,-3.98,-3.98,1.0,0.0,16.0,0.0,1017.6,1017.6,1017.6,1017.6,1.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,23406,-179.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,7.7,7.7,1.0,0.0,16.0,1.0,-7.7,-7.7,-7.7,-7.7,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,1013.2,1013.2,1013.2,1013.2,1.0,0.0,16.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,16.0,1.0,84.3,84.3,84.3,84.3,1.0,0.0,16.0,1.0,-59.3,-59.3,-59.3,-59.3,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-217.9,-217.9,-217.9,-217.9,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,-156.0,-156.0,-156.0,-156.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0
1950,6,23406,-179.7,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,10.05,14.86,10.43,4.0,6.71,16.0,0.8,-3.06,1.14,10.81,3.75,4.0,10.77,16.0,0.8,-1.34,3.75,8.89,3.77,4.0,6.02,16.0,0.8,1015.32,1016.4,1019.57,1017.4,4.0,3.18,16.0,0.8,5.0,6.0,7.5,6.3,4.0,1.5,16.0,0.8,75.0,93.9,94.7,85.1,3.0,16.3,22.0,0.7,-31.7,9.9,197.9,79.7,4.0,190.6,16.0,0.8,-3.5,36.8,89.8,42.9,4.0,54.9,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2,19.8,192.8,70.8,4.0,186.5,16.0,0.8,-18.6,56.3,150.9,65.7,4.0,101.9,16.0,0.8,9.2,22.0,160.5,83.4,3.0,122.9,22.0,0.7,-11.3,0.0,85.2,36.1,3.0,77.3,22.0,0.7
1950,6,23406,-179.6,-17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,4.6,4.6,1.0,0.0,30.0,1.0,-1.57,-1.57,-1.57,-1.57,1.0,0.0,30.0,1.0,4.32,4.32,4.32,4.32,1.0,0.0,30.0,1.0,1015.9,1015.9,1015.9,1015.9,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,23406,-179.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2.05,3.6,2.0,22.0,1.57,4.0,0.8,-1.02,0.0,2.58,0.66,22.0,1.72,4.0,0.8,0.0,0.57,2.78,1.16,22.0,1.37,4.0,0.8,1014.05,1015.4,1016.45,1015.43,23.0,1.26,6.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.0,16.8,4.9,22.0,11.2,4.0,0.8,0.0,4.0,16.8,7.4,22.0,9.1,4.0,0.8,0.0,10.5,46.5,22.5,22.0,28.5,4.0,0.8,0.0,10.0,45.0,25.0,22.0,30.0,4.0,0.8,-26.4,0.0,76.4,19.7,22.0,47.9,4.0,0.8,0.0,14.6,79.2,32.9,22.0,39.0,4.0,0.8,-15.6,0.0,40.6,9.9,22.0,27.5,4.0,0.8,0.0,8.8,42.9,18.4,22.0,22.4,4.0,0.8
1950,6,23406,-179.6,20.4,27.2,27.2,27.2,27.26,23.0,0.67,6.0,0.8,25.6,26.7,29.71,27.29,23.0,1.73,6.0,0.8,15.16,15.73,16.09,15.87,23.0,0.91,6.0,0.8,60.4,72.3,77.1,70.8,23.0,8.2,6.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,6.0,7.5,4.5,23.0,2.6,6.0,0.8,60.4,72.3,77.1,70.8,23.0,8.2,6.0,0.8,-1.4,0.0,9.0,2.4,22.0,6.0,4.0,0.8,0.0,0.6,10.9,4.1,22.0,5.3,4.0,0.8,-2.51,0.5,1.6,-0.03,23.0,1.73,6.0,0.8,-8.9,0.0,2.0,-1.8,22.0,4.7,4.0,0.8,6.43,6.78,7.36,6.74,23.0,1.15,6.0,0.8,1.1,13.1,23.7,13.3,22.0,10.2,4.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,23406,-179.6,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,6.7,6.7,4.0,0.0,20.0,0.8,-6.65,-6.6,-1.94,-4.4,4.0,4.46,20.0,0.8,-3.85,-0.58,0.61,-1.57,4.0,3.29,20.0,0.8,1014.89,1015.4,1016.12,1015.5,4.0,0.84,20.0,0.8,3.9,6.0,7.0,5.5,4.0,2.5,20.0,0.8,95.8,95.8,95.8,95.8,1.0,0.0,14.0,1.0,-44.6,-44.2,-13.0,-29.5,4.0,29.9,20.0,0.8,-25.8,-3.9,4.1,-10.5,4.0,22.0,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-181.3,-173.9,-52.4,-119.5,4.0,115.4,20.0,0.8,-92.3,-16.2,15.6,-37.3,4.0,77.2,20.0,0.8,39.1,39.1,39.1,39.1,1.0,0.0,14.0,1.0,-107.4,-107.4,-107.4,-107.4,1.0,0.0,14.0,1.0
1950,6,23406,-179.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.0,6.7,4.6,5.0,3.0,18.0,0.8,70.8,77.0,84.8,77.8,4.0,10.0,12.0,0.8,-39.6,-10.0,21.6,-7.1,6.0,32.4,16.0,0.8,-16.8,8.0,15.5,1.6,6.0,16.8,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,23406,-179.6,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,12.0,9.0,2.0,6.22,14.0,0.5,-11.91,-8.69,-5.48,-8.69,2.0,6.66,14.0,0.5,0.37,1.15,1.93,1.15,2.0,1.63,14.0,0.5,1019.28,1023.55,1027.82,1023.55,2.0,8.84,14.0,0.5,1.3,4.0,6.7,4.0,2.0,5.7,14.0,0.5,85.0,85.0,85.0,85.0,1.0,0.0,28.0,1.0,-154.0,-98.9,-43.9,-98.9,2.0,114.0,14.0,0.5,1.7,5.3,8.9,5.3,2.0,7.5,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-175.4,-137.5,-99.7,-137.5,2.0,78.4,14.0,0.5,7.5,23.7,39.9,23.7,2.0,33.5,14.0,0.5,-50.2,-50.2,-50.2,-50.2,1.0,0.0,28.0,1.0,29.0,29.0,29.0,29.0,1.0,0.0,28.0,1.0
